registro_id,data_chamado,cidade,uf,bairro,cliente_id,profissional_id,tipo_servico,especialidade_profissional,urgencia,distancia_km,tempo_deslocamento_min,tempo_execucao_min,tempo_total_min,valor_orcamento,valor_pago,avaliacao_cliente,reclamacao,retorno_correcao,dias_desde_ultimo_uso,idade_imovel_anos,cupom_utilizado,status_chamado,observacao
FIX-00471,2025-09-25,São Paulo,SP,Jardim America,C54,P18,eletrica,pintor,alta,10.54,43,44,87,327.39,325.92,4.3,nao,nao,40,27,nao,cancelado,
FIX-00472,2025-02-25,Uberaba,MG,Industrial,C344,P78,pintura,montador,baixa,9.82,76,77,153,415.98,"488,41",4.4,nao,nao,301,47,sim,procesado,
FIX-00473,2025-08-27,Campinas,SP,Boa Vista,C169,P13,hidraulica,eletricista,baixa,"0,45",12,79,91,697.09,621.1,3.1,nao,nao,49,34,nao,,
FIX-00474,data_invalida,Curitiba,PR,Centro,C350,P10,eletric.,montador,alta,19.41,174,98,272,496.85,408.17,3.5,nao,nao,312,22,,finalizado,
FIX-00475,03-06-2025,Uberlândia,MG,Industrial,C48,P104,pintura,eletricista,alta,12.07,94,39,133,"657,9",653.6,4.3,nao,nao,132,52,,cancelado,
FIX-00476,2025-07-18,Uberlândia,MG,Santa Maria,C488,P107,eletrica,eletricista,media,10.36,70,15,85,420.53,417.61,3.5,nao,nao,179,18,sim,procesado,
FIX-00477,2025-02-13,salvador,BA,Industrial,C344,P99,montagem,eletricista,baixa,8.23,,44,125,707.61,688.11,"4,2",nao,nao,141,72,nao,,
FIX-00478,2025-02-18,São Paulo,SP,Boa Vista,C132,P1,hidraulica,limpeza,baixa,1.31,8,142,150,850.28,"1017,28","2,7",sim,nao,6,72,nao,,
FIX-00479,2025-04-17,Salvador,BA,Boa Vista,C310,P113,montagem,limpeza,alta,9.03,55,63,118,447.01,387.09,2.0,sim,sim,82,4,,procesado,
FIX-00480,2025-06-21,Campinas,SP,Santa Maria,C190,P129,montagem,encanador,media,8.28,85,78,163,212.85,188.36,"3,9",nao,nao,91,38,,cancelado,
FIX-00481,2025-05-13,Goiânia,GO,Morumbi,C273,P36,eletrica,eletricista,baixa,18.97,185,81,266,98.13,80.42,3.5,sim,nao,12,9,sim,,
FIX-00482,data_invalida,Salvador,BA,Planalto,C208,P26,hidraulicaa,encanador,baixa,9.12,48,41,89,791.56,673.17,5,nao,nao,71,0,nao,finalizado,
FIX-00483,2025-06-05,Uberlândia,MG,Santa Maria,C419,P89,pintura,montador,baixa,1.85,12,32,44,"81,07",93.83,5,nao,sim,242,72,nao,cancelado,
FIX-00484,2025-09-13,Goiânia,GO,Planalto,C489,P22,pintura,limpeza,baixa,8.16,70,134,204,"847,12",838.17,5,sim,nao,135,61,nao,finalizado,
FIX-00485,2025-03-29,Curitiba,PR,Industrial,C65,P106,pintura,limpeza,alta,4.46,25,128,153,851.47,"787,42",3.6,nao,nao,242,7,nao,procesado,
FIX-00486,2025-04-21,São Paulo,SP,Industrial,C345,P37,hidraulica,pintor,media,2.63,15,92,107,689.18,565.79,5,nao,sim,14,29,,,
FIX-00487,2025-02-24,Curitiba,PR,Morumbi,C67,P15,limpeza,eletricista,emergencial,"5,16",39,43,82,340.88,"339,39",1.8,sim,nao,248,19,sim,,
FIX-00488,2025-03-26,Campinas,SP,Boa Vista,C475,P123,hidraulica,eletricista,baixa,4.87,33,80,113,836.77,765.8,4.0,nao,nao,310,6,nao,procesado,
FIX-00489,08/03/2025,Campinas,SP,Planalto,C190,P62,jardinagem,encanador,baixa,5.2,39,65,104,"334,76","320,84",5,nao,nao,242,63,sim,em_andamento,
FIX-00490,2025-08-31,Curitiba,PR,Morumbi,C138,P90,eletrica,encanador,media,10.32,62,15,77,168.47,137.26,3.8,nao,nao,227,58,sim,finalizado,
FIX-00491,2025-03-09,curitiba,PR,Jardim America,C181,P4,eletric.,montador,media,"2,36",,86,109,140.73,134.23,3.9,nao,nao,302,12,,finalizado,
FIX-00492,2025-08-13,Campinas,SP,Planalto,C131,P74,limpeza,encanador,alta,2.83,,85,111,"471,1",540.27,3.6,nao,nao,294,74,sim,cancelado,
FIX-00493,2025-04-27,Campinas,sp,Jardim America,C134,P45,eletric.,eletrica_geral,alta,8.57,49,74,123,403.48,"356,86",4.5,nao,nao,94,78,,cancelado,
FIX-00494,29/09/2025,São Paulo,SP,Morumbi,C3,P26,hidraulica,eletricista,media,0.3,20,73,93,473.93,"504,26",3.2,nao,nao,150,78,sim,finalizado,
FIX-00495,2025-09-26,Uberlândia,MG,Centro,C372,P83,hidraulica,pintor,baixa,12.01,99,124,223,122.81,137.93,3.3,nao,nao,6,67,sim,cancelado,
FIX-00496,2025-02-11,São Paulo,SP,Santa Maria,C177,P15,eletrica,montador,alta,9.79,92,69,161,653.84,586.37,5,nao,nao,362,63,,procesado,
FIX-00497,data_invalida,Uberaba,MG,Boa Vista,C195,P12,hidraulica,pintor,media,4.95,39,86,125,756.83,727.41,2.8,sim,sim,201,65,sim,em_andamento,
FIX-00498,19/06/2025,Uberaba,MG,Boa Vista,C98,P96,hidraulica,pintor,alta,5.85,25,59,84,"273,14",230.66,5,nao,nao,207,32,nao,em_andamento,
FIX-00499,2025-01-25,Goiânia,GO,Morumbi,C280,P147,montagem,montador,media,6.88,75,100,175,441.11,"397,83",2.5,sim,sim,345,55,nao,procesado,
FIX-00500,2025-05-23,São Paulo,SP,Jardim America,C201,P144,montagem,eletricista,alta,15.0,125,17,142,185.38,"161,07",5,nao,nao,282,76,nao,,
FIX-00501,2025-04-03,Campinas,sp,Morumbi,C117,P63,eletrica,pintor,baixa,"8,55",49,132,181,"801,02",856.91,3.8,nao,nao,138,69,,em_andamento,
FIX-00502,2025-03-01,goiânia,GO,Boa Vista,C426,P128,montagem,eletricista,media,3.35,32,88,120,184.75,166.04,1.6,sim,nao,116,5,nao,cancelado,
FIX-00503,2025-03-27,Campinas,SP,Jardim America,C464,P41,pintura,pintor,media,8.04,,78,113,627.99,"696,19",4.4,nao,nao,310,14,nao,procesado,
FIX-00504,06/08/2025,São Paulo,SP,Santa Maria,C291,P124,eletrica,encanador,alta,14.71,128,96,224,878.1,1050.89,5,sim,nao,230,13,sim,em_andamento,
FIX-00505,2025-03-19,Curitiba,PR,Industrial,C142,P132,eletrica,pintor,baixa,5.64,42,62,104,"619,98",724.36,4.5,nao,nao,35,49,sim,cancelado,
FIX-00506,2025-03-05,Salvador,BA,Industrial,C218,P37,hidraulica,montador,alta,14.27,74,42,116,653.29,563.21,2.7,sim,nao,42,70,,finalizado,
FIX-00507,2025-01-17,São Paulo,SP,Boa Vista,C34,P73,limpeza,montador,baixa,0.3,5,52,57,538.84,478.92,4.7,nao,nao,142,45,,,
FIX-00508,2025-09-11,Curitiba,PR,Jardim America,C376,P65,eletrica,encanador,media,"17,46",84,58,142,159.48,182.93,"2,4",sim,nao,342,40,,,
FIX-00509,2025-03-26,Uberlândia,MG,Santa Maria,C385,P74,eletrica,limpeza,alta,0.3,5,62,67,"94,56","84,99","4,1",nao,nao,128,27,,,
FIX-00510,2025-02-08,São Paulo,SP,Jardim America,C332,P62,pintura,eletricista,media,0.89,13,92,105,312.63,362.09,3.8,nao,nao,285,8,nao,finalizado,
FIX-00511,2025-10-27,São Paulo,SP,Planalto,C99,P129,hidraulica,eletricista,media,3.26,16,131,147,870.78,852.4,4.6,nao,nao,94,17,,em_andamento,
FIX-00512,2025-09-17,Salvador,BA,Planalto,C267,P145,eletrica,eletricista,media,0.3,5,83,88,243.28,"225,58",2.3,sim,nao,34,48,sim,cancelado,
FIX-00513,2025-03-29,Uberlândia,MG,Industrial,C193,P138,eletrica,pintor,baixa,11.83,59,83,142,293.74,340.44,4.9,sim,nao,312,42,nao,finalizado,
FIX-00514,2025-01-18,Uberaba,MG,Industrial,C30,P48,eletrica,limpeza,media,11.91,101,88,189,640.78,529.72,4.1,nao,nao,352,69,,cancelado,
FIX-00515,data_invalida,São Paulo,SP,Morumbi,C171,P127,pintura,pintor,emergencial,7.73,55,35,90,"547,16",592.88,2.9,sim,sim,77,5,,finalizado,
FIX-00516,01-11-2025,Campinas,SP,Planalto,C438,P79,eletrica,eletricista,media,0.3,6,124,130,578.1,"576,32",5,nao,nao,104,25,nao,finalizado,
FIX-00517,2025-08-03,Salvador,BA,Industrial,C335,P18,montagem,eletricista,media,6.63,42,101,143,468.65,433.85,"3,2",nao,nao,15,54,sim,,
FIX-00518,2025-10-27,São Paulo,SP,Centro,C463,P107,hidraulicaa,eletricista,media,5.24,58,43,101,641.45,560.1,4.8,nao,nao,171,26,sim,em_andamento,
FIX-00519,2025-05-25,Salvador,BA,Planalto,C137,P101,eletrica,encanador,baixa,15.19,105,52,157,849.56,"898,58",2.5,sim,nao,49,16,nao,procesado,
FIX-00520,2025-03-31,São Paulo,SP,Industrial,C294,P124,montagem,pintor,media,13.16,116,19,135,323.35,328.14,"3,4",nao,nao,7,42,sim,,
FIX-00521,03-23-2025,Uberaba,MG,Industrial,C6,P5,eletrica,encanador,alta,0.3,18,112,130,"665,7",609.03,4.9,nao,nao,342,72,sim,finalizado,
FIX-00522,09-21-2025,são paulo,SP,Centro,C348,P109,eletrica,pintor,alta,2.59,12,72,84,511.72,"463,2",4.0,nao,nao,26,40,nao,em_andamento,
FIX-00523,2025-05-13,São Paulo,SP,Industrial,C53,P136,pintura,jardineiro,baixa,"0,3",15,79,94,862.04,940.25,4.2,nao,nao,252,20,sim,cancelado,
FIX-00524,2025-10-19,Curitiba,PR,Jardim America,C441,P55,jardinagem,eletricista,media,"0,3",8,85,93,485.46,407.84,5,nao,nao,221,56,,cancelado,
FIX-00525,02-26-2025,Goiânia,GO,Morumbi,C128,P144,eletrica,encanador,baixa,0.3,12,52,64,170.59,148.21,3.4,nao,nao,54,23,,finalizado,
FIX-00526,2025-02-18,Uberaba,MG,Santa Maria,C387,P123,pintura,limpeza,alta,8.17,39,193,232,"799,42","928,53",3.0,nao,nao,242,30,,procesado,
FIX-00527,03-05-2025,Salvador,BA,Centro,C489,P28,pintura,pintor,alta,11.51,74,73,147,658.62,748.77,4.6,nao,nao,316,8,sim,finalizado,
FIX-00528,2025-05-10,São Paulo,SP,Industrial,C325,P100,eletrica,eletricista,media,"0,3",5,124,129,507.85,529.46,3.0,sim,nao,118,65,,procesado,
FIX-00529,2025-02-06,Goiânia,GO,Santa Maria,C267,P29,hidraulica,eletricista,baixa,9.41,55,94,149,860.95,940.69,3.0,nao,nao,74,21,nao,procesado,
FIX-00530,2025-07-23,Campinas,SP,Planalto,C384,P125,eletrica,pintor,baixa,5.98,45,15,60,"553,42",530.86,5,nao,sim,195,33,sim,procesado,
FIX-00531,2025-04-03,São Paulo,SP,Centro,C75,P102,eletrica,eletricista,baixa,0.3,5,98,103,364.58,401.89,3.8,nao,nao,56,57,nao,cancelado,
FIX-00532,16/04/2025,Uberlândia,MG,Industrial,C262,P35,eletrica,eletricista,alta,16.67,106,52,158,105.7,"95,37",3.5,nao,nao,157,1,nao,procesado,
FIX-00533,2025-05-22,Uberlândia,mg,Planalto,C429,P111,montagem,montador,media,3.06,15,69,84,589.34,"602,85",3.9,nao,nao,83,10,nao,em_andamento,
FIX-00534,2025-09-18,Campinas,SP,Centro,C158,P143,pintura,eletricista,baixa,6.87,41,74,115,254.39,243.52,3.8,nao,sim,25,9,,,
FIX-00535,2025-02-18,Curitiba,PR,Jardim America,C442,P70,hidraulica,eletricista,alta,0.47,9,85,94,681.99,613.02,3.6,nao,nao,190,61,,cancelado,
FIX-00536,2025-06-26,Uberaba,mg,Boa Vista,C454,P75,limpeza,pintor,alta,0.3,9,70,79,498.53,547.52,2.6,sim,nao,224,42,nao,finalizado,
FIX-00537,2025-07-22,São Paulo,SP,Boa Vista,C168,P85,pintura,montador,alta,"7,07",55,147,202,183.28,150.5,2.5,sim,sim,107,67,nao,cancelado,
FIX-00538,2025-02-07,Campinas,SP,Planalto,C143,P101,montagem,montador,emergencial,"11,63",107,89,196,725.64,820.9,2.6,sim,nao,190,22,,cancelado,
FIX-00539,2025-08-07,Campinas,SP,Centro,C133,P135,hidraulica,eletricista,media,4.63,44,15,59,586.52,482.99,3.6,nao,nao,361,58,sim,em_andamento,
FIX-00540,2025-01-30,São Paulo,SP,Jardim America,C330,P130,montagem,eletricista,media,0.3,12,97,109,440.17,495.51,3.5,nao,nao,289,22,sim,,
FIX-00541,2025-03-05,São Paulo,SP,Santa Maria,C74,P32,hidraulica,montador,media,11.5,49,71,120,226.2,229.39,5,nao,nao,55,15,,cancelado,
FIX-00542,2025-04-13,São Paulo,SP,Morumbi,C87,P106,limpeza,eletricista,media,"17,43",92,61,153,230.17,202.11,"3,0",nao,nao,28,66,sim,,
FIX-00543,2025-04-08,Curitiba,pr,Boa Vista,C265,P138,eletrica,eletricista,baixa,"11,79",97,32,129,766.38,872.11,5,nao,nao,62,28,nao,finalizado,
FIX-00544,2025-03-30,são paulo,SP,Jardim America,C168,P90,montagem_moveis,pintor,baixa,5.38,9,57,66,766.16,918.41,2.7,sim,nao,174,18,nao,procesado,
FIX-00545,2025-03-05,Uberaba,MG,Boa Vista,C49,P120,eletrica,encanador,baixa,"1,35",14,143,157,688.22,560.08,5,nao,nao,311,77,,em_andamento,
FIX-00546,27/01/2025,Salvador,BA,Industrial,C422,P46,hidraulica,pintor,alta,6.13,46,15,61,"423,22",344.28,3.9,nao,nao,41,44,nao,cancelado,
FIX-00547,2025-07-22,Curitiba,PR,Planalto,C355,P73,pintura,encanador,alta,5.42,29,158,187,442.74,388.59,3.5,nao,nao,228,33,nao,em_andamento,
FIX-00548,2025-04-28,Salvador,BA,Planalto,C297,P54,eletrica,pintor,baixa,4.66,44,50,94,640.05,542.4,4.7,nao,nao,190,71,sim,,
FIX-00549,04-24-2025,São Paulo,SP,Morumbi,C432,P10,eletrica,eletricista,baixa,1.85,5,79,84,86.47,75.56,4.6,nao,nao,227,25,,finalizado,
FIX-00550,01/04/2025,Curitiba,PR,Centro,C245,P103,eletrica,montador,media,9.57,89,97,186,"318,1","346,36",2.4,sim,nao,194,40,,procesado,
FIX-00551,2025-01-26,Goiânia,GO,Santa Maria,C90,P129,pintura,encanador,media,7.25,72,53,125,243.83,"199,6",4.6,nao,sim,343,8,,cancelado,
FIX-00552,2025-05-21,Goiânia,GO,Morumbi,C91,P84,hidraulica,montador,baixa,11.11,69,118,187,187.73,"180,54",4.8,nao,nao,54,65,,finalizado,
FIX-00553,10/04/2025,São Paulo,SP,Santa Maria,C273,P82,eletrica,montador,media,0.84,5,56,61,209.88,184.12,4.3,nao,nao,191,36,nao,em_andamento,
FIX-00554,2025-08-14,São Paulo,sp,Santa Maria,C150,P96,montagem,eletrica_geral,baixa,14.85,131,23,154,728.58,618.72,5,sim,nao,66,26,sim,finalizado,
FIX-00555,2025-03-15,São Paulo,SP,Boa Vista,C403,P130,eletrica,pintor,emergencial,0.3,8,122,130,470.63,534.19,"2,8",sim,sim,128,9,sim,cancelado,
FIX-00556,27/05/2025,Curitiba,pr,Centro,C225,P59,hidraulica,encanador geral,media,22.48,196,44,240,228.54,270.93,4.0,nao,nao,283,54,,em_andamento,
FIX-00557,data_invalida,Uberaba,MG,Centro,C429,P48,eletrica,eletricista,media,5.56,38,81,119,443.87,473.74,2.7,sim,nao,270,8,sim,finalizado,
FIX-00558,25/07/2025,Salvador,BA,Industrial,C435,P68,eletrica,jardineiro,alta,9.34,67,48,115,793.27,904.51,3.9,nao,nao,2,8,sim,finalizado,
FIX-00559,2025-04-09,Campinas,SP,Planalto,C315,P129,hidraulica,pintor,media,0.3,5,87,92,821.44,762.02,5,nao,nao,359,80,,cancelado,
FIX-00560,14/10/2025,Uberlândia,MG,Industrial,C33,P73,eletrica,pintor,baixa,9.74,53,106,159,838.16,"952,05",5,nao,sim,2,70,nao,finalizado,
FIX-00561,2025-09-25,uberaba,MG,Planalto,C122,P22,hidraulica,eletricista,baixa,7.58,74,20,94,721.51,812.06,4.3,nao,nao,189,40,,procesado,
FIX-00562,2025-10-06,Goiânia,GO,Boa Vista,C358,P5,pintura,montador,media,0.59,10,106,116,764.56,644.89,3.3,nao,nao,146,71,sim,em_andamento,
FIX-00563,2025-10-19,Salvador,BA,Santa Maria,C270,P18,eletrica,encanador geral,media,2.93,19,59,78,259.54,217.81,2.3,sim,sim,205,78,nao,finalizado,
FIX-00564,2025-07-10,Campinas,SP,Santa Maria,C138,P88,eletrica,eletricista,media,3.64,15,79,94,397.78,"451,46",3.7,nao,nao,29,66,sim,procesado,
FIX-00565,data_invalida,Uberlândia,MG,Santa Maria,C335,P36,eletrica,encanador,baixa,5.72,45,68,113,231.27,272.08,5,nao,sim,300,74,nao,procesado,
FIX-00566,data_invalida,Uberaba,MG,Centro,C279,P89,jardinagem,jardineiro,baixa,"1,4",27,78,105,280.94,"251,68",2.8,sim,nao,111,60,,procesado,
FIX-00567,2025-06-01,Salvador,BA,Centro,C358,P59,hidraulica,eletrica_geral,media,"1,32",16,24,40,"788,85","904,12",4.3,nao,sim,116,52,nao,cancelado,
FIX-00568,data_invalida,Salvador,BA,Planalto,C234,P126,eletrica,encanador,baixa,15.7,93,124,217,251.4,280.43,3.4,nao,nao,309,7,,,
FIX-00569,2025-06-21,Goiânia,GO,Industrial,C241,P142,hidraulica,encanador,baixa,"0,3",5,15,20,808.16,"801,43","4,8",nao,nao,225,3,sim,em_andamento,
FIX-00570,27/07/2025,São Paulo,SP,Planalto,C423,P124,montagem,jardineiro,baixa,15.79,134,67,201,"178,06","151,03",5,nao,nao,59,40,sim,,
FIX-00571,2025-04-27,Campinas,SP,Centro,C447,P48,eletrica,eletricista,media,5.92,49,145,194,783.33,791.44,4.7,nao,nao,23,43,,em_andamento,
FIX-00572,2025-09-04,São Paulo,SP,Morumbi,C288,P144,hidraulica,pintor,alta,0.3,5,179,184,"246,46",262.29,4.0,nao,sim,365,10,sim,em_andamento,
FIX-00573,data_invalida,Uberaba,MG,Boa Vista,C318,P121,hidraulica,jardineiro,baixa,"8,03",72,108,180,125.44,130.81,1.7,sim,nao,146,7,sim,cancelado,
FIX-00574,2025-05-15,Curitiba,pr,Morumbi,C79,P75,pintura,pintor,baixa,9.15,84,84,168,"526,91",458.91,4.2,nao,nao,177,62,sim,cancelado,
FIX-00575,2025-07-04,Curitiba,PR,Jardim America,C440,P78,montagem,montador,alta,7.77,53,39,92,453.26,396.36,5,nao,nao,244,5,,,
FIX-00576,2025-08-26,Goiânia,GO,Industrial,C322,P123,pintura,pintor,baixa,7.69,49,51,100,342.4,303.14,4.4,nao,sim,13,14,,,
FIX-00577,2025-07-30,Goiânia,GO,Santa Maria,C285,P5,hidraulica,jardineiro,baixa,4.88,23,54,77,780.3,698.96,4.5,sim,sim,54,52,,cancelado,
FIX-00578,2025-02-23,Salvador,BA,Boa Vista,C135,P13,limpeza,jardineiro,baixa,9.4,90,67,157,548.08,538.98,5,nao,nao,51,68,sim,em_andamento,
FIX-00579,19/10/2025,salvador,BA,Santa Maria,C281,P74,hidraulica,pintor,baixa,"1,29",13,39,52,403.86,"411,1",2.0,sim,nao,292,6,,procesado,
FIX-00580,05-30-2025,Uberaba,MG,Boa Vista,C37,P63,montagem,jardineiro,alta,3.73,34,39,73,"748,37","639,16",4.3,sim,nao,9,26,sim,procesado,
FIX-00581,2025-07-20,Salvador,BA,Jardim America,C207,P54,montagem,pintor,emergencial,7.59,62,45,107,"772,89",784.31,4.9,nao,nao,138,64,,,
FIX-00582,06-03-2025,Uberaba,MG,Boa Vista,C36,P7,hidraulica,jardineiro,media,0.3,14,108,122,496.33,530.25,3.7,nao,nao,77,44,,em_andamento,
FIX-00583,2025-03-25,Campinas,SP,Centro,C251,P4,eletrica,montador,baixa,3.55,28,26,54,682.69,"685,69",3.1,nao,nao,228,55,sim,finalizado,
FIX-00584,2025-04-02,Curitiba,PR,Planalto,C256,P141,eletrica,encanador,media,11.92,104,99,203,"393,6","383,74",4.9,nao,nao,310,60,,,
FIX-00585,2025-04-02,são paulo,SP,Boa Vista,C340,P52,montagem,montador,baixa,"7,58",63,71,134,313.29,334.34,5,nao,nao,110,27,nao,finalizado,
FIX-00586,2025-06-13,Goiânia,GO,Centro,C126,P99,montagem,eletricista,alta,3.68,51,69,120,304.33,251.66,3.0,nao,nao,87,34,nao,,
FIX-00587,03-17-2025,Uberlândia,MG,Industrial,C63,P30,eletrica,pintor,baixa,0.3,5,98,103,379.39,361.03,4.3,nao,nao,87,28,nao,em_andamento,
FIX-00588,26/03/2025,São Paulo,SP,Planalto,C432,P64,jardinagem,pintor,baixa,2.44,22,95,117,439.78,438.08,4.7,nao,nao,47,11,,cancelado,
FIX-00589,2025-06-19,Goiânia,GO,Boa Vista,C255,P131,pintura,jardineiro,baixa,5.61,45,85,130,"425,53","487,27",5,nao,nao,117,53,nao,cancelado,
FIX-00590,2025-02-04,Goiânia,GO,Morumbi,C424,P41,hidraulicaa,jardineiro,media,7.26,76,24,100,"391,1",424.39,4.4,nao,nao,170,8,,finalizado,
FIX-00591,2025-02-09,Goiânia,GO,Santa Maria,C120,P103,pintura,montador,media,14.62,86,168,254,721.75,789.12,3.3,nao,nao,48,26,sim,cancelado,
FIX-00592,2025-03-02,Goiânia,GO,Centro,C73,P45,hidraulica,limpeza,media,9.74,55,113,168,431.69,466.93,3.6,nao,nao,313,46,nao,finalizado,
FIX-00593,2025-04-10,Goiânia,GO,Morumbi,C149,P40,montagem,encanador,media,8.78,37,68,105,828.2,847.39,3.0,nao,nao,100,19,nao,em_andamento,
FIX-00594,2025-04-13,Uberaba,MG,Jardim America,C208,P27,hidraulica,eletricista,baixa,13.39,105,96,201,"577,62",477.46,1.2,sim,nao,361,63,nao,procesado,
FIX-00595,04-23-2025,Curitiba,PR,Santa Maria,C347,P53,eletrica,encanador,media,9.75,78,56,134,338.37,367.88,"2,6",sim,nao,67,20,sim,finalizado,
FIX-00596,2025-01-09,Salvador,BA,Jardim America,C441,P135,pintura,montador,baixa,"5,19",59,36,95,708.75,807.43,4.0,nao,nao,72,6,sim,finalizado,
FIX-00597,data_invalida,Uberaba,MG,Morumbi,C421,P22,hidraulica,limpeza,media,"8,49",57,114,171,"609,96",673.96,"3,2",nao,nao,206,25,nao,em_andamento,
FIX-00598,2025-05-03,Uberlândia,MG,Industrial,C353,P51,montagem,encanador,alta,13.61,88,97,185,803.1,855.39,3.4,nao,nao,47,6,sim,,
FIX-00599,2025-01-27,Uberaba,MG,Jardim America,C308,P14,eletrica,montador,baixa,"12,37",71,124,195,834.44,"786,92",4.1,nao,sim,126,55,nao,cancelado,
FIX-00600,18/10/2025,Curitiba,PR,Centro,C171,P39,eletrica,montador,alta,6.31,,151,203,691.88,632.21,5,nao,nao,194,50,,cancelado,
FIX-00601,2025-08-04,Curitiba,PR,Planalto,C15,P25,hidraulica,eletricista,media,7.17,58,137,195,497.58,544.8,5,nao,nao,143,59,,cancelado,
FIX-00602,2025-03-17,Goiânia,go,Boa Vista,C292,P150,eletrica,encanador,media,3.98,37,125,162,479.0,450.39,4.2,nao,nao,130,7,sim,finalizado,
FIX-00603,data_invalida,Goiânia,GO,Planalto,C218,P150,hidraulica,pintor,alta,11.56,69,91,160,829.38,875.53,4.0,nao,nao,114,16,,procesado,
FIX-00604,2025-05-02,Campinas,SP,Centro,C82,P95,eletrica,limpeza,baixa,"2,14",7,68,75,"415,17",374.23,4.5,nao,nao,88,67,nao,finalizado,
FIX-00605,2025-03-17,Curitiba,PR,Jardim America,C263,P66,hidraulica,encanador,emergencial,6.2,50,90,140,874.02,1010.12,4.8,nao,nao,233,19,sim,procesado,
FIX-00606,07-12-2025,Curitiba,PR,Centro,C244,P73,jardinagem,montador,alta,0.3,5,146,151,754.75,758.01,2.9,sim,nao,24,14,sim,em_andamento,
FIX-00607,2025-01-13,Salvador,BA,Boa Vista,C187,P105,montagem,encanador,baixa,1.8,5,64,69,"835,21",748.96,3.9,nao,nao,253,29,nao,procesado,
FIX-00608,data_invalida,Campinas,SP,Santa Maria,C128,P134,jardinagem,eletricista,alta,12.7,60,63,123,"692,13",633.44,4.9,nao,nao,331,55,nao,em_andamento,
FIX-00609,22/02/2025,Salvador,BA,Santa Maria,C97,P79,eletrica,montador,baixa,2.54,30,15,45,248.67,203.51,5,nao,nao,234,19,,cancelado,
FIX-00610,2025-10-04,Uberaba,MG,Boa Vista,C393,P125,limpeza,encanador,baixa,2.15,24,127,151,575.14,"645,42",3.0,nao,nao,52,21,,procesado,
FIX-00611,2025-01-15,São Paulo,SP,Jardim America,C178,P149,jardinagem,limpeza,media,9.01,81,127,208,881.28,713.65,2.4,sim,nao,175,49,sim,,
FIX-00612,2025-04-04,Uberlândia,MG,Jardim America,C65,P113,hidraulica,pintor,alta,6.71,64,95,159,126.73,"128,58",2.1,sim,nao,71,9,sim,em_andamento,
FIX-00613,2025-09-05,São Paulo,SP,Centro,C260,P106,eletrica,limpeza,alta,"0,3",5,127,132,607.32,633.02,4.3,nao,sim,217,17,nao,cancelado,
FIX-00614,2025-01-10,São Paulo,SP,Centro,C48,P99,montagem,limpeza,media,3.61,16,123,139,317.44,"346,29",5,nao,nao,202,39,sim,finalizado,
FIX-00615,2025-10-24,Uberlândia,MG,Industrial,C128,P10,pintura,montador,media,1.67,21,15,36,408.29,367.26,3.0,nao,nao,124,42,nao,,
FIX-00616,28/06/2025,Goiânia,GO,Jardim America,C344,P31,eletrica,eletricista,baixa,8.76,81,114,195,756.92,800.05,5,nao,nao,208,70,nao,cancelado,
FIX-00617,2025-02-03,Curitiba,PR,Morumbi,C181,P102,hidraulica,eletrica_geral,alta,0.3,5,98,103,524.14,459.46,5,nao,nao,51,16,sim,cancelado,
FIX-00618,09-11-2025,Goiânia,GO,Centro,C54,P10,limpeza,encanador,media,12.03,82,119,201,515.22,617.95,4.6,sim,nao,207,36,,,
FIX-00619,2025-10-27,Curitiba,PR,Centro,C402,P3,limpeza,montador,media,0.3,10,48,58,526.99,"614,62",3.6,nao,nao,233,30,sim,procesado,
FIX-00620,2025-07-19,Curitiba,PR,Industrial,C127,P109,eletrica,eletricista,baixa,1.8,17,50,67,183.32,217.85,3.2,nao,nao,332,46,,procesado,
FIX-00621,2025-10-25,Campinas,SP,Centro,C298,P126,pintura,eletricista,baixa,2.19,24,56,80,"322,98",375.52,3.4,nao,nao,113,33,sim,procesado,
FIX-00622,2025-02-13,Curitiba,PR,Boa Vista,C45,P113,limpeza,jardineiro,media,1.69,19,55,74,85.05,85.77,4.2,nao,nao,199,72,,,
FIX-00623,2025-08-09,Salvador,BA,Santa Maria,C466,P86,limpeza,pintor,media,16.32,113,15,128,393.21,438.55,5,nao,sim,345,62,sim,finalizado,
FIX-00624,2025-06-21,Goiânia,GO,Centro,C245,P55,montagem,montador,emergencial,2.8,5,132,137,476.65,518.59,4.8,nao,sim,108,69,nao,finalizado,
FIX-00625,2025-01-19,Curitiba,PR,Boa Vista,C79,P125,montagem,encanador,baixa,9.84,72,100,172,264.9,252.3,4.9,nao,nao,171,35,nao,cancelado,
FIX-00626,2025-08-31,Goiânia,GO,Centro,C440,P66,hidraulica,jardineiro,media,0.3,5,55,60,529.31,433.18,4.4,nao,sim,290,19,,em_andamento,
FIX-00627,2025-10-21,Salvador,BA,Morumbi,C88,P83,montagem,eletricista,media,"12,64",75,87,162,458.84,"468,53",3.5,nao,sim,63,39,nao,procesado,
FIX-00628,2025-04-23,Goiânia,GO,Centro,C328,P19,eletrica,montador,media,8.47,47,84,131,739.67,744.23,3.9,nao,nao,30,7,,procesado,
FIX-00629,23/08/2025,uberlândia,MG,Planalto,C460,P84,hidraulica,pintor,baixa,4.48,35,94,129,863.39,896.19,4.6,nao,nao,24,41,,,
