registro_id,data_lead,cidade,uf,idade_cliente,renda_cliente,sexo,segmento_empresa,porte_empresa,origem_lead,servico_interesse,valor_proposta,status_proposta,taxa_abandono_formulario_pct,tempo_decisao_dias,score_ux,feedback_cliente,proposta_enviada,proposta_aceita,cliente_perdido,motivo_perda,tempo_no_site_seg,cliques_formulario,status_registro,observacao
NC-00436,2025-01-29,Uberaba,MG,44,7655.63,F,servicos,media,instagram,automacao_processos,5922.17,recusada,7.85,5,6.3,,sim,nao,sim,falta_contato,154,8,,
NC-00437,2025-10-23,Uberaba,MG,42,2854.17,Outro,saude,MEI,instagram,sistema_web,13441.12,abandonada,"23,0",1,4.9,preco_alto,sim,nao,sim,falta_contato,96,6,validado,
NC-00438,2025-01-29,uberlândia,MG,43,4661.15,M,servicos,MEI,indicacao,sistema_web,10705.53,recusada,13.74,6,6.5,preco_alto,sim,nao,sim,prazo,5,9,procesado,
NC-00439,2025-10-12,Curitiba,PR,24,6221.32,M,varejo,MEI,site,sistema_web,10474.85,aceita,51.46,14,10,preco_alto,sim,sim,nao,preco,151,11,pendente,
NC-00440,04/02/2025,São Paulo,SP,63,5983.84,Outro,industria,pequena,instagram,sistema_web,500,abandonada,51.64,19,6.7,NA,sim,nao,sim,NA,431,6,procesado,
NC-00441,2025-06-13,Uberlândia,MG,66,11853.83,F,industria,media,instagram,automacao_processos,14635.11,em_analise,40.14,25,8.1,concorrente,sim,nao,nao,NA,127,8,pendente,
NC-00442,10-17-2025,Curitiba,PR,28,2541.23,F,servicos,pequena,instagram,sistema_web,9222.39,recusada,15.76,29,7.6,demora_retorno,sim,nao,sim,prazo,379,0,pendente,
NC-00443,2025-04-10,salvador,BA,60,6081.64,,saude,media,google_ads,app_mobile,12548.46,aceita,50.5,5,7.4,nao_entendeu_proposta,sim,sim,nao,prazo,234,3,,
NC-00444,2025-01-13,Salvador,BA,,9565.35,,servicos,MEI,indicacao,sistema_web,"11037,17",recusada,33.35,13,"9,7",NA,nao,nao,sim,falta_contato,147,2,,
NC-00445,data_invalida,Uberlândia,MG,67,10742.4,,servicos,media,site,sistema_web,13201.18,recuzada,12.82,14,4.0,NA,sim,sim,nao,preco,202,14,procesado,
NC-00446,2025-07-01,Campinas,SP,34,10520.74,,industria,MEI,instagram,automacao_processos,3027.2,em_analise,60.2,3,7.9,NA,sim,nao,nao,,84,13,,
NC-00447,2025-05-07,Campinas,SP,48,"8341,86",M,educacao,media,instagram,sistema_web,12042.25,recusada,"12,3",18,9.7,,sim,nao,sim,falta_contato,264,8,pendente,
NC-00448,2025-07-30,Goiânia,GO,68,"1236,2",,varejo,pequena,site,automacao_processos,4161.62,abandonada,19.32,12,8.3,nao_entendeu_proposta,sim,nao,sim,NA,237,3,,
NC-00449,2025-07-08,Curitiba,PR,42,6750.39,,varejo,MEI,indicacao,app_mobile,15990.94,recusada,55.52,11,4.8,preco_alto,sim,nao,sim,concorrencia,211,9,validado,
NC-00450,2025-03-01,Campinas,SP,34,4326.07,Outro,servicos,pequena,indicacao,sistema_web,14455.08,aceita,38.79,0,"4,7",nao_entendeu_proposta,sim,sim,nao,,367,4,procesado,
NC-00451,2025-02-18,Campinas,SP,62,1200,Outro,varejo,MEI,google_ads,sistema_web,14935.84,recusada,53.2,15,6.9,nao_entendeu_proposta,sim,nao,sim,preco,32,4,,
NC-00452,2025-05-30,Campinas,SP,34,3534.1,F,educacao,MEI,indicacao,sistema_web,4171.68,recuzada,37.52,17,8.1,demora_retorno,sim,nao,nao,falta_contato,96,7,procesado,
NC-00453,2025-08-20,Curitiba,PR,28,5270.21,F,servicos,MEI,indicacao,consultoria_digital,"15811,71",recusada,33.58,22,"5,6",NA,sim,nao,sim,preco,178,1,procesado,
NC-00454,07-29-2025,São Paulo,SP,31,7829.94,,saude,MEI,instagram,consultoria_digital,500,aceitaa,20.98,14,5.7,,sim,nao,nao,preco,58,4,validado,
NC-00455,2025-10-28,Uberaba,mg,44,4828.01,F,varejo,grande,indicacao,consultoria_digital,4688.46,em_analise,20.86,0,5.3,preco_alto,sim,nao,nao,concorrencia,419,9,,
NC-00456,2025-05-04,São Paulo,SP,64,7642.16,Outro,educacao,pequena,site,sistema_web,13977.48,em_analise,52.64,9,6.9,demora_retorno,sim,nao,nao,NA,59,7,validado,
NC-00457,01-16-2025,Salvador,BA,64,9123.0,M,saude,pequena,site,app_mobile,4516.74,aceita,"48,82",19,4.2,demora_retorno,sim,sim,nao,prazo,356,2,procesado,
NC-00458,2025-09-11,Campinas,SP,35,4075.89,F,servicos,pequena,instagram,sistema_web,11451.0,aceita,"94,14",0,8.3,,sim,sim,nao,concorrencia,303,7,pendente,
NC-00459,22/06/2025,Goiânia,GO,18,5783.56,,servicos,MEI,site,automacao_processos,9955.93,em_analise,52.17,16,"5,8",,sim,nao,nao,preco,202,4,,
NC-00460,2025-10-03,Curitiba,PR,43,"7772,76",M,educacao,MEI,instagram,app_mobile,6313.66,recusada,0,5,7.5,,sim,nao,sim,concorrencia,363,11,,
NC-00461,data_invalida,Campinas,SP,59,11585.38,F,servicos,media,indicacao,app_mobile,3737.72,aceita,0,3,8.0,demora_retorno,sim,sim,nao,concorrencia,124,20,,
NC-00462,2025-02-22,Uberlândia,MG,19,2612.34,,saude,pequena,site,sistema_web,4524.26,em_analise,17.84,25,6.6,demora_retorno,sim,nao,nao,preco,274,12,pendente,
NC-00463,2025-10-27,Campinas,SP,67,"6614,96",,servicos,pequena,indicacao,app_mobile,"3397,57",abandonada,30.59,21,8.1,,sim,nao,sim,prazo,286,14,procesado,
NC-00464,2025-07-13,Salvador,BA,69,1200,Outro,saude,pequena,instagram,sistema_web,5852.06,recusada,84.75,0,9.3,concorrente,sim,nao,sim,concorrencia,153,7,pendente,
NC-00465,2025-10-03,campinas,SP,54,6329.04,Outro,industria,media,site,automacao_processos,1921.94,aceita,0,38,"6,8",nao_entendeu_proposta,sim,sim,nao,falta_contato,5,2,,
NC-00466,2025-02-25,Uberaba,MG,36,9653.06,M,industria,media,site,sistema_web,8330.44,aceita,14.26,30,7.4,,sim,sim,nao,concorrencia,71,6,pendente,
NC-00467,2025-05-31,Goiânia,GO,45,7630.69,M,servicos,media,instagram,automacao_processos,"6471,69",aceita,"63,08",0,8.5,NA,sim,sim,nao,NA,153,6,procesado,
NC-00468,2025-04-20,Campinas,SP,48,2174.95,Outro,servicos,MEI,indicacao,automacao_processos,4560.75,recusada,21.0,12,6.0,NA,sim,nao,sim,concorrencia,405,15,pendente,
NC-00469,2025-10-22,Uberlândia,MG,32,5661.25,Outro,saude,grande,instagram,sistema_web,4300.72,em_analise,48.17,8,5.5,,sim,nao,nao,prazo,158,1,pendente,
NC-00470,2025-03-19,Salvador,BA,32,2072.34,M,saude,MEI,site,sistema_web,"8327,17",em_analise,45.9,12,9.2,,sim,nao,nao,concorrencia,156,16,pendente,
NC-00471,2025-07-03,São Paulo,SP,29,11106.41,M,servicos,media,indicacao,consultoria_digital,7247.84,em_analise,19.17,15,8.3,NA,sim,nao,nao,preco,80,0,validado,
NC-00472,2025-09-07,Campinas,SP,27,5468.15,Outro,industria,MEI,evento,sistema_web,5435.81,abandonada,34.69,20,8.7,preco_alto,sim,nao,sim,preco,246,3,validado,
NC-00473,2025-03-13,uberlândia,MG,65,"6293,75",M,industria,media,instagram,sistema_web,4701.0,aceita,"16,97",10,7.4,preco_alto,nao,sim,nao,prazo,113,13,pendente,
NC-00474,2025-05-22,são paulo,SP,64,7176.73,Outro,saude,pequena,site,consultoria_digital,4897.22,recusada,21.76,9,3.4,preco_alto,sim,nao,sim,falta_contato,128,17,procesado,
NC-00475,2025-03-04,Uberaba,MG,40,7776.94,F,servicos,grande,site,app_mobile,12546.41,recusada,22.88,20,7.3,concorrente,sim,nao,sim,prazo,243,9,pendente,
NC-00476,2025-02-04,Uberlândia,MG,39,10737.48,M,industria,pequena,instagram,app_mobile,8335.92,em_analise,51.48,1,7.0,concorrente,sim,nao,nao,,116,4,,
NC-00477,2025-06-27,São Paulo,SP,68,8840.92,,servicos,media,site,consultoria_digital,5937.95,recusada,44.51,8,5.3,NA,sim,nao,sim,,338,15,,
NC-00478,2025-08-17,Uberlândia,MG,53,8416.67,F,educacao,media,site,automacao_processos,15053.84,em_analise,27.19,7,6.2,NA,sim,nao,nao,preco,74,12,validado,
NC-00479,08-09-2025,uberaba,MG,38,"7031,73",M,varejo,MEI,indicacao,app_mobile,6371.91,aceita,43.07,18,"6,6",,sim,sim,nao,,209,9,,
NC-00480,2025-01-08,Salvador,BA,66,"6666,02",F,saude,pequena,site,sistema_web,6466.89,aceita,0,19,4.6,concorrente,sim,sim,nao,NA,372,8,procesado,
NC-00481,2025-02-07,Salvador,BA,57,5244.08,Outro,educacao,pequena,evento,automacao_processos,6245.74,abandonada,"13,31",28,8.0,NA,sim,nao,sim,prazo,403,11,procesado,
NC-00482,2025-01-21,Uberlândia,mg,65,1200,,varejo,pequena,instagram,automacao_processos,"10814,72",aceita,24.36,14,4.2,nao_entendeu_proposta,sim,sim,nao,concorrencia,93,0,pendente,
NC-00483,2025-07-14,Curitiba,PR,27,8252.2,Outro,industria,pequena,site,automacao_processos,11208.83,recusada,37.21,20,7.6,concorrente,sim,nao,sim,NA,281,7,,
NC-00484,data_invalida,Salvador,BA,40,15755.92,Outro,saude,grande,instagram,sistema_web,"7593,59",aceita,35.92,16,7.5,demora_retorno,sim,sim,nao,concorrencia,311,8,procesado,
NC-00485,03-08-2025,goiânia,GO,21,7732.23,F,servicos,pequena,instagram,consultoria_digital,5849.27,abandonada,0,7,8.9,concorrente,sim,nao,sim,preco,101,8,procesado,
NC-00486,data_invalida,Uberaba,MG,54,3924.36,M,varejo,media,site,automacao_processos,"9583,7",recusada,52.5,12,6.7,,sim,nao,sim,prazo,132,2,validado,
NC-00487,data_invalida,São Paulo,SP,40,4871.68,M,varejo,MEI,indicacao,sistema_web,"11456,43",em_analise,"24,97",11,10,demora_retorno,sim,nao,nao,prazo,133,16,pendente,
NC-00488,2025-04-10,Curitiba,PR,67,1200,F,educacao,MEI,instagram,consultoria_digital,14183.35,recusada,46.41,20,8.2,NA,sim,nao,sim,,68,14,pendente,
NC-00489,2025-02-17,Curitiba,PR,59,2807.63,M,servicos,pequena,indicacao,sistema_web,"13181,12",abandonada,56.76,18,5.3,nao_entendeu_proposta,sim,nao,sim,preco,143,2,validado,
NC-00490,2025-02-03,Salvador,BA,25,5465.38,Outro,varejo,pequena,indicacao,app_mobile,10733.86,recusada,29.94,10,5.8,demora_retorno,sim,nao,sim,NA,42,8,procesado,
NC-00491,2025-03-24,Uberlândia,MG,48,9001.93,M,saude,MEI,google_ads,sistema_web,13255.49,recusada,21.87,17,9.6,NA,sim,nao,sim,,5,5,pendente,
NC-00492,data_invalida,Uberlândia,MG,41,"1535,68",F,varejo,MEI,instagram,app_mobile,6474.94,abandonada,64.1,13,7.9,nao_entendeu_proposta,sim,nao,sim,concorrencia,5,7,validado,
NC-00493,2025-07-01,Uberlândia,MG,18,10376.69,,varejo,pequena,google_ads,sistema_web,13516.66,em_analise,53.28,31,4.7,NA,nao,nao,nao,falta_contato,293,13,pendente,
NC-00494,2025-03-18,Curitiba,PR,59,"8887,03",,servicos,MEI,site,automacao_processos,"8002,0",aceita,58.04,16,"9,0",nao_entendeu_proposta,sim,sim,nao,NA,5,4,,
NC-00495,2025-10-22,Uberlândia,MG,47,3557.91,F,educacao,MEI,site,automacao_processos,10621.11,recusada,0,27,"8,7",concorrente,sim,nao,sim,NA,269,12,,
NC-00496,2025-10-13,São Paulo,SP,51,5630.33,M,servicos,pequena,site,sistema_web,7460.86,em_analise,4.21,5,7.9,demora_retorno,sim,nao,nao,prazo,5,9,pendente,
NC-00497,2025-07-11,Salvador,BA,44,"6502,89",,varejo,media,indicacao,app_mobile,"7781,97",abandonada,49.73,15,9.3,nao_entendeu_proposta,sim,nao,sim,preco,280,15,pendente,
NC-00498,2025-03-11,Campinas,SP,50,6368.38,Outro,servicos,media,instagram,app_mobile,13309.07,abandonada,2.35,11,6.5,NA,sim,nao,sim,prazo,266,1,pendente,
NC-00499,06-28-2025,Campinas,sp,31,1200,Outro,educacao,MEI,site,sistema_web,2170.62,em_analise,42.35,35,9.4,concorrente,sim,nao,nao,preco,426,4,validado,
NC-00500,2025-04-15,Goiânia,GO,25,4554.94,F,saude,pequena,site,automacao_processos,7542.76,aceita,13.99,9,8.5,preco_alto,sim,sim,nao,,154,10,,
NC-00501,2025-06-13,Uberlândia,MG,37,2171.95,F,saude,pequena,site,automacao_processos,11290.18,recusada,"28,41",31,6.9,nao_entendeu_proposta,sim,nao,sim,concorrencia,241,12,pendente,
NC-00502,22/04/2025,campinas,SP,33,9268.18,Outro,servicos,MEI,google_ads,sistema_web,11640.97,em_analise,44.82,21,3.5,preco_alto,sim,nao,nao,concorrencia,232,11,pendente,
NC-00503,2025-04-16,Uberaba,mg,22,7151.09,,varejo,grande,site,sistema_web,17749.54,em_analise,52.01,9,10,nao_entendeu_proposta,sim,nao,nao,concorrencia,188,7,,
NC-00504,2025-01-25,Salvador,BA,28,"7364,5",,servicos,grande,indicacao,sistema_web,10204.74,em analise,"69,45",8,4.5,,sim,nao,sim,falta_contato,106,5,validado,
NC-00505,2025-06-15,Uberaba,MG,63,4049.89,,educacao,pequena,instagram,sistema_web,"11315,22",abandonada,9.47,20,6.9,NA,sim,nao,sim,falta_contato,354,12,,
NC-00506,2025-07-21,São Paulo,SP,61,6538.53,,servicos,media,site,consultoria_digital,6319.51,abandonada,23.78,17,8.2,demora_retorno,sim,nao,sim,prazo,116,12,procesado,
NC-00507,2025-04-23,São Paulo,SP,22,6865.0,M,servicos,pequena,site,sistema_web,12901.97,recusada,60.76,14,4.2,,sim,nao,sim,preco,158,10,validado,
NC-00508,2025-10-03,campinas,SP,51,2529.06,F,industria,MEI,site,app_mobile,"8743,59",recusada,14.53,16,3.9,demora_retorno,sim,nao,sim,prazo,158,13,validado,
NC-00509,21/02/2025,uberlândia,MG,30,3508.85,Outro,industria,media,instagram,consultoria_digital,"6410,77",aceita,"24,58",13,3.5,,sim,sim,nao,prazo,179,15,validado,
NC-00510,2025-02-13,São Paulo,SP,29,"9248,42",Outro,varejo,media,site,app_mobile,9415.49,aceita,53.42,0,7.0,demora_retorno,sim,sim,nao,prazo,132,6,validado,
NC-00511,2025-05-03,Campinas,SP,52,6680.87,,educacao,MEI,indicacao,app_mobile,"8990,98",recusada,41.8,0,8.1,NA,sim,nao,sim,concorrencia,395,12,pendente,
NC-00512,2025-06-20,Uberaba,MG,41,4827.01,Outro,industria,pequena,google_ads,automacao_processos,12874.59,recusada,22.12,21,"2,9",demora_retorno,sim,nao,sim,concorrencia,98,10,,
NC-00513,2025-06-18,Salvador,BA,33,"9871,25",F,varejo,MEI,google_ads,sistema_web,"10003,59",aceitaa,46.47,1,9.1,demora_retorno,sim,nao,sim,NA,5,0,procesado,
NC-00514,2025-06-28,São Paulo,SP,56,7660.18,F,industria,MEI,indicacao,sistema_web,3268.78,em_analise,26.65,22,8.7,preco_alto,nao,nao,nao,,136,6,validado,
NC-00515,2025-10-13,Curitiba,PR,39,2025.51,Outro,saude,MEI,site,automacao_processos,8822.7,recusada,44.85,6,"2,8",NA,sim,nao,sim,preco,5,0,procesado,
NC-00516,2025-06-24,Salvador,BA,52,"5272,08",,servicos,media,site,app_mobile,6344.42,aceita,27.82,14,6.3,demora_retorno,sim,sim,nao,concorrencia,133,13,,
NC-00517,2025-05-31,Goiânia,GO,19,8310.41,Outro,educacao,grande,indicacao,sistema_web,7247.28,recusada,55.65,9,9.2,preco_alto,sim,nao,sim,concorrencia,75,6,,
NC-00518,2025-07-11,Goiânia,GO,69,5803.44,M,varejo,MEI,evento,automacao_processos,19826.55,em_analise,39.38,12,3.7,demora_retorno,sim,nao,nao,,5,4,validado,
NC-00519,2025-07-21,Salvador,BA,38,7986.08,Outro,educacao,media,instagram,automacao_processos,"10078,35",aceita,39.01,19,"3,9",,sim,sim,nao,prazo,521,11,,
NC-00520,2025-10-27,São Paulo,SP,33,3896.21,,industria,pequena,site,app_mobile,3424.6,recusada,"17,32",0,3.9,preco_alto,sim,nao,sim,,5,6,,
NC-00521,26/05/2025,São Paulo,SP,24,5790.24,,servicos,grande,google_ads,sistema_web,7346.26,aceita,33.49,20,9.5,,sim,sim,nao,prazo,214,12,,
NC-00522,2025-01-22,Salvador,ba,32,8648.97,M,educacao,MEI,indicacao,consultoria_digital,2127.44,recusada,29.09,10,6.8,nao_entendeu_proposta,nao,nao,sim,falta_contato,88,3,pendente,
NC-00523,2025-01-17,Salvador,BA,49,13271.92,M,industria,pequena,site,sistema_web,14935.93,em_analise,31.03,11,8.4,preco_alto,sim,nao,nao,preco,390,4,,
NC-00524,2025-09-28,Uberlândia,MG,22,2971.37,F,varejo,grande,indicacao,automacao_processos,9779.23,aceita,25.72,7,4.5,concorrente,sim,sim,nao,preco,99,5,procesado,
NC-00525,01-24-2025,Uberlândia,mg,44,2027.36,Outro,servicos,pequena,indicacao,app_mobile,"4449,41",em_analise,33.9,8,8.8,NA,sim,nao,nao,prazo,50,12,pendente,
NC-00526,2025-06-03,curitiba,PR,43,5076.34,Outro,varejo,pequena,google_ads,app_mobile,6366.46,abandonada,15.18,9,7.2,nao_entendeu_proposta,sim,nao,sim,NA,251,13,pendente,
NC-00527,2025-07-07,São Paulo,SP,21,7737.55,,servicos,pequena,site,consultoria_digital,12981.06,recusada,12.11,7,4.5,nao_entendeu_proposta,sim,nao,sim,concorrencia,431,9,procesado,
NC-00528,2025-08-03,São Paulo,SP,54,8663.2,Outro,industria,grande,indicacao,automacao_processos,"2314,22",aceita,0,20,6.9,nao_entendeu_proposta,sim,sim,nao,prazo,269,9,pendente,
NC-00529,08/07/2025,Salvador,BA,22,"6598,85",M,educacao,grande,evento,sistema_web,3168.53,em_analise,10.56,0,5.4,nao_entendeu_proposta,sim,nao,nao,preco,74,8,,
NC-00530,2025-01-03,Campinas,SP,40,5567.63,M,servicos,pequena,evento,app_mobile,7364.52,em_analise,29.97,10,8.3,NA,sim,nao,nao,preco,306,13,,
NC-00531,2025-03-25,Curitiba,PR,59,5579.34,Outro,servicos,MEI,site,automacao_processos,8051.15,aceita,25.14,15,6.5,concorrente,sim,sim,nao,falta_contato,331,8,pendente,
NC-00532,data_invalida,São Paulo,SP,24,2294.13,Outro,varejo,MEI,indicacao,app_mobile,11838.33,aceita,31.07,10,3.8,concorrente,sim,sim,nao,falta_contato,307,0,procesado,
NC-00533,2025-02-18,São Paulo,sp,49,4926.61,,varejo,MEI,site,sistema_web,11768.61,recusada,"26,86",0,9.6,nao_entendeu_proposta,sim,nao,sim,preco,181,6,pendente,
NC-00534,02-04-2025,Campinas,SP,23,3144.58,Outro,varejo,pequena,site,automacao_processos,15635.34,aceita,27.52,25,6.9,,sim,sim,nao,concorrencia,248,4,,
NC-00535,data_invalida,Goiânia,GO,70,"5407,23",,servicos,media,instagram,automacao_processos,2702.49,em_analise,"38,63",3,9.5,preco_alto,sim,nao,nao,,32,8,validado,
NC-00536,2025-08-08,Salvador,BA,53,1200,M,educacao,media,site,sistema_web,10325.56,recusada,0.78,25,8.4,,sim,nao,sim,falta_contato,126,14,procesado,
NC-00537,2025-03-27,Salvador,BA,50,13379.37,F,educacao,media,instagram,sistema_web,764.97,recusada,32.96,25,7.4,concorrente,sim,nao,sim,falta_contato,111,0,procesado,
NC-00538,2025-03-31,Uberaba,MG,37,"1935,92",Outro,varejo,MEI,site,sistema_web,5166.51,em_analise,43.81,6,6.4,,sim,nao,nao,NA,329,0,pendente,
NC-00539,2025-03-03,Uberlândia,MG,68,7743.47,M,varejo,media,site,sistema_web,14750.99,recusada,33.25,4,7.2,concorrente,sim,nao,sim,concorrencia,183,11,,
NC-00540,2025-05-21,Campinas,SP,,5134.95,M,servicos,grande,instagram,automacao_processos,14019.36,recusada,16.07,17,7.5,preco_alto,sim,nao,sim,prazo,108,3,,
NC-00541,2025-07-02,Goiânia,GO,59,3268.42,M,educacao,MEI,site,app_mobile,7995.11,aceita,12.17,12,5.4,,sim,sim,nao,concorrencia,75,0,pendente,
NC-00542,2025-05-25,Salvador,BA,22,10148.31,,saude,MEI,instagram,app_mobile,"9036,03",recusada,"36,08",0,"3,5",concorrente,sim,nao,sim,NA,5,11,pendente,
NC-00543,2025-06-22,Campinas,SP,31,7440.21,M,varejo,MEI,site,app_mobile,4580.74,aceita,36.91,18,7.4,,sim,sim,nao,NA,302,9,,
NC-00544,06/01/2025,Goiânia,GO,66,"1593,38",M,varejo,MEI,instagram,consultoria_digital,8730.77,recusada,24.55,4,5.3,demora_retorno,sim,nao,sim,falta_contato,169,4,,
NC-00545,24/05/2025,Uberaba,MG,46,8800.46,M,varejo,pequena,site,consultoria_digital,12899.36,recusada,69.55,13,7.1,NA,sim,nao,sim,NA,150,15,procesado,
NC-00546,2025-01-23,Salvador,BA,18,8419.6,F,industria,MEI,instagram,consultoria_digital,2774.33,recusada,49.44,33,8.3,demora_retorno,sim,nao,sim,falta_contato,131,2,procesado,
NC-00547,2025-08-24,Salvador,BA,64,1200,Outro,servicos,media,site,consultoria_digital,500,recusada,10.07,9,6.5,concorrente,sim,nao,sim,falta_contato,11,10,procesado,
NC-00548,2025-02-13,Goiânia,GO,26,1200,M,varejo,pequena,site,consultoria_digital,11537.63,abandonada,39.86,19,8.6,NA,sim,nao,sim,,397,5,procesado,
NC-00549,2025-09-15,Campinas,SP,35,"3639,49",F,servicos,MEI,evento,consultoria_digital,5455.96,em_analise,24.72,19,9.4,preco_alto,sim,nao,nao,preco,298,4,procesado,
NC-00550,2025-07-03,Goiânia,GO,59,9147.46,,industria,MEI,site,automacao_processos,5782.44,em_analise,45.76,18,8.5,,sim,nao,nao,preco,41,6,,
NC-00551,2025-01-13,Uberlândia,MG,24,6924.02,F,varejo,pequena,indicacao,consultoria_digital,"7863,27",aceita,40.34,2,4.6,NA,sim,sim,nao,,156,17,validado,
NC-00552,2025-10-17,Campinas,SP,64,"4923,28",,saude,MEI,site,automacao_processos,9689.18,em_analise,18.39,21,6.3,NA,sim,nao,nao,,168,8,pendente,
NC-00553,2025-03-03,Salvador,BA,63,"7331,97",M,educacao,MEI,evento,app_mobile,9979.89,aceita,47.4,15,5.4,demora_retorno,sim,sim,nao,concorrencia,164,5,validado,
NC-00554,2025-01-18,salvador,BA,36,9711.82,Outro,varejo,MEI,google_ads,app_mobile,5813.39,em_analise,29.03,6,7.2,preco_alto,sim,nao,nao,falta_contato,320,10,pendente,
NC-00555,2025-03-03,Uberaba,MG,42,7079.58,,servicos,pequena,site,sistema_web,"12580,24",recusada,"41,36",0,"7,5",demora_retorno,sim,nao,sim,NA,5,10,,
NC-00556,2025-02-12,Uberlândia,MG,63,4300.12,Outro,varejo,MEI,site,sistema_web,6413.75,aceitaa,47.94,27,9.5,concorrente,sim,nao,sim,,238,4,procesado,
NC-00557,2025-02-25,São Paulo,sp,58,10408.61,,servicos,media,instagram,automacao_processos,2368.85,recusada,40.56,8,7.5,preco_alto,sim,nao,sim,preco,5,5,pendente,
NC-00558,2025-02-11,São Paulo,SP,35,4930.71,M,educacao,MEI,instagram,automacao_processos,"13203,58",recusada,2.53,31,"4,4",preco_alto,sim,nao,sim,,113,16,pendente,
NC-00559,2025-05-06,Campinas,SP,67,"6839,81",Outro,servicos,pequena,indicacao,consultoria_digital,"6677,8",recusada,5.71,14,8.6,nao_entendeu_proposta,sim,nao,sim,prazo,95,4,validado,
NC-00560,2025-05-21,São Paulo,SP,53,2784.21,,servicos,MEI,site,sistema_web,12577.9,em_analise,"46,56",11,9.9,nao_entendeu_proposta,sim,nao,nao,concorrencia,263,16,procesado,
NC-00561,data_invalida,Uberaba,MG,61,3332.43,Outro,varejo,pequena,site,sistema_web,10939.77,aceita,11.19,12,5.8,concorrente,sim,sim,nao,NA,287,8,validado,
NC-00562,2025-06-23,Curitiba,PR,66,"7401,21",Outro,servicos,MEI,instagram,sistema_web,1291.11,aceita,61.92,9,8.6,NA,sim,sim,nao,prazo,234,12,validado,
NC-00563,data_invalida,Campinas,SP,19,7787.17,Outro,servicos,MEI,google_ads,sistema_web,11160.75,em_analise,"57,86",30,7.2,demora_retorno,sim,nao,nao,preco,237,6,procesado,
NC-00564,2025-06-10,Uberaba,MG,31,7072.08,M,servicos,media,instagram,app_mobile,5778.3,em_analise,36.35,20,5.7,concorrente,sim,nao,nao,,67,12,validado,
NC-00565,2025-09-12,Uberaba,MG,29,8925.45,M,industria,media,google_ads,app_mobile,12792.05,recuzada,49.75,1,6.0,demora_retorno,sim,nao,nao,falta_contato,326,12,procesado,
NC-00566,data_invalida,campinas,sp,64,"3936,35",M,industria,MEI,site,consultoria_digital,4542.64,aceita,66.73,10,7.1,concorrente,sim,sim,nao,falta_contato,266,9,,
NC-00567,2025-05-06,salvador,BA,20,9776.17,,saude,MEI,site,sistema_web,6902.48,em_analise,13.72,17,8.2,preco_alto,sim,nao,nao,NA,476,13,validado,
NC-00568,2025-06-07,Salvador,ba,61,"9356,03",Outro,educacao,media,evento,sistema_web,10841.83,aceita,56.15,0,7.7,demora_retorno,sim,sim,nao,concorrencia,24,2,validado,
NC-00569,2025-02-07,Goiânia,GO,54,6707.3,Outro,servicos,pequena,google_ads,sistema_web,10587.39,aceita,38.17,7,6.1,demora_retorno,sim,sim,nao,,240,15,pendente,
NC-00570,2025-05-18,Curitiba,PR,70,5952.48,,educacao,pequena,google_ads,sistema_web,"11382,63",recusada,31.03,10,4.0,preco_alto,sim,nao,sim,falta_contato,219,16,pendente,
NC-00571,05-04-2025,Campinas,SP,64,12113.33,M,servicos,MEI,google_ads,app_mobile,"938,79",recusada,47.68,22,5.5,NA,sim,nao,sim,preco,345,14,pendente,
NC-00572,10-07-2025,Campinas,sp,33,"6113,12",F,servicos,media,indicacao,automacao_processos,13573.2,aceita,39.36,25,8.0,NA,sim,sim,nao,prazo,416,11,pendente,
NC-00573,02-20-2025,Curitiba,pr,57,7574.64,,varejo,media,google_ads,consultoria_digital,14273.85,em_analise,"32,19",0,"7,3",preco_alto,sim,nao,nao,NA,49,1,validado,
NC-00574,2025-10-14,Curitiba,PR,41,6781.42,F,educacao,pequena,site,automacao_processos,"9401,47",aceita,53.16,7,5.1,,sim,sim,nao,concorrencia,169,2,,
NC-00575,2025-09-17,Salvador,BA,44,10944.12,M,servicos,MEI,indicacao,automacao_processos,7373.74,recusada,48.01,2,"6,0",,sim,nao,sim,prazo,268,5,validado,
NC-00576,2025-05-14,Curitiba,pr,49,8784.43,,industria,media,site,consultoria_digital,5385.22,recusada,66.66,29,6.3,nao_entendeu_proposta,sim,nao,sim,,5,9,validado,
NC-00577,2025-06-01,Curitiba,PR,50,11706.42,,servicos,pequena,site,automacao_processos,2074.67,em_analise,2.61,18,5.7,,sim,nao,nao,preco,61,0,pendente,
NC-00578,2025-03-06,campinas,SP,,4352.94,,industria,media,google_ads,sistema_web,500,recusada,66.49,26,5.9,demora_retorno,sim,nao,sim,falta_contato,138,10,,
NC-00579,2025-06-05,Campinas,SP,29,3858.74,M,varejo,MEI,indicacao,sistema_web,8837.24,recusada,14.6,18,7.8,nao_entendeu_proposta,nao,nao,sim,preco,83,5,validado,
NC-00580,2025-05-13,Salvador,BA,61,8982.36,M,educacao,pequena,site,sistema_web,7172.77,abandonada,40.56,10,6.7,demora_retorno,nao,nao,sim,,147,4,pendente,
NC-00581,2025-09-21,Goiânia,GO,50,2317.48,,varejo,MEI,site,sistema_web,3327.14,abandonada,2.76,10,5.6,nao_entendeu_proposta,sim,nao,sim,,90,3,procesado,
