registro_id,data_venda,cidade,uf,cliente_id,modelo_sabre,cor_lamina,categoria,preco_venda,custo_producao,tempo_fabricacao_h,quantidade_produzida,quantidade_vendida,avaliacao_cliente,comentario,mes,participou_promocao,frequencia_compra,dias_desde_ultima_compra,programa_fidelidade,status_pedido,observacao
SABER-00543,2025-03-09,São Paulo,sp,C395,classic,roxo,padrao,"1053,15",587.75,9,2,1,1.7,ruim,3,nao,10,89,nao,finalizado,
SABER-00544,2025-08-07,São Paulo,sp,C280,elite,roxo,customizado,1310.91,615.36,31,46,41,1.1,NA,10,sim,9,71,nao,procesado,
SABER-00545,2025-05-28,São Paulo,sp,C259,custom,azul,customizado,511.53,210.26,26,8,6,2.6,ótimo,7,,7,37,sim,cancelado,
SABER-00546,2025-04-17,São Paulo,sp,C363,dual_blade,vermelho,padrao,1487.3,653.11,34,44,33,4.1,ótimo,4,sim,3,82,sim,procesado,
SABER-00547,2025-05-08,São Paulo,SP,C271,premium,vermelho,padrao,821.07,512.97,39,38,22,1.6,,9,,0,21,nao,cancelado,
SABER-00548,08-17-2025,São Paulo,SP,C61,custom,vermelho,padrao,316.49,240.07,40,33,10,2.5,,10,,5,66,nao,,
SABER-00549,2025-10-28,São Paulo,SP,C10,custom,azul,padrao,"1944,16",795.85,21,48,0,4.8,ruim,3,,8,39,sim,finalizado,
SABER-00550,2025-05-08,São Paulo,SP,C15,premium,amarelo,padrao,"2227,6",1020.49,26,41,33,2.1,,4,nao,3,46,nao,procesado,
SABER-00551,06-24-2025,São Paulo,sp,C147,dual_blade,azul,customizado,2177.04,1119.65,20,45,41,4.2,ruim,2,,5,11,nao,finalizado,
SABER-00552,2025-01-17,São Paulo,SP,C240,custom,vermelho,padrao,1535.73,745.07,2,20,6,3.7,,9,sim,7,25,sim,,
SABER-00553,2025-04-06,São Paulo,sp,C321,dual_blade,vermelho,customizado,"1366,12",699.41,14,16,14,4.7,,1,nao,2,35,sim,cancelado,
SABER-00554,2025-10-16,São Paulo,sp,C265,elite,vermelho,customizado,1738.6,1268.46,31,17,1,1.1,ruim,8,,9,20,sim,cancelado,
SABER-00555,2025-02-17,São Paulo,SP,C118,elite,verde,padrao,"390,19",226.48,11,43,32,4.0,ruim,1,,4,6,sim,,
SABER-00556,2025-07-19,São Paulo,sp,C391,classic,verde,customizado,1832.76,890.83,17,45,18,1.6,NA,10,sim,2,44,nao,finalizado,
SABER-00557,23/09/2025,São Paulo,SP,C142,elite,amarelo,padrao,"1001,56",680.7,33,41,35,1.9,,12,nao,2,6,nao,cancelado,
SABER-00558,2025-07-10,São Paulo,sp,C337,custom,vermelho,customizado,3611.68,1457.01,9,39,2,1.9,NA,7,,9,32,sim,procesado,
SABER-00559,2025-07-31,São Paulo,SP,C174,premium,vermelho,customizado,"1212,67",836.08,5,23,9,3.1,,10,,4,41,sim,finalizado,
SABER-00560,2025-07-09,São Paulo,SP,C357,dual_blade,roxo,padrao,1934.64,1143.25,44,2,1,4.7,NA,7,,9,13,sim,cancelado,
SABER-00561,2025-05-08,São Paulo,SP,C89,elite,vermelho,padrao,1624.55,1323.93,6,42,32,2.5,,6,sim,7,27,nao,procesado,
SABER-00562,10-19-2025,São Paulo,sp,C26,elite,amarelo,padrao,2898.51,1327.95,27,10,3,4.0,,12,sim,3,40,nao,cancelado,
SABER-00563,2025-09-26,São Paulo,sp,C126,elite,verde,customizado,"751,21",595.19,41,41,33,3.6,ruim,5,,3,73,nao,,
SABER-00564,2025-02-02,São Paulo,SP,C291,classic,roxo,padrao,2373.02,1318.72,8,23,21,1.1,NA,1,sim,2,17,sim,,
SABER-00565,2025-03-05,São Paulo,sp,C378,premium,azul,padrao,2306.95,1321.47,16,35,28,2.4,NA,4,,10,49,sim,finalizado,
SABER-00566,2025-07-28,São Paulo,SP,C203,elite,verde,padrao,2353.46,990.1,5,27,0,2.9,ruim,2,,8,83,nao,procesado,
SABER-00567,10/10/2025,São Paulo,SP,C383,classic,vermelho,padrao,3329.41,1343.14,40,32,10,1.1,NA,9,sim,6,43,sim,finalizado,
SABER-00568,2025-04-27,São Paulo,SP,C373,dual_blade,verde,customizado,735.02,463.23,5,8,0,4.7,NA,1,nao,8,18,sim,procesado,
SABER-00569,04-05-2025,São Paulo,SP,C298,dual_blade,roxo,padrao,2494.95,1218.77,14,20,18,1.6,ótimo,1,nao,3,79,nao,procesado,
SABER-00570,06-21-2025,São Paulo,sp,C205,classic,vermelho,customizado,527.73,370.43,7,29,0,3.2,NA,6,,0,74,sim,,
SABER-00571,2025-09-24,São Paulo,SP,C85,elite,azul,padrao,"1179,68",646.62,9,37,3,2.7,ruim,1,,9,55,sim,finalizado,
SABER-00572,28/02/2025,São Paulo,sp,C264,classic,azul,customizado,1926.25,1136.03,12,26,11,2.3,NA,5,nao,8,85,nao,,
SABER-00573,18/02/2025,São Paulo,sp,C221,dual_blade,azul,customizado,1094.5,582.43,43,42,38,3.7,ótimo,6,nao,5,35,sim,,
SABER-00574,2025-07-10,São Paulo,sp,C206,dual_blade,azul,padrao,2593.41,1213.28,17,23,7,1.5,ruim,1,sim,2,89,nao,cancelado,
SABER-00575,2025-07-11,São Paulo,sp,C321,elite,azul,padrao,"789,75",414.26,6,14,6,1.4,NA,4,,1,24,nao,,
SABER-00576,2025-03-28,São Paulo,sp,C6,classic,verde,customizado,726.51,400.43,13,6,6,4.0,ruim,12,sim,3,54,nao,cancelado,
SABER-00577,2025-06-21,São Paulo,SP,C67,classic,verde,customizado,2041.67,1246.74,19,9,9,3.5,,1,,5,82,sim,procesado,
SABER-00578,2025-04-26,São Paulo,SP,C322,elite,azul,padrao,1265.51,892.74,20,6,2,1.4,ótimo,8,nao,6,15,sim,finalizado,
SABER-00579,03/05/2025,São Paulo,sp,C292,dual_blade,azul,padrao,1723.48,993.59,45,18,16,4.9,ótimo,12,,0,79,sim,procesado,
SABER-00580,2025-09-17,São Paulo,SP,C27,premium,verde,customizado,1335.52,893.41,46,12,9,1.3,NA,1,,10,51,nao,finalizado,
SABER-00581,2025-01-31,São Paulo,sp,C267,custom,verde,customizado,1830.81,1251.41,28,48,1,1.7,NA,8,,10,40,nao,procesado,
SABER-00582,2025-07-01,São Paulo,sp,C243,elite,verde,customizado,1176.87,546.62,34,9,6,1.3,NA,7,nao,4,38,sim,,
SABER-00583,2025-03-09,São Paulo,SP,C1,dual_blade,vermelho,padrao,1298.42,866.48,35,10,7,4.7,,11,nao,2,30,sim,finalizado,
SABER-00584,2025-02-21,São Paulo,sp,C85,custom,azul,customizado,526.65,363.46,15,24,10,1.3,,5,,8,39,nao,,
SABER-00585,2025-05-16,São Paulo,SP,C11,classic,vermelho,customizado,933.37,534.67,4,46,19,2.8,ruim,10,sim,1,32,nao,procesado,
SABER-00586,2025-02-12,São Paulo,sp,C90,premium,vermelho,padrao,2403.56,1114.03,46,47,37,1.4,ótimo,4,nao,4,46,nao,,
SABER-00587,2025-09-19,São Paulo,SP,C341,custom,amarelo,customizado,1432.81,1033.34,38,24,19,4.2,ótimo,7,nao,3,39,nao,procesado,
SABER-00588,05-17-2025,São Paulo,SP,C31,classic,vermelho,customizado,624.98,513.49,9,6,1,4.0,ótimo,1,,6,10,sim,procesado,
SABER-00589,2025-06-07,São Paulo,SP,C60,premium,roxo,padrao,2486.19,1270.34,35,22,10,2.7,,6,,7,55,nao,procesado,
SABER-00590,2025-01-03,São Paulo,sp,C342,premium,verde,padrao,467.07,353.6,37,23,17,3.0,,3,sim,1,36,nao,,
SABER-00591,2025-05-21,São Paulo,sp,C390,classic,vermelho,customizado,272.12,218.16,7,45,41,4.3,ruim,9,,7,43,nao,finalizado,
SABER-00592,2025-03-18,São Paulo,sp,C304,dual_blade,azul,padrao,449.08,217.5,44,17,6,3.5,ótimo,9,nao,8,18,nao,finalizado,
SABER-00593,data_invalida,São Paulo,SP,C30,dual_blade,azul,padrao,1972.95,1255.13,11,38,24,4.1,ruim,6,sim,2,2,nao,finalizado,
SABER-00594,05-22-2025,São Paulo,sp,C364,dual_blade,verde,padrao,"1552,03",843.03,26,8,3,5.0,ótimo,12,,8,35,nao,,
SABER-00595,2025-07-23,São Paulo,SP,C373,custom,azul,padrao,1715.96,728.9,33,36,17,3.2,ótimo,12,,5,33,nao,finalizado,
SABER-00596,2025-06-02,São Paulo,sp,C47,custom,roxo,customizado,1330.51,600.43,17,13,3,3.5,,8,sim,3,50,sim,cancelado,
SABER-00597,2025-09-10,São Paulo,sp,C3,classic,verde,customizado,1308.93,861.65,19,47,9,3.8,,6,,4,67,sim,,
SABER-00598,data_invalida,São Paulo,sp,C106,dual_blade,vermelho,padrao,341.65,243.24,3,43,2,2.3,NA,7,nao,2,44,sim,finalizado,
SABER-00599,2025-10-09,São Paulo,sp,C225,premium,vermelho,customizado,2589.86,1288.51,47,15,3,2.9,ótimo,12,,9,87,sim,cancelado,
SABER-00600,2025-08-19,São Paulo,SP,C153,custom,vermelho,padrao,2018.72,1329.6,41,12,4,2.5,ruim,8,nao,0,40,sim,,
SABER-00601,2025-07-08,São Paulo,SP,C377,elite,amarelo,customizado,1405.97,835.62,27,17,7,5.0,ótimo,9,,8,8,sim,procesado,
SABER-00602,data_invalida,São Paulo,sp,C235,custom,roxo,padrao,1810.1,900.72,12,10,7,4.8,,7,,10,4,nao,,
SABER-00603,2025-03-23,São Paulo,SP,C258,classic,azul,padrao,1217.59,952.52,35,9,5,4.4,ruim,5,nao,10,49,nao,procesado,
SABER-00604,02-19-2025,São Paulo,SP,C263,elite,vermelho,padrao,"699,73",521.44,20,19,1,1.6,,11,sim,8,9,sim,,
SABER-00605,02/07/2025,São Paulo,SP,C191,custom,vermelho,padrao,320.98,214.43,11,19,7,3.0,,5,sim,1,27,sim,,
SABER-00606,2025-09-13,São Paulo,SP,C226,classic,azul,customizado,1703.6,1092.68,18,24,12,2.3,NA,2,,3,27,sim,,
SABER-00607,2025-09-13,São Paulo,SP,C272,classic,roxo,padrao,2850.26,1481.57,15,43,19,1.4,ruim,12,nao,6,42,sim,procesado,
SABER-00608,2025-09-17,São Paulo,sp,C316,custom,roxo,padrao,"697,26",398.1,36,9,8,4.2,ruim,12,sim,0,50,nao,,
SABER-00609,data_invalida,São Paulo,sp,C175,dual_blade,roxo,customizado,1174.37,632.12,13,8,1,3.6,,8,,0,30,sim,procesado,
SABER-00610,2025-04-16,São Paulo,SP,C302,custom,vermelho,padrao,2643.15,1499.37,28,50,17,5.0,ruim,9,nao,8,62,nao,cancelado,
SABER-00611,2025-08-18,São Paulo,SP,C17,dual_blade,azul,customizado,1602.08,1265.63,35,22,4,1.5,ruim,5,,8,57,nao,procesado,
SABER-00612,2025-01-23,São Paulo,sp,C383,elite,verde,customizado,"2200,72",1344.03,11,44,13,4.0,ótimo,5,nao,6,57,sim,finalizado,
SABER-00613,2025-06-22,São Paulo,sp,C327,custom,vermelho,customizado,2477.72,1000.41,9,16,2,4.6,,4,nao,3,7,sim,finalizado,
SABER-00614,2025-02-27,São Paulo,SP,C331,premium,verde,padrao,"1484,12",1174.54,19,38,22,2.0,NA,6,nao,6,74,nao,finalizado,
SABER-00615,2025-02-20,São Paulo,SP,C270,classic,verde,padrao,1684.65,927.46,21,22,7,4.0,ótimo,6,,4,52,nao,procesado,
SABER-00616,2025-08-12,São Paulo,sp,C70,premium,vermelho,customizado,"591,52",330.6,30,2,2,3.1,NA,12,nao,7,68,sim,procesado,
SABER-00617,2025-10-05,São Paulo,SP,C122,custom,verde,padrao,1953.85,1095.72,33,43,28,3.6,ótimo,4,sim,4,64,sim,cancelado,
SABER-00618,2025-06-05,São Paulo,SP,C300,premium,verde,padrao,1906.61,1164.87,14,26,10,1.9,NA,4,sim,9,11,nao,finalizado,
SABER-00619,2025-07-17,São Paulo,SP,C209,premium,azul,customizado,560.02,367.56,46,23,16,3.6,ruim,12,nao,0,77,nao,,
SABER-00620,2025-08-30,São Paulo,SP,C325,custom,azul,customizado,1429.44,681.62,28,4,3,2.6,ruim,8,nao,7,48,nao,finalizado,
SABER-00621,2025-05-17,São Paulo,SP,C78,custom,vermelho,customizado,"2148,15",1081.79,38,39,4,3.1,ruim,11,sim,5,29,sim,,
SABER-00622,2025-08-25,São Paulo,SP,C139,dual_blade,azul,customizado,1763.63,1125.15,19,48,47,3.2,,11,sim,9,59,nao,cancelado,
SABER-00623,2025-04-04,São Paulo,sp,C180,classic,verde,customizado,1504.44,1017.94,42,33,27,3.5,ruim,1,sim,1,11,nao,procesado,
SABER-00624,2025-08-30,São Paulo,sp,C108,elite,vermelho,customizado,1552.63,931.11,26,36,28,3.1,ótimo,10,,4,45,nao,,
SABER-00625,2025-08-21,São Paulo,SP,C265,custom,azul,padrao,2407.12,1301.34,29,42,34,3.2,ruim,3,sim,6,80,sim,cancelado,
SABER-00626,2025-07-29,São Paulo,SP,C309,premium,roxo,padrao,2828.63,1323.59,7,2,0,3.6,,3,nao,1,29,nao,cancelado,
SABER-00627,2025-02-08,São Paulo,sp,C111,elite,azul,padrao,1788.78,1338.26,6,23,20,1.7,NA,1,sim,1,64,nao,procesado,
SABER-00628,05-26-2025,São Paulo,sp,C142,premium,azul,padrao,1531.72,732.03,41,1,1,4.7,NA,7,sim,9,23,nao,finalizado,
SABER-00629,06-10-2025,São Paulo,sp,C166,custom,azul,customizado,2376.78,1203.26,33,44,38,4.0,,3,nao,7,66,nao,finalizado,
SABER-00630,2025-04-16,São Paulo,SP,C62,classic,azul,padrao,"1264,01",656.7,18,32,15,3.5,,10,sim,2,42,nao,finalizado,
SABER-00631,20/08/2025,São Paulo,SP,C358,classic,verde,padrao,2535.62,1032.28,44,31,9,1.9,,6,sim,8,37,sim,,
SABER-00632,2025-04-29,São Paulo,sp,C120,dual_blade,azul,padrao,"2337,07",1398.79,14,31,14,2.0,ruim,3,,5,15,sim,finalizado,
SABER-00633,2025-06-14,São Paulo,SP,C18,elite,verde,customizado,677.3,370.28,6,3,2,3.1,ruim,12,sim,2,55,nao,cancelado,
SABER-00634,2025-10-10,São Paulo,SP,C50,premium,amarelo,padrao,593.14,454.7,46,30,12,3.7,NA,12,sim,6,11,nao,finalizado,
SABER-00635,2025-09-26,São Paulo,SP,C147,dual_blade,vermelho,customizado,"468,5",327.17,28,34,15,4.1,,9,sim,8,45,sim,,
SABER-00636,04-03-2025,São Paulo,SP,C111,custom,roxo,padrao,"1152,99",515.8,15,8,0,1.8,ótimo,8,nao,0,19,nao,,
SABER-00637,2025-01-27,São Paulo,sp,C50,dual_blade,amarelo,customizado,1763.83,762.18,47,48,22,3.8,ótimo,6,sim,8,28,nao,procesado,
SABER-00638,2025-02-15,São Paulo,sp,C136,elite,verde,padrao,1495.2,860.3,29,46,19,2.7,ótimo,2,sim,6,46,sim,finalizado,
SABER-00639,2025-03-26,São Paulo,SP,C298,elite,vermelho,padrao,"1880,6",1466.11,44,43,26,3.8,,7,sim,5,42,sim,finalizado,
SABER-00640,2025-10-27,São Paulo,sp,C179,premium,azul,padrao,1932.25,1315.27,43,44,17,3.3,NA,10,sim,1,6,nao,finalizado,
SABER-00641,29/09/2025,São Paulo,sp,C331,custom,vermelho,padrao,"1252,87",651.42,33,25,10,2.5,,7,nao,3,67,sim,procesado,
SABER-00642,2025-07-20,São Paulo,sp,C190,custom,azul,padrao,"1651,72",1299.46,25,1,1,1.9,ótimo,2,nao,4,4,sim,cancelado,
SABER-00643,18/01/2025,São Paulo,sp,C92,custom,vermelho,padrao,482.5,350.64,44,32,11,4.7,NA,1,,1,72,nao,finalizado,
SABER-00644,2025-05-27,São Paulo,SP,C378,elite,azul,customizado,"1748,07",1254.04,34,26,6,3.6,ótimo,2,,4,85,sim,cancelado,
SABER-00645,2025-01-04,São Paulo,sp,C44,custom,vermelho,padrao,594.19,305.45,6,11,0,1.5,NA,3,sim,5,18,nao,,
SABER-00646,06-19-2025,São Paulo,sp,C24,elite,azul,customizado,1932.81,966.27,33,28,15,4.9,,8,,4,79,nao,,
SABER-00647,11/01/2025,São Paulo,SP,C7,premium,verde,customizado,"369,52",264.26,40,29,23,4.8,ótimo,9,,10,62,sim,,
SABER-00648,2025-04-19,São Paulo,SP,C174,dual_blade,verde,customizado,2393.46,1055.55,33,5,4,1.6,ótimo,11,nao,2,29,nao,procesado,
SABER-00649,18/06/2025,São Paulo,SP,C160,premium,roxo,padrao,2841.71,1384.7,19,38,17,4.3,ruim,6,,7,53,sim,,
SABER-00650,2025-04-06,São Paulo,SP,C338,custom,azul,padrao,1744.46,889.93,28,17,4,4.7,NA,5,,3,85,sim,,
SABER-00651,2025-04-08,São Paulo,sp,C354,dual_blade,vermelho,customizado,1732.61,760.86,34,19,15,4.1,NA,8,,3,0,nao,,
SABER-00652,2025-05-20,São Paulo,sp,C35,premium,azul,padrao,2338.49,1409.54,11,10,4,4.7,ótimo,1,nao,6,7,sim,,
SABER-00653,2025-08-21,São Paulo,SP,C157,premium,verde,customizado,"1753,58",754.27,44,36,12,3.3,ruim,5,sim,7,5,sim,finalizado,
SABER-00654,2025-06-09,São Paulo,sp,C10,dual_blade,verde,customizado,986.36,460.6,29,44,9,1.6,,2,nao,5,41,nao,finalizado,
SABER-00655,03-02-2025,São Paulo,sp,C139,classic,amarelo,customizado,1731.28,1285.83,26,5,0,3.8,ruim,8,nao,1,0,nao,,
SABER-00656,2025-06-29,São Paulo,sp,C74,premium,verde,padrao,770.87,399.55,9,26,6,4.6,ótimo,1,sim,7,60,sim,cancelado,
SABER-00657,03-22-2025,São Paulo,SP,C379,dual_blade,vermelho,customizado,2588.66,1304.37,38,33,32,2.7,,4,sim,3,37,nao,cancelado,
SABER-00658,2025-07-16,São Paulo,SP,C311,elite,verde,padrao,1335.58,1019.73,19,43,40,3.7,NA,3,nao,10,88,sim,finalizado,
SABER-00659,2025-08-16,São Paulo,SP,C63,classic,azul,customizado,"1566,17",644.7,40,32,16,4.0,ótimo,10,sim,5,46,sim,,
SABER-00660,2025-06-12,São Paulo,SP,C229,dual_blade,roxo,padrao,2156.89,889.79,33,13,6,1.2,,10,sim,2,47,nao,finalizado,
SABER-00661,2025-02-12,São Paulo,sp,C252,dual_blade,roxo,padrao,2583.22,1384.24,3,26,10,3.4,ruim,11,sim,9,76,nao,procesado,
SABER-00662,2025-05-10,São Paulo,SP,C65,classic,vermelho,customizado,2367.59,1450.86,48,5,3,3.8,,1,,7,84,sim,procesado,
SABER-00663,2025-01-20,São Paulo,SP,C189,classic,azul,padrao,2481.65,1151.26,44,6,0,1.2,NA,6,,6,77,sim,finalizado,
SABER-00664,2025-09-01,São Paulo,sp,C23,dual_blade,verde,customizado,702.2,304.2,17,21,9,4.4,ruim,7,,2,41,nao,,
SABER-00665,07-20-2025,São Paulo,SP,C238,custom,azul,customizado,3057.04,1403.0,21,35,18,2.1,ótimo,10,nao,8,33,sim,cancelado,
SABER-00666,10-18-2025,São Paulo,sp,C202,classic,amarelo,customizado,2365.45,1198.57,38,37,17,1.2,ruim,3,nao,6,4,sim,cancelado,
SABER-00667,29/09/2025,São Paulo,sp,C282,elite,verde,padrao,2650.58,1398.97,43,21,12,4.2,ótimo,12,sim,8,53,sim,procesado,
SABER-00668,2025-05-12,São Paulo,sp,C301,classic,verde,customizado,593.01,395.84,36,19,17,4.2,NA,12,sim,0,3,nao,finalizado,
SABER-00669,21/06/2025,São Paulo,SP,C369,classic,vermelho,customizado,1374.0,909.38,25,44,22,3.4,,8,nao,9,1,sim,,
SABER-00670,2025-02-05,São Paulo,sp,C186,premium,azul,customizado,"723,73",519.05,11,26,8,4.2,ótimo,6,nao,5,44,nao,cancelado,
SABER-00671,2025-10-09,São Paulo,sp,C359,dual_blade,verde,customizado,1511.08,769.99,24,28,26,3.8,,8,,1,57,sim,procesado,
SABER-00672,data_invalida,São Paulo,sp,C293,classic,roxo,customizado,"608,31",298.09,46,32,18,1.3,ótimo,5,sim,4,59,nao,cancelado,
SABER-00673,10-24-2025,São Paulo,sp,C176,dual_blade,verde,customizado,712.84,327.49,21,32,25,4.0,,9,nao,6,56,nao,procesado,
SABER-00674,2025-08-09,São Paulo,SP,C259,premium,amarelo,customizado,1034.62,551.02,37,18,1,3.3,ótimo,5,nao,3,25,nao,procesado,
SABER-00675,2025-06-14,São Paulo,sp,C128,dual_blade,roxo,padrao,1129.92,876.39,42,35,6,3.1,ótimo,11,,7,50,sim,cancelado,
SABER-00676,2025-01-16,São Paulo,sp,C121,dual_blade,azul,customizado,2052.01,882.11,45,48,2,3.8,,7,sim,3,35,sim,,
SABER-00677,10/05/2025,São Paulo,sp,C240,custom,azul,customizado,"1560,54",853.66,20,18,16,4.6,ótimo,11,,3,39,sim,,
SABER-00678,2025-03-23,São Paulo,sp,C383,elite,verde,padrao,709.32,364.21,12,47,21,2.1,ruim,2,nao,8,86,sim,finalizado,
SABER-00679,2025-05-13,São Paulo,sp,C263,dual_blade,roxo,padrao,2254.65,1061.84,14,44,21,1.3,NA,5,sim,3,56,sim,cancelado,
SABER-00680,2025-07-11,São Paulo,SP,C143,custom,azul,customizado,2084.89,1359.05,12,44,16,4.8,,5,sim,1,81,nao,cancelado,
SABER-00681,2025-03-07,São Paulo,sp,C267,classic,amarelo,customizado,1248.82,523.07,6,49,43,3.0,NA,4,nao,2,42,nao,,
SABER-00682,07-25-2025,São Paulo,SP,C20,elite,vermelho,padrao,331.89,232.11,14,24,11,1.1,NA,11,,8,81,sim,finalizado,
SABER-00683,data_invalida,São Paulo,sp,C92,classic,vermelho,padrao,"905,67",383.12,44,33,4,1.6,NA,1,sim,9,5,nao,finalizado,
SABER-00684,data_invalida,São Paulo,SP,C271,custom,azul,padrao,2477.09,1290.36,7,3,3,3.2,NA,7,nao,10,35,nao,procesado,
SABER-00685,02-27-2025,São Paulo,sp,C69,elite,vermelho,customizado,"2638,74",1356.43,26,32,17,3.1,NA,9,sim,6,48,sim,procesado,
SABER-00686,2025-02-22,São Paulo,SP,C161,custom,verde,padrao,"2692,54",1128.04,5,26,24,4.7,,4,nao,10,1,sim,cancelado,
SABER-00687,data_invalida,São Paulo,sp,C336,elite,vermelho,customizado,1915.21,864.66,40,49,44,3.8,NA,5,nao,3,28,sim,cancelado,
SABER-00688,data_invalida,São Paulo,SP,C189,elite,vermelho,customizado,"748,45",429.68,32,7,1,4.2,ruim,8,sim,4,6,sim,,
SABER-00689,26/01/2025,São Paulo,sp,C42,premium,azul,customizado,"1531,27",1017.99,31,15,11,3.2,ótimo,12,sim,6,47,nao,procesado,
SABER-00690,2025-05-02,São Paulo,SP,C308,classic,vermelho,customizado,"1532,79",701.16,6,43,11,3.6,ruim,11,sim,0,73,sim,procesado,
SABER-00691,2025-10-28,São Paulo,SP,C323,classic,vermelho,customizado,2079.38,1398.54,5,30,28,3.3,,12,,0,58,nao,procesado,
SABER-00692,2025-08-20,São Paulo,sp,C361,premium,roxo,customizado,3210.84,1378.44,30,31,25,1.7,,6,sim,3,37,nao,cancelado,
SABER-00693,2025-01-20,São Paulo,sp,C376,classic,verde,customizado,2010.1,937.38,33,39,28,4.0,,12,nao,10,22,sim,cancelado,
SABER-00694,data_invalida,São Paulo,sp,C367,premium,azul,padrao,994.36,556.11,28,29,18,1.8,,2,nao,10,6,sim,procesado,
SABER-00695,2025-02-13,São Paulo,SP,C392,dual_blade,vermelho,padrao,1836.0,1273.16,9,4,3,4.8,ótimo,12,,5,7,nao,cancelado,
SABER-00696,01-02-2025,São Paulo,sp,C13,dual_blade,verde,customizado,1024.43,435.32,29,41,25,2.4,ótimo,11,sim,6,17,sim,finalizado,
SABER-00697,2025-08-02,São Paulo,sp,C295,custom,verde,customizado,2221.16,1498.93,44,20,4,2.7,ruim,8,sim,9,75,sim,cancelado,
SABER-00698,2025-10-15,São Paulo,SP,C47,elite,verde,customizado,"1451,59",710.27,9,46,22,4.5,,3,sim,4,69,nao,procesado,
SABER-00699,2025-06-04,São Paulo,sp,C377,classic,azul,padrao,1432.98,718.52,19,35,30,1.8,ruim,12,sim,0,53,sim,procesado,
SABER-00700,2025-10-17,São Paulo,SP,C151,classic,verde,customizado,1560.68,1055.78,40,24,20,3.8,ruim,4,,10,1,sim,finalizado,
SABER-00701,2025-04-16,São Paulo,SP,C198,premium,amarelo,padrao,"1009,38",646.27,13,33,19,3.1,ótimo,7,,4,55,sim,cancelado,
SABER-00702,13/09/2025,São Paulo,SP,C239,classic,azul,customizado,3000.45,1356.95,23,46,13,1.0,ótimo,6,,9,31,sim,,
SABER-00703,2025-04-05,São Paulo,SP,C311,elite,vermelho,customizado,1365.26,1038.79,31,1,1,2.7,,3,nao,9,51,sim,,
SABER-00704,2025-03-10,São Paulo,sp,C167,elite,azul,padrao,1608.26,1244.37,44,5,0,1.7,ruim,1,sim,9,90,nao,cancelado,
SABER-00705,2025-08-09,São Paulo,SP,C351,premium,azul,customizado,2296.81,1172.9,20,46,29,4.4,ruim,10,nao,3,61,nao,finalizado,
SABER-00706,2025-04-13,São Paulo,sp,C106,classic,verde,padrao,1190.96,599.03,4,47,42,1.9,ótimo,1,nao,5,72,nao,finalizado,
SABER-00707,2025-08-18,São Paulo,sp,C116,dual_blade,vermelho,padrao,516.27,340.88,26,6,4,3.7,ruim,4,nao,6,70,sim,finalizado,
SABER-00708,2025-06-27,São Paulo,sp,C106,premium,vermelho,customizado,498.55,320.09,14,3,3,4.9,NA,7,sim,7,77,nao,cancelado,
SABER-00709,05-10-2025,São Paulo,SP,C7,premium,azul,padrao,3196.58,1433.55,16,46,22,4.3,ruim,11,,7,9,nao,,
SABER-00710,2025-04-12,São Paulo,sp,C252,custom,azul,padrao,1357.61,634.02,37,43,38,4.7,,4,sim,3,1,nao,cancelado,
SABER-00711,2025-01-15,São Paulo,SP,C17,dual_blade,verde,padrao,1541.34,680.23,3,37,18,1.6,ruim,7,nao,8,89,sim,procesado,
SABER-00712,2025-03-23,São Paulo,SP,C250,premium,azul,padrao,272.54,204.86,35,30,15,1.6,NA,10,nao,5,60,sim,procesado,
SABER-00713,25/10/2025,São Paulo,SP,C64,dual_blade,amarelo,customizado,1371.71,1116.94,34,34,17,4.9,ótimo,4,nao,8,30,nao,finalizado,
SABER-00714,2025-08-13,São Paulo,sp,C373,classic,vermelho,padrao,3082.56,1327.7,16,8,4,3.1,ruim,6,nao,7,11,nao,procesado,
SABER-00715,2025-08-12,São Paulo,SP,C24,dual_blade,vermelho,padrao,"2991,15",1463.96,34,47,35,3.7,,1,nao,8,36,nao,procesado,
SABER-00716,2025-02-07,São Paulo,SP,C170,premium,azul,padrao,488.82,208.76,45,23,7,4.3,NA,12,,2,50,sim,finalizado,
SABER-00717,2025-04-11,São Paulo,sp,C20,classic,azul,padrao,1083.52,457.47,46,3,1,3.0,ótimo,5,nao,6,36,sim,,
SABER-00718,27/04/2025,São Paulo,SP,C245,elite,azul,padrao,359.16,267.06,11,23,19,2.9,ruim,5,,3,35,nao,,
SABER-00719,2025-09-05,São Paulo,SP,C275,classic,vermelho,padrao,2438.47,1334.17,8,7,2,3.8,ruim,8,,8,24,sim,finalizado,
SABER-00720,2025-07-11,São Paulo,sp,C129,dual_blade,azul,customizado,672.86,432.28,48,38,10,4.2,ruim,2,,4,36,sim,procesado,
SABER-00721,2025-10-06,São Paulo,SP,C129,classic,verde,padrao,2027.61,1072.77,12,10,3,4.7,NA,7,sim,9,1,sim,,
SABER-00722,2025-04-07,São Paulo,sp,C63,classic,verde,padrao,1815.3,867.44,15,33,5,3.1,ruim,4,sim,3,68,sim,finalizado,
SABER-00723,2025-04-16,São Paulo,sp,C177,classic,vermelho,padrao,2418.67,1103.66,38,6,1,3.0,ótimo,6,sim,3,34,nao,cancelado,
SABER-00724,2025-01-13,São Paulo,SP,C289,elite,verde,customizado,515.64,216.36,40,37,31,3.6,,1,nao,2,56,sim,procesado,
