registro_id,data_publicacao,autor_id,cidade,uf,titulo,tema,tempo_leitura_seg,tempo_avaliacao_seg,avaliacao,usuario_id,historico_postagens,dispositivo,verificado,credencial_declarada,credencial_validada,publicacoes_anteriores,premios,engajamento,sentimento,cancelado_assinatura,motivo_cancelamento,status_conteudo,observacao
TST-00493,data_invalida,A29,Goiânia,PR,Artigo 493,tecnlogia,476,36,2.6,U282,77,desktop,sim,phd,sim,33,2,312,positivo,nao,fake,procesado,
TST-00494,2025-01-28,A51,Uberlândia,GO,Artigo 494,ciencia,373,56,3.0,U457,51,tablet,nao,,nao,28,2,537,negativo,nao,,procesado,
TST-00495,2025-10-11,A1,Uberlândia,SP,Artigo 495,tecnlogia,5,10,3.0,U329,15,desktop,sim,especialista,sim,40,9,544,positivo,sim,conteudo_ruim,,
TST-00496,2025-07-20,A81,Curitiba,PR,Artigo 496,tecnlogia,18,50,3.9,U170,58,tablet,sim,phd,nao,14,2,976,positivo,sim,fake,,
TST-00497,2025-05-06,A87,Uberlândia,SP,Artigo 497,tecnlogia,272,26,5,U90,17,mobile,sim,especialista,,34,9,242,positivo,sim,,removido,
TST-00498,2025-05-27,A29,Goiânia,sp,Artigo 498,saude,592,63,3.7,U236,59,desktop,nao,mestre,,15,2,619,negativo,nao,sem_interesse,,
TST-00499,17/08/2025,A187,Goiânia,SP,Artigo 499,política,70,27,4.8,U318,84,tablet,sim,mestre,sim,21,2,110,negativo,sim,sem_interesse,procesado,
TST-00500,2025-06-18,A184,São Paulo,sp,Artigo 500,política,267,1,2.9,U406,38,mobile,nao,mestre,nao,6,1,913,negativo,sim,sem_interesse,,
TST-00501,2025-06-03,A110,São Paulo,GO,Artigo 501,ciencia,138,33,4.6,U69,97,tablet,nao,mestre,,22,0,708,neutro,nao,conteudo_ruim,ativo,
TST-00502,06/05/2025,A1,São Paulo,PR,Artigo 502,política,188,68,3.7,U37,52,mobile,sim,,sim,19,3,534,positivo,sim,conteudo_ruim,ativo,
TST-00503,2025-05-25,A5,São Paulo,GO,Artigo 503,saude,618,24,4.6,U328,11,desktop,sim,,sim,49,0,100,negativo,nao,sem_interesse,ativo,
TST-00504,02-17-2025,A196,Uberlândia,SP,Artigo 504,tecnlogia,164,1,4.6,U301,29,desktop,nao,,sim,14,3,262,positivo,sim,,procesado,
TST-00505,2025-01-16,A32,Goiânia,PR,Artigo 505,política,398,36,4.9,U111,8,desktop,nao,mestre,,28,1,764,neutro,sim,,procesado,
TST-00506,2025-07-31,A157,Uberlândia,sp,Artigo 506,saude,319,46,5,U491,76,desktop,sim,mestre,nao,39,2,771,positivo,nao,fake,ativo,
TST-00507,2025-02-05,A77,Goiânia,PR,Artigo 507,ciencia,276,79,4.2,U250,46,mobile,nao,phd,nao,43,10,986,positivo,sim,conteudo_ruim,removido,
TST-00508,2025-06-12,A182,Curitiba,MG,Artigo 508,tecnlogia,185,3,3.6,U478,5,desktop,nao,especialista,,21,8,778,negativo,nao,,procesado,
TST-00509,2025-05-22,A82,Curitiba,PR,Artigo 509,politica,440,28,4.3,U93,72,tablet,sim,especialista,sim,27,2,772,positivo,nao,sem_interesse,,
TST-00510,data_invalida,A22,São Paulo,GO,Artigo 510,tecnologia,398,54,3.3,U418,46,desktop,sim,,,36,10,958,positivo,sim,conteudo_ruim,procesado,
TST-00511,2025-05-31,A158,Uberlândia,PR,Artigo 511,tecnologia,272,41,3.6,U442,88,tablet,sim,mestre,nao,20,6,593,negativo,sim,fake,procesado,
TST-00512,2025-05-06,A92,São Paulo,PR,Artigo 512,tecnologia,104,39,5,U394,42,desktop,nao,phd,,36,8,264,neutro,sim,fake,,
TST-00513,05-17-2025,A128,São Paulo,MG,Artigo 513,politica,5,53,4.1,U67,25,tablet,sim,,sim,16,1,916,positivo,nao,fake,ativo,
TST-00514,2025-03-12,A152,São Paulo,PR,Artigo 514,política,240,12,4.3,U361,81,mobile,nao,mestre,,14,8,871,positivo,nao,sem_interesse,ativo,
TST-00515,2025-03-25,A126,Curitiba,PR,Artigo 515,saude,162,61,4.8,U95,89,mobile,sim,phd,nao,24,5,37,negativo,nao,,procesado,
TST-00516,2025-01-15,A38,Goiânia,sp,Artigo 516,tecnlogia,649,63,3.2,U290,60,mobile,nao,especialista,,24,5,894,neutro,sim,fake,procesado,
TST-00517,2025-03-18,A149,Curitiba,sp,Artigo 517,política,141,12,3.2,U392,96,tablet,sim,,sim,17,5,398,neutro,nao,sem_interesse,,
TST-00518,2025-05-30,A32,São Paulo,PR,Artigo 518,ciencia,448,31,5.0,U369,40,mobile,sim,phd,nao,20,6,129,negativo,sim,,ativo,
TST-00519,22/06/2025,A161,Uberlândia,MG,Artigo 519,ciencia,182,26,3.3,U111,20,desktop,nao,mestre,nao,26,9,191,positivo,nao,sem_interesse,,
TST-00520,07-24-2025,A37,Goiânia,PR,Artigo 520,tecnlogia,757,27,4.1,U246,100,tablet,sim,,nao,42,0,738,positivo,nao,conteudo_ruim,procesado,
TST-00521,2025-01-18,A84,São Paulo,GO,Artigo 521,tecnologia,87,2,4.3,U94,76,mobile,sim,mestre,sim,50,3,207,positivo,nao,,,
TST-00522,2025-08-28,A111,Curitiba,sp,Artigo 522,tecnlogia,115,17,3.9,U1,50,mobile,sim,mestre,,48,9,831,neutro,nao,sem_interesse,,
TST-00523,2025-07-10,A79,Curitiba,GO,Artigo 523,tecnlogia,568,28,4.6,U297,84,desktop,sim,especialista,sim,6,0,559,neutro,nao,sem_interesse,,
TST-00524,2025-03-01,A182,Uberlândia,PR,Artigo 524,ciencia,653,19,3.5,U67,32,tablet,sim,,,26,9,745,positivo,sim,sem_interesse,procesado,
TST-00525,2025-05-25,A56,Curitiba,SP,Artigo 525,política,5,7,1.8,U382,64,desktop,sim,,nao,19,2,786,neutro,nao,conteudo_ruim,procesado,
TST-00526,2025-02-25,A79,Uberlândia,sp,Artigo 526,política,191,53,2.8,U166,55,tablet,sim,mestre,sim,26,8,561,positivo,nao,conteudo_ruim,procesado,
TST-00527,2025-02-08,A83,São Paulo,GO,Artigo 527,tecnlogia,71,5,4.7,U143,47,mobile,sim,mestre,nao,20,2,670,positivo,sim,conteudo_ruim,ativo,
TST-00528,2025-02-10,A105,Curitiba,GO,Artigo 528,tecnlogia,5,35,3.7,U339,11,mobile,sim,phd,,22,5,314,neutro,nao,fake,,
TST-00529,2025-03-24,A6,São Paulo,sp,Artigo 529,política,283,32,3.4,U124,9,tablet,nao,,,38,4,965,negativo,sim,conteudo_ruim,procesado,
TST-00530,2025-08-25,A50,São Paulo,MG,Artigo 530,politica,100,43,3.8,U137,45,tablet,sim,especialista,sim,47,5,607,positivo,nao,conteudo_ruim,procesado,
TST-00531,2025-02-18,A47,Goiânia,SP,Artigo 531,tecnologia,195,1,5,U178,59,tablet,sim,phd,,7,2,868,positivo,sim,sem_interesse,ativo,
TST-00532,2025-02-06,A60,Goiânia,PR,Artigo 532,política,338,27,3.4,U40,15,tablet,sim,especialista,,40,10,182,neutro,sim,,,
TST-00533,05-01-2025,A128,Curitiba,MG,Artigo 533,política,100,22,2.9,U113,8,tablet,sim,phd,sim,37,10,51,neutro,sim,fake,procesado,
TST-00534,2025-01-02,A70,Curitiba,GO,Artigo 534,política,397,33,3.6,U347,78,tablet,sim,phd,sim,1,0,254,positivo,sim,sem_interesse,removido,
TST-00535,23/08/2025,A18,Goiânia,sp,Artigo 535,política,230,43,3.5,U170,2,tablet,nao,mestre,sim,34,9,641,neutro,nao,,ativo,
TST-00536,07-02-2025,A101,Goiânia,MG,Artigo 536,política,517,63,2.6,U345,73,tablet,sim,phd,sim,48,3,210,neutro,sim,conteudo_ruim,ativo,
TST-00537,04-07-2025,A93,São Paulo,GO,Artigo 537,tecnologia,304,55,4.8,U362,70,mobile,sim,phd,nao,4,0,363,neutro,sim,sem_interesse,removido,
TST-00538,2025-09-29,A97,São Paulo,MG,Artigo 538,política,173,40,2.4,U424,26,tablet,nao,especialista,,29,7,968,neutro,sim,conteudo_ruim,removido,
TST-00539,2025-10-26,A97,Uberlândia,SP,Artigo 539,política,406,46,3.9,U50,12,mobile,nao,,sim,5,3,67,positivo,sim,conteudo_ruim,,
TST-00540,2025-01-23,A6,Uberlândia,sp,Artigo 540,política,258,10,5,U363,23,mobile,nao,phd,,23,10,441,negativo,nao,,procesado,
TST-00541,2025-10-19,A7,São Paulo,MG,Artigo 541,ciencia,502,49,4.7,U168,23,mobile,nao,especialista,,21,1,701,neutro,sim,,,
TST-00542,2025-05-21,A196,Curitiba,sp,Artigo 542,ciencia,233,29,4.1,U193,29,tablet,sim,mestre,,15,10,736,positivo,nao,conteudo_ruim,ativo,
TST-00543,07/08/2025,A41,Curitiba,SP,Artigo 543,tecnologia,427,50,5.0,U243,9,tablet,sim,especialista,nao,22,8,772,positivo,sim,fake,removido,
TST-00544,data_invalida,A99,Curitiba,MG,Artigo 544,economia,291,1,4.3,U156,91,tablet,sim,phd,,3,6,169,negativo,nao,,ativo,
TST-00545,03-10-2025,A59,Curitiba,MG,Artigo 545,tecnlogia,5,27,2.9,U262,40,mobile,sim,,nao,15,6,966,positivo,nao,fake,ativo,
TST-00546,2025-02-28,A152,Uberlândia,sp,Artigo 546,tecnologia,390,5,2.9,U20,32,mobile,sim,mestre,,30,1,727,negativo,nao,sem_interesse,,
TST-00547,2025-05-09,A113,Goiânia,SP,Artigo 547,politica,29,10,4.0,U171,65,tablet,sim,mestre,sim,28,8,927,positivo,nao,conteudo_ruim,,
TST-00548,2025-04-24,A142,São Paulo,PR,Artigo 548,tecnlogia,297,14,3.3,U393,9,tablet,nao,mestre,sim,41,2,411,positivo,sim,conteudo_ruim,procesado,
TST-00549,2025-07-01,A192,Goiânia,MG,Artigo 549,tecnlogia,208,57,5,U459,10,mobile,nao,especialista,sim,30,6,727,positivo,nao,,procesado,
TST-00550,07/07/2025,A189,Uberlândia,PR,Artigo 550,política,540,43,3.9,U437,5,desktop,sim,especialista,,49,5,504,positivo,nao,fake,removido,
TST-00551,05-19-2025,A93,Uberlândia,sp,Artigo 551,política,5,14,5.0,U223,74,tablet,sim,mestre,,5,4,941,neutro,nao,conteudo_ruim,procesado,
TST-00552,2025-07-12,A53,Goiânia,GO,Artigo 552,tecnlogia,331,27,4.4,U425,71,tablet,sim,mestre,,1,8,20,negativo,sim,conteudo_ruim,,
TST-00553,2025-08-27,A184,Goiânia,GO,Artigo 553,política,765,31,5,U478,84,tablet,sim,mestre,sim,24,10,618,neutro,nao,conteudo_ruim,procesado,
TST-00554,2025-08-04,A170,Goiânia,GO,Artigo 554,ciencia,232,17,3.4,U324,66,mobile,sim,mestre,sim,6,3,797,positivo,sim,fake,procesado,
TST-00555,2025-02-14,A2,Goiânia,PR,Artigo 555,tecnlogia,447,19,2.0,U273,81,desktop,nao,phd,nao,12,0,58,neutro,sim,fake,procesado,
TST-00556,05-05-2025,A87,São Paulo,PR,Artigo 556,tecnlogia,349,70,4.1,U278,96,mobile,sim,,nao,8,9,777,positivo,sim,fake,,
TST-00557,2025-08-23,A62,Goiânia,GO,Artigo 557,tecnlogia,418,15,3.2,U328,49,desktop,sim,,sim,5,9,205,neutro,nao,,removido,
TST-00558,2025-06-28,A181,São Paulo,sp,Artigo 558,política,464,43,3.3,U97,31,mobile,sim,,nao,14,4,850,negativo,sim,conteudo_ruim,ativo,
TST-00559,2025-03-24,A107,São Paulo,MG,Artigo 559,política,546,18,2.9,U248,18,mobile,nao,phd,sim,14,10,192,neutro,nao,conteudo_ruim,ativo,
TST-00560,2025-05-31,A23,Curitiba,PR,Artigo 560,política,450,1,3.5,U433,19,mobile,nao,especialista,,0,4,897,positivo,nao,conteudo_ruim,procesado,
TST-00561,2025-04-25,A5,São Paulo,MG,Artigo 561,política,208,12,5,U365,86,tablet,sim,especialista,,34,4,845,positivo,nao,conteudo_ruim,removido,
TST-00562,2025-01-27,A111,São Paulo,SP,Artigo 562,política,363,43,5,U244,0,mobile,sim,mestre,sim,1,2,623,positivo,nao,,procesado,
TST-00563,23/10/2025,A83,Goiânia,MG,Artigo 563,tecnlogia,298,52,3.5,U359,51,mobile,nao,mestre,nao,38,2,240,positivo,nao,,,
TST-00564,data_invalida,A194,Goiânia,SP,Artigo 564,política,522,32,2.1,U404,64,desktop,sim,,nao,50,10,663,positivo,nao,conteudo_ruim,removido,
TST-00565,10/04/2025,A49,Curitiba,PR,Artigo 565,tecnlogia,407,34,3.9,U22,10,desktop,nao,mestre,sim,38,6,283,positivo,nao,fake,ativo,
TST-00566,2025-01-26,A50,São Paulo,PR,Artigo 566,tecnlogia,291,28,5,U127,6,mobile,nao,phd,sim,40,4,720,positivo,sim,,ativo,
TST-00567,2025-06-26,A195,Curitiba,MG,Artigo 567,saude,486,29,2.9,U80,92,desktop,nao,phd,,39,2,6,neutro,nao,,procesado,
TST-00568,2025-01-18,A93,Uberlândia,sp,Artigo 568,política,335,31,3.3,U113,4,mobile,nao,mestre,nao,41,7,390,positivo,sim,fake,,
TST-00569,2025-05-21,A104,Goiânia,GO,Artigo 569,tecnlogia,276,25,3.1,U113,75,desktop,nao,especialista,sim,2,2,814,positivo,nao,,procesado,
TST-00570,14/09/2025,A162,Goiânia,MG,Artigo 570,política,45,67,4.9,U73,14,mobile,nao,especialista,sim,6,0,450,positivo,nao,fake,procesado,
TST-00571,06/06/2025,A41,São Paulo,sp,Artigo 571,política,444,59,4.8,U417,45,mobile,nao,,,30,1,111,positivo,nao,,removido,
TST-00572,data_invalida,A158,Goiânia,SP,Artigo 572,economia,791,36,4.1,U364,68,desktop,nao,mestre,,14,0,337,neutro,nao,conteudo_ruim,procesado,
TST-00573,2025-02-01,A168,Goiânia,MG,Artigo 573,ciencia,224,92,4.5,U397,72,tablet,nao,especialista,nao,29,4,937,positivo,sim,sem_interesse,,
TST-00574,2025-08-29,A15,São Paulo,sp,Artigo 574,política,5,31,4.6,U162,89,mobile,nao,,sim,12,6,783,negativo,sim,,removido,
TST-00575,2025-06-13,A173,Curitiba,SP,Artigo 575,ciencia,31,27,5,U414,95,mobile,sim,phd,sim,9,5,238,positivo,sim,sem_interesse,,
TST-00576,2025-02-25,A85,Uberlândia,sp,Artigo 576,tecnlogia,484,74,2.5,U4,25,desktop,nao,phd,nao,40,6,916,neutro,nao,,removido,
TST-00577,2025-04-30,A105,Goiânia,SP,Artigo 577,politica,324,41,3.7,U351,5,mobile,nao,mestre,sim,8,1,862,positivo,nao,sem_interesse,ativo,
TST-00578,2025-08-05,A140,Curitiba,SP,Artigo 578,política,323,3,4.3,U469,25,mobile,nao,mestre,nao,11,9,269,neutro,sim,sem_interesse,,
TST-00579,2025-07-17,A195,São Paulo,PR,Artigo 579,tecnlogia,550,32,5,U212,64,mobile,nao,,sim,10,6,675,positivo,sim,,removido,
TST-00580,2025-06-10,A81,Uberlândia,MG,Artigo 580,política,138,60,5,U86,64,tablet,nao,especialista,nao,13,6,462,positivo,sim,,,
TST-00581,04-15-2025,A97,São Paulo,GO,Artigo 581,política,536,52,4.0,U194,18,tablet,nao,especialista,sim,1,10,488,negativo,nao,fake,,
TST-00582,2025-06-29,A33,Uberlândia,PR,Artigo 582,ciencia,237,62,2.8,U499,72,tablet,nao,especialista,,20,3,55,neutro,sim,,removido,
TST-00583,09/03/2025,A147,São Paulo,sp,Artigo 583,tecnlogia,341,1,3.5,U286,46,desktop,sim,phd,,28,6,181,neutro,sim,,procesado,
TST-00584,07-14-2025,A76,Goiânia,MG,Artigo 584,economia,321,81,3.7,U186,39,desktop,sim,phd,sim,42,9,194,negativo,nao,sem_interesse,,
TST-00585,2025-06-27,A160,São Paulo,GO,Artigo 585,tecnologia,597,56,1.8,U271,52,mobile,sim,phd,sim,42,6,632,positivo,nao,,procesado,
TST-00586,2025-07-30,A76,Curitiba,GO,Artigo 586,política,491,1,4.9,U68,94,tablet,nao,especialista,nao,44,5,625,negativo,sim,conteudo_ruim,,
TST-00587,06-05-2025,A106,São Paulo,PR,Artigo 587,tecnologia,447,21,3.4,U138,56,mobile,sim,especialista,nao,33,3,904,negativo,nao,fake,removido,
TST-00588,2025-03-11,A70,Uberlândia,PR,Artigo 588,política,369,35,1.5,U435,24,mobile,nao,,,1,0,578,positivo,nao,sem_interesse,ativo,
TST-00589,2025-10-04,A123,Curitiba,sp,Artigo 589,economia,163,36,3.6,U445,46,desktop,nao,especialista,,49,1,917,positivo,nao,,ativo,
TST-00590,2025-09-13,A45,Uberlândia,SP,Artigo 590,tecnlogia,499,36,2.0,U36,42,mobile,nao,,sim,18,3,991,positivo,sim,conteudo_ruim,ativo,
TST-00591,2025-04-25,A186,Goiânia,SP,Artigo 591,política,270,27,3.8,U366,71,tablet,nao,phd,nao,44,4,140,positivo,nao,sem_interesse,removido,
TST-00592,2025-07-07,A198,Curitiba,sp,Artigo 592,tecnlogia,587,1,3.1,U37,13,mobile,sim,phd,nao,50,9,778,positivo,sim,sem_interesse,,
TST-00593,2025-07-29,A173,Uberlândia,sp,Artigo 593,economia,251,56,2.3,U152,95,desktop,nao,mestre,nao,17,9,122,neutro,sim,fake,ativo,
TST-00594,2025-09-15,A105,São Paulo,sp,Artigo 594,política,362,54,2.8,U179,67,desktop,sim,phd,nao,46,7,4,positivo,sim,,removido,
TST-00595,2025-04-18,A105,Uberlândia,PR,Artigo 595,tecnlogia,5,35,3.9,U195,57,desktop,nao,mestre,sim,38,4,819,positivo,sim,conteudo_ruim,ativo,
TST-00596,10-28-2025,A55,São Paulo,MG,Artigo 596,política,5,59,5,U356,53,mobile,sim,mestre,,2,7,44,neutro,nao,conteudo_ruim,,
TST-00597,2025-10-12,A20,São Paulo,MG,Artigo 597,tecnlogia,125,1,3.3,U400,19,mobile,sim,especialista,,48,10,976,neutro,nao,fake,procesado,
TST-00598,2025-10-07,A142,Goiânia,sp,Artigo 598,tecnlogia,422,14,5,U102,86,desktop,nao,especialista,nao,16,3,973,neutro,nao,conteudo_ruim,procesado,
TST-00599,08-11-2025,A93,Uberlândia,SP,Artigo 599,política,294,37,5.0,U19,44,tablet,nao,mestre,nao,41,3,617,neutro,sim,fake,ativo,
TST-00600,2025-04-11,A8,Curitiba,sp,Artigo 600,política,256,1,2.7,U279,33,tablet,nao,especialista,sim,6,8,733,positivo,nao,,procesado,
TST-00601,2025-04-20,A176,Curitiba,PR,Artigo 601,tecnologia,315,63,4.1,U431,55,tablet,sim,especialista,sim,42,2,343,neutro,sim,sem_interesse,,
TST-00602,2025-06-08,A152,Uberlândia,MG,Artigo 602,ciencia,319,54,5.0,U61,83,tablet,sim,phd,nao,22,5,221,positivo,nao,sem_interesse,procesado,
TST-00603,2025-04-19,A150,Uberlândia,sp,Artigo 603,política,304,1,3.2,U294,80,mobile,nao,,,47,3,42,neutro,sim,fake,,
TST-00604,05-12-2025,A51,São Paulo,PR,Artigo 604,tecnologia,249,50,4.2,U355,90,mobile,sim,especialista,nao,4,4,677,negativo,sim,conteudo_ruim,ativo,
TST-00605,29/01/2025,A96,Curitiba,sp,Artigo 605,politica,264,1,4.2,U476,24,desktop,nao,,,26,5,447,positivo,sim,conteudo_ruim,ativo,
TST-00606,2025-08-29,A158,Curitiba,MG,Artigo 606,ciencia,434,1,4.0,U298,62,tablet,sim,,,13,0,31,neutro,nao,,,
TST-00607,2025-09-26,A32,Uberlândia,MG,Artigo 607,política,314,20,4.0,U194,70,tablet,nao,phd,sim,5,5,123,negativo,sim,conteudo_ruim,procesado,
TST-00608,08/02/2025,A75,Uberlândia,PR,Artigo 608,política,76,70,4.7,U198,33,mobile,nao,mestre,sim,34,8,836,negativo,nao,,removido,
TST-00609,2025-03-28,A187,São Paulo,MG,Artigo 609,política,174,37,2.4,U201,1,tablet,nao,phd,sim,7,2,42,positivo,nao,fake,,
TST-00610,2025-02-09,A34,Curitiba,GO,Artigo 610,política,296,16,3.0,U203,25,desktop,sim,phd,sim,32,0,674,negativo,nao,,,
TST-00611,2025-04-05,A96,Goiânia,GO,Artigo 611,política,280,1,5.0,U329,90,tablet,nao,phd,nao,15,9,963,negativo,nao,sem_interesse,removido,
TST-00612,2025-09-29,A116,Curitiba,sp,Artigo 612,ciencia,568,38,5,U138,83,desktop,nao,,nao,38,6,682,positivo,sim,conteudo_ruim,,
TST-00613,2025-06-15,A58,Goiânia,GO,Artigo 613,tecnlogia,207,35,5,U300,83,tablet,sim,phd,nao,4,3,957,neutro,sim,fake,ativo,
TST-00614,2025-02-13,A5,Uberlândia,MG,Artigo 614,tecnlogia,5,11,3.7,U425,30,desktop,sim,phd,sim,33,4,256,neutro,nao,,ativo,
TST-00615,31/05/2025,A175,Uberlândia,sp,Artigo 615,política,361,40,4.9,U382,96,tablet,sim,,,26,5,882,positivo,sim,sem_interesse,,
TST-00616,10/07/2025,A76,Uberlândia,SP,Artigo 616,tecnologia,567,38,2.3,U262,65,desktop,sim,especialista,,7,10,649,positivo,nao,,ativo,
TST-00617,data_invalida,A41,Goiânia,sp,Artigo 617,tecnlogia,349,6,5,U123,37,mobile,sim,mestre,nao,16,10,425,negativo,nao,conteudo_ruim,ativo,
TST-00618,2025-10-13,A153,Uberlândia,PR,Artigo 618,tecnlogia,154,36,5,U455,52,desktop,sim,,nao,2,8,702,neutro,sim,,removido,
TST-00619,2025-04-16,A139,Curitiba,sp,Artigo 619,tecnlogia,317,29,5,U434,83,tablet,sim,especialista,,15,5,822,positivo,sim,conteudo_ruim,,
TST-00620,2025-04-24,A174,São Paulo,GO,Artigo 620,ciencia,526,11,3.7,U379,21,mobile,nao,,nao,44,7,331,neutro,nao,,procesado,
TST-00621,2025-07-29,A173,São Paulo,MG,Artigo 621,política,303,2,3.3,U235,14,tablet,sim,,,49,7,714,neutro,nao,,removido,
TST-00622,2025-10-09,A95,São Paulo,sp,Artigo 622,tecnlogia,303,44,4.0,U134,0,mobile,nao,,nao,44,5,15,negativo,sim,sem_interesse,ativo,
TST-00623,2025-04-23,A194,Goiânia,MG,Artigo 623,política,421,1,2.2,U368,31,mobile,sim,especialista,,19,4,914,positivo,sim,conteudo_ruim,,
TST-00624,2025-08-27,A180,São Paulo,GO,Artigo 624,tecnlogia,318,56,4.6,U75,77,mobile,nao,especialista,nao,38,3,980,positivo,nao,fake,ativo,
TST-00625,04-12-2025,A79,Goiânia,MG,Artigo 625,tecnlogia,167,17,4.0,U239,1,tablet,sim,,,44,1,375,positivo,sim,,,
TST-00626,2025-08-03,A151,Uberlândia,sp,Artigo 626,ciencia,102,1,3.7,U351,91,tablet,sim,phd,,50,9,398,neutro,sim,,ativo,
TST-00627,data_invalida,A21,São Paulo,sp,Artigo 627,politica,175,50,1.8,U161,20,tablet,nao,especialista,sim,36,5,357,neutro,nao,conteudo_ruim,,
TST-00628,2025-07-30,A45,São Paulo,SP,Artigo 628,política,446,4,4.2,U272,38,mobile,nao,especialista,nao,43,6,432,neutro,sim,,ativo,
TST-00629,2025-08-24,A116,Uberlândia,sp,Artigo 629,política,360,19,3.4,U427,25,tablet,nao,phd,nao,5,5,917,neutro,sim,,removido,
TST-00630,01-26-2025,A181,São Paulo,GO,Artigo 630,política,436,25,5.0,U385,0,mobile,nao,,nao,28,2,598,positivo,nao,,procesado,
TST-00631,2025-08-14,A172,Uberlândia,sp,Artigo 631,tecnlogia,516,15,4.9,U154,58,mobile,sim,especialista,,1,7,46,neutro,sim,sem_interesse,procesado,
TST-00632,2025-08-31,A136,Curitiba,MG,Artigo 632,tecnlogia,252,19,3.7,U320,75,mobile,nao,phd,nao,42,5,193,positivo,nao,conteudo_ruim,procesado,
TST-00633,data_invalida,A127,Curitiba,SP,Artigo 633,política,99,34,1.7,U80,35,desktop,sim,mestre,nao,31,2,639,positivo,nao,conteudo_ruim,procesado,
TST-00634,2025-10-10,A112,São Paulo,sp,Artigo 634,política,5,27,5,U129,65,tablet,nao,phd,nao,25,9,891,positivo,sim,sem_interesse,,
TST-00635,data_invalida,A117,Goiânia,MG,Artigo 635,política,286,43,5,U441,47,mobile,sim,phd,,11,2,516,positivo,sim,fake,ativo,
TST-00636,02-26-2025,A47,Curitiba,GO,Artigo 636,política,450,20,4.5,U472,22,tablet,sim,phd,,19,9,244,neutro,sim,sem_interesse,removido,
TST-00637,2025-01-23,A180,Uberlândia,SP,Artigo 637,ciencia,38,33,4.8,U99,69,desktop,nao,phd,sim,23,9,724,positivo,nao,conteudo_ruim,procesado,
TST-00638,11/03/2025,A174,Uberlândia,PR,Artigo 638,economia,138,1,4.9,U177,17,mobile,nao,especialista,nao,30,4,52,neutro,sim,sem_interesse,procesado,
TST-00639,data_invalida,A96,Goiânia,MG,Artigo 639,política,275,1,3.3,U182,84,tablet,nao,mestre,,25,4,737,positivo,nao,,,
TST-00640,14/05/2025,A178,Curitiba,GO,Artigo 640,politica,194,35,5,U171,13,desktop,nao,,sim,38,8,872,negativo,nao,,removido,
TST-00641,2025-04-26,A200,Curitiba,PR,Artigo 641,tecnologia,831,92,5,U326,16,desktop,sim,especialista,sim,1,8,144,positivo,sim,sem_interesse,procesado,
TST-00642,2025-09-06,A36,Uberlândia,PR,Artigo 642,política,407,29,4.3,U422,36,desktop,nao,especialista,sim,14,7,435,negativo,sim,,,
TST-00643,2025-01-15,A9,Goiânia,sp,Artigo 643,politica,319,2,3.1,U193,27,mobile,nao,phd,sim,18,3,212,negativo,nao,fake,ativo,
TST-00644,2025-01-17,A109,Uberlândia,MG,Artigo 644,saude,252,56,2.1,U84,81,tablet,sim,especialista,nao,19,3,694,positivo,nao,sem_interesse,removido,
TST-00645,2025-01-14,A167,Curitiba,SP,Artigo 645,tecnlogia,186,70,5,U418,48,tablet,nao,mestre,sim,44,9,302,negativo,sim,conteudo_ruim,procesado,
TST-00646,2025-09-13,A10,Curitiba,sp,Artigo 646,saude,434,26,3.8,U422,83,desktop,sim,especialista,sim,2,2,468,negativo,nao,,removido,
TST-00647,10-25-2025,A179,Curitiba,PR,Artigo 647,saude,560,49,3.4,U34,22,desktop,sim,,sim,1,6,618,positivo,sim,conteudo_ruim,removido,
TST-00648,16/03/2025,A127,Goiânia,GO,Artigo 648,tecnlogia,269,25,3.2,U468,56,mobile,nao,mestre,nao,18,3,351,positivo,nao,conteudo_ruim,,
TST-00649,22/06/2025,A32,Uberlândia,PR,Artigo 649,ciencia,245,47,2.0,U247,5,desktop,nao,especialista,nao,41,6,849,negativo,nao,conteudo_ruim,removido,
TST-00650,02-16-2025,A86,Uberlândia,PR,Artigo 650,tecnlogia,696,53,4.5,U40,30,desktop,nao,mestre,sim,7,10,968,negativo,nao,fake,ativo,
TST-00651,2025-01-18,A94,Goiânia,sp,Artigo 651,política,528,48,3.6,U269,6,desktop,sim,mestre,sim,43,7,445,positivo,sim,,ativo,
TST-00652,2025-03-17,A113,Uberlândia,SP,Artigo 652,tecnlogia,183,55,4.9,U219,47,mobile,nao,,nao,43,0,203,negativo,sim,sem_interesse,removido,
TST-00653,04/10/2025,A149,Uberlândia,sp,Artigo 653,tecnlogia,434,37,4.6,U123,85,desktop,sim,especialista,sim,47,6,452,positivo,sim,fake,procesado,
TST-00654,2025-01-05,A184,Uberlândia,GO,Artigo 654,política,607,34,4.2,U398,85,tablet,nao,mestre,nao,24,4,417,neutro,nao,,removido,
TST-00655,2025-05-13,A142,São Paulo,GO,Artigo 655,política,71,10,4.2,U142,33,desktop,sim,especialista,,9,0,926,neutro,nao,fake,removido,
TST-00656,2025-03-17,A168,Goiânia,GO,Artigo 656,tecnlogia,5,4,3.6,U56,83,mobile,nao,phd,,20,0,402,positivo,sim,fake,,
TST-00657,2025-05-15,A73,Goiânia,SP,Artigo 657,saude,139,25,4.7,U376,62,desktop,nao,especialista,nao,32,8,734,neutro,nao,,procesado,
