registro_id,data_matricula,data_cancelamento,idade,plano,frequencia_semanal,tempo_permanencia_meses,horario_entrada,dia_semana,tempo_treino_min,equipamento,uso_equipamento_min,capacidade_max,status_aluno,observacao
LIFT-00854,2024-02-01,,59,mensal,4,9,20,sexta,53,bike,12,100,cancelado,
LIFT-00855,2024-01-08,,57,mensal,5,13,10,sexta,62,NA,25,100,ativo,
LIFT-00856,23/11/2024,,42,mensal,3,12,22,domingo,70,NA,33,100,cancelado,
LIFT-00857,2025-02-20,,31,mensal,5,5,18,quinta,53,halteres,12,100,cancelado,
LIFT-00858,2024-12-14,2024-04-06,65,mensal,2,6,15,sexta,86,bike,28,100,procesado,
LIFT-00859,2024-08-12,,20,mensal,0,7,11,terça,72,leg_press,20,100,procesado,
LIFT-00860,2024-04-13,2024-12-15,53,anual,4,12,22,terça,40,esteira,10,100,,
LIFT-00861,2024-05-06,2024-01-29,,anual,1,6,13,segunda,108,supino,5,100,procesado,
LIFT-00862,2024-10-11,2025-02-05,58,mensal,1,11,23,domingo,40,leg_press,33,100,procesado,
LIFT-00863,2025-03-17,2024-06-16,26,anual,1,8,11,quinta,47,leg_press,29,100,ativo,
LIFT-00864,2025-03-07,,37,anual,2,5,20,segunda,44,leg_press,13,100,,
LIFT-00865,2024-08-12,,48,mensal,2,3,10,quarta,86,esteira,5,100,procesado,
LIFT-00866,2024-03-21,2024-02-29,38,anual,0,10,18,segunda,55,,5,100,procesado,
LIFT-00867,2024-06-23,2024-06-29,22,mensal,4,5,7,quarta,84,halteres,5,100,cancelado,
LIFT-00868,2024-02-23,2024-01-17,29,mensal,5,8,16,quinta,23,supino,41,100,cancelado,
LIFT-00869,2025-04-26,2024-02-16,27,mensal,0,4,23,sexta,56,bike,5,100,cancelado,
LIFT-00870,2024-01-10,2025-02-27,67,mensal,2,10,8,quinta,76,esteira,13,100,ativo,
LIFT-00871,2025-02-11,2024-12-25,51,mensal,2,6,6,quarta,101,esteira,5,100,,
LIFT-00872,2024-12-20,2025-02-06,36,mensal,2,3,6,sexta,72,leg_press,26,100,ativo,
LIFT-00873,2025-01-26,02-15-2024,44,mensal,1,2,11,segunda,85,NA,18,100,,
LIFT-00874,04-26-2024,,45,mensal,2,12,17,segunda,41,halteres,31,100,ativo,
LIFT-00875,2025-04-20,2024-08-29,38,mensal,4,6,18,terça,57,crossfit,26,100,ativo,
LIFT-00876,2024-07-19,,69,mensal,3,3,17,segunda,107,leg_press,25,100,cancelado,
LIFT-00877,2024-07-05,,28,anual,2,1,14,sábado,76,supino,30,100,cancelado,
LIFT-00878,2024-05-26,2025-01-17,70,mensal,5,6,16,quarta,57,leg_press,35,100,,
LIFT-00879,2025-04-14,,32,mensal,3,8,12,domingo,55,,41,100,ativo,
LIFT-00880,2024-02-21,2025-05-01,49,mensal,5,8,20,terça,78,supino,27,100,ativo,
LIFT-00881,2025-05-03,,45,mensal,2,5,6,terça,93,leg_press,19,100,procesado,
LIFT-00882,2025-01-15,2024-07-24,70,anual,5,8,15,quinta,99,,17,100,,
LIFT-00883,07/12/2024,2024-03-05,65,anual,1,3,9,sábado,19,supino,43,100,ativo,
LIFT-00884,data_invalida,,29,mensal,3,1,19,domingo,62,halteres,22,100,cancelado,
LIFT-00885,2024-11-22,24/01/2024,57,anual,4,4,6,sábado,68,leg_press,27,100,,
LIFT-00886,06-22-2024,06-17-2024,48,mensal,4,3,20,quinta,64,bike,19,100,,
LIFT-00887,2024-11-01,,65,mensal,0,7,11,segunda,34,supino,13,100,,
LIFT-00888,2024-06-20,,21,mensal,4,8,6,quarta,84,leg_press,6,100,procesado,
LIFT-00889,2025-01-10,,55,anual,2,10,12,quarta,59,halteres,6,100,,
LIFT-00890,2024-02-26,2024-09-02,,anual,0,7,14,segunda,41,esteira,29,100,,
LIFT-00891,2024-03-22,2025-04-12,23,mensal,7,6,12,sexta,52,crossfit,17,100,procesado,
LIFT-00892,2025-05-15,,67,mensal,1,7,14,sábado,95,halteres,25,100,cancelado,
LIFT-00893,2024-09-01,,45,mensal,1,9,18,quinta,77,crossfit,18,100,procesado,
LIFT-00894,2024-10-02,28/03/2024,63,mensal,5,7,23,terça,63,NA,51,100,ativo,
LIFT-00895,25/10/2024,,,mensal,2,5,23,domingo,71,bike,5,100,procesado,
LIFT-00896,2024-01-26,13/01/2024,41,mensal,2,2,16,sexta,67,esteira,5,100,ativo,
LIFT-00897,2024-05-18,,45,mensal,1,5,21,domingo,46,bike,34,100,cancelado,
LIFT-00898,2024-07-25,2024-09-24,62,anual,3,7,14,quarta,74,crossfit,22,100,ativo,
LIFT-00899,2024-12-22,,50,mensal,0,9,8,segunda,29,bike,28,100,ativo,
LIFT-00900,02/09/2024,,48,anual,1,1,21,sexta,36,halteres,5,100,,
LIFT-00901,22/04/2025,,37,mensal,4,2,5,terça,101,crossfit,31,100,cancelado,
LIFT-00902,2024-07-06,,38,mensal,1,1,19,terça,49,bike,34,100,cancelado,
LIFT-00903,2024-01-19,2024-09-01,34,mensal,2,1,12,domingo,37,halteres,5,100,ativo,
LIFT-00904,2024-11-14,2024-12-25,43,mensal,5,12,11,terça,88,crossfit,17,100,cancelado,
LIFT-00905,2025-04-21,2024-08-30,52,anual,4,4,20,segunda,68,bike,13,100,procesado,
LIFT-00906,2024-08-03,2024-12-19,41,mensal,8,12,20,sábado,34,NA,38,100,ativo,
LIFT-00907,2025-02-14,2024-11-04,57,mensal,3,5,6,quinta,85,leg_press,5,100,,
LIFT-00908,10-29-2024,,64,mensal,0,12,6,domingo,38,,17,100,ativo,
LIFT-00909,2025-04-07,,61,mensal,4,6,10,quarta,53,supino,5,100,cancelado,
LIFT-00910,2024-11-30,,31,mensal,1,1,5,quinta,102,crossfit,29,100,cancelado,
LIFT-00911,2024-01-30,,18,mensal,2,6,5,terça,67,halteres,9,100,cancelado,
LIFT-00912,2024-06-01,,34,mensal,3,5,6,terça,47,NA,39,100,procesado,
LIFT-00913,2024-10-30,2024-05-28,62,mensal,0,3,7,quarta,38,esteira,12,100,cancelado,
LIFT-00914,2024-10-17,,28,mensal,5,7,12,terça,61,bike,14,100,cancelado,
LIFT-00915,18/07/2024,2024-09-12,57,mensal,3,5,18,terça,56,,51,100,,
LIFT-00916,2025-04-21,2024-02-03,50,mensal,0,9,6,terça,57,NA,18,100,,
LIFT-00917,2024-12-15,2024-04-16,70,mensal,0,7,12,segunda,27,,21,100,ativo,
LIFT-00918,2024-07-06,data_invalida,43,mensal,4,1,15,segunda,45,bike,21,100,procesado,
LIFT-00919,2024-11-04,17/01/2024,43,anual,0,12,22,sábado,69,supino,5,100,ativo,
LIFT-00920,data_invalida,,36,mensal,5,4,10,domingo,76,halteres,22,100,ativo,
LIFT-00921,2025-04-08,,,mensal,4,14,23,sexta,53,halteres,5,100,cancelado,
LIFT-00922,2024-07-30,,30,anual,0,4,12,sábado,60,crossfit,42,100,,
LIFT-00923,2024-02-14,06-03-2024,44,anual,5,1,11,quarta,36,halteres,30,100,cancelado,
LIFT-00924,2025-04-15,2024-09-18,41,anual,3,10,6,sexta,83,leg_press,54,100,ativo,
LIFT-00925,2025-03-30,2024-12-30,54,mensal,4,4,22,sexta,66,crossfit,14,100,,
LIFT-00926,2025-03-09,,36,mensal,3,6,17,segunda,37,NA,18,100,cancelado,
LIFT-00927,2024-12-05,,26,mensal,3,4,7,quarta,55,leg_press,17,100,ativo,
LIFT-00928,22/12/2024,2024-05-18,,mensal,3,8,23,quinta,35,esteira,5,100,procesado,
LIFT-00929,2024-03-22,2025-02-18,49,anual,1,2,13,quinta,90,NA,16,100,,
LIFT-00930,data_invalida,,16,mensal,5,2,17,sábado,33,leg_press,33,100,ativo,
LIFT-00931,2024-08-22,,68,mensal,0,5,18,segunda,69,supino,20,100,,
LIFT-00932,2024-03-11,,25,mensal,1,7,22,domingo,74,NA,5,100,cancelado,
LIFT-00933,2025-05-15,,31,mensal,2,3,5,sexta,59,esteira,43,100,cancelado,
LIFT-00934,2024-08-06,,25,mensal,0,4,11,quinta,73,bike,5,100,ativo,
LIFT-00935,2024-01-29,26/11/2024,29,mensal,5,6,15,terça,36,esteira,9,100,,
LIFT-00936,2024-02-20,2024-03-12,,anual,1,2,9,segunda,63,NA,14,100,,
LIFT-00937,2024-06-03,2024-10-19,65,mensal,4,1,15,sábado,47,esteira,14,100,cancelado,
LIFT-00938,2025-03-08,2025-03-18,32,mensal,1,8,10,terça,60,halteres,46,100,ativo,
LIFT-00939,2024-01-13,2024-09-20,41,mensal,1,3,9,quarta,31,crossfit,30,100,ativo,
LIFT-00940,2024-12-22,,22,mensal,3,12,16,terça,52,esteira,41,100,procesado,
LIFT-00941,2025-03-18,,17,mensal,2,4,16,domingo,61,NA,57,100,procesado,
LIFT-00942,2024-04-30,,41,mensal,3,5,12,sexta,54,NA,32,100,ativo,
LIFT-00943,01-21-2025,,42,anual,4,9,11,quinta,61,supino,9,100,,
LIFT-00944,2024-04-04,2025-02-16,59,mensal,4,5,9,domingo,69,,5,100,ativo,
LIFT-00945,2024-02-05,,55,anual,2,4,22,sexta,92,bike,30,100,cancelado,
LIFT-00946,data_invalida,,33,anual,5,8,13,segunda,75,leg_press,62,100,ativo,
LIFT-00947,2024-09-13,01-05-2024,64,anual,2,12,23,sábado,53,halteres,27,100,cancelado,
LIFT-00948,2025-02-07,,40,anual,4,16,12,sábado,76,crossfit,32,100,cancelado,
LIFT-00949,2024-08-08,,53,mensal,2,7,5,sexta,51,halteres,26,100,procesado,
LIFT-00950,2024-06-28,,54,mensal,1,10,14,domingo,61,halteres,9,100,cancelado,
LIFT-00951,2024-04-13,2024-07-15,53,anual,5,7,7,domingo,47,,5,100,procesado,
LIFT-00952,2024-08-15,,35,anual,2,1,20,quinta,64,halteres,11,100,,
LIFT-00953,2025-01-03,,60,anual,3,8,22,quinta,66,supino,7,100,ativo,
LIFT-00954,21/01/2024,09-14-2024,60,mensal,0,6,17,sexta,71,,29,100,procesado,
LIFT-00955,data_invalida,2024-01-25,29,mensal,0,6,13,sexta,51,,6,100,cancelado,
LIFT-00956,2025-03-09,,22,mensal,0,7,23,quarta,78,,35,100,,
LIFT-00957,2024-07-22,2024-08-06,36,mensal,0,10,20,domingo,44,crossfit,48,100,cancelado,
LIFT-00958,2024-04-25,2024-03-14,57,mensal,4,3,11,sexta,128,halteres,19,100,ativo,
LIFT-00959,2024-12-15,2024-05-04,17,anual,3,8,12,quarta,61,esteira,18,100,ativo,
LIFT-00960,2024-04-13,,,mensal,5,6,6,domingo,53,NA,32,100,ativo,
LIFT-00961,2024-08-15,2024-05-22,62,mensal,7,12,20,sexta,33,bike,23,100,ativo,
LIFT-00962,2025-02-27,,68,mensal,0,14,12,quinta,53,,11,100,procesado,
LIFT-00963,2024-11-03,2024-01-19,23,mensal,0,6,22,domingo,22,leg_press,28,100,,
LIFT-00964,2024-04-08,,34,mensal,4,3,13,quinta,59,halteres,41,100,,
LIFT-00965,2025-03-05,28/09/2024,34,anual,5,3,16,quinta,122,halteres,26,100,,
LIFT-00966,23/04/2025,03-05-2024,51,mensal,6,3,9,segunda,71,halteres,42,100,cancelado,
LIFT-00967,20/05/2024,2024-09-04,24,anual,6,1,8,sexta,70,bike,5,100,ativo,
LIFT-00968,2025-03-24,2024-09-21,41,mensal,3,2,10,quarta,60,halteres,5,100,cancelado,
LIFT-00969,03-15-2025,,21,mensal,4,6,16,sábado,24,bike,34,100,ativo,
LIFT-00970,data_invalida,2024-01-12,63,anual,2,1,7,domingo,67,halteres,10,100,ativo,
LIFT-00971,2025-01-08,2024-09-11,39,mensal,4,6,18,sábado,50,halteres,5,100,ativo,
LIFT-00972,2024-09-06,26/06/2024,43,anual,0,3,20,sábado,28,crossfit,46,100,procesado,
LIFT-00973,2025-05-09,,67,mensal,2,7,11,terça,70,leg_press,20,100,procesado,
LIFT-00974,2024-08-14,data_invalida,20,mensal,0,8,12,domingo,64,halteres,43,100,cancelado,
LIFT-00975,2025-03-05,2024-01-02,50,mensal,0,6,7,sexta,81,leg_press,5,100,,
LIFT-00976,2024-04-09,,61,mensal,5,1,23,terça,44,esteira,44,100,procesado,
LIFT-00977,2024-08-30,,,mensal,2,7,22,domingo,41,,19,100,cancelado,
LIFT-00978,2024-04-01,2025-04-07,33,mensal,0,5,14,terça,56,leg_press,45,100,procesado,
LIFT-00979,2025-01-22,,23,mensal,4,13,6,quinta,50,esteira,5,100,procesado,
LIFT-00980,2024-09-13,2025-01-19,44,anual,5,6,9,sexta,65,crossfit,5,100,ativo,
LIFT-00981,2024-06-13,,27,mensal,5,7,8,quarta,62,crossfit,21,100,ativo,
LIFT-00982,data_invalida,,34,mensal,4,5,11,sábado,56,NA,5,100,cancelado,
LIFT-00983,2024-11-25,27/09/2024,,mensal,1,7,21,segunda,67,bike,30,100,ativo,
LIFT-00984,2024-03-11,,65,mensal,4,6,14,quarta,65,leg_press,5,100,cancelado,
LIFT-00985,2024-12-28,,68,anual,4,5,23,terça,95,esteira,20,100,ativo,
LIFT-00986,2024-11-09,2025-04-08,22,mensal,2,8,10,terça,36,NA,15,100,cancelado,
LIFT-00987,05/01/2025,11/09/2024,,mensal,0,4,6,quarta,67,,33,100,,
LIFT-00988,2024-08-12,2024-09-16,54,mensal,3,4,22,quarta,55,crossfit,19,100,procesado,
LIFT-00989,22/02/2025,2025-04-25,,mensal,5,8,11,sexta,58,,19,100,procesado,
LIFT-00990,2024-08-05,,55,anual,0,8,17,segunda,78,halteres,10,100,procesado,
LIFT-00991,2024-09-03,2024-06-24,43,mensal,5,4,16,quinta,47,halteres,21,100,,
LIFT-00992,05-23-2024,2024-11-15,24,anual,0,1,19,quarta,67,NA,11,100,cancelado,
LIFT-00993,2025-01-12,,21,anual,1,2,11,segunda,87,halteres,22,100,,
LIFT-00994,data_invalida,,55,mensal,0,9,10,domingo,27,halteres,20,100,procesado,
LIFT-00995,2025-04-11,2024-11-27,54,mensal,1,1,14,segunda,63,halteres,5,100,cancelado,
LIFT-00996,07/11/2024,data_invalida,,anual,0,2,20,quarta,91,esteira,13,100,procesado,
LIFT-00997,08/08/2024,,19,anual,5,12,13,segunda,47,,22,100,,
LIFT-00998,2024-02-24,2024-11-14,43,mensal,3,1,16,quinta,57,NA,28,100,procesado,
LIFT-00999,2024-02-04,,30,anual,4,13,5,quinta,60,esteira,5,100,ativo,
LIFT-00000,2025-05-09,09-20-2024,66,mensal,1,8,10,sábado,56,leg_press,10,100,procesado,
LIFT-00001,2024-08-22,,17,mensal,4,1,8,quinta,60,halteres,28,100,cancelado,
LIFT-00002,2025-05-15,,25,mensal,5,1,12,terça,48,halteres,11,100,,
LIFT-00003,2024-10-25,2024-03-12,18,mensal,0,1,7,terça,70,esteira,23,100,,
LIFT-00004,2025-05-12,,52,mensal,0,6,22,quinta,44,bike,31,100,,
LIFT-00005,2024-10-30,2024-03-13,49,mensal,1,2,19,quinta,46,halteres,39,100,procesado,
LIFT-00006,2024-02-28,2024-02-23,46,mensal,0,9,21,sexta,72,NA,11,100,,
LIFT-00007,data_invalida,,70,mensal,0,14,18,quarta,39,esteira,44,100,cancelado,
LIFT-00008,2024-01-11,2024-12-19,66,mensal,4,3,16,quarta,81,bike,18,100,,
LIFT-00009,05-14-2025,2025-03-26,69,mensal,6,2,11,quarta,66,NA,27,100,,
LIFT-00010,2024-12-12,2024-01-21,64,mensal,0,4,22,terça,76,bike,5,100,cancelado,
LIFT-00011,25/01/2025,03-23-2024,26,mensal,5,7,19,quarta,95,,20,100,cancelado,
LIFT-00012,2024-12-26,,34,mensal,0,6,5,quinta,73,bike,32,100,cancelado,
LIFT-00013,2024-06-06,2024-06-03,57,mensal,0,9,5,sexta,54,supino,5,100,procesado,
LIFT-00014,2024-05-12,,40,mensal,3,4,10,domingo,40,bike,21,100,ativo,
LIFT-00015,2024-12-21,,52,mensal,4,1,16,domingo,68,esteira,19,100,,
LIFT-00016,2024-05-06,,46,mensal,1,3,11,segunda,88,supino,6,100,,
LIFT-00017,26/12/2024,,25,anual,3,1,11,quinta,65,leg_press,20,100,,
LIFT-00018,2024-08-23,,53,mensal,1,4,6,terça,72,,36,100,ativo,
LIFT-00019,2025-02-14,,16,mensal,2,11,23,sábado,68,leg_press,55,100,procesado,
