pedido_id,cliente_id,data_pedido,cidade,uf,regiao,latitude,longitude,canal_venda,categoria_produto,produto,quantidade,preco_unitario,preco_concorrente,desconto_pct,valor_total,forma_pagamento,cupom_promocional,pedido_delivery,distancia_km,tempo_entrega_min,status_delivery,avaliacao_delivery,participa_fidelidade,compras_ultimos_90d,dias_desde_ultima_compra,nps_cliente,status_pedido,observacao
PED-00803,CLI-0067,2025-01-02,Goiânia,GO,Centro-Oeste,-16.70,-49.31,site,medicamento,Ibuprofeno 400mg,1,73.85,71.18,0.00,73.85,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,nao,7,36,4,concluido,
PED-00804,CLI-0148,2025-07-23,Uberlândia,MG,Sudeste,-18.96,-48.30,loja_fisica,remedio,Loratadina 10mg,5,31.78,31.05,0.00,158.89,pix,sem_promocao,nao,,,nao_aplicavel,,nao,,28,5,concluido,
PED-00805,CLI-0127,03-31-2025,Ribeirão Preto,SP,Sudeste,"-21,21","-47,86",app,infantil,Shampoo Infantil,1,71.10,66.32,0.00,71.10,boleto,sem_promocao,sim,4.12,61,atrasado,4.70,nao,1,58,0,concluido,
PED-00806,CLI-0405,2025-09-03,Uberlândia,mg,Sudeste,-18.85,-48.27,loja_fisica,medicamento,Paracetamol 750mg,1,50.06,43.92,0.00,50.06,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,233,4,concluido,
PED-00807,CLI-0402,2025-08-15,Uberlândia,MG,Sudeste,-18.86,-48.34,site,medicamneto,Omeprazol 20mg,1,40.67,33.58,NA,40.67,pix,sem_promocao,nao,,,nao_aplicavel,,sim,1,127,8,concluido,cliente reclamou do atraso
PED-00808,CLI-0113,2025-02-02,Curitiba,PR,Sul,-25.45,-49.35,loja,higiene,Creme Dental,1,NA,14.03,0.00,12.46,boleto,sem_promocao,nao,,,nao_aplicavel,,sim,6,178,6,concluido,
PED-00809,CLI-0355,2025-03-22,Uberlândia,MG,Sudeste,-18.90,"-48,29",loja_fisica,medicamento,Omeprazol 20mg,,71.60,67.45,0.00,"214,81",cartao_credito,sem promocao,nao,,,nao_aplicavel,,nao,10,13,4,concluido,
PED-00810,CLI-0340,2025-11-07,Uberaba,MG,Sudeste,-19.70,-47.91,site,medicamento,Loratadina 10mg,1,11.33,11.00,0.00,11.33,pix,sem_promocao,sim,1.19,31,atrasado,4.10,sim,5,28,4,concluido,
PED-00811,CLI-0023,07-27-2025,Uberlândia,MG,Sudeste,-18.85,-48.31,entrega,medicamento,Ibuprofeno 400mg,1,50.15,43.11,0.00,50.15,cartao_credito,sem_promocao,sim,2.38,72,atrasado,2.80,sim,3,105,,concluido,
PED-00812,CLI-0068,2025-10-11,Uberaba,MG,Sudeste,-19.71,NA,app,medicamento,Loratadina 10mg,1,"41,96","40,90",15.00,35.67,pix,cupom_10,nao,,,nao_aplicavel,,sim,6,40,6,concluido,
PED-00813,CLI-0252,2025-11-18,Curitiba,pr,Sul,-25.50,-49.26,delivery,vitamina_suplemento,Omega 3,5,108.62,94.81,10.00,488.80,dinheiro,cupom_10,sim,1.35,19,entregue,5.00,sim,2,17,7,cancelado,
PED-00814,CLI-0333,05-22-2025,Ribeirão Preto,SP,Sudeste,-21.23,-47.87,loja_fisica,medicamento,Paracetamol 750mg,1,61.94,61.87,10.00,55.75,dinheiro,leve_3_pague_2,nao,,999,nao_aplicavel,,sim,5,NA,NA,concluido,
PED-00815,CLI-0284,2025-10-17,São Paulo,SP,Sudeste,NA,-46.56,loja fisica,higiene,Sabonete Liquido,3,"36,94",37.81,25.00,83.12,pix,leve_3_pague_2,nao,,,nao_aplicavel,,nao,2,120,2,concluido,
PED-00816,CLI-0411,2025-12-22,Curitiba,PR,Sul,-25.51,-49.33,loja_fisica,medicamento,Paracetamol 750mg,NA,43.93,39.58,"0,00",NA,pix,sem_promocao,nao,,,nao_aplicavel,,sim,5,,7,concluido,
PED-00817,CLI-0025,26/10/2025,Curitiba,PR,Sul,-25.48,-49.29,loja_fisica,higiene,Desodorante,1,29.34,,0.00,29.34,pix,sem_promocao,nao,,,nao_aplicavel,,nao,2,105,7,concluido,
PED-00818,CLI-0297,2025-10-06,Curitiba,PR,Sul,-25.46,-49.20,loja_fisica,higiene,Sabonete Liquido,1,50.98,50.51,0.00,50.98,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,NA,NA,5,pendente,
PED-00819,CLI-0076,2025-09-17,Ribeirão Preto,SP,Sudeste,-21.15,"-47,83",loja_fisica,beleza,Creme Anti-idade,1,"67,86",67.16,20.00,54.29,pix,delivery_gratis,nao,,,nao_aplicavel,,nao,1,42,9,concluido,
PED-00820,CLI-0306,2025-09-16,Belo Horizonte,MG,Sudeste,NA,"-43,95",delivery,vitamina_suplemento,Whey Protein,1,116.14,108.97,0.00,116.14,cartao_credito,sem_promocao,sim,1.86,23,entregue,5.00,nao,1,192,4,concluido,
PED-00821,CLI-0351,09-16-2025,Goiânia,GO,Centro-Oeste,-16.75,-49.34,loja_fisica,medicamento,Dipirona 500mg,1,36.30,40.03,0.00,36.30,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,6,135,3,concluido,
PED-00822,CLI-0070,2025-05-10,Belo Horizonte,MG,Sudeste,-19.84,NA,site,higiene,Creme Dental,1,30.85,31.70,0.00,"30,85",pix,sem_promocao,nao,,,nao_aplicavel,,sim,1,110,5,concluido,
PED-00823,CLI-0225,2025-03-24,Belo Horizonte,MG,Sudeste,-19.92,-43.92,site,higiene,Sabonete Liquido,1,29.66,31.67,0.00,29.66,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,10,142,5,concluido,
PED-00824,CLI-0019,2025-11-17,Brasília,DF,Centro-Oeste,-15.83,-47.84,loja_fisica,medicamento,Paracetamol 750mg,1,51.38,56.20,NA,"51,38",cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,4,72,-1,concluido,
PED-00825,CLI-0031,2025-04-12,Uberlândia,mg,Sudeste,"-18,89",NA,entrega,higiene,Desodorante,1,16.52,15.66,5.00,15.69,cartao_credito,leve_3_pague_2,nao,,,nao_aplicavel,,sim,6,103,7,concluido,
PED-00826,CLI-0328,2025-09-18,Ribeirão Preto,SP,Sudeste,-21.15,-47.85,loja_fisica,medicamento,Loratadina 10mg,1,46.39,45.44,"0,00",46.39,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,5,81,7,cancelado,
PED-00827,CLI-0152,2025-05-25,BRASÍLIA,DF,Centro-Oeste,-15.82,-47.85,delivery,higiene,Desodorante,2,48.12,45.52,0.00,96.25,cartao_credito,sem_promocao,sim,1.07,26,entregue,4.30,nao,1,234,2,concluido,produto sem estoque
PED-00828,CLI-0313,06-29-2025,Salvador,BA,Nordeste,-12.97,-38.54,app,medicamento,Ibuprofeno 400mg,3,"74,59","77,68",0.00,223.77,cartao_credito,sem_promocao,sim,7.22,53,entregue,4.00,nao,3,115,4,concluido,
PED-00829,CLI-0002,2025-04-22,Belo Horizonte,MG,Sudeste,-19.85,-43.90,loja_fisica,higiene,Shampoo Anticaspa,1,51.72,49.48,0.00,51.72,dinheiro,sem_promocao,nao,,,nao_aplicavel,,nao,5,134,6,concluido,possivel duplicata
PED-00830,CLI-0380,2025-11-06,Belém,PA,Norte,-1.42,-48.48,delivery,higiene,Desodorante,1,51.06,57.04,0.00,51.06,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,11,92,6,concluido,
PED-00831,CLI-0049,2025-08-26,São Paulo,SP,Sudeste,-23.51,-46.66,loja_fisica,vitamina_suplemento,Colageno,1,75.47,83.00,10.00,67.92,cartao_debito,cupom_10,nao,,,nao_aplicavel,,sim,2,55,7,concluido,produto sem estoque
PED-00832,CLI-0197,12-01-2025,Uberlândia,MG,Sudeste,-18.92,-48.32,loja,medicamento,Soro Fisiologico,1,62.22,64.53,25.00,46.66,cartao_credito,cashback,nao,,,nao_aplicavel,,sim,1,98,5,cancelado,
PED-00833,CLI-0140,2025-02-09,São Paulo,SP,Sudeste,-23.61,-46.67,loja_fisica,beleza,Creme Anti-idade,1,87.06,"72,91",0.00,87.06,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,7,NA,5,concluido,
PED-00834,CLI-0001,2025-02-20,Brasília,DF,Centro-Oeste,-15.84,-47.91,app,higiene,Sabonete Liquido,4,,"50,42",10.00,169.91,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,sim,7,17,8,concluido,
PED-00835,CLI-0262,2025-01-17,São Paulo,SP,Sudeste,-23.56,-46.68,loja_fisica,higiene,Creme Dental,1,39.31,34.10,0.00,39.31,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,1,162,4,concluido,
PED-00836,CLI-0274,2025-03-19,Belo Horizonte,MG,Sudeste,"-19,99",-43.88,loja,remedio,Paracetamol 750mg,1,"13,89",11.47,0.00,"13,89",cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,1,106,7,concluido,
PED-00837,CLI-0131,2025-08-10,São Paulo,SP,Sudeste,-23.50,NA,loja_fisica,vitamina_suplemento,Colageno,1,130.76,,0.00,130.76,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,5,144,10,concluido,
PED-00838,CLI-0166,2025-06-25,Belém,PA,Norte,-1.54,-48.43,site,medicamento,Omeprazol 20mg,1,57.85,"56,32",20.00,46.28,cartao_debito,cupom_10,nao,,,nao_aplicavel,,nao,2,1,6,pendente,
PED-00839,CLI-0143,2025-03-10,Uberaba,MG,Sudeste,-19.69,-47.89,app,medicamento,Ibuprofeno 400mg,5,69.60,72.19,0.00,347.98,boleto,sem_promocao,sim,3.86,30,entregue,4.00,nao,1,232,7,concluido,
PED-00840,CLI-0167,2025-09-05,Uberlândia,MG,Sudeste,-18.95,"-48,33",loja_fisica,beleza,Base Facial,5,72.93,60.09,25.00,273.48,pix,cupom_10,nao,,,nao_aplicavel,,sim,7,11,9,concluido,
PED-00841,CLI-0013,04-14-2025,Belo Horizonte,MG,Sudeste,-19.94,-43.99,loja_fisica,beleza,Creme Anti-idade,2,"54,19",46.79,25.00,81.29,pix,leve_3_pague_2,nao,,,nao_aplicavel,,sim,3,76,8,concluido,
PED-00842,CLI-0337,2025-07-19,Brasília,DF,Centro-Oeste,-15.85,-47.84,app,medicamento,Soro Fisiologico,4,38.34,34.75,0.00,153.38,cartao_debito,sem_promocao,sim,3.94,17,entregue,,sim,1,102,7,concluido,cliente reclamou do atraso
PED-00843,CLI-0110,02-24-2025,Uberlândia,MG,Sudeste,-18.88,-48.28,delivey,medicamento,Loratadina 10mg,1,24.45,25.13,0.00,24.45,cartao_credito,sem_promocao,sim,3.95,28,entregue,4.50,sim,5,139,5,concluido,
PED-00844,CLI-0124,data_invalida,Curitiba,PR,Sul,-25.39,"-49,27",loja_fisica,higiene,Desodorante,3,NA,9.38,120,23.60,pix,leve_3_pague_2,nao,,,nao_aplicavel,,sim,1,182,3,concluido,cupom nao aplicado
PED-00845,CLI-0013,2025-01-09,Uberaba,MG,Sudeste,NA,-48.01,delivery,higiene,Desodorante,,48.70,41.17,0.00,48.70,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,2,66,4,concluido,possivel duplicata
PED-00846,CLI-0145,22/05/2025,Fortaleza,CE,Nordeste,-3.68,-38.47,app,medicamento,Dipirona 500mg,1,"33,96",37.57,0.00,"33,96",cartao debito,sem_promocao,nao,,,nao_aplicavel,,sim,6,146,10,canceldo,cliente reclamou do atraso
PED-00847,CLI-0339,02/09/2025,MANAUS,am,Norte,-3.11,-59.95,site,beleza,Esmalte,1,74.54,74.56,,74.54,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,NA,92,NA,concluido,
PED-00848,CLI-0308,24/03/2025,Goiânia,go,Centro-Oeste,-16.65,"-49,19",loja_fisica,medicamento,Soro Fisiologico,1,41.63,39.14,0.00,41.63,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,10,1,7,concluido,
PED-00849,CLI-0403,2025-03-26,Brasília,DF,Centro-Oeste,-15.73,-47.87,delivery,beleza,Creme Anti-idade,NA,116.83,,"0,00",116.83,cartao_credito,sem_promocao,sim,1.40,8,entregue,5.00,sim,1,212,4,concluido,
PED-00850,CLI-0048,2025-12-07,Uberaba,MG,Sudeste,-19.79,NA,delivery,higiene,Creme Dental,1,47.13,NA,0.00,47.13,cartao_credito,sem_promocao,sim,1.93,24,entregue,5.00,nao,3,47,7,concluido,
PED-00851,CLI-0134,23/05/2025,Belém,PA,Norte,-1.52,-48.44,loja_fisica,beleza,Creme Anti-idade,1,54.48,50.44,NA,54.48,pix,sem_promocao,nao,,,nao_aplicavel,,nao,2,174,9,concluido,
PED-00852,CLI-0288,2025-10-16,Curitiba,PR,Sul,,-49.22,app,medicamento,Dipirona 500mg,NA,NA,65.73,"0,00",120.38,pix,sem_promocao,sim,2.49,66,atrasado,3.50,sim,3,26,2,concluido,produto sem estoque
PED-00853,CLI-0325,2025-07-31,Uberlândia,mg,Sudeste,-18.98,-48.24,delivery,higiene,Fio Dental,1,35.77,31.93,10.00,32.20,cartao_credito,cupom_10,sim,1.58,21,entregue,NA,nao,5,10,5,concluido,
PED-00854,CLI-0212,02-08-2025,UBERLÂNDIA,MG,Sudeste,-18.88,-48.32,loja_fisica,medicamento,Dipirona 500mg,1,"25,61",24.58,0.00,25.61,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,1,58,7,concluido,
PED-00855,CLI-0272,2025-04-10,Uberaba,MG,Sudeste,-19.74,-47.91,loja_fisica,vitamina_suplemento,Omega 3,1,139.05,154.15,NA,139.05,pix,sem_promocao,nao,,,nao_aplicavel,,sim,9,67,4,concluido,
PED-00856,CLI-0354,2025-01-02,Uberaba,MG,Sudeste,-19.74,-47.86,loja_fisica,medicamento,Dipirona 500mg,3,26.57,27.96,0.00,79.71,pix,sem promocao,nao,,,nao_aplicavel,,nao,5,24,6,concluido,
PED-00857,CLI-0262,2025-07-31,Uberaba,MG,Sudeste,"-19,80",-47.94,loja_fisica,higiene,Sabonete Liquido,4,10.41,"10,32",0.00,41.62,pix,sem_promocao,nao,,,nao_aplicavel,,nao,4,162,5,concluido,
PED-00858,CLI-0040,,Recife,PE,Nordeste,-8.02,-34.90,delivery,beleza,Agua Micelar,1,67.32,65.79,12.00,59.24,cartao_credito,cashback,nao,,,nao_aplicavel,,nao,5,0,5,concluido,
PED-00859,CLI-0044,2025-07-28,Uberaba,MG,Sudeste,-19.73,-47.91,delivery,medicamneto,Dipirona 500mg,1,65.61,65.32,15.00,55.77,pix,cupom_10,sim,4.81,,entregue,4.40,não,5,90,4,concluido,cupom nao aplicado
PED-00860,CLI-0005,13/08/2025,Fortaleza,CE,Nordeste,-3.80,-38.54,site,medicamento,Dipirona 500mg,1,21.96,23.11,0.00,21.96,cartao_credito,sem promocao,sim,1.53,20,entregue,5.00,S,4,81,5,concluido,
PED-00861,CLI-0221,2025-06-22,Goiânia,go,Centro-Oeste,-16.69,-49.23,loja_fisica,medicamento,Ibuprofeno 400mg,5,22.08,18.15,0.00,110.41,pix,sem_promocao,nao,,,nao_aplicavel,,sim,8,104,12,concluido,
PED-00862,CLI-0060,2025-11-19,Belo Horizonte,MG,Sudeste,-19.99,-43.98,loja_fisica,vitamina_suplemento,Colageno,1,83.46,"91,27",25.00,62.60,cartao credito,cupom_10,nao,,,nao_aplicavel,,nao,7,132,3,concluido,
PED-00863,CLI-0227,2025-11-07,Curitiba,PR,Sul,-25.48,-49.19,delivery,beleza,Esmalte,1,34.48,34.42,"0,00",34.48,cartao_credito,sem promocao,sim,2.18,56,atrasado,4.60,nao,,94,4,concluido,
PED-00864,CLI-0309,,Uberaba,MG,Sudeste,-19.74,-47.90,loja_fisica,medicamento,Omeprazol 20mg,1,,15.82,15.00,13.70,cartao credito,cashback,nao,,,nao_aplicavel,,nao,5,122,5,concluido,
PED-00865,CLI-0307,2025-03-05,UBERLÂNDIA,MG,Sudeste,-18.85,-48.28,loja_fisica,infantil,Shampoo Infantil,5,20.85,19.19,0.00,104.26,pix,sem_promocao,nao,,,nao_aplicavel,,nao,2,4,5,cancelado,
PED-00866,CLI-0265,2025-04-30,Belo Horizonte,MG,Sudeste,-19.88,-43.90,loja_fisica,vitamina_suplemento,Whey Protein,5,170.46,146.86,20.00,681.84,cartao_credito,cupom_10,nao,,,nao_aplicavel,,nao,,64,,concluido,cliente reclamou do atraso
PED-00867,CLI-0112,2025-07-17,Uberaba,MG,Sudeste,-19.68,-47.89,loja_fisica,higiene,Sabonete Liquido,1,24.03,20.32,"0,00",24.03,pix,sem_promocao,nao,,,nao_aplicavel,,sim,1,232,8,concluido,
PED-00868,CLI-0213,13/07/2025,Uberaba,MG,Sudeste,-19.81,-47.98,loja_fisica,beleza,Creme Anti-idade,1,114.19,121.82,0.00,114.19,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,2,19,6,concluido,
PED-00869,CLI-0255,19/09/2025,Recife,PE,Nordeste,-8.03,-34.83,delivery,higiene,Shampoo Anticaspa,2,39.62,35.81,0.00,79.25,cartao_debito,sem_promocao,sim,12.13,79,atrasado,3.30,sim,5,63,3,concluido,
PED-00870,CLI-0375,2025-04-29,São Paulo,SP,Sudeste,-23.56,-46.61,delivey,medicamento,Paracetamol 750mg,1,43.85,47.66,0.00,43.85,cartao_credito,sem promocao,sim,1.85,21,entregue,5.00,sim,2,90,6,concluido,
PED-00871,CLI-0096,2025-05-29,Uberlândia,MG,Sudeste,-18.86,,loja_fisica,higiene,Absorvente,1,39.74,39.54,0.00,39.74,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,5,3,4,concluido,
PED-00872,CLI-0024,,Fortaleza,ce,Nordeste,-3.79,-38.59,loja_fisica,higiene,Fio Dental,1,9.57,8.89,,8.61,dinheiro,cashback,nao,,,nao_aplicavel,,sim,1,NA,6,concluido,
PED-00873,CLI-0213,2025-04-03,Uberaba,MG,Sudeste,NA,-48.01,loja_fisica,medicamento,Loratadina 10mg,1,73.02,70.00,,62.06,pix,cashback,nao,,,nao_aplicavel,,sim,3,16,4,concluido,
PED-00874,CLI-0243,data_invalida,Belo Horizonte,MG,Sudeste,-19.88,-43.97,loja_fisica,bem_estar,Teste Glicemia,1,39.19,NA,12.00,34.48,cartao_credito,cupom_10,nao,,,nao_aplicavel,,nao,1,128,7,concluido,
PED-00875,CLI-0394,06/07/2025,Goiânia,GO,Centro-Oeste,-16.63,-49.28,loja_fisica,medicamento,Soro Fisiologico,1,9.43,9.64,12.00,8.30,cartao_credito,cupom_10,nao,,,nao_aplicavel,,S,NA,21,,concluido,cupom nao aplicado
PED-00876,CLI-0260,2025-08-06,Brasília,df,Centro-Oeste,-15.75,,loja_fisica,medicamento,Soro Fisiologico,1,17.35,14.52,12.00,NA,cartao_debito,delivery_gratis,nao,,,nao_aplicavel,,sim,1,152,7,concluido,
PED-00877,CLI-0220,2025-02-24,SALVADOR,BA,Nordeste,-12.93,-38.43,loja_fisica,medicamento,Dipirona 500mg,1,42.61,41.13,0.00,42.61,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,10,32,8,concluido,
PED-00878,CLI-0348,10-21-2025,Goiânia,GO,Centro-Oeste,-16.66,-49.23,delivery,vitamina_suplemento,Multivitaminico,1,137.40,141.53,5.00,,cartao_credito,cupom_10,sim,4.45,83,atrasado,2.20,nao,6,19,0,concluido,cliente reclamou do atraso
PED-00879,CLI-0268,2025-12-23,Curitiba,PR,Sul,-25.51,-49.32,loja_fisica,beleza,Base Facial,1,98.11,82.27,25.00,"73,59",cartao_credito,leve_3_pague_2,nao,,,nao_aplicavel,,nao,1,82,5,concluido,
PED-00880,CLI-0267,03-30-2025,Uberlândia,MG,Sudeste,-18.88,-48.27,app,medicamento,Soro Fisiologico,1,30.49,27.58,15.00,25.91,cartao_credito,cupom_10,sim,2.77,22,entregue,5.00,sim,1,202,6,concluido,produto sem estoque
PED-00881,CLI-0224,2025-01-04,Uberlândia,MG,Sudeste,-18.94,"-48,25",delivery,medicamento,Soro Fisiologico,1,"31,75",30.26,0.00,31.75,dinheiro,sem_promocao,sim,1.74,22,entregue,5.00,sim,1,168,7,concluido,possivel duplicata
PED-00882,CLI-0174,2025-05-01,Goiânia,GO,Centro-Oeste,-16.63,-49.24,delivery,vitamina_suplemento,Colageno,NA,135.05,131.27,0.00,0.00,pix,sem_promocao,sim,2.86,,cancelado,4.40,nao,1,185,8,canceldo,
PED-00883,CLI-0007,2025-04-02,Uberaba,MG,Sudeste,"-19,74",-47.87,loja_fisica,medicamento,Loratadina 10mg,2,74.17,NA,,148.33,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,94,6,concluido,
PED-00884,CLI-0287,2025-01-02,Uberlândia,MG,Sudeste,-18.86,-48.24,loja_fisica,infantil,Shampoo Infantil,3,46.36,"50,20",0.00,139.08,pix,sem_promocao,nao,,,nao_aplicavel,,nao,3,60,8,concluido,
PED-00885,CLI-0313,06-14-2025,Salvador,BA,Nordeste,"-12,96",-38.44,loja_fisica,medicamento,Omeprazol 20mg,5,32.50,32.91,"25,00",121.88,pix,cupom_10,nao,,,nao_aplicavel,,nao,4,144,5,concluido,
PED-00886,CLI-0391,09-10-2025,Curitiba,PR,Sul,-25.43,-49.29,site,beleza,Protetor Solar FPS50,1,73.53,62.19,12.00,64.71,cartao_credito,leve_3_pague_2,nao,,,nao_aplicavel,,N,12,114,4,concluido,
PED-00887,CLI-0243,06-26-2025,Goiânia,GO,Centro-Oeste,-16.72,-49.27,site,medicamento,Paracetamol 750mg,1,54.41,"52,01",0.00,,pix,sem_promocao,nao,,,nao_aplicavel,,nao,9,73,4,concluido,
PED-00888,CLI-0183,2025-04-20,Uberaba,MG,Sudeste,-19.78,-47.88,loja_fisica,medicamento,Ibuprofeno 400mg,5,74.51,83.93,0.00,372.54,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,3,105,7,concluido,
PED-00889,CLI-0054,2025-01-19,Uberlândia,MG,Sudeste,-18.92,-48.31,loja_fisica,medicamento,Soro Fisiologico,1,,49.46,0.00,57.93,pix,sem_promocao,nao,,,nao_aplicavel,,nao,6,50,3,concluido,
PED-00890,CLI-0357,2025-02-20,São Paulo,SP,Sudeste,-23.47,-46.57,loja_fisica,higiene,Absorvente,3,34.53,,0.00,"103,58",pix,sem_promocao,nao,,,nao_aplicavel,,sim,5,54,8,concluido,
PED-00891,CLI-0328,18/11/2025,Belo Horizonte,MG,Sudeste,-19.99,-43.96,loja_fisica,vitamina_suplemento,Omega 3,4,175.12,164.58,5.00,665.46,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,nao,1,163,9,concluido,
PED-00892,CLI-0039,2025-09-21,Uberlândia,MG,Sudeste,-18.87,-48.30,loja_fisica,bem_estar,Mascara Facial,3,65.34,54.27,0.00,196.02,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,128,7,concluido,cliente reclamou do atraso
PED-00893,CLI-0325,11-29-2025,Goiânia,GO,Centro-Oeste,-16.61,,loja_fisica,medicamneto,Dipirona 500mg,1,33.55,NA,0.00,33.55,pix,sem_promocao,nao,,,nao_aplicavel,,nao,2,62,6,concluido,produto sem estoque
PED-00894,CLI-0185,2025-09-27,Belo Horizonte,MG,Sudeste,NA,-43.95,loja,higiene,Absorvente,4,36.40,NA,25.00,109.20,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,sim,11,51,4,concluido,
PED-00895,CLI-0052,,Ribeirão Preto,sp,Sudeste,-21.12,-47.77,loja_fisica,beleza,Hidratante Facial,1,56.93,61.74,15.00,48.39,dinheiro,delivery_gratis,nao,,,nao_aplicavel,,nao,3,61,9,concluido,
PED-00896,CLI-0251,data_invalida,Uberaba,MG,Sudeste,-19.79,-48.00,loja_fisica,beleza,Protetor Solar FPS50,1,72.18,60.61,-5,72.18,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,7,59,12,concluido,
PED-00897,CLI-0075,2025-04-07,Uberaba,MG,Sudeste,-19.76,,loja_fisica,medicamento,Dipirona 500mg,4,36.35,32.10,0.00,145.38,pix,sem_promocao,nao,,,nao_aplicavel,,nao,8,171,4,concluido,
PED-00898,CLI-0330,2025-05-23,Brasília,DF,Centro-Oeste,"-15,83",-47.80,delivery,vitamina_suplemento,Vitamina D,1,116.49,109.98,20.00,93.19,pix,cupom_10,sim,4.12,34,entregue,5.00,sim,3,40,10,concluido,
PED-00899,CLI-0153,2025-04-04,Uberaba,MG,Sudeste,-19.75,,loja_fisica,medicamento,Loratadina 10mg,1,53.62,51.45,20.00,42.90,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,sim,4,119,7,concluido,
PED-00900,CLI-0161,06/02/2025,Brasília,DF,Centro-Oeste,-15.73,-47.91,loja,medicamento,Soro Fisiologico,1,52.20,56.63,25.00,39.15,cartao_credito,leve_3_pague_2,nao,,,nao_aplicavel,,nao,3,9,5,concluido,
PED-00901,CLI-0301,2025-11-30,Uberaba,MG,Sudeste,NA,-47.96,loja_fisica,vitamina_suplemento,Whey Protein,4,,NA,,NA,cartao_credito,cupom_10,nao,,,nao_aplicavel,,nao,4,NA,4,concluido,
PED-00902,CLI-0107,2025-02-01,Goiânia,GO,Centro-Oeste,-16.76,-49.30,loja,higiene,Sabonete Liquido,1,NA,"33,20",0.00,40.01,pix,sem promocao,nao,,,nao_aplicavel,,não,1,137,8,concluido,
PED-00903,CLI-0372,21/03/2025,Uberlândia,mg,Sudeste,-18.98,-48.24,loja_fisica,bem_estar,Alcool Gel,1,37.41,"39,17",0.00,37.41,pix,sem promocao,nao,,,nao_aplicavel,,S,2,,3,concluido,
PED-00904,CLI-0051,2025-04-28,Brasília,DF,Centro-Oeste,-15.75,-47.84,loja_fisica,medicamento,Omeprazol 20mg,5,10.61,11.36,20.00,42.45,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,sim,7,68,3,concluido,
PED-00905,CLI-0290,2025-12-30,Uberaba,MG,Sudeste,-19.76,,loja_fisica,medicamento,Paracetamol 750mg,1,47.88,,10.00,43.09,cartao_credito,cashback,nao,,,nao_aplicavel,,nao,2,119,6,concluido,
PED-00906,CLI-0215,2025-03-19,Uberaba,mg,Sudeste,-19.69,-47.96,loja_fisica,medicamento,Dipirona 500mg,1,72.80,80.23,NA,72.80,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,4,28,-1,concluido,
PED-00907,CLI-0221,2025-10-08,Uberaba,MG,Sudeste,-19.72,-47.96,loja_fisica,bem_estar,Medidor Pressao,1,134.83,112.10,"12,00","118,65",pix,cashback,nao,,,nao_aplicavel,,sim,3,19,12,concluido,
PED-00908,CLI-0171,2025-08-11,Belo Horizonte,MG,Sudeste,-19.95,-43.88,delivery,beleza,Protetor Solar FPS50,1,,111.11,25.00,89.75,dinheiro,delivery_gratis,nao,,,nao_aplicavel,,sim,4,170,3,concluido,
PED-00909,CLI-0074,2025-03-29,Ribeirão Preto,SP,Sudeste,-21.21,-47.79,loja_fisica,medicamento,Dipirona 500mg,1,"44,56",NA,0.00,44.56,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,2,38,6,cancelado,possivel duplicata
PED-00910,CLI-0363,2025-01-20,Uberaba,MG,Sudeste,-19.76,-48.02,delivery,medicamento,Soro Fisiologico,1,33.56,35.27,0.00,33.56,pix,sem_promocao,nao,,,nao_aplicavel,,nao,3,138,7,concluido,
PED-00911,CLI-0294,2025-06-23,Goiânia,GO,Centro-Oeste,-16.66,,loja fisica,vitamina_suplemento,Colageno,1,141.83,145.98,0.00,141.83,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,nao,1,71,4,concluido,
