registro_id,data_leitura,cidade,uf,usuario_id,livro,subgenero,classificacao_indicativa,idade_usuario,capitulo,avaliacao_capitulo,comentario,tempo_leitura_min,avaliacao_obra,tags,interacao,escritor_id,qualidade_texto_score,aderencia_genero,status_avaliacao,observacao
RP-00510,2025-03-26,Uberaba,GO,U399,Im(pureza),darkromance,14,40,23,NA,,116,4.9,aventura,,E4,8.7,8.8,procesado,
RP-00511,2025-07-02,Curitiba,PR,U200,A Santa Que Me Condena,darkromance,14,13,25,2.8,muito bom,53,3.7,romance,curtiu,E67,2.7,7.1,valido,
RP-00512,2025-07-15,Uberaba,mg,U359,Im(pureza),darkromance,,36,10,2.2,muito bom,69,2.4,adulto,avaliou,E84,7.9,1.7,procesado,
RP-00513,2025-08-27,Uberaba,mg,U178,Im(pureza),fantasia sombria,14,17,16,,muito bom,16,1.8,romance,curtiu,E39,3.3,4.6,valido,
RP-00514,2025-03-29,Goiânia,GO,U367,A Santa Que Me Condena,darkromance,livre,37,26,NA,ruim,74,1.1,adulto,comentou,E52,9.8,2.9,valido,
RP-00515,2025-06-19,Curitiba,PR,U118,A Santa Que Me Condena,fantasia sombria,18,13,22,2.1,,96,4.7,aventura,comentou,E49,6.7,5.2,valido,
RP-00516,2025-09-27,Uberaba,SP,U255,Sombras Eternas,fantasia sombria,,18,9,4.5,ruim,19,4.4,sombrio,avaliou,E80,4.0,2.2,valido,
RP-00517,2025-03-29,Uberaba,MG,U3,A Santa Que Me Condena,darkromance,livre,16,21,NA,NA,73,3.7,romance,comentou,E16,3.9,9.1,,
RP-00518,2025-01-08,Goiânia,MG,U126,Reino das Runas,darkromance,livre,16,23,,,88,2.1,romance,avaliou,E48,8.8,2.0,valido,
RP-00519,2025-04-30,São Paulo,MG,U131,Reino das Runas,infanto_juvenil,,29,25,4.3,,4,2.0,magia,curtiu,E21,7.5,7.7,valido,
RP-00520,2025-01-25,Uberaba,mg,U28,A Santa Que Me Condena,infanto_juvenil,livre,29,12,1.1,ruim,1,3.8,juvenil,curtiu,E53,8.0,5.6,,
RP-00521,2025-10-23,São Paulo,PR,U114,A Santa Que Me Condena,fantasia_sombria,,37,23,1.4,NA,10,2.8,magia,comentou,E24,4.9,6.4,procesado,
RP-00522,07-17-2025,São Paulo,mg,U192,A Santa Que Me Condena,fantasia sombria,livre,16,30,NA,NA,30,2.1,aventura,comentou,E50,7.2,2.6,,
RP-00523,2025-08-21,Curitiba,SP,U177,Reino das Runas,fantasia sombria,livre,28,27,NA,,53,3.9,juvenil,comentou,E23,5.7,3.5,procesado,
RP-00524,2025-08-22,Goiânia,SP,U389,Sombras Eternas,darkromance,livre,36,8,,,90,4.1,aventura,avaliou,E91,3.8,9.9,valido,
RP-00525,2025-06-05,Uberaba,mg,U237,Reino das Runas,infanto_juvenil,,12,2,4.1,muito bom,19,2.6,juvenil,avaliou,E69,1.6,8.2,procesado,
RP-00526,2025-09-24,Uberaba,MG,U250,Sombras Eternas,fantasia sombria,18,19,26,4.5,,21,1.3,sombrio,,E86,5.3,9.1,valido,
RP-00527,data_invalida,Goiânia,SP,U105,Reino das Runas,darkromance,14,34,3,,ruim,59,3.5,magia,comentou,E57,7.3,2.8,,
RP-00528,2025-04-11,Goiânia,mg,U92,A Santa Que Me Condena,dark_romance,livre,24,9,,NA,27,3.5,romance,avaliou,E73,7.9,9.2,valido,
RP-00529,2025-02-16,São Paulo,mg,U372,Im(pureza),fantasia_sombria,livre,39,13,,NA,119,4.5,magia,curtiu,E50,9.4,2.1,valido,
RP-00530,25/01/2025,São Paulo,mg,U43,Im(pureza),dark_romance,,14,5,NA,NA,79,2.8,aventura,comentou,E48,8.2,2.4,valido,
RP-00531,05/03/2025,São Paulo,PR,U1,A Santa Que Me Condena,fantasia,18,15,26,NA,NA,98,3.5,magia,curtiu,E87,9.1,3.3,valido,
RP-00532,2025-08-20,Goiânia,GO,U297,Sombras Eternas,fantasia sombria,18,16,24,,muito bom,62,3.2,aventura,curtiu,E63,8.4,7.5,procesado,
RP-00533,2025-02-09,Curitiba,MG,U24,Sombras Eternas,fantasia sombria,,38,7,NA,NA,47,1.6,romance,avaliou,E14,3.5,5.2,valido,
RP-00534,2025-07-31,Curitiba,mg,U286,A Santa Que Me Condena,fantasia sombria,14,24,7,NA,NA,33,3.5,sombrio,,E26,6.0,7.4,,
RP-00535,2025-03-07,Goiânia,SP,U298,Im(pureza),fantasia sombria,livre,16,28,NA,ruim,96,1.0,aventura,,E62,5.6,5.7,procesado,
RP-00536,03-11-2025,Uberaba,mg,U310,Im(pureza),darkromance,livre,23,10,,ruim,103,1.4,adulto,,E19,3.7,8.0,procesado,
RP-00537,05-18-2025,São Paulo,mg,U94,Reino das Runas,fantasia sombria,livre,34,11,,,54,4.3,juvenil,curtiu,E89,2.6,5.4,,
RP-00538,07-26-2025,Goiânia,MG,U164,Reino das Runas,fantasia_sombria,18,36,8,NA,NA,111,1.3,sombrio,avaliou,E45,4.9,6.4,valido,
RP-00539,2025-02-24,Uberaba,GO,U204,Im(pureza),darkromance,14,32,22,NA,,23,3.3,sombrio,curtiu,E100,2.8,2.5,procesado,
RP-00540,16/08/2025,Curitiba,SP,U10,Im(pureza),darkromance,18,17,15,,muito bom,3,1.9,juvenil,,E55,5.6,4.3,,
RP-00541,2025-03-10,Uberaba,SP,U170,Im(pureza),fantasia sombria,,12,8,NA,ruim,23,3.0,romance,,E73,6.6,5.4,procesado,
RP-00542,2025-07-07,São Paulo,GO,U233,Reino das Runas,darkromance,,16,4,3.1,,100,3.1,romance,avaliou,E38,8.8,8.6,valido,
RP-00543,2025-07-21,Goiânia,GO,U296,Sombras Eternas,fantasia sombria,18,36,27,,ruim,79,3.6,romance,curtiu,E97,8.1,2.8,procesado,
RP-00544,2025-05-05,Goiânia,PR,U299,Im(pureza),darkromance,18,24,27,,muito bom,35,2.9,magia,avaliou,E13,1.3,8.5,,
RP-00545,2025-04-05,Uberaba,SP,U351,Im(pureza),darkromance,livre,36,9,,NA,44,1.5,aventura,,E97,6.5,6.6,valido,
RP-00546,10-07-2025,Curitiba,mg,U181,Im(pureza),darkromance,,39,16,4.4,muito bom,40,4.9,romance,curtiu,E79,4.1,2.8,procesado,
RP-00547,2025-08-26,Goiânia,mg,U158,Sombras Eternas,fantasia_sombria,livre,27,20,2.6,muito bom,109,4.2,romance,comentou,E31,5.2,4.5,valido,
RP-00548,18/08/2025,Goiânia,SP,U316,A Santa Que Me Condena,fantasia sombria,18,15,9,3.4,,13,4.6,juvenil,comentou,E45,7.8,4.4,valido,
RP-00549,08-27-2025,Curitiba,mg,U76,Reino das Runas,fantasia sombria,18,30,4,4.6,NA,100,2.6,magia,avaliou,E47,3.1,8.6,valido,
RP-00550,2025-02-04,São Paulo,SP,U67,Im(pureza),darkromance,14,31,14,NA,muito bom,3,2.6,sombrio,curtiu,E97,4.3,6.8,,
RP-00551,08-09-2025,Goiânia,PR,U177,Sombras Eternas,fantasia sombria,livre,26,7,1.5,ruim,72,3.1,magia,,E52,1.0,5.0,procesado,
RP-00552,2025-10-02,Goiânia,SP,U42,Sombras Eternas,darkromance,18,17,29,3.4,ruim,41,4.7,romance,curtiu,E93,3.5,4.2,valido,
RP-00553,01-29-2025,Uberaba,GO,U104,Sombras Eternas,fantasia_sombria,14,22,8,NA,ruim,82,4.1,magia,curtiu,E55,5.2,6.9,valido,
RP-00554,2025-07-13,Goiânia,GO,U359,Im(pureza),infanto_juvenil,,40,14,NA,muito bom,80,3.6,romance,,E29,5.3,2.5,procesado,
RP-00555,2025-06-07,Curitiba,SP,U245,A Santa Que Me Condena,darkromance,,32,25,NA,muito bom,115,4.7,juvenil,avaliou,E33,1.2,7.4,procesado,
RP-00556,2025-08-09,São Paulo,PR,U348,Im(pureza),darkromance,18,40,30,NA,,27,4.2,aventura,,E75,4.2,7.8,valido,
RP-00557,2025-02-01,Curitiba,PR,U293,Sombras Eternas,fantasia sombria,,26,13,,muito bom,16,4.9,sombrio,,E93,5.6,4.1,procesado,
RP-00558,2025-02-26,São Paulo,SP,U381,Sombras Eternas,fantasia sombria,,35,24,2.4,,30,1.3,adulto,avaliou,E55,9.2,6.8,,
RP-00559,2025-10-08,São Paulo,PR,U173,Sombras Eternas,fantasia_sombria,,35,27,,muito bom,72,1.1,sombrio,,E46,3.1,5.8,valido,
RP-00560,09-04-2025,Goiânia,SP,U40,Sombras Eternas,darkromance,,31,27,4.1,muito bom,120,3.2,juvenil,curtiu,E51,7.8,3.6,,
RP-00561,2025-04-03,Uberaba,MG,U373,Im(pureza),darkromance,,20,8,NA,muito bom,111,2.7,juvenil,curtiu,E57,8.1,1.9,procesado,
RP-00562,2025-06-04,São Paulo,GO,U253,A Santa Que Me Condena,darkromance,livre,24,1,NA,,12,4.7,adulto,curtiu,E1,3.4,8.0,valido,
RP-00563,2025-01-22,Uberaba,PR,U60,Reino das Runas,fantasia sombria,,20,30,2.4,,53,4.1,adulto,comentou,E89,7.1,1.8,procesado,
RP-00564,2025-10-04,Curitiba,SP,U261,Sombras Eternas,fantasia sombria,18,32,24,,NA,42,1.0,sombrio,curtiu,E66,9.5,5.4,,
RP-00565,2025-02-12,Uberaba,MG,U202,Im(pureza),darkromance,,25,11,,ruim,97,2.5,magia,curtiu,E25,2.8,8.9,valido,
RP-00566,2025-08-13,São Paulo,GO,U238,Reino das Runas,fantasia sombria,livre,17,28,1.4,,55,4.7,juvenil,curtiu,E80,2.7,7.5,procesado,
RP-00567,2025-07-12,Uberaba,mg,U318,Sombras Eternas,fantasia,14,40,15,2.5,NA,21,2.9,magia,comentou,E53,4.6,1.0,valido,
RP-00568,2025-04-03,Goiânia,SP,U212,A Santa Que Me Condena,darkromance,14,16,15,NA,NA,41,1.3,adulto,avaliou,E80,6.7,5.4,,
RP-00569,2025-05-27,Curitiba,MG,U132,Sombras Eternas,fantasia_sombria,,12,2,3.1,NA,95,3.6,juvenil,curtiu,E81,1.6,9.7,valido,
RP-00570,08/06/2025,Uberaba,mg,U50,A Santa Que Me Condena,darkromance,,30,11,,muito bom,64,1.3,romance,,E83,4.1,1.4,,
RP-00571,2025-08-08,São Paulo,SP,U25,Reino das Runas,fantasia sombria,18,14,19,2.3,,79,2.1,magia,comentou,E92,2.6,4.6,valido,
RP-00572,2025-02-10,São Paulo,MG,U86,A Santa Que Me Condena,fantasia_sombria,14,27,3,NA,,3,1.2,juvenil,comentou,E20,1.5,10.0,procesado,
RP-00573,2025-06-06,Uberaba,SP,U313,A Santa Que Me Condena,darkromance,14,38,18,NA,ruim,35,1.9,sombrio,comentou,E40,8.0,3.2,valido,
RP-00574,2025-09-03,São Paulo,GO,U25,Reino das Runas,darkromance,14,40,28,1.7,,111,3.2,aventura,comentou,E69,5.1,8.0,valido,
RP-00575,2025-08-21,São Paulo,mg,U373,A Santa Que Me Condena,dark_romance,livre,23,30,2.6,NA,67,3.4,juvenil,,E63,5.9,9.4,valido,
RP-00576,2025-04-16,São Paulo,PR,U270,A Santa Que Me Condena,fantasia_sombria,,15,29,NA,,21,1.2,adulto,avaliou,E35,1.6,8.2,valido,
RP-00577,20/05/2025,Goiânia,PR,U358,Sombras Eternas,fantasia sombria,,20,3,NA,ruim,82,2.8,juvenil,,E8,2.6,4.5,valido,
RP-00578,30/09/2025,Goiânia,PR,U239,Im(pureza),darkromance,,21,28,1.2,,38,4.9,aventura,,E69,5.8,4.8,procesado,
RP-00579,01-05-2025,Curitiba,GO,U333,Sombras Eternas,fantasia sombria,,30,9,NA,,3,2.3,aventura,,E8,1.0,3.0,valido,
RP-00580,2025-04-08,Uberaba,mg,U177,Im(pureza),darkromance,18,32,6,,muito bom,62,3.5,romance,comentou,E12,3.3,7.8,valido,
RP-00581,2025-02-22,Curitiba,MG,U170,Reino das Runas,darkromance,18,16,13,,ruim,76,3.0,romance,avaliou,E46,3.5,1.8,,
RP-00582,2025-06-02,São Paulo,GO,U83,Reino das Runas,fantasia,14,14,6,3.9,,33,1.9,juvenil,curtiu,E79,4.7,7.2,procesado,
RP-00583,2025-04-18,Goiânia,PR,U121,Im(pureza),darkromance,livre,29,30,,,38,1.3,magia,comentou,E52,1.9,8.0,,
RP-00584,03-20-2025,Goiânia,SP,U69,Im(pureza),darkromance,18,22,9,NA,muito bom,23,2.7,romance,comentou,E38,6.2,2.0,,
RP-00585,2025-05-25,Uberaba,SP,U223,Reino das Runas,darkromance,,22,27,NA,NA,61,3.3,sombrio,curtiu,E66,7.8,2.4,procesado,
RP-00586,23/02/2025,São Paulo,mg,U379,Im(pureza),fantasia sombria,,24,5,NA,,89,1.2,aventura,,E75,6.5,2.6,valido,
RP-00587,2025-03-07,Curitiba,SP,U212,Im(pureza),fantasia sombria,14,16,30,,,49,4.2,adulto,comentou,E95,5.5,8.1,procesado,
RP-00588,2025-04-28,Goiânia,GO,U121,Im(pureza),darkromance,livre,40,29,NA,muito bom,21,3.7,magia,avaliou,E18,4.2,5.5,procesado,
RP-00589,2025-02-11,Curitiba,GO,U213,Reino das Runas,fantasia_sombria,18,21,20,4.1,,32,3.9,romance,avaliou,E83,4.7,7.4,valido,
RP-00590,2025-07-19,Curitiba,PR,U156,Reino das Runas,fantasia sombria,livre,17,8,2.5,muito bom,32,2.0,juvenil,,E68,7.0,5.1,procesado,
RP-00591,2025-02-02,Curitiba,PR,U95,Sombras Eternas,fantasia_sombria,,37,16,2.9,muito bom,16,4.7,romance,avaliou,E60,3.2,8.9,,
RP-00592,2025-02-10,Uberaba,MG,U205,A Santa Que Me Condena,fantasia sombria,18,16,21,,,91,1.6,aventura,comentou,E1,9.6,8.1,valido,
RP-00593,2025-03-17,Uberaba,MG,U341,A Santa Que Me Condena,darkromance,,29,10,NA,,107,3.6,romance,,E68,7.4,6.1,procesado,
RP-00594,2025-06-19,São Paulo,PR,U220,A Santa Que Me Condena,fantasia sombria,18,26,27,4.8,NA,101,4.3,sombrio,,E33,9.9,2.4,procesado,
RP-00595,2025-05-09,São Paulo,SP,U120,Reino das Runas,dark_romance,18,22,19,NA,,29,4.0,aventura,curtiu,E96,5.5,7.0,valido,
RP-00596,2025-06-23,São Paulo,GO,U392,Reino das Runas,fantasia sombria,livre,12,17,NA,muito bom,3,4.8,juvenil,,E60,7.4,6.9,procesado,
RP-00597,06-10-2025,Curitiba,PR,U85,A Santa Que Me Condena,darkromance,livre,39,1,NA,muito bom,116,2.6,aventura,comentou,E50,1.4,5.5,valido,
RP-00598,2025-07-12,São Paulo,mg,U181,Im(pureza),fantasia sombria,,29,11,NA,NA,48,1.4,magia,curtiu,E71,8.4,5.8,,
RP-00599,2025-01-14,Curitiba,mg,U284,Reino das Runas,fantasia sombria,18,25,27,NA,,25,1.8,juvenil,avaliou,E86,1.6,1.8,procesado,
RP-00600,2025-01-14,Goiânia,mg,U143,Sombras Eternas,fantasia sombria,livre,39,25,4.4,,16,4.0,adulto,comentou,E79,8.0,7.7,valido,
RP-00601,2025-04-21,Uberaba,SP,U90,Reino das Runas,darkromance,14,22,16,4.4,muito bom,66,2.0,magia,,E57,5.0,1.3,,
RP-00602,2025-01-27,Curitiba,SP,U25,Sombras Eternas,fantasia sombria,,33,12,,muito bom,81,4.1,magia,comentou,E93,2.7,3.9,,
RP-00603,2025-08-27,Uberaba,PR,U342,Reino das Runas,fantasia sombria,18,20,28,5.0,muito bom,37,1.9,romance,curtiu,E36,8.2,9.5,valido,
RP-00604,2025-03-25,Goiânia,SP,U235,Reino das Runas,fantasia,18,22,28,2.5,ruim,38,4.6,magia,,E29,2.1,5.0,,
RP-00605,27/09/2025,Goiânia,mg,U175,A Santa Que Me Condena,fantasia,livre,35,16,,,14,4.0,aventura,curtiu,E92,9.0,3.7,valido,
RP-00606,2025-08-31,Goiânia,SP,U356,Reino das Runas,dark_romance,livre,39,8,NA,,102,3.1,sombrio,,E79,8.2,1.2,valido,
RP-00607,2025-04-20,Uberaba,MG,U120,Sombras Eternas,dark_romance,livre,32,9,,,83,4.2,romance,,E96,5.7,5.0,procesado,
RP-00608,2025-01-15,São Paulo,MG,U268,Im(pureza),darkromance,livre,28,1,2.9,,45,3.0,sombrio,curtiu,E21,4.0,6.1,valido,
RP-00609,2025-05-14,Curitiba,mg,U32,Im(pureza),darkromance,livre,19,1,NA,ruim,89,2.7,romance,avaliou,E19,6.3,6.1,,
RP-00610,25/02/2025,Curitiba,mg,U305,Reino das Runas,darkromance,14,33,24,,muito bom,88,3.5,juvenil,,E19,7.8,6.1,procesado,
RP-00611,data_invalida,Goiânia,PR,U175,A Santa Que Me Condena,darkromance,livre,31,24,4.0,,15,3.4,romance,,E86,4.7,5.3,procesado,
RP-00612,2025-09-03,Curitiba,SP,U389,Sombras Eternas,fantasia sombria,,21,1,3.5,ruim,49,2.0,sombrio,,E74,6.7,9.0,procesado,
RP-00613,2025-03-13,Goiânia,MG,U152,Im(pureza),fantasia sombria,livre,31,11,1.8,,20,1.3,aventura,,E71,6.0,1.8,,
RP-00614,2025-03-29,Goiânia,mg,U61,Im(pureza),fantasia sombria,14,21,28,4.4,,14,3.1,juvenil,,E89,2.9,6.9,,
RP-00615,08-01-2025,Goiânia,mg,U100,Im(pureza),fantasia,18,26,26,3.5,,113,4.5,romance,avaliou,E70,5.0,4.4,procesado,
RP-00616,2025-02-07,Goiânia,GO,U91,Im(pureza),darkromance,18,28,12,NA,ruim,103,1.8,adulto,avaliou,E90,5.5,2.9,procesado,
RP-00617,2025-06-25,São Paulo,GO,U25,Reino das Runas,fantasia sombria,livre,27,14,NA,NA,24,2.2,juvenil,,E53,1.6,8.7,,
RP-00618,2025-05-16,Goiânia,PR,U383,A Santa Que Me Condena,darkromance,livre,27,26,3.6,,58,4.5,magia,,E7,5.0,8.0,procesado,
RP-00619,03-10-2025,Uberaba,SP,U156,A Santa Que Me Condena,fantasia sombria,18,28,20,3.4,NA,98,2.0,sombrio,comentou,E84,8.9,9.6,valido,
RP-00620,15/04/2025,Uberaba,mg,U79,Sombras Eternas,fantasia sombria,14,38,26,NA,muito bom,44,2.0,adulto,comentou,E54,2.0,9.6,procesado,
RP-00621,2025-03-08,Curitiba,PR,U176,Sombras Eternas,fantasia_sombria,,31,3,NA,muito bom,57,1.8,aventura,,E55,5.8,4.0,valido,
RP-00622,2025-09-09,São Paulo,GO,U233,A Santa Que Me Condena,darkromance,14,39,26,NA,ruim,10,2.7,magia,,E22,7.9,9.1,,
RP-00623,2025-07-01,Uberaba,SP,U147,Sombras Eternas,infanto_juvenil,14,36,26,4.9,NA,24,2.8,sombrio,curtiu,E4,8.9,6.9,valido,
RP-00624,2025-01-27,Uberaba,SP,U386,Reino das Runas,dark_romance,14,26,6,4.0,NA,7,4.6,aventura,comentou,E60,1.6,2.3,valido,
RP-00625,17/04/2025,São Paulo,SP,U394,A Santa Que Me Condena,dark_romance,livre,25,16,,,33,2.3,adulto,avaliou,E56,5.1,1.5,procesado,
RP-00626,2025-01-01,Curitiba,SP,U365,A Santa Que Me Condena,fantasia_sombria,livre,28,29,,,51,3.6,adulto,,E83,2.5,3.9,valido,
RP-00627,12/07/2025,São Paulo,mg,U148,Sombras Eternas,fantasia_sombria,,26,10,,muito bom,97,2.6,adulto,,E92,2.5,9.2,procesado,
RP-00628,2025-01-09,São Paulo,MG,U238,Im(pureza),fantasia,14,35,6,NA,ruim,71,2.0,juvenil,comentou,E46,8.6,2.9,valido,
RP-00629,07-10-2025,Goiânia,SP,U262,Reino das Runas,darkromance,,32,1,NA,ruim,4,1.2,magia,curtiu,E70,3.9,6.8,,
RP-00630,2025-06-01,São Paulo,MG,U4,A Santa Que Me Condena,darkromance,,24,22,NA,muito bom,93,2.1,romance,curtiu,E41,5.4,7.7,,
RP-00631,2025-09-13,Goiânia,mg,U267,A Santa Que Me Condena,fantasia sombria,14,28,24,,NA,10,2.2,juvenil,curtiu,E18,1.7,1.9,valido,
RP-00632,04-24-2025,São Paulo,PR,U189,Reino das Runas,darkromance,,23,21,,ruim,100,3.4,romance,comentou,E65,7.9,9.9,procesado,
RP-00633,2025-06-19,Curitiba,PR,U329,Reino das Runas,darkromance,14,29,10,4.0,muito bom,109,4.7,sombrio,comentou,E63,6.9,2.9,valido,
RP-00634,2025-02-27,Curitiba,GO,U162,A Santa Que Me Condena,darkromance,,28,11,,ruim,63,3.1,adulto,comentou,E43,9.2,4.2,valido,
RP-00635,2025-02-25,Curitiba,MG,U169,Im(pureza),infanto_juvenil,18,22,9,NA,ruim,60,2.5,sombrio,avaliou,E21,7.9,9.9,,
RP-00636,2025-01-02,Curitiba,SP,U192,Im(pureza),fantasia sombria,14,26,13,,ruim,86,3.7,romance,avaliou,E50,2.6,8.2,valido,
RP-00637,2025-07-18,Uberaba,MG,U240,Sombras Eternas,darkromance,,22,30,,ruim,48,1.2,sombrio,curtiu,E14,4.8,5.2,procesado,
RP-00638,2025-10-07,Goiânia,GO,U53,Im(pureza),darkromance,14,29,27,3.2,muito bom,54,1.4,magia,avaliou,E93,4.0,3.4,procesado,
RP-00639,2025-04-08,Uberaba,GO,U314,Im(pureza),fantasia sombria,18,16,28,4.7,NA,9,3.3,adulto,,E46,4.0,1.1,procesado,
RP-00640,2025-06-11,Curitiba,PR,U332,Sombras Eternas,dark_romance,18,28,16,2.9,muito bom,117,2.1,aventura,,E40,1.4,9.2,procesado,
RP-00641,2025-10-02,Uberaba,GO,U43,Reino das Runas,darkromance,14,34,7,4.1,,94,1.7,romance,avaliou,E24,1.5,4.0,procesado,
RP-00642,2025-08-21,Goiânia,GO,U55,Sombras Eternas,darkromance,14,38,15,NA,NA,16,1.9,sombrio,curtiu,E55,4.2,1.6,valido,
RP-00643,2025-05-24,Uberaba,GO,U13,Im(pureza),darkromance,18,27,16,NA,,1,1.4,aventura,curtiu,E98,8.3,5.5,procesado,
RP-00644,2025-01-12,Uberaba,SP,U201,Sombras Eternas,darkromance,18,14,8,NA,,31,1.0,aventura,,E60,5.3,6.5,procesado,
RP-00645,2025-07-02,Curitiba,PR,U251,Im(pureza),darkromance,18,14,23,,muito bom,90,4.8,romance,comentou,E32,9.9,5.0,valido,
RP-00646,2025-07-30,Uberaba,SP,U75,Im(pureza),infanto_juvenil,,12,4,,muito bom,55,4.0,romance,,E88,1.2,7.2,,
RP-00647,11/07/2025,Curitiba,SP,U33,Im(pureza),darkromance,18,21,16,,NA,40,4.2,juvenil,curtiu,E67,9.3,8.3,valido,
RP-00648,2025-08-26,Curitiba,mg,U236,A Santa Que Me Condena,infanto_juvenil,14,18,22,2.4,,57,2.6,sombrio,curtiu,E17,2.6,5.2,procesado,
RP-00649,2025-08-04,Goiânia,PR,U114,Sombras Eternas,fantasia sombria,,38,9,,,119,4.0,magia,avaliou,E55,7.9,5.0,procesado,
RP-00650,10-01-2025,Uberaba,MG,U195,Sombras Eternas,dark_romance,,22,29,,,14,3.5,romance,avaliou,E59,2.5,8.0,valido,
RP-00651,2025-08-15,Uberaba,PR,U172,A Santa Que Me Condena,fantasia sombria,14,14,18,NA,NA,2,2.8,sombrio,avaliou,E42,5.6,6.7,,
RP-00652,14/08/2025,Curitiba,SP,U41,Sombras Eternas,darkromance,,24,26,2.3,NA,73,2.7,juvenil,curtiu,E98,5.3,9.7,,
RP-00653,23/02/2025,Uberaba,MG,U299,Im(pureza),dark_romance,14,25,24,,muito bom,66,3.4,juvenil,avaliou,E18,1.0,1.4,valido,
RP-00654,2025-04-24,São Paulo,SP,U305,A Santa Que Me Condena,dark_romance,14,13,1,NA,muito bom,84,2.6,juvenil,curtiu,E28,8.6,4.7,procesado,
RP-00655,2025-10-14,Uberaba,SP,U20,Sombras Eternas,fantasia sombria,18,18,20,NA,,10,2.7,sombrio,curtiu,E60,3.3,3.4,valido,
RP-00656,2025-01-13,São Paulo,MG,U337,A Santa Que Me Condena,fantasia sombria,18,27,22,,ruim,109,3.1,adulto,curtiu,E59,9.9,4.1,,
RP-00657,24/04/2025,Uberaba,MG,U67,Im(pureza),fantasia sombria,18,22,26,3.9,muito bom,2,3.4,juvenil,avaliou,E66,3.7,7.8,,
RP-00658,2025-02-06,Uberaba,SP,U14,A Santa Que Me Condena,dark_romance,18,17,30,3.2,,117,4.2,magia,comentou,E23,3.6,7.7,valido,
RP-00659,2025-02-13,Goiânia,PR,U270,Sombras Eternas,fantasia sombria,livre,36,23,,ruim,76,1.6,romance,curtiu,E76,9.7,7.5,procesado,
RP-00660,2025-10-13,Curitiba,MG,U104,A Santa Que Me Condena,darkromance,18,12,30,3.6,NA,119,1.9,sombrio,curtiu,E90,9.5,2.7,,
RP-00661,2025-07-05,São Paulo,mg,U205,A Santa Que Me Condena,fantasia sombria,14,22,3,NA,ruim,119,2.7,magia,curtiu,E67,3.0,3.0,procesado,
RP-00662,07-21-2025,São Paulo,MG,U211,A Santa Que Me Condena,darkromance,,27,8,NA,NA,78,2.6,romance,curtiu,E66,8.3,8.6,valido,
RP-00663,2025-08-17,Uberaba,mg,U140,Reino das Runas,infanto_juvenil,livre,27,23,4.6,,2,2.3,romance,avaliou,E77,9.6,8.5,procesado,
RP-00664,2025-01-09,Goiânia,SP,U361,Im(pureza),fantasia,livre,17,19,NA,muito bom,54,4.4,juvenil,,E15,5.5,2.1,procesado,
RP-00665,2025-02-24,São Paulo,PR,U131,Reino das Runas,fantasia sombria,,26,12,1.4,NA,54,4.1,magia,avaliou,E33,4.7,1.8,valido,
RP-00666,2025-01-03,Goiânia,mg,U172,Reino das Runas,dark_romance,14,19,5,2.8,NA,11,2.6,aventura,curtiu,E62,6.6,1.9,valido,
RP-00667,2025-05-27,Goiânia,PR,U3,Im(pureza),fantasia_sombria,18,27,20,NA,ruim,40,1.7,juvenil,,E96,3.9,8.1,procesado,
RP-00668,05/07/2025,Curitiba,MG,U296,Sombras Eternas,darkromance,18,23,16,NA,,34,2.6,sombrio,avaliou,E26,4.5,2.3,,
RP-00669,2025-07-13,Goiânia,mg,U6,Reino das Runas,darkromance,,28,15,1.0,NA,15,3.5,magia,avaliou,E97,6.3,3.9,valido,
RP-00670,2025-10-16,Curitiba,SP,U174,A Santa Que Me Condena,fantasia sombria,,39,28,,ruim,108,2.8,sombrio,comentou,E50,1.6,5.2,valido,
RP-00671,2025-02-27,São Paulo,GO,U306,Im(pureza),fantasia_sombria,,28,21,2.4,NA,12,3.0,magia,comentou,E41,8.7,7.6,,
RP-00672,2025-08-16,Goiânia,PR,U152,Sombras Eternas,darkromance,,25,16,1.0,NA,17,1.2,aventura,curtiu,E29,8.6,9.8,procesado,
RP-00673,2025-04-24,São Paulo,PR,U253,Im(pureza),fantasia_sombria,18,34,3,,,47,2.8,romance,curtiu,E9,6.2,2.2,valido,
RP-00674,09-22-2025,Goiânia,mg,U79,Sombras Eternas,fantasia sombria,18,33,24,,,3,1.1,sombrio,avaliou,E45,7.0,7.9,,
RP-00675,01-16-2025,Uberaba,SP,U23,Reino das Runas,infanto_juvenil,18,16,27,2.3,,13,1.1,aventura,avaliou,E6,3.3,8.9,procesado,
RP-00676,data_invalida,São Paulo,SP,U86,Im(pureza),darkromance,14,26,26,,muito bom,39,3.9,magia,curtiu,E48,6.7,6.2,,
RP-00677,09-20-2025,São Paulo,PR,U146,Sombras Eternas,darkromance,,23,12,NA,ruim,34,2.1,aventura,curtiu,E70,2.8,7.2,procesado,
RP-00678,2025-04-21,Goiânia,PR,U355,Reino das Runas,darkromance,14,35,28,4.4,NA,70,4.4,sombrio,,E52,2.1,7.3,valido,
RP-00679,2025-10-27,Uberaba,mg,U8,Reino das Runas,darkromance,livre,25,3,NA,,30,2.4,adulto,,E61,9.3,1.4,procesado,
RP-00680,2025-06-09,Goiânia,mg,U47,Im(pureza),fantasia_sombria,18,18,29,,muito bom,23,1.5,sombrio,comentou,E57,8.1,3.0,valido,
