registro_id,data_evento,cidade,uf,cliente_id,categoria,produto,preco,frete,etapa_funil,tempo_carrinho_seg,pagamento,dispositivo,origem,comprou,devolucao,motivo_devolucao,tempo_devolucao_dias,avaliacao,frequencia_compra,dias_desde_ultima_compra,cashback,status,observacao
VIT-00473,03-19-2025,Salvador,BA,C99,roupaa,produto_124,742.98,4.43,carrinhu,1454,pix,desktop,organico,nao,nao,,28,3.9,5,99,nao,procesado,
VIT-00474,05-21-2025,São Paulo,SP,C287,roupaa,produto_135,535.91,69.23,pagamento,1794,cartao,mobile,email,sim,nao,qualidade,4,2.3,7,69,sim,procesado,
VIT-00475,2025-01-21,Curitiba,pr,C315,roupaa,produto_180,693.68,5.99,pagamento,1742,,mobile,organico,nao,nao,tamanho,17,3.8,8,104,nao,procesado,
VIT-00476,2025-07-01,Curitiba,PR,C433,calcado,produto_185,"555,32",58.58,carrinho,1616,boleto,desktop,organico,nao,nao,,14,1.4,9,101,sim,procesado,
VIT-00477,2025-10-15,São Paulo,SP,C323,roupaa,produto_184,688.99,49.37,visualizou,1817,boleto,mobile,ads,sim,nao,,6,3.9,1,103,nao,ok,
VIT-00478,2025-04-12,Uberlândia,MG,C123,roupaa,produto_182,56.95,7.86,carrinhu,358,pix,mobile,ads,sim,nao,tamanho,8,1.1,0,94,nao,,
VIT-00479,2025-09-10,Curitiba,PR,C133,roupaa,produto_139,"689,39",69.37,carrinho,586,pix,mobile,ads,nao,nao,qualidade,19,3.5,7,92,nao,ok,
VIT-00480,08-31-2025,Uberlândia,MG,C441,roupaa,produto_28,"300,18",12.45,carrinhu,172,cartao,desktop,email,sim,nao,,12,1.4,10,60,sim,,
VIT-00481,2025-03-25,Salvador,ba,C319,roupaa,produto_175,"360,28",62.56,carrinhu,1878,cartao,mobile,ads,sim,nao,cor,4,1.7,4,116,sim,ok,
VIT-00482,08-01-2025,Curitiba,pr,C69,roupaa,produto_41,"562,37",17.91,carrinho,375,,mobile,organico,nao,nao,cor,18,1.4,1,75,nao,,
VIT-00483,2025-08-06,Curitiba,PR,C170,calcado,produto_77,706.33,74.68,carrinho,1063,pix,mobile,email,sim,nao,,3,1.1,8,81,nao,,
VIT-00484,2025-07-20,Salvador,BA,C256,roupaa,produto_139,348.55,27.1,carrinhu,128,boleto,desktop,organico,sim,nao,,11,2.9,7,70,sim,,
VIT-00485,2025-02-04,Uberlândia,mg,C79,calcado,produto_52,720.1,9.91,carrinhu,472,,desktop,email,sim,nao,qualidade,12,2.9,7,24,nao,procesado,
VIT-00486,2025-04-26,Uberlândia,MG,C243,roupa,produto_168,"381,75",23.48,carrinhu,1561,cartao,desktop,organico,nao,nao,,18,2.5,8,96,nao,procesado,
VIT-00487,2025-07-08,São Paulo,sp,C331,roupa,produto_73,419.72,0.28,carrinho,1085,cartao,desktop,organico,nao,nao,qualidade,19,2.2,7,44,sim,procesado,
VIT-00488,09-28-2025,Uberlândia,mg,C320,acessorio,produto_86,687.99,79.58,carrinhu,1426,cartao,mobile,email,sim,nao,qualidade,13,1.8,9,33,nao,procesado,
VIT-00489,2025-08-12,Curitiba,pr,C258,roupa,produto_24,543.66,69.94,visualizou,563,boleto,desktop,email,nao,nao,tamanho,29,1.5,10,112,nao,,
VIT-00490,data_invalida,Curitiba,pr,C499,roupa,produto_5,267.67,23.34,visualizou,1340,cartao,desktop,email,nao,nao,tamanho,11,3.7,8,107,sim,procesado,
VIT-00491,26/03/2025,São Paulo,sp,C259,roupa,produto_78,"315,68",32.61,pagamento,1669,cartao,mobile,email,sim,nao,,29,3.0,1,46,sim,,
VIT-00492,31/08/2025,São Paulo,SP,C99,roupaa,produto_97,"102,38",25.62,carrinhu,196,,desktop,email,nao,nao,,25,2.3,5,53,nao,,
VIT-00493,2025-10-19,São Paulo,SP,C393,roupaa,produto_78,"485,11",0.15,visualizou,717,,desktop,email,nao,nao,,27,1.1,0,0,nao,procesado,
VIT-00494,2025-02-25,Salvador,BA,C306,roupaa,produto_135,635.89,8.48,compra,1766,boleto,desktop,organico,sim,sim,qualidade,9,3.4,5,52,sim,,
VIT-00495,2025-09-12,Uberlândia,MG,C260,roupaa,produto_97,243.88,73.28,carrinhu,950,,desktop,organico,sim,sim,cor,19,4.6,8,19,sim,,
VIT-00496,2025-10-26,Salvador,ba,C343,acessorio,produto_110,266.7,33.94,carrinhu,552,,mobile,organico,sim,nao,tamanho,16,1.0,10,103,sim,,
VIT-00497,2025-07-05,Uberlândia,MG,C160,calcado,produto_109,393.49,27.28,carrinhu,1080,boleto,desktop,organico,nao,nao,,11,2.3,0,10,nao,ok,
VIT-00498,2025-06-15,Curitiba,pr,C10,roupa,produto_19,638.89,64.76,visualizou,569,boleto,desktop,organico,sim,sim,cor,18,1.9,4,8,nao,ok,
VIT-00499,data_invalida,Salvador,BA,C487,roupa,produto_123,520.14,7.41,visualizou,255,,desktop,organico,nao,nao,qualidade,12,1.0,10,12,sim,,
VIT-00500,14/01/2025,Salvador,BA,C261,roupaa,produto_96,364.71,54.58,visualizou,1802,cartao,desktop,email,sim,sim,cor,1,4.3,9,94,sim,,
VIT-00501,2025-03-07,Curitiba,PR,C442,roupaa,produto_108,319.81,68.96,compra,1664,cartao,mobile,email,sim,nao,cor,19,2.3,1,75,nao,,
VIT-00502,10-08-2025,São Paulo,SP,C22,roupaa,produto_108,"739,81",48.42,carrinhu,585,,desktop,organico,sim,nao,tamanho,8,1.9,3,63,sim,,
VIT-00503,2025-07-31,Salvador,BA,C43,roupaa,produto_106,317.99,54.18,carrinho,55,pix,desktop,organico,nao,nao,cor,23,3.9,5,55,sim,ok,
VIT-00504,08/02/2025,Uberlândia,mg,C294,calcado,produto_113,218.13,69.23,visualizou,409,cartao,mobile,email,nao,nao,tamanho,24,2.9,1,109,nao,,
VIT-00505,data_invalida,São Paulo,SP,C309,acessorio,produto_154,547.99,42.11,carrinho,397,boleto,desktop,email,sim,nao,tamanho,9,4.1,0,70,sim,ok,
VIT-00506,2025-08-21,Salvador,ba,C311,roupaa,produto_162,"798,35",48.15,carrinhu,558,cartao,mobile,organico,sim,nao,qualidade,26,4.9,6,90,sim,ok,
VIT-00507,08/09/2025,São Paulo,sp,C255,roupaa,produto_105,203.01,33.42,compra,1204,cartao,mobile,ads,sim,nao,,23,3.7,3,12,nao,ok,
VIT-00508,data_invalida,São Paulo,SP,C392,roupa,produto_44,434.13,59.06,carrinhu,1102,boleto,desktop,email,sim,nao,,1,4.7,4,81,nao,,
VIT-00509,2025-03-10,São Paulo,sp,C95,roupaa,produto_164,549.29,8.09,carrinhu,1095,,desktop,organico,sim,nao,,20,3.7,4,37,sim,procesado,
VIT-00510,2025-06-06,Salvador,ba,C443,calcado,produto_2,697.65,62.7,pagamento,443,,desktop,organico,nao,nao,qualidade,10,3.5,4,95,nao,ok,
VIT-00511,2025-08-10,Salvador,ba,C265,roupaa,produto_165,683.49,74.9,carrinhu,1043,cartao,mobile,organico,sim,nao,qualidade,22,4.2,6,11,nao,ok,
VIT-00512,2025-08-22,Curitiba,pr,C50,roupaa,produto_105,743.67,72.97,carrinhu,1122,pix,desktop,email,sim,nao,tamanho,17,2.5,6,50,sim,ok,
VIT-00513,07-29-2025,Salvador,ba,C371,roupa,produto_37,330.25,44.76,visualizou,1506,boleto,mobile,ads,nao,nao,qualidade,19,4.4,1,119,nao,,
VIT-00514,2025-05-27,São Paulo,SP,C329,roupaa,produto_198,777.4,43.85,visualizou,1816,boleto,mobile,organico,nao,nao,qualidade,2,2.7,4,72,sim,ok,
VIT-00515,data_invalida,Salvador,BA,C7,calcado,produto_10,"692,29",50.3,pagamento,1375,boleto,desktop,email,nao,nao,qualidade,11,1.1,3,85,nao,procesado,
VIT-00516,2025-02-05,Uberlândia,MG,C459,roupa,produto_165,798.7,38.21,carrinhu,221,boleto,desktop,ads,sim,nao,tamanho,12,2.5,7,117,sim,ok,
VIT-00517,2025-07-15,Curitiba,pr,C196,roupa,produto_67,90.61,62.08,carrinho,216,cartao,desktop,organico,nao,nao,cor,5,4.2,3,109,nao,ok,
VIT-00518,03-24-2025,Salvador,ba,C457,acessorio,produto_29,297.66,15.73,carrinhu,1728,cartao,desktop,email,sim,nao,tamanho,22,2.3,6,105,sim,procesado,
VIT-00519,2025-09-10,Uberlândia,mg,C334,roupa,produto_146,"687,74",35.93,carrinho,1246,boleto,mobile,ads,sim,nao,qualidade,25,1.9,9,57,sim,ok,
VIT-00520,2025-10-28,São Paulo,SP,C439,acessorio,produto_105,706.68,55.63,carrinhu,72,pix,mobile,organico,sim,sim,tamanho,28,2.2,9,0,sim,ok,
VIT-00521,2025-01-31,Curitiba,pr,C242,roupaa,produto_62,244.6,42.12,pagamento,1687,pix,desktop,organico,sim,nao,qualidade,13,3.3,10,106,sim,procesado,
VIT-00522,31/01/2025,Uberlândia,mg,C408,lifestyle,produto_195,123.53,66.24,carrinho,1774,pix,desktop,ads,sim,nao,cor,23,2.5,1,68,sim,ok,
VIT-00523,2025-07-12,Uberlândia,MG,C118,roupaa,produto_86,185.36,17.96,compra,361,cartao,mobile,ads,sim,sim,qualidade,16,2.4,3,29,sim,procesado,
VIT-00524,04/02/2025,Uberlândia,MG,C463,calcado,produto_54,471.09,78.23,carrinhu,1230,boleto,mobile,organico,nao,nao,tamanho,7,4.2,6,80,sim,,
VIT-00525,2025-04-10,São Paulo,sp,C401,roupaa,produto_186,260.85,18.59,compra,1147,boleto,desktop,email,sim,nao,tamanho,15,2.1,0,108,sim,,
VIT-00526,07-29-2025,Curitiba,pr,C151,roupa,produto_139,747.76,40.95,carrinhu,696,pix,mobile,organico,nao,nao,cor,12,3.6,9,106,nao,ok,
VIT-00527,2025-10-26,Salvador,BA,C424,roupaa,produto_38,528.82,30.02,visualizou,933,,mobile,ads,nao,nao,cor,7,4.7,4,114,nao,,
VIT-00528,22/10/2025,São Paulo,sp,C394,roupaa,produto_142,492.23,73.81,carrinho,1224,,desktop,ads,sim,sim,,11,4.1,6,87,nao,ok,
VIT-00529,09-04-2025,São Paulo,sp,C212,roupaa,produto_126,601.54,12.04,pagamento,839,cartao,mobile,organico,nao,nao,tamanho,4,4.3,4,106,sim,procesado,
VIT-00530,2025-08-06,Curitiba,pr,C104,roupa,produto_27,419.81,69.94,compra,1892,,desktop,organico,sim,sim,tamanho,16,1.4,2,73,sim,procesado,
VIT-00531,15/09/2025,São Paulo,SP,C111,calcado,produto_127,516.4,71.59,visualizou,1416,cartao,mobile,ads,nao,nao,tamanho,18,1.4,7,76,sim,procesado,
VIT-00532,09-28-2025,Uberlândia,MG,C287,roupaa,produto_1,"684,02",18.28,carrinhu,1991,,mobile,ads,sim,nao,qualidade,28,1.2,9,9,nao,procesado,
VIT-00533,17/01/2025,Salvador,BA,C10,roupaa,produto_155,56.36,53.41,carrinhu,1729,pix,mobile,ads,nao,nao,cor,29,3.1,7,71,sim,procesado,
VIT-00534,18/08/2025,Curitiba,pr,C81,roupaa,produto_110,692.15,7.75,pagamento,1225,pix,mobile,organico,nao,nao,qualidade,19,3.9,3,114,sim,procesado,
VIT-00535,2025-03-06,São Paulo,SP,C328,acessorio,produto_22,110.81,41.04,carrinho,1262,,mobile,organico,sim,nao,qualidade,10,3.5,10,0,sim,,
VIT-00536,2025-02-16,Curitiba,PR,C122,acessorio,produto_140,433.75,65.34,visualizou,319,cartao,desktop,email,nao,nao,tamanho,12,2.4,6,44,nao,,
VIT-00537,2025-05-16,São Paulo,sp,C52,roupaa,produto_190,775.58,67.16,carrinhu,965,,mobile,organico,sim,sim,qualidade,30,2.2,3,46,sim,ok,
VIT-00538,2025-08-16,Salvador,BA,C195,roupa,produto_79,188.01,77.15,compra,957,cartao,desktop,ads,sim,nao,qualidade,23,2.0,1,71,nao,procesado,
VIT-00539,2025-04-10,Curitiba,pr,C61,roupaa,produto_49,756.79,77.54,carrinhu,1233,,mobile,email,nao,nao,tamanho,15,4.3,1,88,sim,,
VIT-00540,2025-10-11,Uberlândia,mg,C255,roupa,produto_33,"61,26",39.74,carrinhu,1521,pix,desktop,email,sim,nao,tamanho,11,4.6,10,115,nao,,
VIT-00541,2025-06-27,Curitiba,PR,C98,roupaa,produto_83,311.48,45.82,carrinhu,550,cartao,mobile,email,sim,nao,cor,10,4.1,3,81,nao,procesado,
VIT-00542,2025-03-04,Uberlândia,MG,C435,roupaa,produto_74,678.6,18.42,compra,1427,boleto,mobile,organico,sim,nao,tamanho,1,2.7,0,39,nao,procesado,
VIT-00543,2025-06-14,Uberlândia,MG,C472,roupaa,produto_126,734.94,68.47,carrinhu,369,,desktop,email,sim,nao,cor,21,3.3,8,60,sim,ok,
VIT-00544,2025-04-19,Curitiba,PR,C234,roupaa,produto_85,93.68,14.19,carrinho,1922,cartao,mobile,ads,nao,nao,,23,4.0,10,99,nao,ok,
VIT-00545,2025-08-15,São Paulo,SP,C146,roupa,produto_108,394.55,6.9,visualizou,450,cartao,desktop,organico,sim,nao,qualidade,7,1.8,9,94,nao,ok,
VIT-00546,2025-09-23,Curitiba,PR,C363,calcado,produto_67,213.74,13.98,carrinhu,429,pix,mobile,organico,sim,nao,tamanho,10,3.0,4,0,nao,procesado,
VIT-00547,2025-10-06,Salvador,ba,C404,roupaa,produto_84,365.59,0.34,compra,627,pix,mobile,email,sim,nao,tamanho,19,3.7,0,25,sim,ok,
VIT-00548,2025-03-20,Salvador,ba,C139,roupaa,produto_145,711.01,10.01,carrinhu,690,,mobile,organico,nao,nao,qualidade,16,2.4,3,60,nao,,
VIT-00549,07-23-2025,Salvador,ba,C237,roupa,produto_19,216.42,75.23,carrinhu,1697,,mobile,organico,nao,nao,,4,3.1,5,94,nao,procesado,
VIT-00550,2025-07-31,Curitiba,PR,C494,roupaa,produto_34,242.47,17.53,visualizou,970,cartao,desktop,organico,nao,nao,qualidade,7,1.2,7,84,sim,ok,
VIT-00551,2025-05-12,São Paulo,sp,C275,roupaa,produto_79,568.52,78.95,pagamento,1271,boleto,desktop,organico,sim,nao,,21,2.8,0,98,sim,procesado,
VIT-00552,2025-07-14,Salvador,ba,C284,roupaa,produto_2,724.07,50.15,visualizou,825,pix,desktop,ads,sim,nao,,16,2.0,1,74,sim,procesado,
VIT-00553,18/03/2025,Uberlândia,mg,C34,acessorio,produto_20,168.55,66.27,visualizou,1824,boleto,mobile,email,nao,nao,,13,5.0,1,77,nao,procesado,
VIT-00554,2025-06-15,São Paulo,SP,C259,roupa,produto_72,99.1,33.96,compra,1789,,desktop,ads,sim,nao,cor,1,2.4,4,99,sim,ok,
VIT-00555,2025-01-02,Salvador,ba,C207,roupaa,produto_127,65.92,78.51,carrinho,1473,,desktop,email,nao,nao,qualidade,22,4.2,0,58,nao,,
VIT-00556,2025-09-19,Curitiba,PR,C461,roupa,produto_111,548.94,64.37,carrinho,1380,pix,mobile,ads,nao,nao,,25,4.3,3,5,sim,ok,
VIT-00557,07-25-2025,Salvador,BA,C341,roupaa,produto_181,656.43,1.61,carrinhu,1840,cartao,mobile,email,nao,nao,,6,3.5,2,84,sim,procesado,
VIT-00558,2025-04-28,Salvador,ba,C286,roupaa,produto_28,202.24,67.25,carrinhu,1489,pix,desktop,email,sim,nao,qualidade,16,1.7,2,110,sim,ok,
VIT-00559,2025-08-28,Curitiba,pr,C16,roupaa,produto_127,"366,02",9.5,carrinhu,921,cartao,desktop,organico,sim,nao,cor,30,4.5,8,45,sim,,
VIT-00560,08-18-2025,Uberlândia,MG,C178,calcado,produto_46,370.02,65.99,pagamento,817,boleto,mobile,email,sim,nao,cor,17,3.4,3,3,sim,ok,
VIT-00561,2025-03-10,São Paulo,SP,C418,calcado,produto_130,"670,88",38.91,carrinhu,1408,,mobile,email,sim,nao,tamanho,12,3.7,8,54,sim,ok,
VIT-00562,2025-05-11,Curitiba,PR,C355,acessorio,produto_150,611.76,58.03,compra,1455,pix,mobile,organico,sim,nao,,2,4.3,10,100,nao,ok,
VIT-00563,2025-10-26,São Paulo,SP,C184,roupaa,produto_83,783.66,35.07,pagamento,1427,,desktop,email,sim,nao,,4,3.8,1,37,sim,,
VIT-00564,09-03-2025,Salvador,BA,C150,lifestyle,produto_154,473.47,37.65,carrinhu,459,pix,desktop,organico,sim,nao,cor,27,5.0,10,68,nao,procesado,
VIT-00565,01/01/2025,Salvador,ba,C131,roupaa,produto_176,"388,96",52.35,compra,1035,pix,desktop,ads,sim,sim,qualidade,13,2.1,0,1,sim,,
VIT-00566,2025-05-31,Salvador,BA,C6,roupaa,produto_175,692.65,14.65,carrinho,1525,pix,desktop,email,nao,nao,,29,4.0,6,12,sim,,
VIT-00567,2025-01-13,São Paulo,SP,C93,roupa,produto_121,618.07,59.9,carrinhu,25,pix,desktop,email,nao,nao,,28,1.2,4,90,sim,procesado,
VIT-00568,06-02-2025,Curitiba,PR,C299,roupa,produto_176,223.84,49.9,pagamento,162,boleto,desktop,organico,nao,nao,qualidade,7,4.8,5,42,sim,,
VIT-00569,09-15-2025,Uberlândia,mg,C398,roupaa,produto_177,"67,93",2.01,carrinhu,35,pix,desktop,email,sim,nao,,29,1.0,1,41,sim,,
VIT-00570,08-31-2025,Uberlândia,MG,C497,roupa,produto_15,542.13,66.19,carrinhu,479,cartao,mobile,organico,sim,nao,,20,3.6,8,92,nao,,
VIT-00571,2025-07-22,Uberlândia,mg,C120,roupaa,produto_185,396.45,46.67,carrinhu,38,pix,desktop,email,sim,nao,tamanho,17,4.5,2,118,nao,procesado,
VIT-00572,2025-06-15,Salvador,BA,C269,roupaa,produto_82,446.71,56.62,carrinho,98,,mobile,ads,nao,nao,qualidade,16,1.9,2,35,nao,,
VIT-00573,2025-07-11,Salvador,BA,C319,calcado,produto_124,255.62,77.83,visualizou,474,pix,mobile,organico,sim,nao,qualidade,28,2.6,4,108,sim,procesado,
VIT-00574,2025-05-04,São Paulo,SP,C62,roupaa,produto_191,67.22,35.04,carrinhu,703,boleto,desktop,organico,sim,nao,,6,3.0,3,26,sim,ok,
VIT-00575,2025-05-07,Curitiba,pr,C443,roupaa,produto_63,"238,04",5.84,carrinhu,391,cartao,desktop,ads,sim,nao,,20,2.6,2,31,nao,ok,
VIT-00576,2025-04-22,Uberlândia,MG,C209,roupa,produto_1,147.06,2.33,carrinhu,1594,cartao,desktop,organico,sim,sim,cor,1,4.1,7,54,nao,,
VIT-00577,2025-07-29,Uberlândia,mg,C301,calcado,produto_20,647.32,78.88,carrinhu,1335,cartao,desktop,ads,sim,nao,tamanho,5,1.2,6,115,nao,,
VIT-00578,2025-03-09,São Paulo,sp,C134,roupaa,produto_93,125.37,62.51,carrinhu,747,cartao,mobile,email,sim,nao,,17,1.2,0,11,sim,,
VIT-00579,14/07/2025,Salvador,ba,C379,roupa,produto_30,"52,91",35.15,visualizou,411,pix,desktop,ads,sim,sim,cor,22,3.6,8,30,nao,procesado,
VIT-00580,2025-01-01,Salvador,BA,C449,roupaa,produto_95,81.12,3.5,carrinho,1564,pix,mobile,ads,sim,nao,cor,12,3.0,8,50,nao,procesado,
VIT-00581,2025-03-28,Curitiba,pr,C482,roupa,produto_167,"414,21",5.3,carrinhu,1668,,desktop,ads,nao,nao,,1,2.7,10,24,sim,procesado,
VIT-00582,2025-06-11,São Paulo,SP,C169,acessorio,produto_26,675.15,53.72,carrinhu,1391,,mobile,organico,sim,nao,tamanho,11,3.1,5,70,nao,procesado,
VIT-00583,18/10/2025,São Paulo,sp,C270,roupaa,produto_130,395.62,8.38,carrinhu,345,cartao,mobile,organico,sim,sim,cor,13,4.1,0,80,nao,,
VIT-00584,2025-06-26,Salvador,BA,C230,acessorio,produto_50,499.66,64.67,carrinhu,1357,pix,desktop,email,sim,sim,qualidade,10,3.4,10,30,sim,ok,
VIT-00585,2025-08-26,Curitiba,pr,C340,roupa,produto_17,109.48,58.33,carrinho,214,,desktop,ads,sim,nao,tamanho,16,1.6,7,88,nao,procesado,
VIT-00586,09-28-2025,Salvador,BA,C448,roupaa,produto_150,219.89,61.74,compra,873,boleto,mobile,ads,sim,nao,,10,4.2,4,91,sim,ok,
VIT-00587,2025-07-26,Curitiba,PR,C3,calcado,produto_48,"771,36",39.31,compra,391,pix,desktop,ads,sim,nao,qualidade,12,3.2,10,93,sim,ok,
VIT-00588,2025-03-02,Curitiba,pr,C147,roupa,produto_154,323.93,58.04,visualizou,604,cartao,desktop,email,nao,nao,cor,22,4.6,7,20,nao,,
VIT-00589,08-22-2025,Curitiba,pr,C477,roupaa,produto_121,658.72,51.32,compra,1280,,desktop,organico,sim,sim,,29,2.0,4,96,nao,procesado,
VIT-00590,2025-05-31,Curitiba,PR,C239,roupa,produto_38,299.37,14.23,carrinhu,717,pix,desktop,email,nao,nao,,17,3.2,3,110,sim,ok,
VIT-00591,2025-05-07,Uberlândia,MG,C54,lifestyle,produto_5,276.18,3.0,carrinhu,1152,,desktop,email,sim,nao,cor,11,1.7,2,82,sim,ok,
VIT-00592,2025-04-01,Uberlândia,MG,C287,acessorio,produto_22,466.52,70.02,carrinhu,228,boleto,mobile,email,sim,nao,cor,27,2.1,1,11,sim,ok,
VIT-00593,2025-09-28,Uberlândia,mg,C395,roupaa,produto_25,"241,11",66.81,carrinhu,1664,boleto,desktop,ads,sim,nao,qualidade,8,1.5,4,9,nao,procesado,
VIT-00594,2025-08-11,São Paulo,sp,C336,calcado,produto_149,560.62,29.34,carrinhu,1742,cartao,mobile,ads,sim,sim,,13,3.6,1,67,nao,procesado,
VIT-00595,2025-08-03,Uberlândia,MG,C86,roupaa,produto_192,123.25,68.27,carrinhu,145,cartao,desktop,email,nao,nao,,10,1.6,4,95,nao,ok,
VIT-00596,2025-09-09,São Paulo,SP,C436,roupaa,produto_106,753.36,18.14,carrinhu,1849,,desktop,ads,sim,nao,qualidade,18,3.5,9,90,nao,ok,
VIT-00597,2025-07-31,Curitiba,pr,C20,roupaa,produto_136,686.42,29.54,carrinho,1388,cartao,desktop,email,nao,nao,qualidade,19,4.6,1,15,sim,procesado,
VIT-00598,06/02/2025,Uberlândia,mg,C20,roupaa,produto_88,404.57,27.26,carrinhu,1698,,mobile,email,sim,nao,qualidade,21,1.1,4,60,nao,,
VIT-00599,2025-02-19,Salvador,ba,C209,roupaa,produto_37,373.87,66.2,carrinhu,1603,,mobile,email,sim,nao,tamanho,21,4.5,5,2,sim,ok,
VIT-00600,2025-05-20,Uberlândia,MG,C280,calcado,produto_24,"639,98",72.19,carrinho,1677,pix,desktop,email,sim,nao,tamanho,30,4.5,8,111,nao,,
VIT-00601,2025-05-30,Curitiba,pr,C96,roupaa,produto_76,"546,88",12.07,carrinhu,6,pix,desktop,ads,nao,nao,cor,9,1.5,8,119,sim,,
VIT-00602,09-17-2025,Curitiba,PR,C432,calcado,produto_106,681.42,5.98,pagamento,659,cartao,desktop,ads,nao,nao,cor,20,1.7,9,109,sim,procesado,
VIT-00603,2025-03-03,Uberlândia,mg,C199,roupaa,produto_103,500.44,59.57,pagamento,20,boleto,mobile,organico,sim,sim,,28,1.3,8,5,sim,ok,
VIT-00604,2025-06-21,Uberlândia,MG,C362,roupa,produto_73,692.87,28.7,carrinhu,1236,boleto,mobile,organico,nao,nao,tamanho,12,1.3,7,118,sim,,
VIT-00605,2025-04-11,Uberlândia,mg,C220,roupaa,produto_83,306.84,18.75,visualizou,53,cartao,mobile,organico,nao,nao,tamanho,10,1.8,3,76,nao,ok,
VIT-00606,09-01-2025,Uberlândia,mg,C290,roupa,produto_57,657.53,14.32,carrinho,1071,,mobile,organico,sim,sim,qualidade,20,4.2,7,62,nao,procesado,
VIT-00607,2025-01-17,Uberlândia,mg,C143,roupa,produto_106,652.08,72.62,carrinhu,716,boleto,mobile,email,sim,nao,cor,24,3.1,3,57,nao,,
VIT-00608,2025-08-30,São Paulo,SP,C353,roupaa,produto_127,549.45,73.87,carrinhu,963,boleto,desktop,organico,sim,nao,cor,18,1.5,0,113,nao,,
VIT-00609,2025-02-25,Salvador,BA,C94,roupa,produto_183,670.16,60.1,carrinhu,1351,,mobile,ads,sim,nao,qualidade,11,4.6,1,75,nao,procesado,
VIT-00610,25/10/2025,Salvador,ba,C313,acessorio,produto_196,347.27,66.02,pagamento,1794,boleto,mobile,email,nao,nao,cor,12,4.9,1,51,nao,,
VIT-00611,05-25-2025,Curitiba,PR,C136,roupaa,produto_104,589.11,76.88,compra,626,boleto,mobile,email,sim,nao,cor,26,4.7,2,103,sim,procesado,
VIT-00612,2025-07-31,Curitiba,pr,C374,acessorio,produto_125,523.68,31.79,pagamento,1389,boleto,desktop,email,nao,nao,tamanho,26,1.7,6,32,sim,procesado,
VIT-00613,data_invalida,Salvador,ba,C325,calcado,produto_126,484.18,32.78,pagamento,637,boleto,desktop,ads,sim,sim,tamanho,28,3.8,8,103,nao,ok,
VIT-00614,21/02/2025,São Paulo,sp,C42,roupaa,produto_57,681.11,26.63,carrinhu,1961,,mobile,ads,sim,nao,cor,21,1.7,5,0,sim,,
VIT-00615,2025-03-05,Salvador,BA,C263,calcado,produto_22,"666,62",16.39,compra,1835,pix,desktop,email,sim,nao,cor,14,3.7,4,97,sim,procesado,
VIT-00616,04-29-2025,Salvador,BA,C112,calcado,produto_36,163.07,60.32,carrinhu,716,,mobile,email,sim,nao,cor,6,2.5,6,76,nao,procesado,
VIT-00617,data_invalida,Uberlândia,mg,C128,roupa,produto_52,522.48,43.05,carrinhu,630,boleto,desktop,organico,sim,nao,cor,24,1.2,0,97,sim,,
VIT-00618,2025-02-18,Uberlândia,MG,C165,roupaa,produto_11,505.91,5.23,carrinho,442,boleto,desktop,organico,nao,nao,,9,2.2,1,64,sim,ok,
VIT-00619,2025-06-09,Curitiba,pr,C18,roupa,produto_36,"587,56",17.67,visualizou,1555,,desktop,organico,nao,nao,,30,3.3,10,72,nao,,
VIT-00620,2025-05-08,Uberlândia,MG,C201,roupaa,produto_31,51.19,20.3,visualizou,804,cartao,mobile,ads,sim,nao,qualidade,24,1.0,5,42,sim,ok,
VIT-00621,2025-01-29,São Paulo,SP,C20,roupaa,produto_161,799.66,24.21,compra,1390,cartao,desktop,organico,sim,nao,cor,22,3.8,3,32,sim,procesado,
VIT-00622,2025-02-09,Curitiba,PR,C314,roupa,produto_47,115.3,72.64,carrinhu,971,boleto,desktop,email,sim,nao,qualidade,11,2.7,7,102,nao,procesado,
VIT-00623,2025-10-17,Salvador,BA,C219,roupaa,produto_179,558.56,73.09,visualizou,1116,,mobile,email,sim,sim,tamanho,8,2.9,5,17,sim,procesado,
VIT-00624,2025-06-20,Curitiba,pr,C339,roupaa,produto_178,561.86,38.59,visualizou,847,pix,desktop,email,nao,nao,qualidade,7,2.0,7,55,sim,procesado,
VIT-00625,2025-08-20,São Paulo,sp,C478,roupa,produto_110,"195,29",27.67,compra,1291,pix,desktop,email,sim,nao,,26,2.0,0,68,nao,,
VIT-00626,04/10/2025,Uberlândia,MG,C49,calcado,produto_178,788.06,25.78,carrinhu,251,,mobile,email,sim,nao,,28,4.2,0,78,sim,,
VIT-00627,23/08/2025,Salvador,ba,C465,lifestyle,produto_43,293.84,25.5,compra,446,boleto,mobile,email,sim,nao,cor,14,2.5,10,97,sim,,
VIT-00628,2025-08-17,Salvador,ba,C408,lifestyle,produto_92,706.95,35.98,carrinhu,238,pix,mobile,email,sim,nao,,12,4.8,5,76,nao,ok,
VIT-00629,2025-03-02,Curitiba,PR,C412,roupaa,produto_148,227.45,40.48,carrinhu,1992,pix,mobile,organico,nao,nao,cor,30,4.2,3,24,sim,ok,
VIT-00630,2025-09-24,São Paulo,SP,C332,roupaa,produto_107,"609,97",21.65,visualizou,1125,,mobile,organico,sim,nao,cor,3,1.1,2,0,nao,,
VIT-00631,2025-07-05,São Paulo,sp,C166,lifestyle,produto_16,312.45,16.04,compra,498,boleto,mobile,organico,sim,sim,,12,1.7,8,23,nao,ok,
