registro_id,data_pedido,cidade,uf,canal,tipo_pedido,cliente_id,frequencia_cliente_mes,dias_desde_ultimo_pedido,ticket_medio,prato,categoria_prato,quantidade_produzida,quantidade_vendida,custo_prato,preco_prato,tempo_entrega_min,avaliacao,dia_semana,hora,clima,promocao_ativa,status_pedido,observacao
SAB-00486,2025-06-27,São Paulo,SP,app,local,C271,9,25,77.43,arroz,vegetariano,14,10,24.16,70.68,58,4.2,sexta,16,chuva,,finalizado,
SAB-00487,04-15-2025,São Paulo,sp,local,delivery,C481,9,14,35.33,carne_assada,vegetariano,103,52,11.54,20.6,22,3.2,sabado,15,nublado,nao,finalizado,
SAB-00488,2025-07-28,São Paulo,SP,local,delivery,C302,4,25,72.06,lasanha,proteina,108,1,8.51,19.64,30,4.7,quinta,13,sol,,cancelado,
SAB-00489,2025-09-08,São Paulo,sp,local,delivery,C337,7,41,49.47,carne_assada,vegetariano,21,13,13.33,26.38,21,2.5,domingo,16,chuva,sim,procesado,
SAB-00490,2025-04-06,São Paulo,SP,ifood,local,C305,7,28,20.98,carne_assada,proteina,61,22,26.76,65.9,52,4.3,terça,19,nublado,sim,,
SAB-00491,2025-01-10,São Paulo,sp,app,delivery,C122,0,13,64.95,arroz,proteina,67,26,17.18,37.73,42,4.6,quarta,13,chuva,sim,procesado,
SAB-00492,05/04/2025,São Paulo,SP,ifood,delivery,C175,6,8,75.63,lasanha,proteina,20,1,20.73,40.09,33,3.7,terça,12,chuva,nao,finalizado,
SAB-00493,2025-06-09,São Paulo,sp,ifood,local,C186,6,19,57.93,frango_grelhado,acompanhamento,91,77,21.05,61.81,82,4.9,sexta,15,chuva,nao,procesado,
SAB-00494,2025-06-14,São Paulo,SP,app,local,C154,9,18,65.09,arroz,massa,27,20,5.81,16.27,38,3.5,quarta,18,nublado,nao,finalizado,
SAB-00495,2025-05-15,São Paulo,SP,app,local,C423,2,55,65.27,salada,massa,10,1,27.54,82.36,65,2.6,quinta,10,nublado,sim,,
SAB-00496,2025-03-09,São Paulo,sp,ifood,delivery,C368,1,53,"68,38",lasanha,vegetariano,74,47,9.41,18.13,63,1.2,terça,22,sol,,,
SAB-00497,2025-03-23,São Paulo,SP,ifood,delivery,C67,4,59,58.66,feijao,vegetariano,95,65,29.3,77.04,45,4.2,quarta,21,nublado,,,
SAB-00498,2025-10-23,São Paulo,SP,app,local,C348,2,0,65.08,salada,proteina,86,66,26.77,64.02,67,1.4,sabado,18,sol,sim,,
SAB-00499,2025-03-27,São Paulo,sp,app,delivery,C280,4,26,28.27,feijao,proteina,15,13,7.27,10.92,13,2.2,sexta,15,sol,sim,,
SAB-00500,28/03/2025,São Paulo,sp,ifood,local,C276,1,38,"55,37",feijao,proteina,24,9,17.14,46.54,21,2.8,domingo,18,nublado,nao,procesado,
SAB-00501,2025-01-10,São Paulo,SP,ifood,delivery,C46,4,39,69.37,feijao,proteina,13,0,23.62,38.04,12,2.2,domingo,15,nublado,nao,cancelado,
SAB-00502,2025-05-10,São Paulo,sp,ifood,delivery,C343,4,31,30.38,feijao,proteina,35,16,10.01,25.72,27,2.1,segunda,18,nublado,nao,,
SAB-00503,data_invalida,São Paulo,sp,ifood,local,C9,2,23,64.64,lasanha,vegetariano,72,9,5.41,10.92,58,4.4,sabado,16,nublado,sim,cancelado,
SAB-00504,2025-10-25,São Paulo,sp,local,local,C316,3,24,"51,71",frango_grelhado,acompanhamento,28,8,27.21,54.23,34,1.1,quarta,15,nublado,nao,finalizado,
SAB-00505,2025-08-04,São Paulo,SP,local,local,C257,5,41,39.77,frango_grelhado,acompanhamento,60,30,15.31,45.09,42,2.1,quarta,13,sol,,cancelado,
SAB-00506,2025-02-09,São Paulo,SP,ifood,local,C48,11,16,39.78,salada,vegetariano,73,9,18.16,41.79,20,3.6,segunda,22,nublado,nao,cancelado,
SAB-00507,2025-06-17,São Paulo,sp,ifood,delivery,C284,4,4,37.03,lasanha,vegetariano,114,73,23.08,62.22,57,1.4,sabado,21,nublado,sim,procesado,
SAB-00508,2025-02-26,São Paulo,SP,app,local,C424,2,28,57.16,feijao,acompanhamento,97,54,8.47,12.96,42,4.5,sexta,14,chuva,nao,finalizado,
SAB-00509,2025-10-21,São Paulo,sp,ifood,delivery,C306,8,1,40.05,feijao,acompanhamento,117,15,13.28,23.02,13,3.8,domingo,20,chuva,,finalizado,
SAB-00510,04/05/2025,São Paulo,SP,ifood,local,C301,9,45,"44,01",lasanha,acompanhamento,74,45,25.36,63.0,24,1.3,sexta,11,nublado,nao,procesado,
SAB-00511,data_invalida,São Paulo,sp,ifood,delivery,C306,5,56,26.05,lasanha,vegetariano,59,6,28.43,46.36,61,2.1,segunda,21,chuva,,,
SAB-00512,10-17-2025,São Paulo,sp,ifood,delivery,C323,1,16,40.55,carne_assada,proteina,97,6,17.01,27.94,27,2.3,segunda,10,chuva,,finalizado,
SAB-00513,2025-06-26,São Paulo,SP,local,delivery,C168,7,38,62.9,feijao,massa,43,17,12.9,22.06,35,1.6,quarta,15,chuva,sim,cancelado,
SAB-00514,2025-04-06,São Paulo,SP,app,delivery,C183,0,28,"42,36",carne_assada,massa,57,55,16.84,46.78,80,3.6,sexta,22,sol,sim,finalizado,
SAB-00515,2025-09-20,São Paulo,SP,local,delivery,C89,0,19,49.49,carne_assada,massa,84,66,15.48,44.77,90,3.2,sabado,21,nublado,sim,finalizado,
SAB-00516,08/10/2025,São Paulo,sp,app,delivery,C212,1,59,32.15,feijao,acompanhamento,67,35,23.6,52.46,50,4.8,quarta,12,sol,nao,procesado,
SAB-00517,2025-01-10,São Paulo,SP,ifood,delivery,C414,5,40,66.52,feijao,vegetariano,45,25,17.03,37.82,45,3.0,segunda,11,chuva,nao,finalizado,
SAB-00518,07-05-2025,São Paulo,SP,app,delivery,C135,8,55,"37,67",arroz,massa,82,73,21.76,48.61,76,1.7,domingo,15,chuva,,,
SAB-00519,2025-05-16,São Paulo,SP,app,local,C484,1,9,53.42,feijao,acompanhamento,116,45,11.43,25.67,31,1.1,terça,12,chuva,nao,finalizado,
SAB-00520,2025-04-04,São Paulo,sp,ifood,delivery,C246,5,5,76.36,frango_grelhado,vegetariano,78,47,10.55,23.94,20,4.4,segunda,17,sol,sim,finalizado,
SAB-00521,2025-01-06,São Paulo,sp,app,local,C375,8,52,35.14,lasanha,vegetariano,118,105,6.51,15.26,70,2.1,sabado,19,sol,sim,procesado,
SAB-00522,2025-04-07,São Paulo,sp,app,local,C148,2,28,51.09,salada,proteina,85,64,17.88,32.87,66,3.8,quinta,20,nublado,sim,,
SAB-00523,2025-07-12,São Paulo,SP,ifood,delivery,C424,9,50,78.17,feijao,massa,32,13,8.59,23.8,16,4.6,domingo,10,nublado,sim,finalizado,
SAB-00524,2025-01-27,São Paulo,sp,app,local,C222,0,28,76.08,arroz,vegetariano,115,76,20.23,34.07,76,3.6,quinta,16,nublado,sim,,
SAB-00525,2025-05-05,São Paulo,sp,ifood,local,C237,7,39,67.58,carne_assada,proteina,13,2,19.11,54.98,39,1.9,sabado,20,chuva,sim,procesado,
SAB-00526,2025-07-23,São Paulo,SP,ifood,local,C222,10,49,74.34,lasanha,proteina,47,37,5.41,13.29,23,4.5,quinta,10,nublado,,procesado,
SAB-00527,2025-09-03,São Paulo,SP,app,delivery,C6,8,42,"76,77",frango_grelhado,acompanhamento,32,18,17.68,43.55,85,4.9,quarta,19,sol,,procesado,
SAB-00528,2025-07-19,São Paulo,SP,local,delivery,C49,5,4,37.34,arroz,vegetariano,50,34,22.68,36.48,58,2.9,segunda,21,nublado,,,
SAB-00529,2025-07-28,São Paulo,SP,ifood,delivery,C469,2,41,65.04,arroz,massa,119,98,26.42,44.78,60,2.0,quinta,13,chuva,sim,,
SAB-00530,2025-02-25,São Paulo,SP,app,delivery,C148,5,0,66.32,frango_grelhado,proteina,65,54,15.0,33.27,56,3.8,domingo,15,chuva,,,
SAB-00531,2025-09-08,São Paulo,SP,local,local,C312,6,43,68.98,carne_assada,massa,25,3,27.62,60.45,34,3.1,quinta,15,sol,sim,,
SAB-00532,2025-10-24,São Paulo,sp,app,local,C243,4,48,70.95,feijao,vegetariano,18,8,26.7,46.95,30,3.8,sexta,15,chuva,,finalizado,
SAB-00533,2025-08-11,São Paulo,sp,ifood,local,C93,7,5,31.45,carne_assada,vegetariano,96,82,12.49,24.87,33,3.4,quarta,17,nublado,,finalizado,
SAB-00534,2025-07-29,São Paulo,SP,ifood,delivery,C370,3,56,37.92,lasanha,proteina,10,8,28.13,56.96,51,2.6,segunda,11,chuva,nao,finalizado,
SAB-00535,2025-04-04,São Paulo,sp,app,local,C366,8,18,24.39,carne_assada,proteina,84,17,26.53,49.41,62,1.2,sabado,12,nublado,nao,,
SAB-00536,data_invalida,São Paulo,SP,app,delivery,C327,7,15,"43,4",feijao,acompanhamento,107,35,11.13,17.06,89,2.7,sabado,18,sol,nao,,
SAB-00537,2025-09-07,São Paulo,sp,local,delivery,C168,4,54,20.24,salada,acompanhamento,44,32,8.55,19.09,87,4.4,terça,15,nublado,,,
SAB-00538,2025-09-30,São Paulo,sp,ifood,local,C167,4,23,41.72,arroz,acompanhamento,92,58,18.53,31.53,17,4.6,terça,16,nublado,nao,procesado,
SAB-00539,2025-01-10,São Paulo,SP,ifood,local,C251,3,39,60.09,frango_grelhado,acompanhamento,81,46,9.75,22.06,26,2.1,quarta,15,sol,sim,cancelado,
SAB-00540,2025-09-06,São Paulo,sp,ifood,local,C92,9,24,40.16,carne_assada,vegetariano,34,31,21.47,60.16,44,3.6,quinta,13,sol,,finalizado,
SAB-00541,2025-01-01,São Paulo,sp,local,local,C110,6,7,67.18,feijao,proteina,86,23,10.43,16.39,54,3.0,quarta,11,nublado,nao,procesado,
SAB-00542,2025-08-27,São Paulo,sp,ifood,local,C430,5,28,38.69,lasanha,vegetariano,33,0,29.66,88.18,51,1.6,quarta,14,chuva,sim,finalizado,
SAB-00543,2025-08-06,São Paulo,SP,local,local,C83,4,34,65.2,feijao,vegetariano,70,27,6.63,12.06,82,2.0,segunda,17,chuva,,,
SAB-00544,2025-04-09,São Paulo,sp,app,local,C311,4,23,20.85,carne_assada,massa,41,8,22.43,52.63,65,2.0,terça,11,nublado,,procesado,
SAB-00545,2025-02-22,São Paulo,SP,ifood,local,C406,2,0,"23,33",arroz,vegetariano,36,4,15.52,28.45,51,4.5,sabado,22,nublado,nao,procesado,
SAB-00546,2025-01-17,São Paulo,SP,local,delivery,C85,2,56,35.39,feijao,proteina,83,5,19.37,49.95,38,1.9,quinta,10,sol,,,
SAB-00547,2025-05-29,São Paulo,SP,app,delivery,C57,8,24,"32,03",carne_assada,acompanhamento,60,26,14.08,25.61,77,1.8,quinta,11,chuva,nao,finalizado,
SAB-00548,2025-03-05,São Paulo,sp,ifood,delivery,C371,2,56,74.59,arroz,acompanhamento,67,41,12.77,31.63,89,4.1,quinta,16,nublado,sim,procesado,
SAB-00549,data_invalida,São Paulo,sp,local,local,C138,5,2,48.93,feijao,proteina,98,19,21.89,38.11,44,4.1,domingo,13,sol,,procesado,
SAB-00550,2025-10-22,São Paulo,sp,local,delivery,C51,5,39,"32,1",carne_assada,massa,21,2,22.43,44.09,48,4.9,sexta,19,sol,,cancelado,
SAB-00551,2025-02-16,São Paulo,SP,ifood,local,C61,5,24,45.0,lasanha,proteina,22,8,21.45,61.39,80,3.6,terça,12,sol,nao,cancelado,
SAB-00552,07-13-2025,São Paulo,sp,app,local,C408,5,58,53.29,lasanha,vegetariano,60,16,13.1,39.16,66,4.8,segunda,16,chuva,sim,,
SAB-00553,06-29-2025,São Paulo,sp,ifood,local,C112,5,34,22.56,carne_assada,acompanhamento,83,40,21.01,36.36,73,4.4,sexta,11,nublado,sim,finalizado,
SAB-00554,09-01-2025,São Paulo,SP,app,local,C160,8,17,39.16,feijao,massa,14,9,13.31,25.26,42,1.9,domingo,11,chuva,nao,,
SAB-00555,16/08/2025,São Paulo,sp,app,local,C404,6,59,"57,1",feijao,massa,93,34,21.66,51.99,66,4.4,segunda,13,nublado,nao,finalizado,
SAB-00556,28/08/2025,São Paulo,SP,ifood,delivery,C249,7,1,44.3,feijao,proteina,56,11,14.66,33.59,59,1.4,domingo,10,nublado,sim,cancelado,
SAB-00557,2025-09-10,São Paulo,sp,local,local,C190,5,14,"77,39",frango_grelhado,acompanhamento,76,6,15.44,23.17,27,1.4,segunda,15,sol,sim,cancelado,
SAB-00558,2025-02-22,São Paulo,SP,ifood,delivery,C253,1,38,45.03,lasanha,proteina,53,19,26.73,40.26,78,2.1,domingo,19,sol,nao,procesado,
SAB-00559,data_invalida,São Paulo,SP,local,delivery,C471,4,45,35.42,frango_grelhado,proteina,68,14,9.16,14.11,13,2.4,quinta,13,nublado,,procesado,
SAB-00560,2025-09-21,São Paulo,SP,ifood,local,C69,4,60,77.81,carne_assada,acompanhamento,89,40,11.95,27.19,76,3.5,domingo,20,chuva,sim,,
SAB-00561,2025-09-04,São Paulo,sp,app,local,C208,4,57,22.63,frango_grelhado,vegetariano,37,14,17.54,26.47,78,3.3,quinta,20,chuva,,,
SAB-00562,2025-05-22,São Paulo,sp,ifood,local,C157,7,43,71.64,lasanha,massa,96,34,27.67,53.0,66,3.9,quarta,11,chuva,,cancelado,
SAB-00563,2025-05-21,São Paulo,sp,app,delivery,C58,4,15,28.72,arroz,proteina,10,4,19.66,54.0,84,3.7,quinta,12,nublado,sim,procesado,
SAB-00564,2025-08-31,São Paulo,sp,app,local,C326,3,41,"25,73",frango_grelhado,vegetariano,105,27,5.61,14.57,37,4.7,quarta,16,chuva,,cancelado,
SAB-00565,2025-07-09,São Paulo,SP,app,local,C154,6,25,44.14,arroz,massa,72,62,7.35,14.96,80,5.0,terça,12,sol,nao,cancelado,
SAB-00566,2025-03-10,São Paulo,sp,app,local,C120,3,56,64.27,arroz,massa,75,40,16.06,28.52,48,3.7,quarta,11,sol,,,
SAB-00567,2025-07-25,São Paulo,sp,app,delivery,C462,7,25,45.99,frango_grelhado,acompanhamento,27,5,15.88,25.02,35,2.8,segunda,16,nublado,,finalizado,
SAB-00568,04-21-2025,São Paulo,sp,app,local,C325,8,9,45.87,salada,proteina,17,0,17.76,51.88,78,4.9,quarta,21,sol,nao,,
SAB-00569,2025-03-25,São Paulo,SP,app,delivery,C45,10,40,58.56,carne_assada,proteina,21,21,20.4,56.16,47,1.2,terça,12,chuva,,finalizado,
SAB-00570,21/10/2025,São Paulo,sp,ifood,local,C69,8,37,66.35,salada,vegetariano,70,69,5.56,9.51,43,4.7,terça,21,sol,nao,finalizado,
SAB-00571,2025-04-26,São Paulo,sp,app,delivery,C223,0,0,32.33,lasanha,acompanhamento,73,19,27.03,51.91,31,1.4,terça,15,sol,,procesado,
SAB-00572,2025-07-22,São Paulo,SP,ifood,delivery,C93,7,44,38.39,feijao,massa,55,34,8.0,22.26,86,1.6,terça,12,nublado,,procesado,
SAB-00573,data_invalida,São Paulo,SP,app,local,C391,10,27,64.95,arroz,massa,53,25,5.02,9.33,65,2.7,segunda,22,chuva,,procesado,
SAB-00574,01-03-2025,São Paulo,SP,app,local,C170,3,13,"58,11",lasanha,vegetariano,105,57,10.32,28.79,82,1.5,quinta,13,chuva,,procesado,
SAB-00575,2025-05-02,São Paulo,sp,ifood,delivery,C396,2,3,60.11,carne_assada,acompanhamento,92,77,19.92,36.14,71,1.4,quarta,22,nublado,,finalizado,
SAB-00576,2025-08-30,São Paulo,SP,ifood,local,C113,1,10,"29,58",salada,acompanhamento,81,38,12.53,32.3,48,3.5,domingo,12,sol,,finalizado,
SAB-00577,2025-09-11,São Paulo,SP,app,local,C454,3,48,28.45,carne_assada,vegetariano,21,15,7.11,18.19,32,1.3,terça,19,nublado,sim,procesado,
SAB-00578,2025-03-29,São Paulo,sp,ifood,delivery,C215,3,35,"29,36",lasanha,vegetariano,64,48,26.45,71.26,12,3.2,quarta,15,sol,sim,,
SAB-00579,2025-06-11,São Paulo,sp,ifood,local,C94,6,11,20.6,carne_assada,massa,20,19,25.16,55.87,39,4.0,quarta,11,nublado,nao,procesado,
SAB-00580,2025-01-30,São Paulo,SP,app,local,C499,9,49,35.83,arroz,proteina,83,24,7.71,21.87,64,2.8,terça,20,chuva,nao,,
SAB-00581,2025-10-23,São Paulo,sp,local,delivery,C168,8,2,27.05,feijao,vegetariano,15,6,10.27,30.1,41,4.4,terça,16,nublado,nao,,
SAB-00582,2025-06-17,São Paulo,SP,app,delivery,C436,0,16,76.42,carne_assada,vegetariano,14,6,29.01,74.52,58,1.3,segunda,16,sol,,procesado,
SAB-00583,2025-02-12,São Paulo,SP,ifood,local,C360,1,40,"76,27",salada,vegetariano,38,25,7.26,16.87,16,2.8,segunda,17,nublado,,,
SAB-00584,data_invalida,São Paulo,sp,app,local,C184,13,26,60.75,feijao,acompanhamento,61,6,21.92,61.8,73,2.9,sexta,22,chuva,sim,cancelado,
SAB-00585,2025-06-20,São Paulo,SP,local,delivery,C408,8,31,78.37,frango_grelhado,proteina,67,41,18.42,50.37,25,2.8,segunda,13,nublado,,,
SAB-00586,data_invalida,São Paulo,sp,ifood,delivery,C317,5,29,46.76,frango_grelhado,acompanhamento,120,96,17.5,43.72,86,2.0,sabado,14,nublado,sim,procesado,
SAB-00587,2025-09-08,São Paulo,sp,ifood,local,C426,5,23,36.68,arroz,massa,57,51,16.96,34.64,44,4.2,segunda,13,chuva,sim,finalizado,
SAB-00588,2025-02-07,São Paulo,sp,app,local,C323,6,27,"20,15",arroz,massa,85,49,16.67,44.81,73,1.8,quinta,17,nublado,sim,procesado,
SAB-00589,06-13-2025,São Paulo,SP,ifood,delivery,C367,4,17,54.5,frango_grelhado,vegetariano,18,9,22.36,41.82,67,4.9,sabado,19,chuva,nao,,
SAB-00590,2025-07-07,São Paulo,SP,app,delivery,C254,6,26,75.9,arroz,massa,115,2,16.46,32.28,85,2.8,domingo,19,sol,nao,cancelado,
SAB-00591,26/05/2025,São Paulo,sp,ifood,delivery,C255,0,47,39.57,carne_assada,massa,96,55,9.74,21.33,88,3.2,sabado,14,chuva,,cancelado,
SAB-00592,2025-05-22,São Paulo,SP,app,delivery,C367,3,6,67.59,lasanha,vegetariano,47,6,23.87,66.89,84,2.7,terça,19,nublado,nao,finalizado,
SAB-00593,01-06-2025,São Paulo,SP,app,delivery,C254,10,56,55.05,feijao,vegetariano,34,16,24.74,61.84,80,1.5,domingo,16,nublado,,cancelado,
SAB-00594,data_invalida,São Paulo,sp,app,local,C50,4,19,27.45,salada,vegetariano,77,32,20.03,39.38,23,1.8,quarta,21,chuva,sim,procesado,
SAB-00595,2025-05-21,São Paulo,SP,ifood,delivery,C270,4,40,28.13,salada,vegetariano,119,6,21.76,60.75,18,2.7,quinta,21,nublado,nao,finalizado,
SAB-00596,2025-02-16,São Paulo,sp,ifood,delivery,C25,0,9,23.3,carne_assada,vegetariano,81,19,6.03,10.09,38,2.1,terça,22,sol,nao,,
SAB-00597,2025-01-17,São Paulo,sp,app,local,C394,0,3,43.04,carne_assada,massa,103,5,6.35,15.96,52,1.2,quinta,17,chuva,,finalizado,
SAB-00598,17/07/2025,São Paulo,SP,local,local,C494,3,33,28.81,frango_grelhado,proteina,15,5,29.63,74.98,39,1.7,terça,20,nublado,,procesado,
SAB-00599,2025-06-15,São Paulo,SP,app,local,C287,8,28,56.37,salada,acompanhamento,28,18,20.29,38.35,86,2.6,segunda,12,chuva,nao,procesado,
SAB-00600,data_invalida,São Paulo,SP,ifood,local,C1,8,17,70.17,arroz,proteina,78,29,12.76,22.33,44,2.9,quarta,22,sol,nao,cancelado,
SAB-00601,2025-03-22,São Paulo,sp,local,delivery,C170,5,30,"25,27",frango_grelhado,vegetariano,52,38,16.34,46.46,38,1.5,quinta,12,sol,,cancelado,
SAB-00602,09-12-2025,São Paulo,sp,local,delivery,C2,3,21,26.34,frango_grelhado,proteina,92,5,12.41,35.39,75,1.3,quinta,11,sol,nao,procesado,
SAB-00603,2025-03-10,São Paulo,SP,app,delivery,C137,5,24,"39,04",frango_grelhado,vegetariano,84,12,11.55,30.0,25,1.5,quinta,21,sol,nao,finalizado,
SAB-00604,2025-08-30,São Paulo,SP,local,local,C162,3,2,68.42,carne_assada,acompanhamento,111,56,5.92,17.41,89,2.0,quarta,13,chuva,,procesado,
SAB-00605,2025-07-11,São Paulo,SP,app,local,C379,2,60,51.65,lasanha,acompanhamento,111,53,14.64,31.73,46,4.2,quinta,13,chuva,sim,cancelado,
SAB-00606,2025-09-04,São Paulo,SP,local,delivery,C480,6,50,32.98,carne_assada,acompanhamento,86,42,20.23,40.84,27,1.3,quinta,17,nublado,nao,,
SAB-00607,13/02/2025,São Paulo,SP,local,delivery,C355,6,7,45.17,feijao,acompanhamento,12,2,26.66,75.32,82,1.7,sabado,13,chuva,,procesado,
SAB-00608,2025-04-16,São Paulo,sp,ifood,local,C7,9,35,72.79,arroz,proteina,82,80,8.58,19.24,22,2.9,quinta,19,sol,sim,finalizado,
SAB-00609,05-26-2025,São Paulo,SP,ifood,local,C335,5,55,47.27,frango_grelhado,acompanhamento,69,37,13.21,33.51,90,4.7,quinta,13,sol,sim,,
SAB-00610,2025-06-28,São Paulo,sp,app,local,C278,0,8,42.09,carne_assada,massa,96,13,7.23,16.7,58,4.3,segunda,14,sol,sim,procesado,
SAB-00611,09-27-2025,São Paulo,SP,app,delivery,C349,1,39,"25,82",feijao,massa,114,28,29.12,85.61,44,3.1,sabado,19,nublado,,finalizado,
SAB-00612,2025-07-12,São Paulo,sp,ifood,local,C275,0,58,"28,93",carne_assada,vegetariano,20,9,18.7,52.91,26,2.2,segunda,11,sol,,finalizado,
SAB-00613,2025-09-27,São Paulo,SP,ifood,local,C93,1,49,32.25,feijao,vegetariano,12,7,27.38,50.88,25,1.1,segunda,18,chuva,,,
SAB-00614,data_invalida,São Paulo,SP,app,local,C338,1,20,"29,42",carne_assada,proteina,109,100,10.54,19.39,26,1.6,quinta,11,chuva,nao,finalizado,
SAB-00615,2025-02-15,São Paulo,sp,ifood,local,C383,5,18,68.97,salada,proteina,39,17,20.32,54.37,18,3.1,quarta,21,sol,,finalizado,
SAB-00616,2025-01-27,São Paulo,SP,app,local,C224,0,15,64.62,frango_grelhado,proteina,73,59,22.57,62.88,79,3.2,sabado,16,nublado,,,
SAB-00617,2025-08-02,São Paulo,SP,ifood,delivery,C155,7,24,76.26,arroz,proteina,30,7,7.75,14.46,35,4.4,quinta,17,sol,sim,cancelado,
SAB-00618,30/05/2025,São Paulo,SP,local,delivery,C38,8,13,78.32,salada,vegetariano,26,7,29.69,84.76,14,1.5,sabado,11,chuva,sim,cancelado,
SAB-00619,data_invalida,São Paulo,sp,ifood,delivery,C182,5,56,66.73,arroz,massa,56,25,26.07,42.05,54,2.7,terça,10,sol,sim,,
SAB-00620,06-24-2025,São Paulo,SP,ifood,delivery,C154,1,2,20.41,arroz,proteina,31,31,15.01,27.01,33,1.7,quinta,10,nublado,sim,finalizado,
SAB-00621,2025-03-08,São Paulo,sp,local,delivery,C267,4,2,"54,82",frango_grelhado,acompanhamento,25,7,24.43,64.75,56,2.5,sabado,12,sol,,procesado,
SAB-00622,2025-07-18,São Paulo,SP,local,local,C28,3,6,38.65,feijao,proteina,82,30,21.85,63.48,54,2.9,quinta,20,sol,,,
SAB-00623,2025-08-17,São Paulo,SP,local,delivery,C426,2,2,49.25,feijao,massa,103,71,24.28,60.2,21,2.0,sexta,16,nublado,sim,cancelado,
SAB-00624,2025-04-01,São Paulo,SP,app,delivery,C192,3,53,59.57,salada,massa,16,2,18.69,28.78,23,4.0,domingo,22,sol,,cancelado,
SAB-00625,2025-09-04,São Paulo,SP,app,local,C294,4,28,52.38,salada,proteina,35,31,16.08,25.38,50,3.9,terça,16,sol,sim,finalizado,
SAB-00626,2025-01-28,São Paulo,SP,app,local,C472,5,32,23.4,salada,proteina,41,8,19.58,38.94,58,3.8,segunda,11,sol,,cancelado,
SAB-00627,04-06-2025,São Paulo,SP,ifood,local,C275,3,40,52.13,frango_grelhado,vegetariano,61,56,21.56,59.75,10,4.0,segunda,12,nublado,nao,finalizado,
SAB-00628,04-06-2025,São Paulo,SP,ifood,delivery,C104,5,3,"73,28",feijao,acompanhamento,15,0,20.46,38.32,56,1.9,domingo,14,sol,nao,procesado,
SAB-00629,2025-09-26,São Paulo,SP,app,local,C233,4,42,39.47,feijao,acompanhamento,88,60,19.53,34.21,40,1.3,quinta,21,chuva,sim,procesado,
SAB-00630,12/01/2025,São Paulo,sp,app,delivery,C80,5,16,21.86,carne_assada,acompanhamento,10,5,12.62,19.53,13,3.9,quarta,17,sol,nao,cancelado,
SAB-00631,2025-09-09,São Paulo,sp,app,local,C139,2,49,25.5,arroz,acompanhamento,70,56,18.12,38.47,15,2.9,sexta,17,chuva,,procesado,
SAB-00632,2025-03-10,São Paulo,sp,ifood,local,C219,4,48,53.56,frango_grelhado,acompanhamento,51,5,22.23,47.53,70,2.5,sexta,21,sol,,cancelado,
SAB-00633,2025-06-26,São Paulo,sp,ifood,delivery,C98,0,9,69.83,salada,acompanhamento,93,44,28.38,78.24,35,4.7,quinta,22,sol,,,
SAB-00634,02-02-2025,São Paulo,sp,ifood,delivery,C200,5,52,74.42,lasanha,acompanhamento,55,11,5.11,9.29,46,4.0,quinta,18,sol,nao,,
SAB-00635,2025-02-21,São Paulo,sp,ifood,local,C255,9,37,49.06,carne_assada,vegetariano,10,9,8.16,19.08,51,1.5,quarta,18,chuva,sim,finalizado,
SAB-00636,01-21-2025,São Paulo,sp,ifood,delivery,C265,4,55,"48,46",salada,massa,75,21,18.53,45.2,51,4.5,quarta,14,sol,sim,cancelado,
SAB-00637,2025-01-14,São Paulo,SP,local,delivery,C383,5,53,31.42,feijao,massa,73,39,9.05,13.94,84,4.3,quinta,14,nublado,nao,procesado,
SAB-00638,2025-08-07,São Paulo,sp,ifood,local,C310,6,37,62.37,arroz,proteina,29,7,27.24,48.88,58,1.9,segunda,17,chuva,nao,procesado,
SAB-00639,2025-10-12,São Paulo,sp,local,delivery,C365,2,20,78.16,salada,vegetariano,76,17,13.56,27.47,65,1.6,sexta,21,nublado,,procesado,
SAB-00640,2025-04-19,São Paulo,SP,app,delivery,C12,8,10,42.79,arroz,massa,92,59,18.23,35.91,27,3.0,quarta,15,chuva,sim,finalizado,
SAB-00641,01-25-2025,São Paulo,SP,local,local,C212,3,48,"25,56",arroz,proteina,118,115,10.16,15.81,40,2.1,sexta,12,sol,,cancelado,
SAB-00642,09-20-2025,São Paulo,sp,ifood,local,C183,0,0,61.75,frango_grelhado,acompanhamento,34,6,19.02,48.74,44,1.1,sabado,15,nublado,sim,,
SAB-00643,2025-03-07,São Paulo,sp,app,local,C422,7,21,40.79,arroz,acompanhamento,96,30,27.23,77.66,60,3.5,sabado,12,chuva,,procesado,
SAB-00644,07-03-2025,São Paulo,sp,local,delivery,C357,10,57,31.16,feijao,acompanhamento,15,3,26.03,44.11,74,2.4,domingo,15,chuva,sim,finalizado,
SAB-00645,2025-09-03,São Paulo,sp,ifood,local,C199,0,31,44.02,lasanha,massa,37,4,19.76,55.32,11,4.8,quinta,22,nublado,sim,cancelado,
SAB-00646,2025-10-21,São Paulo,sp,ifood,delivery,C429,0,10,74.46,feijao,massa,92,63,14.01,34.2,26,1.4,sexta,20,chuva,sim,,
SAB-00647,2025-06-29,São Paulo,sp,ifood,delivery,C273,5,17,33.12,arroz,vegetariano,25,25,9.1,19.06,22,4.5,quarta,22,sol,nao,finalizado,
SAB-00648,03-12-2025,São Paulo,SP,ifood,local,C265,9,12,55.69,feijao,proteina,79,22,16.75,47.03,54,1.5,sabado,15,nublado,,finalizado,
