registro_id,data,ativo,setor,preco,volume,pl,roe,dy,volatilidade,perfil_usuario,rentabilidade_usuario,benchmark_ibov,taxa_operacao,recomendacao_ia,status_operacao,observacao
INV-00586,2025-05-01,ITUB4,varejo,170.0,417585,6.82,23.3,1.81,1.37,conservador,17.46,-2.83,0.04,manter,pendente,
INV-00587,2025-05-13,MGLU3,mineracao,131.22,349833,13.56,29.82,4.46,1.76,moderado,16.63,-8.54,0.66,comprar,executado,
INV-00588,2025-02-11,VALE3,industria,"65,46",168269,28.3,27.09,3.77,3.18,conservador,-17.7,-5.89,3.51,venda,pendente,
INV-00589,15/08/2025,ITUB4,energia,34.54,66462,31.76,10.57,6.4,4.1,conservador,19.3,9.22,3.21,comprar,cancelado,
INV-00590,2025-02-24,VALE3,banco,179.87,130093,21.63,29.3,7.3,4.79,moderado,5.61,4.74,4.06,vend,cancelado,
INV-00591,06/09/2025,VALE3,varejo,165.51,159114,38.19,28.05,1.92,0.84,conservador,-10.85,0.18,3.13,manter,procesado,
INV-00592,2025-07-13,ABEV3,varejo,152.62,378447,22.67,14.2,3.12,0.51,agressivo,-7.43,2.77,3.66,compra,executado,
INV-00593,2025-07-08,BBDC4,banco,48.09,109652,35.61,15.78,1.86,3.37,moderado,-6.15,-0.7,4.02,comprar,executado,
INV-00594,2025-01-06,ITUB4,mineracao,137.07,109421,14.39,17.82,9.78,4.14,moderado,17.06,-8.29,1.2,vend,cancelado,
INV-00595,2025-05-03,VALE3,banco,40.65,193422,39.71,5.19,1.43,2.16,conservador,8.72,-5.21,1.17,vend,executado,
INV-00596,2025-03-03,VALE3,industria,113.6,274683,26.51,7.91,9.29,1.38,conservador,-6.54,-9.51,2.74,comprar,executado,
INV-00597,2025-05-28,WEGE3,industria,"22,56",142171,32.92,20.82,0.88,3.99,agressivo,13.47,9.07,3.95,vend,pendente,
INV-00598,2025-06-26,PETR4,varejo,138.11,154899,28.11,22.82,0.05,1.26,agressivo,-9.05,-9.74,0.05,comprar,executado,
INV-00599,2025-02-04,BBDC4,energia,"5,13",412066,35.58,19.7,3.14,4.51,conservador,23.62,5.2,4.42,venda,cancelado,
INV-00600,2025-09-28,ABEV3,energia,157.92,263907,25.18,5.6,6.41,4.02,moderado,5.61,2.27,1.71,manter,executado,
INV-00601,2025-03-12,BBDC4,banco,189.18,145336,20.06,25.51,8.58,0.93,agressivo,-6.08,-3.16,2.81,vend,executado,
INV-00602,26/09/2025,VALE3,energia,15.1,136837,7.35,22.24,1.33,3.79,moderado,-18.33,6.6,4.28,comprar,executado,
INV-00603,2025-05-14,VALE3,energia,"106,28",269641,25.11,19.35,2.38,1.74,conservador,9.79,8.76,0.51,vend,executado,
INV-00604,20/08/2025,ABEV3,varejo,161.09,70974,24.79,10.74,5.48,1.94,moderado,23.17,8.06,1.38,compra,executado,
INV-00605,2025-08-20,ABEV3,banco,50.65,186907,30.5,19.81,0.51,4.01,conservador,-5.28,0.39,4.71,comprar,pendente,
INV-00606,24/04/2025,ITUB4,varejo,90.83,481992,39.59,8.71,7.3,1.57,agressivo,-19.78,-7.37,0.15,comprar,procesado,
INV-00607,02-20-2025,PETR4,energia,"18,13",324405,23.17,6.11,4.0,2.93,conservador,-1.51,-6.76,0.28,comprar,cancelado,
INV-00608,2025-01-13,BBDC4,mineracao,"125,28",26708,26.34,24.13,9.78,2.56,agressivo,0.55,3.77,4.51,compra,pendente,
INV-00609,2025-09-29,BBDC4,varejo,102.8,233583,36.13,24.15,9.63,3.29,agressivo,14.72,-2.45,4.62,vend,cancelado,
INV-00610,2025-09-19,PETR4,industria,128.84,180073,35.05,22.48,6.04,3.51,conservador,11.69,12.05,3.15,vend,pendente,
INV-00611,2025-09-25,WEGE3,banco,196.36,471175,8.52,10.65,5.51,0.77,conservador,2.21,4.69,3.15,comprar,executado,
INV-00612,05-14-2025,WEGE3,banco,135.11,276160,5.91,21.02,3.84,4.23,moderado,22.89,1.1,4.06,comprar,pendente,
INV-00613,2025-04-14,BBDC4,mineracao,182.71,34458,6.51,14.55,3.47,2.91,agressivo,-1.14,12.88,2.68,venda,procesado,
INV-00614,2025-09-05,WEGE3,energia,16.07,102066,17.28,13.35,1.74,2.88,conservador,21.77,-2.71,4.16,compra,cancelado,
INV-00615,28/08/2025,VALE3,banco,147.02,498254,11.99,27.17,0.05,3.42,agressivo,4.22,10.53,4.13,vend,procesado,
INV-00616,2025-06-22,WEGE3,banco,147.5,139062,11.53,26.98,7.12,2.39,conservador,-4.87,-2.77,3.3,venda,pendente,
INV-00617,2025-01-20,ITUB4,banco,71.87,276847,31.82,9.84,3.53,1.57,conservador,-17.13,6.03,4.84,vend,cancelado,
INV-00618,2025-08-03,BBDC4,energia,14.13,215621,16.97,6.21,3.46,0.68,agressivo,-10.39,0.89,0.7,manter,pendente,
INV-00619,2025-07-07,ITUB4,banco,"133,3",242598,27.05,5.94,3.01,0.65,agressivo,-11.86,12.5,0.39,comprar,pendente,
INV-00620,2025-06-01,PETR4,banco,12.04,326210,16.43,18.57,2.2,4.88,conservador,-13.99,-9.21,3.64,manter,procesado,
INV-00621,2025-09-23,ITUB4,mineracao,96.85,196914,36.99,11.29,2.66,3.3,conservador,11.24,2.3,1.92,comprar,procesado,
INV-00622,2025-01-30,PETR4,mineracao,35.65,11326,14.96,21.75,4.73,3.03,conservador,12.98,10.29,0.96,venda,executado,
INV-00623,2025-02-16,ABEV3,banco,"25,77",407230,35.16,7.26,6.35,1.58,conservador,15.27,3.18,1.49,compra,cancelado,
INV-00624,2025-09-30,ABEV3,mineracao,170.89,51247,15.41,19.64,4.22,4.53,agressivo,24.3,-9.55,1.79,compra,procesado,
INV-00625,2025-03-30,VALE3,banco,"27,7",244398,12.57,14.19,1.37,2.54,agressivo,-9.82,-1.87,1.55,compra,cancelado,
INV-00626,30/06/2025,VALE3,mineracao,169.1,124982,13.36,22.09,8.39,2.48,moderado,0.94,12.84,2.23,manter,pendente,
INV-00627,2025-03-03,MGLU3,banco,156.57,273176,8.75,8.3,8.16,3.67,conservador,-11.88,6.24,5.0,vend,cancelado,
INV-00628,2025-06-25,ITUB4,varejo,128.82,468160,15.3,26.89,9.15,0.86,agressivo,18.57,12.8,1.67,manter,pendente,
INV-00629,06-12-2025,WEGE3,industria,40.04,266394,9.14,9.13,4.34,0.69,moderado,13.05,0.91,3.43,venda,executado,
INV-00630,2025-03-20,MGLU3,mineracao,84.84,364676,13.63,25.29,4.49,1.08,agressivo,19.0,-6.06,1.5,comprar,procesado,
INV-00631,data_invalida,MGLU3,industria,181.69,154669,36.36,5.14,3.01,3.02,conservador,14.28,3.17,4.49,compra,executado,
INV-00632,2025-05-01,WEGE3,varejo,"25,12",301218,9.11,20.73,2.32,2.93,moderado,4.5,-2.27,4.2,manter,procesado,
INV-00633,2025-01-19,ITUB4,banco,174.89,395645,38.48,11.29,6.17,3.05,conservador,-16.37,8.06,2.04,vend,pendente,
INV-00634,2025-10-11,VALE3,energia,106.14,391541,32.82,23.2,8.37,3.75,conservador,-19.9,4.19,0.97,compra,pendente,
INV-00635,2025-09-24,ABEV3,energia,35.85,171551,25.46,8.93,0.19,1.66,agressivo,4.99,-8.77,1.33,comprar,pendente,
INV-00636,2025-04-06,WEGE3,energia,155.49,238068,21.47,12.75,5.31,3.01,moderado,-15.79,2.59,4.93,compra,executado,
INV-00637,2025-01-28,ABEV3,varejo,139.58,211020,32.36,19.92,1.31,2.49,conservador,19.13,5.6,2.14,venda,pendente,
INV-00638,2025-04-22,ABEV3,industria,111.09,321328,14.41,8.14,3.32,2.23,agressivo,1.4,1.5,3.92,comprar,procesado,
INV-00639,06-27-2025,PETR4,energia,"148,61",228394,21.01,28.12,2.44,1.73,agressivo,-0.43,3.1,0.7,vend,cancelado,
INV-00640,25/05/2025,ITUB4,industria,"104,67",404768,9.3,8.11,3.59,4.17,agressivo,22.11,8.63,0.56,compra,cancelado,
INV-00641,2025-04-02,ABEV3,energia,77.12,92882,25.66,12.96,7.01,3.9,agressivo,15.75,-9.3,2.31,manter,pendente,
INV-00642,09/05/2025,VALE3,mineracao,149.9,73105,16.85,25.87,6.21,4.2,conservador,-0.78,9.56,2.75,manter,pendente,
INV-00643,2025-01-11,ABEV3,industria,121.29,316523,33.53,13.91,4.34,3.28,conservador,20.65,2.4,2.43,compra,cancelado,
INV-00644,2025-02-28,MGLU3,industria,134.99,39176,31.77,27.56,2.48,0.76,conservador,-4.71,14.58,2.71,venda,cancelado,
INV-00645,13/06/2025,VALE3,varejo,66.59,161519,33.87,7.18,4.32,0.6,conservador,-16.56,13.33,0.67,manter,executado,
INV-00646,2025-07-13,MGLU3,banco,113.63,417056,31.95,17.65,4.48,1.18,conservador,12.18,-8.2,4.14,manter,executado,
INV-00647,2025-09-14,ITUB4,mineracao,18.22,357757,23.54,9.23,2.52,3.93,moderado,-7.7,9.88,0.93,venda,pendente,
INV-00648,06-28-2025,BBDC4,industria,53.27,90386,30.94,9.96,9.89,1.4,agressivo,-11.14,1.06,4.35,venda,executado,
INV-00649,06-30-2025,ABEV3,industria,46.11,196127,7.67,7.35,3.06,3.12,agressivo,-19.81,-2.43,0.27,comprar,executado,
INV-00650,10-24-2025,PETR4,mineracao,163.1,275140,21.43,15.47,1.59,1.66,conservador,17.36,-8.66,2.88,vend,procesado,
INV-00651,2025-08-21,BBDC4,mineracao,11.41,174664,38.75,20.98,3.96,4.6,agressivo,7.31,-6.14,4.31,manter,executado,
INV-00652,2025-06-20,BBDC4,mineracao,171.42,309219,24.85,8.94,0.95,4.95,agressivo,-0.72,-7.31,4.4,compra,cancelado,
INV-00653,2025-03-04,PETR4,banco,191.67,454235,30.17,23.78,0.1,3.41,conservador,22.63,-4.56,3.93,venda,cancelado,
INV-00654,2025-05-27,MGLU3,varejo,114.2,259904,37.13,16.58,5.54,3.31,conservador,-8.09,3.84,1.97,comprar,cancelado,
INV-00655,04-13-2025,ITUB4,energia,52.16,144309,15.1,10.98,8.32,1.07,agressivo,-5.28,1.88,0.61,manter,executado,
INV-00656,21/03/2025,BBDC4,energia,20.98,220049,34.55,22.98,9.17,2.86,conservador,-12.8,-7.1,3.73,manter,cancelado,
INV-00657,2025-04-05,ITUB4,varejo,197.81,362441,23.4,21.61,8.19,3.16,conservador,8.27,-6.63,0.79,compra,pendente,
INV-00658,2025-07-02,WEGE3,industria,28.35,442743,11.72,7.33,6.92,3.45,agressivo,-12.2,-4.16,4.02,manter,pendente,
INV-00659,2025-04-27,MGLU3,banco,120.03,201815,27.54,18.56,4.22,1.16,conservador,2.2,0.36,1.13,manter,procesado,
INV-00660,2025-01-28,BBDC4,industria,39.07,244155,8.89,15.03,6.27,0.88,moderado,20.61,-5.55,2.34,vend,pendente,
INV-00661,2025-04-30,BBDC4,banco,133.31,263313,35.34,28.6,5.99,1.91,moderado,22.3,12.99,1.98,comprar,pendente,
INV-00662,2025-07-25,MGLU3,mineracao,19.99,424535,25.53,15.99,2.63,3.41,agressivo,-4.92,2.06,4.44,venda,procesado,
INV-00663,2025-10-23,WEGE3,industria,145.09,104169,5.73,9.47,7.27,0.76,conservador,-2.22,14.94,2.44,manter,cancelado,
INV-00664,2025-07-17,BBDC4,mineracao,71.46,102906,17.94,25.42,2.62,4.4,conservador,-16.65,0.4,1.62,manter,executado,
INV-00665,02-19-2025,VALE3,industria,109.05,339001,24.55,21.41,1.09,1.24,moderado,2.14,5.53,1.58,manter,cancelado,
INV-00666,2025-06-20,ITUB4,industria,139.6,229202,36.21,18.8,3.36,5.0,moderado,-10.1,11.94,0.9,comprar,procesado,
INV-00667,2025-05-09,WEGE3,energia,181.67,81125,20.24,10.57,8.93,0.88,moderado,15.3,7.47,4.12,compra,pendente,
INV-00668,2025-03-09,ABEV3,banco,87.01,484680,17.84,24.09,6.87,2.77,conservador,6.91,13.98,3.4,vend,executado,
INV-00669,2025-02-20,MGLU3,varejo,65.51,99606,31.95,18.75,3.71,1.16,conservador,-9.52,-9.74,4.58,compra,cancelado,
INV-00670,2025-06-28,PETR4,mineracao,"172,5",394930,15.2,29.09,1.42,0.78,conservador,-0.28,9.95,1.98,venda,procesado,
INV-00671,2025-08-14,BBDC4,mineracao,35.96,495837,27.47,8.43,7.01,2.6,agressivo,1.21,-7.18,3.82,comprar,executado,
INV-00672,2025-06-25,PETR4,mineracao,24.44,351764,33.78,18.86,0.17,1.04,conservador,8.36,1.96,3.5,comprar,procesado,
INV-00673,data_invalida,PETR4,varejo,178.74,255658,19.74,16.58,9.62,3.39,moderado,2.71,-7.17,1.24,vend,pendente,
INV-00674,03-29-2025,WEGE3,energia,113.09,160661,15.48,11.0,7.73,2.4,conservador,8.03,-8.1,4.39,venda,pendente,
INV-00675,2025-05-23,WEGE3,banco,36.49,218138,9.58,19.71,3.27,1.82,moderado,-17.03,-2.89,4.88,vend,cancelado,
INV-00676,2025-04-15,BBDC4,mineracao,197.84,124450,32.81,13.67,0.1,3.49,moderado,14.33,7.66,2.93,vend,cancelado,
INV-00677,2025-10-01,BBDC4,banco,7.19,124225,33.83,24.89,6.78,3.21,conservador,5.13,10.84,3.47,manter,procesado,
INV-00678,18/06/2025,MGLU3,industria,61.12,457349,15.75,27.41,1.38,4.99,conservador,-8.51,4.33,3.72,vend,procesado,
INV-00679,2025-02-09,ABEV3,energia,40.32,357254,12.59,19.33,7.32,1.11,agressivo,12.16,-2.71,4.15,manter,procesado,
INV-00680,2025-04-11,PETR4,energia,9.7,41280,20.39,6.26,7.62,3.58,agressivo,-16.17,-2.53,3.82,compra,pendente,
INV-00681,26/06/2025,VALE3,energia,162.05,496866,16.45,14.71,3.47,2.09,conservador,-14.89,-9.64,3.3,vend,cancelado,
INV-00682,2025-09-07,PETR4,energia,105.23,442950,31.95,16.5,6.41,3.31,moderado,-11.13,-5.0,3.86,compra,executado,
INV-00683,2025-04-02,VALE3,banco,199.79,346624,20.52,6.78,1.38,0.56,moderado,5.99,1.03,0.64,manter,cancelado,
INV-00684,2025-07-04,MGLU3,energia,61.82,447892,11.05,7.78,9.05,0.58,moderado,-10.98,-9.23,2.15,compra,executado,
INV-00685,2025-01-29,BBDC4,energia,90.31,460669,26.2,10.02,7.25,3.95,conservador,-11.2,9.39,3.25,venda,pendente,
INV-00686,2025-08-27,MGLU3,energia,115.44,236889,31.88,17.55,9.93,1.24,conservador,-8.83,-8.32,2.82,compra,cancelado,
INV-00687,01-16-2025,VALE3,mineracao,126.04,422086,31.76,5.26,1.81,1.12,conservador,-16.57,1.63,4.83,manter,procesado,
INV-00688,2025-01-08,WEGE3,energia,"144,05",188100,27.28,7.93,9.23,4.55,moderado,8.52,-3.45,3.59,manter,pendente,
INV-00689,2025-02-13,PETR4,varejo,"186,42",497575,21.77,5.19,1.08,2.11,conservador,-8.91,7.08,2.18,venda,procesado,
INV-00690,2025-06-16,ITUB4,industria,"155,33",122543,5.42,23.07,4.1,2.96,agressivo,20.43,5.54,1.07,comprar,pendente,
INV-00691,20/01/2025,ITUB4,industria,63.07,182197,11.51,26.7,6.85,1.7,conservador,-18.12,1.22,4.98,compra,procesado,
INV-00692,data_invalida,MGLU3,banco,13.42,474069,6.39,27.52,2.53,1.37,moderado,-4.32,-5.95,4.21,manter,executado,
INV-00693,2025-06-21,VALE3,varejo,95.31,161706,33.64,22.45,1.75,0.53,agressivo,4.11,10.15,4.32,venda,executado,
INV-00694,07/09/2025,MGLU3,varejo,156.41,39648,11.17,8.76,3.55,4.93,conservador,-18.04,7.19,2.72,venda,cancelado,
INV-00695,data_invalida,BBDC4,banco,166.46,442018,19.03,22.45,2.43,4.16,conservador,9.04,4.57,3.97,venda,executado,
INV-00696,2025-09-28,ITUB4,mineracao,177.03,220957,22.02,28.01,3.35,0.85,moderado,-7.9,3.59,1.34,manter,pendente,
INV-00697,2025-07-19,WEGE3,industria,101.72,22071,20.48,26.32,6.19,3.43,agressivo,-9.61,5.23,3.14,venda,procesado,
INV-00698,2025-07-11,WEGE3,energia,114.62,1480,13.78,22.83,7.73,4.48,moderado,-6.68,2.73,0.79,venda,pendente,
INV-00699,2025-03-27,ABEV3,banco,"69,11",355557,32.32,23.37,5.55,4.72,conservador,3.81,2.99,3.16,comprar,procesado,
INV-00700,2025-03-16,ITUB4,banco,28.94,155116,12.27,6.88,9.8,1.16,conservador,8.08,-9.16,1.18,manter,cancelado,
INV-00701,2025-05-23,MGLU3,energia,77.11,412770,36.18,28.23,4.86,3.84,moderado,9.83,4.51,1.87,comprar,executado,
INV-00702,2025-05-16,VALE3,mineracao,58.4,105212,14.25,29.28,1.85,4.74,conservador,20.25,-8.08,3.98,manter,cancelado,
INV-00703,2025-06-26,VALE3,energia,113.36,214038,16.05,13.02,0.21,1.97,conservador,11.21,-4.48,4.87,compra,cancelado,
INV-00704,2025-04-29,VALE3,industria,53.42,212420,28.78,22.68,4.08,3.32,conservador,-7.64,-4.96,2.66,manter,pendente,
INV-00705,2025-07-23,ITUB4,industria,161.45,427976,33.05,19.2,0.64,1.28,agressivo,-8.71,9.96,2.25,venda,pendente,
INV-00706,29/04/2025,ABEV3,industria,123.58,146659,39.78,19.02,2.36,4.0,conservador,1.48,-2.36,0.91,manter,executado,
INV-00707,2025-06-06,ITUB4,energia,157.04,249611,26.18,15.66,2.05,3.08,conservador,-3.54,13.22,2.05,comprar,pendente,
INV-00708,2025-10-07,ABEV3,energia,105.69,485161,24.69,28.4,2.72,4.13,moderado,8.34,-9.51,1.09,comprar,pendente,
INV-00709,31/05/2025,BBDC4,banco,"146,15",176872,34.28,29.39,5.78,3.6,agressivo,-15.05,13.64,1.09,vend,procesado,
INV-00710,2025-05-10,MGLU3,banco,138.48,392890,7.02,19.21,9.81,4.29,moderado,-5.94,6.82,0.14,vend,executado,
INV-00711,data_invalida,ABEV3,industria,20.91,392329,35.6,21.71,0.32,2.21,moderado,-1.96,0.21,0.63,comprar,pendente,
INV-00712,2025-09-15,MGLU3,industria,19.83,95142,24.15,26.1,10.0,2.44,conservador,17.66,-2.44,0.88,venda,executado,
INV-00713,2025-04-16,MGLU3,energia,20.55,65956,22.27,12.88,4.98,2.04,conservador,-14.81,8.15,3.31,comprar,cancelado,
INV-00714,2025-06-14,ITUB4,mineracao,31.95,399852,13.65,24.26,0.31,1.61,conservador,-12.89,-6.14,4.47,compra,procesado,
INV-00715,2025-05-17,PETR4,energia,16.15,200822,15.98,14.51,2.12,2.42,moderado,-18.32,-6.81,0.12,vend,procesado,
INV-00716,2025-08-01,ITUB4,varejo,87.74,276614,33.48,17.29,7.83,3.09,moderado,-1.05,9.25,3.46,vend,pendente,
INV-00717,2025-07-02,WEGE3,varejo,"8,81",85917,36.07,23.12,0.8,1.16,moderado,14.66,6.44,0.39,compra,executado,
INV-00718,09/03/2025,BBDC4,energia,42.32,371159,32.47,28.62,9.37,3.83,moderado,17.94,7.94,4.99,manter,procesado,
INV-00719,21/10/2025,ITUB4,banco,48.73,246050,5.7,27.83,2.98,1.33,moderado,11.01,1.25,3.8,comprar,cancelado,
INV-00720,24/07/2025,ITUB4,energia,95.36,40040,16.78,11.65,7.09,1.53,conservador,-13.48,-4.17,2.23,compra,cancelado,
INV-00721,2025-06-13,BBDC4,energia,48.61,485624,12.07,24.56,8.78,4.0,conservador,16.05,-1.91,0.4,compra,procesado,
INV-00722,2025-09-02,VALE3,energia,129.15,375383,39.56,21.23,4.23,4.52,conservador,-3.82,7.94,2.18,vend,cancelado,
INV-00723,2025-06-29,BBDC4,banco,38.52,31402,9.81,7.86,7.67,4.74,moderado,-19.65,10.12,3.51,comprar,pendente,
INV-00724,2025-07-26,PETR4,banco,62.71,182853,11.0,23.55,1.32,4.14,moderado,13.45,12.49,3.55,comprar,cancelado,
INV-00725,2025-04-28,ITUB4,energia,70.25,38632,5.11,13.21,4.86,3.67,conservador,5.04,4.97,2.24,comprar,procesado,
INV-00726,2025-06-14,BBDC4,energia,44.39,425956,17.79,26.17,1.44,4.18,conservador,17.37,4.62,0.23,manter,executado,
INV-00727,data_invalida,VALE3,varejo,186.56,371436,9.24,24.99,0.17,4.43,conservador,-1.43,13.34,2.82,vend,pendente,
INV-00728,2025-10-24,WEGE3,banco,57.37,68234,11.7,18.72,3.9,4.94,agressivo,21.48,1.66,0.09,comprar,pendente,
INV-00729,2025-07-20,ABEV3,industria,"114,83",433382,13.96,17.37,2.31,1.49,conservador,21.7,-1.77,2.34,manter,pendente,
INV-00730,2025-03-04,VALE3,industria,52.35,58125,34.68,11.12,5.12,0.83,moderado,16.48,5.16,2.37,venda,executado,
INV-00731,2025-08-13,ITUB4,industria,170.7,277999,25.75,22.29,0.58,2.21,moderado,-4.22,12.82,2.58,vend,executado,
INV-00732,data_invalida,PETR4,industria,13.51,142112,16.43,23.47,9.45,3.95,moderado,13.91,14.12,0.39,comprar,pendente,
INV-00733,2025-09-14,ABEV3,industria,"130,72",380433,27.81,18.06,6.28,4.27,agressivo,-10.82,-6.32,0.76,venda,cancelado,
INV-00734,2025-08-10,MGLU3,varejo,"102,79",360256,31.73,27.16,7.57,2.4,agressivo,2.16,-8.18,1.79,comprar,procesado,
INV-00735,2025-06-22,BBDC4,varejo,175.05,356609,32.85,11.72,1.96,4.3,moderado,11.55,5.65,3.2,manter,executado,
INV-00736,2025-01-05,WEGE3,varejo,61.93,285607,9.56,16.18,5.56,4.75,agressivo,-18.71,2.15,4.35,manter,procesado,
INV-00737,2025-09-03,VALE3,varejo,140.14,407372,21.16,12.26,2.79,0.69,conservador,22.71,1.54,3.03,vend,executado,
INV-00738,2025-06-29,ITUB4,mineracao,197.51,211830,30.11,20.99,4.63,1.76,conservador,-1.12,-6.02,3.83,vend,cancelado,
INV-00739,2025-02-17,VALE3,varejo,60.67,208674,32.58,26.99,3.79,2.63,moderado,10.45,14.36,3.63,venda,pendente,
INV-00740,01-22-2025,BBDC4,banco,104.89,260318,30.6,17.01,7.44,4.57,agressivo,-1.21,-6.53,4.85,venda,procesado,
INV-00741,2025-03-18,WEGE3,varejo,110.15,296063,34.34,24.52,2.69,4.66,conservador,0.1,-1.66,1.19,comprar,executado,
INV-00742,01/08/2025,VALE3,mineracao,"162,79",422436,15.53,25.62,5.06,3.9,moderado,-12.25,-7.25,0.72,manter,pendente,
INV-00743,2025-03-17,PETR4,energia,82.0,21670,28.59,16.0,7.38,4.69,conservador,-18.03,-2.96,1.33,vend,cancelado,
INV-00744,2025-01-22,MGLU3,energia,149.62,150188,15.46,11.62,3.7,1.59,conservador,-0.11,-1.76,2.88,manter,executado,
INV-00745,2025-06-11,BBDC4,energia,145.13,420148,35.56,21.0,6.36,0.69,agressivo,-15.67,-6.86,4.16,manter,cancelado,
INV-00746,data_invalida,ABEV3,energia,54.45,374172,21.8,19.57,3.4,0.99,conservador,9.43,-1.24,3.51,vend,procesado,
INV-00747,09-16-2025,ITUB4,mineracao,167.22,194518,6.12,8.39,9.31,1.26,moderado,14.79,14.16,3.41,compra,cancelado,
INV-00748,2025-09-08,MGLU3,varejo,9.72,461336,17.73,11.7,8.08,2.08,conservador,-17.82,5.59,3.8,manter,pendente,
INV-00749,2025-05-07,MGLU3,varejo,82.26,52293,26.26,26.69,1.79,1.92,conservador,19.6,-8.74,0.39,comprar,executado,
INV-00750,2025-07-09,VALE3,varejo,20.56,100705,9.76,17.46,9.66,4.12,conservador,-4.42,12.52,2.48,venda,pendente,
INV-00751,2025-05-04,ABEV3,mineracao,83.49,54265,6.04,8.33,4.9,2.53,moderado,12.25,-4.37,3.47,venda,procesado,
INV-00752,2025-09-19,VALE3,mineracao,132.3,233200,35.28,23.22,7.01,4.68,conservador,4.35,13.54,4.16,compra,pendente,
INV-00753,2025-07-16,PETR4,mineracao,17.04,69077,29.13,22.41,6.47,2.02,agressivo,15.75,-8.8,3.0,venda,pendente,
INV-00754,2025-10-18,ABEV3,mineracao,136.39,386623,7.24,29.81,0.11,2.05,moderado,-7.32,7.91,3.14,compra,procesado,
INV-00755,2025-01-15,ABEV3,mineracao,58.24,135610,29.26,25.31,4.77,4.98,conservador,-15.61,3.19,4.33,manter,cancelado,
INV-00756,2025-05-28,WEGE3,industria,"25,21",472759,23.84,14.35,8.71,1.74,moderado,-14.15,-8.52,3.54,venda,cancelado,
INV-00757,2025-04-08,MGLU3,industria,184.44,339966,21.4,5.37,5.16,1.49,conservador,15.74,3.5,2.17,vend,cancelado,
INV-00758,2025-02-27,WEGE3,banco,155.21,123813,38.81,24.88,1.37,2.5,agressivo,-2.98,10.63,4.99,manter,cancelado,
INV-00759,2025-06-04,WEGE3,mineracao,181.79,428023,39.06,20.94,0.64,2.18,moderado,-13.27,10.22,0.93,manter,executado,
INV-00760,28/09/2025,PETR4,industria,81.86,473658,16.99,12.12,2.63,0.91,agressivo,22.55,8.25,4.19,compra,procesado,
INV-00761,2025-09-01,VALE3,varejo,"103,81",62599,38.29,28.46,5.89,1.16,conservador,-19.31,-1.15,1.49,comprar,pendente,
INV-00762,2025-10-05,VALE3,energia,"79,46",7105,6.09,22.09,5.37,4.45,moderado,6.74,14.76,0.5,compra,cancelado,
INV-00763,03-03-2025,PETR4,energia,6.26,178197,17.2,19.87,0.32,4.85,conservador,-14.88,2.43,3.67,venda,pendente,
INV-00764,2025-09-30,VALE3,mineracao,"72,92",409904,25.73,24.84,7.47,3.36,conservador,-17.3,9.52,3.69,comprar,cancelado,
INV-00765,2025-10-17,BBDC4,energia,"192,89",211597,18.14,12.65,3.96,1.69,conservador,-13.55,1.27,2.63,venda,executado,
INV-00766,2025-02-08,WEGE3,banco,83.19,425532,15.57,7.43,1.87,2.74,agressivo,24.99,10.28,2.83,compra,procesado,
INV-00767,2025-04-15,ITUB4,banco,117.03,151280,27.14,8.98,9.84,1.86,moderado,3.12,-6.59,3.36,venda,cancelado,
INV-00768,2025-09-18,VALE3,industria,161.94,92298,20.4,24.69,7.23,1.92,conservador,-0.08,4.36,1.59,compra,pendente,
INV-00769,2025-02-11,MGLU3,industria,52.88,210820,28.83,20.83,8.55,2.42,moderado,-7.35,8.64,3.42,venda,procesado,
INV-00770,2025-10-16,WEGE3,industria,"21,6",460290,20.97,15.66,2.26,2.95,conservador,-3.07,-8.54,0.68,manter,executado,
INV-00771,2025-03-23,BBDC4,varejo,46.15,122660,11.22,23.1,2.6,4.39,agressivo,17.11,13.8,4.03,comprar,procesado,
INV-00772,2025-08-18,WEGE3,energia,174.15,478195,16.8,25.29,4.11,0.6,moderado,-15.8,-0.49,2.04,manter,pendente,
INV-00773,02/09/2025,MGLU3,energia,"199,86",124990,38.51,9.04,6.66,2.74,conservador,5.47,9.43,0.51,venda,procesado,
INV-00774,data_invalida,ITUB4,industria,85.62,209693,26.19,8.1,0.84,3.04,conservador,4.94,9.35,0.75,vend,pendente,
INV-00775,2025-02-28,MGLU3,energia,"51,71",388655,28.18,17.7,1.22,1.94,conservador,22.53,-1.16,4.51,vend,pendente,
INV-00776,2025-06-03,ABEV3,varejo,"193,14",476977,22.58,20.69,3.4,1.74,agressivo,-12.9,8.95,1.59,vend,cancelado,
INV-00777,2025-05-01,MGLU3,energia,191.94,17636,16.87,17.16,9.68,4.37,moderado,0.52,11.53,4.77,comprar,procesado,
INV-00778,2025-08-13,BBDC4,banco,160.39,71957,6.02,6.19,6.69,2.66,moderado,-13.08,-8.32,1.29,comprar,procesado,
INV-00779,2025-07-13,VALE3,mineracao,52.75,167069,16.4,25.5,2.54,1.19,agressivo,-10.8,-0.26,3.99,compra,cancelado,
INV-00780,2025-03-05,VALE3,industria,121.42,267624,16.27,29.63,9.94,1.98,agressivo,4.03,11.35,1.35,manter,executado,
INV-00781,2025-10-25,MGLU3,energia,5.6,245758,5.91,21.82,1.11,3.73,conservador,-11.54,-4.22,3.98,venda,procesado,
