registro_id,data_ocorrencia,cidade,uf,bairro,latitude,longitude,canal_registro,tipo_ocorrencia,tempo_espera_min,tempo_preenchimento_bo_min,atendentes_disponiveis,turno,status_inquerito,tempo_resolucao_dias,bo_online_iniciado,bo_online_concluido,abandono_formulario,avaliacao_atendimento,chamados_190,bo_registrados,prioridade_triagem,status_registro,observacao
DD-00465,28/10/2025,Curitiba,PR,Centro,-25.502109,"-49,266908",site,ameaca,1,22,4,tarde,,38,sim,nao,sim,"4,43",29,19,media,cancelado,
DD-00466,2025-04-20,Campinas,SP,Industrial,-22.85547,-47.112792,app,outros,21,28,1,noite,aberto,60,sim,nao,sim,4.16,40,20,alta,validado,
DD-00467,2025-05-19,São Paulo,SP,Industrial,-23.491329,-46.674883,presencial,furto,60,5,3,tarde,procesado,29,sim,nao,sim,2.95,17,13,baixa,validado,
DD-00468,2025-08-19,Campinas,SP,Boa Vista,-22.934992,"-47,00676",presencial,furto,25,5,3,madrugada,concluido,76,sim,sim,nao,"4,85",30,19,alta,cancelado,
DD-00469,2025-09-12,Uberlândia,MG,Planalto,-18.929147,"-48,240614",site,furto,5,20,5,noite,arquivado,39,sim,sim,nao,4.07,8,3,baixa,,
DD-00470,2025-04-01,São Paulo,SP,Planalto,"-23,584245",-46.667916,site,perda_documento,3,20,4,manha,arquivado,0,nao,nao,nao,5,5,3,alta,,
DD-00471,2025-10-26,uberlândia,MG,Centro,-18.970074,-48.317093,app,fraude_online,7,23,4,madrugada,aberto,8,sim,nao,sim,1.65,33,29,urgente,,
DD-00472,2025-10-17,Uberaba,mg,Jardim America,-19.757289,-47.982573,presencial,furto,66,23,3,manha,,41,sim,sim,nao,"2,95",24,16,alta,,
DD-00473,2025-08-06,Belo Horizonte,MG,Planalto,-19.93039,"-43,857813",presencial,fraude on-line,66,12,2,madrugada,,30,sim,sim,nao,5,42,34,baixa,cancelado,
DD-00474,2025-02-25,Uberaba,MG,Centro,-19.816292,-48.009884,app,fraude_online,9,21,2,tarde,,32,nao,nao,nao,3.75,8,7,media,validado,
DD-00475,06/05/2025,Campinas,SP,Santa Maria,-22.960244,-47.065147,presencial,ameaca,52,8,3,noite,aberto,9,sim,sim,nao,2.23,35,27,alta,cancelado,
DD-00476,03-21-2025,belo horizonte,MG,Santa Maria,-19.963958,-43.88008,presencial,furto,27,26,3,noite,arquivado,20,nao,nao,nao,3.81,31,15,media,validado,
DD-00477,2025-08-18,Salvador,BA,Planalto,-13.006728,-38.553119,presencial,fraude_online,18,14,3,tarde,,45,sim,sim,nao,"2,19",33,27,baixa,pendente,
DD-00478,25/10/2025,goiânia,GO,Santa Maria,"-16,763568",-49.338211,presencial,perda_documento,22,21,3,noite,concluido,4,nao,nao,nao,"3,49",4,2,baixa,,
DD-00479,06/10/2025,Goiânia,GO,Boa Vista,"-16,71513",-49.320447,presencial,fraude_online,1,13,3,noite,concluido,20,sim,nao,sim,"4,64",31,22,baixa,cancelado,
DD-00480,2025-07-15,Uberaba,MG,Santa Maria,"-19,688032","-47,92755",presencial,ameaca,0,31,5,madrugada,concluido,11,sim,nao,sim,"3,21",10,4,baixa,,
DD-00481,2025-01-18,Uberaba,MG,Boa Vista,-19.688415,-47.891536,app,fraude_online,19,30,3,manha,arquivado,75,sim,sim,nao,3.4,27,21,media,,
DD-00482,2025-08-18,Campinas,SP,Industrial,-22.967712,-47.024508,presencial,ameaca,50,20,2,tarde,aberto,105,sim,nao,sim,2.04,19,9,media,procesado,
DD-00483,02-16-2025,Goiânia,GO,Planalto,-16.607039,-49.279965,presencial,ameaca,97,8,4,manha,arquivado,0,nao,nao,nao,3.53,36,27,baixa,procesado,
DD-00484,03-24-2025,Salvador,BA,Universitario,-13.007844,-38.470122,presencial,furto,47,40,2,noite,arquivado,56,sim,sim,nao,4.9,38,16,media,procesado,
DD-00485,2025-05-03,Campinas,SP,Centro,-22.980785,-47.051362,app,fraude_online,15,23,6,tarde,em_andamento,61,nao,nao,nao,2.04,62,41,media,validado,
DD-00486,2025-08-17,Belo Horizonte,mg,Planalto,-19.943986,-43.920613,site,roubo_celular,6,31,4,manha,procesado,40,nao,nao,nao,"2,47",35,12,baixa,procesado,
DD-00487,2025-02-12,Belo Horizonte,MG,Boa Vista,"-19,980744",-43.901994,presencial,roubo_celular,,25,1,tarde,aberto,11,sim,nao,sim,4.96,5,3,alta,pendente,
DD-00488,2025-03-17,Belo Horizonte,mg,Santa Maria,-19.934233,"-44,000192",site,perda_doc,6,47,3,noite,concluido,61,sim,sim,nao,"1,46",19,11,media,,
DD-00489,data_invalida,Goiânia,GO,Planalto,-16.615791,-49.20765,presencial,ameaca,51,19,3,manha,procesado,0,sim,sim,nao,4.13,39,23,baixa,cancelado,
DD-00490,2025-03-01,Belo Horizonte,MG,Boa Vista,-19.90658,-44.011701,site,roubo_celular,16,15,2,manha,em_andamento,76,sim,sim,nao,4.03,38,20,baixa,validado,
DD-00491,2025-07-29,goiânia,GO,Universitario,-16.641405,"-49,272129",presencial,fraude_online,29,26,2,madrugada,em_andamento,0,sim,nao,sim,"3,79",20,12,baixa,cancelado,
DD-00492,2025-05-08,São Paulo,sp,Santa Maria,-23.616575,-46.624291,presencial,perda_documento,38,16,6,tarde,,14,sim,nao,sim,2.86,54,28,baixa,procesado,
DD-00493,2025-07-25,São Paulo,SP,Santa Maria,-23.48257,-46.670255,presencial,furto,20,17,4,noite,,65,nao,nao,nao,"3,54",28,24,alta,procesado,
DD-00494,2025-04-16,Goiânia,GO,Santa Maria,-16.659162,-49.290398,presencial,furto,10,5,4,noite,em_andamento,42,sim,sim,nao,2.06,0,0,baixa,validado,
DD-00495,2025-01-13,São Paulo,SP,Planalto,"-23,603831",-46.593713,site,fraude_online,1,36,3,tarde,,19,sim,sim,nao,3.95,22,15,baixa,cancelado,
DD-00496,2025-08-13,Uberaba,MG,Boa Vista,"-19,667221",-47.889379,presencial,ameaca,13,38,6,madrugada,aberto,0,sim,sim,nao,2.72,28,13,baixa,cancelado,
DD-00497,2025-07-24,Uberaba,MG,Planalto,-19.788673,-47.921716,site,ameaca,4,25,5,tarde,procesado,33,nao,nao,nao,4.74,40,32,media,,
DD-00498,2025-02-25,Uberaba,MG,Planalto,-19.80482,-47.997697,site,furto,16,19,5,madrugada,procesado,35,sim,sim,nao,2.06,16,14,baixa,pendente,
DD-00499,2025-02-22,Salvador,BA,Santa Maria,-13.043968,-38.572987,site,fraude_online,1,11,4,tarde,arquivado,98,sim,sim,nao,4.58,30,26,baixa,cancelado,
DD-00500,2025-09-28,Salvador,BA,Planalto,"-12,946358",-38.546562,presencial,roubo_celular,69,34,2,manha,em_andamento,77,nao,nao,nao,"3,69",30,26,media,,
DD-00501,2025-03-31,Campinas,SP,Planalto,"-22,969778",-47.054815,site,fraude_online,7,15,3,manha,concluido,6,sim,nao,sim,3.19,12,7,baixa,procesado,
DD-00502,2025-01-06,Uberlândia,MG,Centro,-18.989133,-48.304734,presencial,ameaca,45,11,1,manha,concluido,24,sim,sim,nao,5,46,40,urgente,procesado,
DD-00503,2025-07-08,Belo Horizonte,MG,Morumbi,"-19,968707","-43,974749",presencial,roubo_celular,41,9,1,tarde,aberto,39,nao,nao,nao,1.42,27,20,alta,validado,
DD-00504,2025-01-28,são paulo,SP,Morumbi,-23.616695,-46.57818,app,fraude on-line,,10,4,noite,aberto,22,sim,sim,nao,2.66,2,1,media,cancelado,
DD-00505,2025-01-02,Curitiba,PR,Industrial,-25.384962,-49.33323,presencial,ameaca,0,20,1,madrugada,aberto,32,sim,nao,sim,3.7,22,13,baixa,cancelado,
DD-00506,2025-01-06,São Paulo,SP,Jardim America,-23.610023,-46.618791,presencial,perda_documento,73,36,5,tarde,arquivado,98,sim,nao,sim,3.46,40,22,baixa,pendente,
DD-00507,2025-08-14,uberlândia,MG,Centro,-18.871554,-48.267383,site,furto,13,16,1,madrugada,arquivado,2,sim,sim,nao,3.09,0,0,media,pendente,
DD-00508,2025-04-25,São Paulo,SP,Morumbi,-23.621472,-46.710085,totem,furto,74,21,4,manha,procesado,60,sim,sim,nao,3.36,14,11,baixa,cancelado,
DD-00509,2025-06-08,Uberaba,MG,Santa Maria,-19.700065,-48.002557,presencial,ameaca,14,13,4,manha,,28,nao,nao,nao,5,13,5,baixa,validado,
DD-00510,01-22-2025,São Paulo,SP,Morumbi,-23.538917,-46.603284,site,fraude_online,12,23,5,manha,concluido,0,sim,sim,nao,2.23,21,17,baixa,pendente,
DD-00511,2025-08-02,Goiânia,GO,Centro,"-16,71285",-49.344492,site,furto,6,21,6,noite,aberto,49,sim,sim,nao,3.73,42,33,media,,
DD-00512,2025-05-24,Uberaba,mg,Santa Maria,-19.748054,-47.940224,presencial,roubo celular,38,32,5,manha,arquivado,1,sim,nao,sim,3.61,30,15,baixa,cancelado,
DD-00513,2025-04-24,Salvador,BA,Universitario,-13.009167,-38.489905,presencial,perda_documento,101,28,2,manha,concluido,0,sim,nao,sim,2.53,16,10,media,,
DD-00514,2025-02-08,Uberaba,MG,Jardim America,-19.75148,-47.989719,presencial,furto,74,19,2,manha,procesado,67,sim,nao,sim,4.03,0,0,alta,cancelado,
DD-00515,05/08/2025,Campinas,SP,Universitario,-22.85643,"-47,109775",presencial,fraude_online,63,27,4,tarde,concluido,24,nao,nao,nao,5,25,21,media,,
DD-00516,2025-05-09,Curitiba,PR,Jardim America,"-25,468896",-49.315189,presencial,furto,29,32,1,tarde,arquivado,59,sim,sim,nao,"2,44",11,8,baixa,pendente,
DD-00517,2025-06-15,Campinas,SP,Morumbi,"-22,95299",-47.073101,presencial,furto,63,21,1,manha,arquivado,56,sim,sim,nao,4.83,0,0,alta,pendente,
DD-00518,2025-01-13,Goiânia,GO,Planalto,-16.720353,"-49,333823",presencial,fraude_online,74,17,1,manha,em_andamento,0,nao,nao,nao,4.6,52,41,alta,pendente,
DD-00519,data_invalida,Belo Horizonte,MG,Morumbi,-19.943486,"-43,997328",app,fraude_online,21,2,4,tarde,procesado,85,sim,sim,nao,3.69,0,0,media,cancelado,
DD-00520,2025-07-13,Uberaba,MG,Santa Maria,-19.821144,-47.932322,presencial,perda_documento,80,33,3,noite,procesado,45,sim,sim,nao,3.01,3,1,alta,pendente,
DD-00521,2025-01-08,Uberaba,MG,Jardim America,-19.764609,-47.902909,presencial,roubo celular,82,24,2,madrugada,aberto,0,sim,sim,nao,3.35,27,22,baixa,validado,
DD-00522,data_invalida,Curitiba,PR,Industrial,-25.500648,-49.26225,presencial,outros,17,20,3,madrugada,aberto,63,nao,nao,nao,3.21,2,1,media,cancelado,
DD-00523,2025-06-20,uberlândia,MG,Morumbi,-18.863368,-48.244277,presencial,perda_documento,43,29,6,manha,arquivado,0,sim,sim,nao,"3,06",25,21,baixa,,
DD-00524,2025-01-13,Campinas,SP,Jardim America,-22.849579,-47.033661,presencial,fraude_online,74,29,3,noite,,50,sim,sim,nao,0.95,11,4,media,,
DD-00525,2025-09-07,Belo Horizonte,MG,Jardim America,-19.951162,-44.001608,presencial,furto,78,15,4,madrugada,aberto,26,sim,sim,nao,2.99,17,12,baixa,validado,
DD-00526,2025-01-17,Salvador,BA,Industrial,-12.986959,-38.428435,presencial,furto,59,13,5,manha,concluido,80,sim,sim,nao,3.31,4,3,media,,
DD-00527,2025-08-08,Campinas,SP,Boa Vista,-22.858442,-47.081058,presencial,roubo_celular,78,27,4,noite,,91,sim,sim,nao,3.73,37,32,media,procesado,
DD-00528,2025-03-21,Goiânia,GO,Universitario,-16.726905,-49.329455,site,perda_documento,9,28,1,tarde,concluido,47,nao,nao,nao,2.88,42,34,alta,procesado,
DD-00529,2025-02-24,Uberaba,MG,Universitario,-19.721302,-47.934555,presencial,perda_documento,29,32,2,noite,procesado,43,sim,sim,nao,5,22,16,baixa,pendente,
DD-00530,2025-02-13,Uberlândia,MG,Jardim America,-18.912318,"-48,272616",site,roubo_celular,7,26,2,noite,aberto,41,sim,sim,nao,3.6,14,7,media,cancelado,
DD-00531,2025-02-28,Belo Horizonte,MG,Boa Vista,-19.98041,"-43,910078",app,fraude_online,7,22,4,manha,concluido,43,sim,nao,sim,2.29,25,16,media,,
DD-00532,2025-06-12,São Paulo,SP,Santa Maria,-23.518456,-46.65194,site,furto,9,12,1,noite,em_andamento,19,sim,sim,nao,3.22,43,30,media,pendente,
DD-00533,2025-03-28,Curitiba,PR,Santa Maria,-25.475003,-49.271759,site,furto,0,13,4,tarde,em_andamento,66,sim,nao,sim,2.23,48,26,baixa,cancelado,
DD-00534,28/02/2025,Uberlândia,MG,Planalto,"-18,922044","-48,29051",site,roubo_celular,1,23,7,noite,,110,nao,nao,nao,2.97,37,28,baixa,pendente,
DD-00535,2025-08-07,Belo Horizonte,MG,Jardim America,-19.969469,-43.947647,totem,furto,55,21,2,manha,,100,nao,nao,nao,4.44,33,13,baixa,cancelado,
DD-00536,2025-05-21,Uberlândia,MG,Centro,-18.979837,-48.287397,presencial,furto,80,6,1,noite,procesado,9,nao,nao,nao,3.13,17,11,baixa,procesado,
DD-00537,2025-04-22,Salvador,BA,Centro,"-12,936078",-38.440259,presencial,furto,60,11,2,manha,,73,sim,sim,nao,4.05,26,19,baixa,validado,
DD-00538,2025-04-16,Goiânia,go,Santa Maria,-16.6166,-49.339196,presencial,furto,5,2,5,manha,em_andamento,12,sim,nao,sim,3.47,34,28,baixa,,
DD-00539,2025-01-12,Belo Horizonte,MG,Boa Vista,-19.944901,-43.873667,presencial,fraude_online,29,2,1,noite,concluido,34,sim,nao,sim,3.81,12,5,media,,
DD-00540,2025-04-07,Curitiba,PR,Universitario,-25.360171,-49.207216,presencial,fraude_online,12,35,6,tarde,em_andamento,60,nao,nao,nao,4.08,14,10,media,procesado,
DD-00541,2025-06-17,Goiânia,go,Jardim America,-16.709368,-49.216925,presencial,furto,66,18,4,tarde,em_andamento,28,sim,sim,nao,"3,94",69,40,baixa,pendente,
DD-00542,2025-08-25,Curitiba,pr,Santa Maria,-25.448134,-49.339511,site,ameaca,18,11,3,manha,concluido,39,nao,nao,nao,"3,17",35,18,baixa,validado,
DD-00543,2025-06-10,Campinas,SP,Planalto,-22.945231,-47.110869,app,perda_documento,8,13,5,tarde,procesado,0,sim,sim,nao,3.08,28,19,media,cancelado,
DD-00544,2025-04-01,Campinas,sp,Boa Vista,-22.872893,-47.099514,presencial,perda_documento,83,19,6,tarde,em_andamento,92,sim,sim,nao,4.44,6,3,baixa,,
DD-00545,2025-04-18,São Paulo,sp,Santa Maria,-23.594783,-46.700401,presencial,furto,,12,2,noite,,18,nao,nao,nao,3.84,33,12,baixa,pendente,
DD-00546,2025-06-13,Uberaba,MG,Boa Vista,-19.74913,-47.962884,presencial,perda_documento,63,13,1,manha,procesado,29,sim,sim,nao,3.71,17,15,baixa,,
DD-00547,2025-05-11,Salvador,BA,Industrial,"-12,928172",-38.484989,app,perda_documento,11,22,3,tarde,procesado,25,sim,sim,nao,1.8,44,21,alta,validado,
DD-00548,2025-03-12,São Paulo,SP,Industrial,-23.617408,-46.553319,site,roubo_celular,11,13,5,noite,em_andamento,3,sim,sim,nao,5,1,0,baixa,validado,
DD-00549,10-04-2025,Salvador,ba,Industrial,-12.940059,-38.542138,presencial,perda_doc,68,16,3,noite,concluido,36,sim,nao,sim,3.62,1,0,alta,,
DD-00550,2025-01-06,Campinas,SP,Universitario,-22.967551,-47.139054,presencial,perda_doc,37,20,2,manha,arquivado,91,sim,nao,sim,3.42,37,20,baixa,validado,
DD-00551,06-10-2025,Campinas,SP,Centro,-22.946809,"-47,071373",presencial,ameaca,77,29,3,manha,arquivado,37,sim,sim,nao,1.79,16,11,baixa,procesado,
DD-00552,2025-10-06,uberaba,MG,Universitario,-19.766558,-47.880142,presencial,roubo_celular,0,30,7,manha,em_andamento,88,sim,sim,nao,3.5,55,19,baixa,cancelado,
DD-00553,2025-07-08,Campinas,SP,Jardim America,-22.958865,-47.118544,presencial,fraude_online,71,18,4,madrugada,concluido,25,sim,sim,nao,"2,56",33,27,baixa,procesado,
DD-00554,2025-08-01,Salvador,BA,Industrial,-12.94374,-38.55513,site,perda_documento,9,25,6,tarde,concluido,37,sim,sim,nao,4.29,44,39,media,validado,
DD-00555,08-18-2025,Belo Horizonte,MG,Santa Maria,-19.982374,"-43,86689",totem,fraude on-line,1,28,4,tarde,aberto,34,sim,sim,nao,2.62,8,5,alta,validado,
DD-00556,2025-02-23,Uberaba,MG,Centro,-19.68361,"-47,951881",site,fraude on-line,13,8,3,manha,arquivado,13,sim,nao,sim,"2,43",0,0,alta,validado,
DD-00557,2025-05-10,Uberaba,MG,Jardim America,"-19,690656",-47.890085,app,furto,10,30,3,manha,arquivado,0,sim,sim,nao,"3,58",31,18,alta,procesado,
DD-00558,2025-08-29,Campinas,SP,Morumbi,-22.930272,-47.071125,presencial,roubo_celular,42,9,7,noite,concluido,8,sim,nao,sim,3.44,29,11,baixa,validado,
DD-00559,14/02/2025,Salvador,BA,Morumbi,-12.910558,-38.573229,presencial,furto,70,23,4,madrugada,em_andamento,102,sim,sim,nao,"2,38",26,20,media,procesado,
DD-00560,30/04/2025,curitiba,PR,Morumbi,-25.408926,-49.24476,site,roubo_celular,11,18,4,tarde,procesado,10,sim,sim,nao,5,83,55,baixa,pendente,
DD-00561,2025-02-23,Belo Horizonte,MG,Jardim America,-19.965052,-43.869871,presencial,furto,3,28,2,noite,concluido,75,sim,nao,sim,3.06,23,16,baixa,cancelado,
DD-00562,2025-06-01,Uberlândia,MG,Santa Maria,-18.970516,"-48,345228",site,furto,5,4,4,tarde,concluido,0,sim,nao,sim,5,20,17,media,cancelado,
DD-00563,2025-02-15,uberlândia,MG,Morumbi,"-18,961522",-48.253054,site,furto,0,30,5,tarde,aberto,29,sim,sim,nao,3.35,27,16,media,cancelado,
DD-00564,04-16-2025,Goiânia,GO,Boa Vista,"-16,657275","-49,198954",presencial,outros,14,18,3,manha,procesado,78,sim,nao,sim,2.29,9,4,alta,pendente,
DD-00565,2025-02-07,São Paulo,SP,Centro,-23.566931,-46.628999,site,furto,8,35,1,noite,procesado,97,sim,sim,nao,4.36,17,6,baixa,validado,
DD-00566,2025-04-05,Salvador,ba,Jardim America,-13.04741,-38.439764,totem,fraude_online,0,35,1,tarde,procesado,72,nao,nao,nao,4.27,21,16,alta,pendente,
DD-00567,2025-05-27,Uberlândia,MG,Industrial,"-18,855751",-48.355704,presencial,furto,17,12,7,tarde,procesado,13,sim,sim,nao,3.63,51,36,urgente,,
DD-00568,2025-02-18,Uberlândia,MG,Jardim America,-18.880663,"-48,227593",presencial,ameaca,52,18,6,madrugada,procesado,58,nao,nao,nao,3.74,42,32,baixa,cancelado,
DD-00569,2025-05-17,goiânia,GO,Santa Maria,-16.666022,-49.277749,presencial,perda_doc,102,7,7,madrugada,em_andamento,7,nao,nao,nao,"1,59",20,16,baixa,pendente,
DD-00570,2025-09-04,Curitiba,pr,Industrial,"-25,46699",-49.233019,site,furto,19,12,5,manha,,32,sim,sim,nao,"3,91",17,10,media,procesado,
DD-00571,2025-04-07,São Paulo,SP,Planalto,-23.597695,-46.620845,totem,fraude_online,15,11,6,manha,,37,sim,sim,nao,3.53,66,31,baixa,validado,
DD-00572,2025-08-02,Uberlândia,MG,Jardim America,-18.98911,-48.250162,site,fraude_online,12,19,4,tarde,aberto,32,nao,nao,nao,3.43,19,17,baixa,,
DD-00573,2025-07-08,São Paulo,SP,Santa Maria,-23.489077,-46.656386,presencial,fraude_online,67,15,7,noite,arquivado,56,sim,sim,nao,2.99,22,19,baixa,pendente,
DD-00574,2025-03-28,uberlândia,MG,Centro,-18.902995,"-48,29995",presencial,fraude_online,49,28,7,tarde,arquivado,39,sim,sim,nao,5,38,29,media,procesado,
DD-00575,2025-06-01,Uberaba,MG,Morumbi,-19.789659,-47.935397,app,furto,0,26,1,manha,procesado,85,sim,sim,nao,4.44,48,31,baixa,cancelado,
DD-00576,2025-02-15,Goiânia,GO,Santa Maria,-16.72174,-49.273392,site,fraude_online,17,4,3,tarde,aberto,20,sim,sim,nao,3.57,30,19,baixa,cancelado,
DD-00577,2025-07-12,Goiânia,GO,Industrial,"-16,712861",-49.324355,presencial,fraude_online,37,24,7,noite,arquivado,70,nao,nao,nao,3.66,36,26,media,procesado,
DD-00578,2025-06-17,São Paulo,SP,Morumbi,-23.57342,-46.557411,totem,fraude_online,54,12,4,madrugada,,0,sim,nao,sim,3.44,20,15,baixa,,
DD-00579,2025-07-23,São Paulo,SP,Universitario,-23.482718,"-46,601738",totem,fraude_online,114,18,4,manha,procesado,39,sim,sim,nao,"4,16",20,15,baixa,pendente,
DD-00580,08/07/2025,curitiba,PR,Jardim America,-25.431977,-49.201799,presencial,fraude_online,0,18,3,manha,arquivado,26,nao,nao,nao,2.76,1,0,baixa,validado,
DD-00581,2025-09-20,Salvador,ba,Universitario,"-13,004726",-38.450982,site,roubo_celular,4,18,4,manha,aberto,0,sim,sim,nao,4.25,15,12,media,procesado,
DD-00582,2025-01-13,Salvador,BA,Boa Vista,-13.049411,-38.519923,presencial,perda_documento,79,21,4,manha,aberto,38,sim,sim,nao,2.31,8,3,baixa,,
DD-00583,2025-05-25,Uberlândia,MG,Industrial,-18.841825,-48.343192,presencial,fraude_online,83,21,1,tarde,concluido,47,sim,sim,nao,3.7,34,28,alta,pendente,
DD-00584,2025-08-26,Curitiba,PR,Morumbi,-25.44621,-49.30185,site,perda_documento,3,23,2,manha,arquivado,49,sim,sim,nao,3.02,25,12,baixa,cancelado,
DD-00585,2025-10-23,Uberlândia,MG,Industrial,"-18,914885",-48.309154,presencial,roubo celular,51,35,3,noite,em_andamento,86,sim,sim,nao,4.25,28,22,baixa,,
DD-00586,2025-10-22,Campinas,sp,Centro,-22.835614,-47.139622,presencial,fraude_online,0,6,6,tarde,arquivado,30,nao,nao,nao,4.26,13,5,media,,
DD-00587,2025-10-20,Goiânia,GO,Santa Maria,-16.702873,"-49,215974",presencial,fraude_online,0,38,6,noite,procesado,27,sim,nao,sim,4.36,28,20,baixa,pendente,
DD-00588,2025-05-15,Curitiba,PR,Morumbi,-25.482889,-49.307941,site,roubo_celular,,21,1,manha,procesado,112,sim,nao,sim,"3,87",43,36,alta,procesado,
DD-00589,2025-07-24,Goiânia,go,Morumbi,-16.63211,-49.333193,presencial,fraude_online,29,32,2,tarde,aberto,78,sim,nao,sim,"0,46",3,2,media,,
DD-00590,2025-09-24,Uberlândia,MG,Boa Vista,-18.862157,-48.304655,presencial,perda_documento,67,25,2,manha,arquivado,27,sim,sim,nao,1.75,10,8,media,cancelado,
DD-00591,2025-02-25,Curitiba,PR,Boa Vista,-25.428046,-49.268908,presencial,furto,27,43,1,tarde,concluido,109,sim,sim,nao,5,19,15,baixa,cancelado,
DD-00592,2025-09-12,Campinas,SP,Universitario,-22.874633,-47.052614,presencial,roubo_celular,18,14,6,manha,arquivado,65,nao,nao,nao,"2,42",20,15,baixa,,
DD-00593,01-19-2025,São Paulo,SP,Planalto,-23.484253,-46.667056,app,furto,3,23,3,tarde,procesado,77,sim,sim,nao,4.72,37,14,baixa,,
DD-00594,2025-06-19,Belo Horizonte,MG,Santa Maria,-19.89478,-43.864425,site,perda_documento,24,16,4,tarde,procesado,47,sim,sim,nao,3.64,46,29,baixa,pendente,
DD-00595,13/03/2025,Goiânia,GO,Planalto,-16.714254,-49.316245,presencial,roubo_celular,98,30,2,madrugada,procesado,56,sim,sim,nao,1.53,19,16,baixa,,
DD-00596,2025-04-29,Uberlândia,MG,Centro,"-18,845217",-48.261817,presencial,furto,117,27,7,noite,arquivado,46,nao,nao,nao,5,35,26,baixa,,
DD-00597,data_invalida,Goiânia,GO,Universitario,-16.750101,-49.228684,presencial,perda_documento,45,21,3,manha,arquivado,54,sim,sim,nao,3.58,60,32,urgente,,
DD-00598,2025-07-17,Uberlândia,MG,Jardim America,-18.860878,-48.217378,app,ameaca,,40,6,madrugada,aberto,3,sim,sim,nao,0.86,6,4,media,,
DD-00599,2025-05-13,Goiânia,GO,Centro,-16.726148,-49.292909,site,roubo_celular,4,5,5,tarde,aberto,59,sim,nao,sim,2.71,18,11,baixa,cancelado,
DD-00600,2025-09-19,Curitiba,PR,Jardim America,"-25,349138",-49.266118,presencial,outros,42,37,1,madrugada,procesado,9,sim,sim,nao,2.67,43,28,baixa,pendente,
DD-00601,2025-01-24,Curitiba,PR,Morumbi,-25.403945,-49.289521,presencial,roubo_celular,54,16,2,manha,procesado,45,sim,sim,nao,1.81,12,7,baixa,,
DD-00602,10/02/2025,Campinas,SP,Universitario,-22.967312,-47.10868,presencial,furto,61,13,5,madrugada,,65,sim,sim,nao,3.29,28,15,media,procesado,
DD-00603,2025-03-15,Salvador,BA,Jardim America,-13.012438,"-38,521685",app,perda_documento,26,9,5,tarde,,96,sim,nao,sim,4.47,35,18,media,pendente,
DD-00604,2025-06-15,Uberlândia,MG,Universitario,"-18,923047",-48.295871,presencial,outros,16,36,2,madrugada,em_andamento,75,sim,sim,nao,"2,77",31,25,media,procesado,
DD-00605,2025-06-02,São Paulo,SP,Centro,-23.545159,-46.631358,presencial,roubo_celular,63,15,3,tarde,em_andamento,107,sim,sim,nao,"2,22",17,8,media,,
DD-00606,2025-07-30,Belo Horizonte,MG,Planalto,-19.932293,-43.950486,presencial,furto,26,16,6,noite,em_andamento,21,sim,nao,sim,4.32,20,9,media,pendente,
DD-00607,09-22-2025,Curitiba,PR,Morumbi,"-25,442889","-49,249995",presencial,furto,66,4,2,noite,concluido,56,nao,nao,nao,2.36,5,2,media,validado,
DD-00608,12/04/2025,belo horizonte,MG,Boa Vista,-19.979513,-43.996455,site,fraude_online,20,24,3,noite,procesado,9,nao,nao,nao,3.18,29,17,baixa,validado,
DD-00609,data_invalida,Salvador,BA,Industrial,-12.936236,-38.471799,presencial,ameaca,23,14,4,noite,concluido,81,sim,nao,sim,3.03,18,15,alta,cancelado,
DD-00610,2025-01-19,curitiba,PR,Morumbi,-25.376337,-49.318784,site,fraude_online,0,36,4,noite,concluido,43,sim,sim,nao,1.86,9,4,baixa,pendente,
DD-00611,2025-09-02,Belo Horizonte,MG,Jardim America,-19.907978,-43.98489,site,outros,8,30,1,noite,,57,sim,nao,sim,3.24,20,9,baixa,validado,
DD-00612,2025-06-23,Goiânia,GO,Jardim America,-16.634862,-49.201597,presencial,furto,38,37,2,manha,,48,sim,nao,sim,2.29,12,10,baixa,cancelado,
DD-00613,2025-01-14,Uberlândia,MG,Jardim America,-18.855128,-48.264852,site,ameaca,6,27,5,madrugada,aberto,85,nao,nao,nao,3.99,55,46,media,cancelado,
DD-00614,2025-10-14,Goiânia,GO,Planalto,-16.757293,-49.336031,presencial,ameaca,80,2,4,tarde,concluido,0,sim,nao,sim,5,21,15,baixa,pendente,
DD-00615,2025-04-15,São Paulo,SP,Boa Vista,-23.623112,-46.584113,site,fraude_online,7,14,6,noite,em_andamento,30,sim,nao,sim,4.38,20,17,media,pendente,
DD-00616,2025-10-23,Salvador,BA,Morumbi,-13.030936,-38.469757,presencial,perda_documento,43,35,2,noite,procesado,80,nao,nao,nao,3.82,0,0,media,procesado,
DD-00617,2025-02-07,Salvador,BA,Santa Maria,-12.959204,"-38,50473",presencial,perda_documento,33,21,4,tarde,procesado,39,sim,sim,nao,3.64,8,6,baixa,validado,
DD-00618,2025-05-08,Curitiba,PR,Centro,-25.501426,-49.337135,site,furto,17,22,6,tarde,concluido,27,sim,sim,nao,3.8,15,8,baixa,pendente,
DD-00619,2025-10-06,Salvador,BA,Santa Maria,-12.973947,-38.549354,app,roubo_celular,0,27,3,tarde,concluido,36,sim,sim,nao,3.31,17,11,media,procesado,
DD-00620,07-17-2025,Uberlândia,mg,Morumbi,-18.993958,-48.328153,site,fraude_online,,29,6,noite,arquivado,45,sim,nao,sim,3.99,9,5,media,cancelado,
