registro_id,data_pedido,cidade,uf,cliente_id,tipo_pedido,sabor_pizza,categoria,ingrediente_principal,quantidade_ingrediente_g,validade_ingrediente,ingrediente_vencido,desperdicio_g,valor_pedido,tempo_preparo_min,tempo_entrega_min,dia_semana,hora_pedido,promocao,pedido_cancelado,motivo_cancelamento,tempo_cancelamento_min,avaliacao_cliente,forma_pagamento,status,observacao
BM-00441,2025-01-24,São Paulo,MG,C221,online,calabreza,especial,quejio,570,04-13-2025,nao,127,55.3,12,27,sabado,23,cupom,nao,,27,4.2,pix,procesado,
BM-00442,2025-10-17,Uberaba,MG,C325,delivery,calabreza,especial,calabresa,694,2025-06-13,nao,256,49.51,11,47,terça,17,nenhuma,nao,,33,4.8,cartao,,
BM-00443,2025-06-01,Franca,MG,C123,online,calabreza,doce,queijo,331,data_invalida,sim,49,51.64,25,42,domingo,19,,nao,,24,3.5,pix,cancelado,
BM-00444,2025-07-29,São Paulo,mg,C322,online,mussarelaa,doce,queijo,523,11/05/2025,nao,26,"49,05",20,35,sexta,22,cupom,nao,,1,4.4,pix,finalizado,
BM-00445,2025-07-09,Uberlândia,mg,C215,delivery,calabreza,doce,calabresa,339,2025-02-19,sim,185,96.18,17,54,segunda,23,combo,sim,,9,2.8,dinheiro,cancelado,
BM-00446,2025-04-07,Uberaba,mg,C186,balcao,calabreza,especial,bacon,121,2025-09-30,nao,51,106.05,17,29,quarta,17,,sim,cliente_desistiu,19,2.4,cartao,,
BM-00447,2025-07-18,São Paulo,MG,C418,online,calabresa,tradicional,catupiry,525,07/07/2025,sim,85,132.18,23,36,sexta,21,combo,nao,,33,1.7,dinheiro,procesado,
BM-00448,25/02/2025,São Paulo,MG,C458,online,chocolate,doce,calabresa,673,2025-06-03,sim,103,50.85,14,70,sexta,20,,nao,,16,4.2,cartao,procesado,
BM-00449,2025-01-10,Franca,mg,C83,balcao,calabreza,doce,catupiry,761,2025-02-09,nao,107,84.55,5,65,segunda,17,combo,nao,,17,2.3,dinheiro,cancelado,
BM-00450,2025-07-25,São Paulo,MG,C279,delivery,calabreza,doce,queijo,660,07-19-2025,nao,48,"51,35",9,52,quinta,22,nenhuma,nao,,25,2.0,dinheiro,finalizado,
BM-00451,2025-05-23,Franca,SP,C182,balcao,calabresa,especial,molho,333,2025-08-08,sim,0,129.49,11,21,domingo,18,nenhuma,nao,,8,1.5,dinheiro,finalizado,
BM-00452,2025-05-31,Uberaba,MG,C37,delivery,mussarelaa,tradicional,quejio,795,2025-01-19,sim,191,62.21,23,52,quarta,17,,nao,,37,1.1,dinheiro,finalizado,
BM-00453,2025-07-04,Uberlândia,mg,C238,balcao,calabresa,doce,quejio,95,data_invalida,sim,71,83.51,18,10,terça,21,,nao,,19,3.4,cartao,cancelado,
BM-00454,2025-01-12,Uberaba,MG,C24,online,especial,especial,quejio,320,2025-04-26,sim,39,128.26,8,31,domingo,23,,nao,,17,3.9,cartao,procesado,
BM-00455,2025-01-08,Uberlândia,SP,C168,online,calabresa,doce,quejio,298,2025-03-09,sim,85,138.15,9,58,sexta,21,combo,nao,,9,3.4,pix,procesado,
BM-00456,data_invalida,Franca,SP,C122,balcao,mussarelaa,especial,quejio,215,2025-07-16,nao,111,123.11,24,24,terça,19,cupom,sim,cliente_desistiu,25,3.4,pix,procesado,
BM-00457,2025-02-18,Uberlândia,SP,C423,balcao,calabreza,tradicional,bacon,372,26/02/2025,sim,51,39.95,16,25,sexta,20,nenhuma,nao,,1,3.5,cartao,cancelado,
BM-00458,2025-05-15,São Paulo,mg,C335,online,frango_catupiry,doce,quejio,440,2025-01-19,nao,222,126.93,25,15,terça,17,combo,nao,,19,4.8,cartao,procesado,
BM-00459,2025-03-02,São Paulo,MG,C303,online,portuguesa,tradicional,quejio,144,2025-07-07,nao,320,"131,37",5,26,quarta,20,,sim,,27,1.8,cartao,finalizado,
BM-00460,2025-08-06,Franca,SP,C126,balcao,mussarela,tradicional,queijo,357,09-24-2025,sim,32,"71,58",12,25,quarta,23,,nao,,29,2.2,cartao,cancelado,
BM-00461,2025-10-03,São Paulo,mg,C259,delivery,mussarelaa,doce,calabresa,145,2025-09-15,sim,141,53.3,23,70,quarta,20,,nao,,12,2.6,dinheiro,cancelado,
BM-00462,2025-06-01,Uberaba,mg,C286,balcao,calabreza,doce,quejio,648,2025-08-15,nao,134,124.99,36,54,segunda,21,cupom,nao,,37,3.3,dinheiro,,
BM-00463,2025-01-11,Uberaba,mg,C77,delivery,calabreza,especial,calabresa,560,data_invalida,nao,53,134.01,7,61,segunda,21,nenhuma,nao,,29,4.4,pix,cancelado,
BM-00464,2025-01-13,Uberaba,mg,C52,balcao,calabreza,doce,quejio,390,2025-02-06,nao,0,58.77,24,17,sexta,17,,nao,,20,1.2,cartao,cancelado,
BM-00465,2025-06-20,Uberaba,mg,C420,delivery,portuguesa,doce,queijo,621,2025-10-01,sim,78,"86,6",20,37,sabado,23,combo,nao,,31,3.4,pix,procesado,
BM-00466,2025-07-30,São Paulo,SP,C18,balcao,frango_catupiry,especial,molho,163,2025-08-27,sim,327,110.4,10,39,quinta,22,cupom,nao,,10,4.5,dinheiro,,
BM-00467,2025-06-18,Franca,SP,C284,delivery,calabreza,doce,molho,757,2025-08-29,sim,145,"77,94",19,29,terça,22,,nao,,35,3.7,dinheiro,finalizado,
BM-00468,2025-06-28,Uberaba,MG,C223,online,chocolate,tradicional,calabresa,180,2025-09-15,nao,209,84.22,16,35,sabado,20,combo,nao,,21,3.9,dinheiro,procesado,
BM-00469,2025-09-08,Uberaba,mg,C347,online,mussarelaa,tradicional,quejio,213,2025-05-12,nao,201,"101,28",16,39,domingo,20,cupom,sim,cliente_desistiu,28,2.6,cartao,finalizado,
BM-00470,2025-06-09,Uberaba,SP,C58,online,chocolate,doce,catupiry,278,data_invalida,sim,84,50.09,15,48,domingo,22,combo,nao,,33,2.0,cartao,cancelado,
BM-00471,2025-08-23,Franca,mg,C351,online,mussarelaa,doce,quejio,224,2025-06-09,sim,265,"139,69",21,34,sexta,21,combo,nao,,14,1.5,pix,procesado,
BM-00472,2025-05-02,Uberlândia,MG,C202,balcao,mussarelaa,tradicional,quejio,648,2025-03-16,nao,104,104.43,19,25,segunda,19,,nao,,1,3.6,cartao,procesado,
BM-00473,11/08/2025,Franca,mg,C185,online,frango_catupiry,tradicional,calabresa,292,2025-07-21,nao,111,118.07,23,32,quarta,22,cupom,nao,,34,2.5,cartao,cancelado,
BM-00474,2025-06-14,Uberlândia,SP,C329,delivery,mussarelaa,especial,molho,304,2025-06-17,sim,136,92.97,13,50,segunda,20,cupom,nao,,2,3.3,pix,procesado,
BM-00475,2025-08-09,Uberlândia,MG,C186,delivery,mussarelaa,tradicional,quejio,82,2025-08-01,nao,61,49.73,10,25,domingo,23,combo,nao,,7,4.4,pix,finalizado,
BM-00476,2025-04-02,Franca,mg,C332,delivery,calabreza,tradicional,quejio,146,2025-01-10,nao,74,"117,52",15,36,quarta,18,nenhuma,nao,,27,1.9,pix,,
BM-00477,2025-06-26,Uberlândia,MG,C367,online,mussarelaa,doce,quejio,420,2025-03-04,sim,161,"77,94",14,27,quarta,17,combo,nao,,4,2.6,cartao,cancelado,
BM-00478,2025-01-03,Uberlândia,SP,C20,balcao,mussarela,tradicional,quejio,441,2025-07-23,sim,156,97.04,21,68,segunda,20,,nao,,27,2.3,dinheiro,procesado,
BM-00479,2025-05-13,São Paulo,mg,C35,balcao,mussarelaa,tradicional,bacon,393,2025-02-14,nao,103,87.72,12,15,domingo,21,combo,nao,,29,3.8,cartao,finalizado,
BM-00480,03-03-2025,São Paulo,SP,C147,online,mussarela,tradicional,quejio,588,08/10/2025,nao,163,87.66,17,38,sexta,22,,sim,cliente_desistiu,19,1.2,cartao,procesado,
BM-00481,2025-01-17,Uberlândia,mg,C32,balcao,mussarela,tradicional,quejio,414,03-04-2025,sim,132,"127,21",10,41,domingo,19,cupom,nao,,15,1.0,pix,,
BM-00482,data_invalida,São Paulo,MG,C153,online,mussarelaa,especial,quejio,730,2025-07-27,nao,155,137.66,20,48,quarta,22,,nao,,13,3.6,dinheiro,procesado,
BM-00483,2025-06-15,Uberaba,SP,C416,delivery,calabreza,especial,queijo,115,2025-09-11,sim,70,93.58,18,35,sexta,19,cupom,nao,,31,1.0,dinheiro,finalizado,
BM-00484,data_invalida,São Paulo,SP,C86,balcao,frango_catupiry,doce,quejio,468,2025-06-29,nao,100,53.77,16,46,quarta,21,combo,nao,,3,4.5,cartao,procesado,
BM-00485,12/01/2025,São Paulo,SP,C361,balcao,mussarelaa,especial,queijo,97,2025-05-05,nao,103,127.31,6,24,segunda,23,nenhuma,nao,,9,4.9,dinheiro,procesado,
BM-00486,2025-02-14,Uberlândia,MG,C477,online,calabreza,tradicional,quejio,178,2025-08-21,sim,176,68.92,11,30,terça,23,,sim,cliente_desistiu,6,1.3,dinheiro,,
BM-00487,2025-09-13,São Paulo,mg,C106,online,mussarela,tradicional,molho,708,2025-06-09,sim,187,"132,2",14,33,quinta,19,cupom,nao,,3,4.7,dinheiro,procesado,
BM-00488,2025-06-27,Uberaba,SP,C382,delivery,calabreza,especial,catupiry,523,2025-05-01,nao,23,"58,24",5,33,domingo,18,,nao,,8,2.5,cartao,finalizado,
BM-00489,2025-10-23,Franca,SP,C110,delivery,calabreza,doce,calabresa,356,04-26-2025,sim,141,92.59,23,25,quinta,23,,nao,,33,3.4,cartao,,
BM-00490,2025-01-22,São Paulo,MG,C345,balcao,calabresa,especial,queijo,161,03/09/2025,sim,77,"114,57",24,34,sabado,18,cupom,nao,,20,3.9,pix,cancelado,
BM-00491,2025-03-07,Uberaba,MG,C491,online,chocolate,tradicional,quejio,639,2025-01-10,nao,52,81.45,15,21,terça,19,cupom,nao,,10,3.6,cartao,cancelado,
BM-00492,2025-01-24,São Paulo,SP,C415,delivery,calabresa,especial,quejio,273,2025-07-04,nao,74,137.15,15,41,segunda,17,combo,nao,,22,4.1,dinheiro,procesado,
BM-00493,data_invalida,Uberlândia,MG,C202,delivery,frango_catupiry,especial,quejio,234,06/04/2025,nao,0,35.53,9,48,sabado,22,cupom,sim,demora,39,2.4,pix,procesado,
BM-00494,2025-02-03,Franca,MG,C294,balcao,mussarela,doce,queijo,245,2025-10-07,sim,118,41.35,17,32,quinta,19,cupom,nao,,12,2.4,cartao,finalizado,
BM-00495,2025-09-05,São Paulo,MG,C219,online,portuguesa,doce,quejio,116,2025-10-06,sim,204,78.14,18,43,terça,17,,nao,,13,1.7,dinheiro,,
BM-00496,2025-04-10,Uberaba,SP,C327,delivery,mussarelaa,tradicional,calabresa,488,05-27-2025,sim,147,"121,59",11,45,sabado,22,,nao,,33,4.4,cartao,,
BM-00497,06-20-2025,São Paulo,mg,C208,delivery,calabreza,tradicional,catupiry,306,05/08/2025,sim,139,120.71,12,36,domingo,21,nenhuma,nao,,6,3.1,pix,procesado,
BM-00498,2025-04-03,Uberlândia,MG,C72,delivery,portuguesa,tradicional,catupiry,477,2025-02-16,sim,172,42.57,18,26,terça,22,,nao,,37,1.9,cartao,cancelado,
BM-00499,2025-01-06,São Paulo,MG,C278,balcao,calabresa,tradicional,quejio,607,03-23-2025,sim,188,104.22,15,46,quinta,22,combo,sim,erro_pedido,36,4.1,dinheiro,procesado,
BM-00500,2025-10-04,São Paulo,SP,C391,online,mussarelaa,doce,catupiry,187,2025-04-04,sim,192,134.62,22,26,sabado,22,cupom,nao,,40,4.1,cartao,cancelado,
BM-00501,09-07-2025,Uberaba,SP,C416,online,calabreza,tradicional,quejio,700,2025-01-30,nao,97,46.06,29,25,sexta,20,cupom,nao,,19,4.3,cartao,cancelado,
BM-00502,05-31-2025,São Paulo,mg,C116,online,frango_catupiry,especial,quejio,94,10-03-2025,sim,138,91.87,16,36,sexta,21,combo,nao,,3,1.2,dinheiro,cancelado,
BM-00503,2025-06-09,São Paulo,SP,C474,online,chocolate,doce,quejio,684,27/04/2025,nao,26,81.37,22,35,terça,17,,nao,,15,2.0,cartao,procesado,
BM-00504,08-17-2025,Franca,mg,C403,online,mussarelaa,doce,quejio,392,2025-06-27,nao,41,"87,19",12,10,terça,20,nenhuma,nao,,39,3.7,pix,cancelado,
BM-00505,2025-07-21,Franca,mg,C47,delivery,calabresa,especial,queijo,110,2025-04-03,sim,228,67.27,20,63,sexta,23,nenhuma,sim,cliente_desistiu,21,2.1,cartao,cancelado,
BM-00506,data_invalida,Franca,SP,C388,online,mussarelaa,doce,quejio,517,2025-10-20,nao,166,46.73,13,27,sexta,20,nenhuma,nao,,12,3.6,cartao,finalizado,
BM-00507,2025-05-27,São Paulo,MG,C35,balcao,calabreza,especial,quejio,668,2025-09-10,sim,35,77.61,24,29,quinta,17,,nao,,8,1.4,cartao,finalizado,
BM-00508,06-18-2025,São Paulo,MG,C185,online,calabreza,especial,molho,606,2025-01-26,sim,171,62.42,29,31,terça,22,cupom,nao,,30,4.2,cartao,,
BM-00509,data_invalida,Uberaba,SP,C236,balcao,calabresa,doce,quejio,705,2025-06-27,sim,0,114.93,25,28,quinta,17,combo,nao,,40,3.9,cartao,,
BM-00510,data_invalida,Uberlândia,mg,C306,online,calabreza,tradicional,quejio,70,2025-07-17,sim,120,75.2,15,34,segunda,23,combo,nao,,34,4.9,cartao,finalizado,
BM-00511,2025-06-23,São Paulo,mg,C302,balcao,calabreza,tradicional,calabresa,761,2025-01-27,sim,37,123.91,13,20,segunda,20,combo,nao,,1,2.2,cartao,finalizado,
BM-00512,2025-02-03,São Paulo,MG,C448,balcao,calabreza,doce,quejio,639,2025-10-02,nao,118,65.15,16,42,segunda,21,,nao,,29,4.9,pix,,
BM-00513,2025-08-27,Franca,MG,C424,delivery,portuguesa,doce,quejio,78,09-27-2025,nao,131,96.58,13,26,sabado,18,nenhuma,nao,,24,1.5,cartao,procesado,
BM-00514,10-16-2025,São Paulo,SP,C73,balcao,calabreza,especial,queijo,579,data_invalida,nao,16,"88,48",12,65,terça,19,cupom,nao,,19,4.3,pix,finalizado,
BM-00515,09-25-2025,Franca,SP,C138,delivery,mussarela,tradicional,quejio,546,2025-01-29,sim,61,"36,82",21,32,domingo,21,nenhuma,nao,,6,1.9,pix,procesado,
BM-00516,data_invalida,São Paulo,SP,C98,delivery,mussarelaa,tradicional,molho,283,24/10/2025,nao,185,37.7,31,46,sabado,18,combo,nao,,28,4.3,pix,finalizado,
BM-00517,data_invalida,Uberlândia,mg,C323,balcao,frango_catupiry,tradicional,quejio,53,2025-02-22,sim,222,47.9,28,35,sexta,21,cupom,sim,erro_pedido,22,4.7,dinheiro,procesado,
BM-00518,2025-02-18,Uberaba,mg,C395,online,calabreza,doce,quejio,114,2025-04-02,sim,84,35.47,23,40,sabado,19,,nao,,5,1.6,dinheiro,finalizado,
BM-00519,2025-06-23,São Paulo,MG,C450,balcao,mussarelaa,tradicional,calabresa,630,2025-02-04,sim,32,123.96,5,70,quarta,23,cupom,nao,,26,4.9,cartao,,
BM-00520,10-24-2025,Uberlândia,mg,C118,balcao,calabreza,especial,queijo,531,data_invalida,sim,0,"39,06",16,16,sabado,22,combo,nao,,37,2.3,dinheiro,cancelado,
BM-00521,2025-08-31,Uberlândia,MG,C22,delivery,calabreza,tradicional,bacon,618,2025-09-21,sim,94,138.65,29,55,segunda,19,combo,nao,,17,4.0,dinheiro,,
BM-00522,2025-05-06,Uberaba,mg,C439,online,frango_catupiry,especial,quejio,511,2025-08-04,nao,144,86.04,14,41,sexta,21,,sim,demora,36,3.9,pix,cancelado,
BM-00523,12/02/2025,Uberlândia,SP,C37,balcao,calabreza,tradicional,queijo,688,2025-01-12,nao,202,61.12,5,44,sexta,22,nenhuma,nao,,27,4.4,pix,finalizado,
BM-00524,2025-09-23,Franca,SP,C77,online,mussarelaa,tradicional,quejio,515,2025-10-25,sim,74,76.99,22,41,quarta,19,nenhuma,nao,,37,1.3,cartao,cancelado,
BM-00525,10-21-2025,Franca,MG,C403,delivery,mussarelaa,tradicional,quejio,487,04/05/2025,nao,100,107.71,25,40,terça,20,,nao,,14,2.8,cartao,,
BM-00526,2025-10-26,Uberaba,SP,C69,balcao,frango_catupiry,especial,quejio,746,2025-05-12,nao,310,46.71,15,34,quinta,23,,nao,,37,4.6,dinheiro,,
BM-00527,2025-10-28,Uberaba,SP,C182,delivery,calabreza,especial,queijo,174,2025-01-08,sim,227,63.2,26,18,quinta,22,,nao,,20,2.9,cartao,cancelado,
BM-00528,09-05-2025,Uberaba,mg,C491,online,mussarelaa,tradicional,quejio,673,2025-02-26,sim,199,"68,97",22,30,domingo,19,combo,nao,,25,4.7,cartao,cancelado,
BM-00529,2025-07-10,Uberlândia,SP,C86,delivery,calabreza,especial,quejio,111,2025-06-16,nao,93,82.13,14,30,quarta,20,,nao,,4,1.5,pix,,
BM-00530,25/07/2025,Uberlândia,mg,C175,balcao,calabreza,especial,queijo,743,03-05-2025,sim,42,96.82,31,49,sabado,23,combo,nao,,15,1.3,pix,procesado,
BM-00531,2025-04-28,Uberaba,mg,C262,delivery,calabreza,especial,catupiry,789,2025-01-09,nao,189,105.45,16,61,quinta,19,nenhuma,nao,,33,4.7,cartao,cancelado,
BM-00532,2025-07-09,Uberaba,SP,C222,delivery,mussarelaa,especial,quejio,464,2025-06-29,sim,236,114.66,17,13,domingo,19,cupom,nao,,35,2.5,pix,finalizado,
BM-00533,data_invalida,Uberaba,SP,C416,balcao,chocolate,tradicional,quejio,530,03-02-2025,sim,56,"95,48",22,45,sexta,18,cupom,nao,,37,1.7,dinheiro,cancelado,
BM-00534,13/07/2025,Uberlândia,SP,C42,balcao,calabresa,especial,quejio,58,09/03/2025,nao,263,62.23,18,41,terça,23,cupom,sim,cliente_desistiu,37,2.7,pix,,
BM-00535,2025-04-17,Franca,MG,C63,delivery,mussarelaa,tradicional,quejio,762,2025-03-18,sim,106,84.47,17,37,segunda,23,cupom,nao,,16,3.5,pix,procesado,
BM-00536,07-26-2025,Uberaba,mg,C481,delivery,calabreza,doce,calabresa,126,15/05/2025,sim,126,46.47,19,25,quinta,22,nenhuma,nao,,28,4.5,cartao,finalizado,
BM-00537,22/05/2025,São Paulo,mg,C447,balcao,frango_catupiry,tradicional,calabresa,659,2025-06-05,sim,222,135.73,17,38,domingo,22,nenhuma,nao,,32,4.0,dinheiro,finalizado,
BM-00538,2025-01-16,São Paulo,mg,C444,delivery,calabresa,especial,calabresa,740,2025-09-07,nao,201,42.86,21,68,segunda,22,combo,nao,,9,2.9,cartao,finalizado,
BM-00539,07/04/2025,São Paulo,MG,C176,balcao,chocolate,tradicional,quejio,578,2025-01-02,sim,232,81.55,5,32,sabado,20,nenhuma,nao,,6,3.7,cartao,cancelado,
BM-00540,2025-06-15,Uberaba,mg,C106,online,chocolate,doce,quejio,157,2025-08-05,sim,168,114.06,17,32,quinta,18,cupom,nao,,36,2.3,pix,cancelado,
BM-00541,2025-03-29,Uberaba,mg,C363,delivery,calabreza,tradicional,quejio,495,2025-07-27,nao,161,68.4,9,35,sexta,23,nenhuma,nao,,15,4.5,pix,cancelado,
BM-00542,data_invalida,Franca,SP,C415,balcao,mussarelaa,doce,calabresa,290,2025-07-19,nao,132,"117,15",17,19,sabado,18,cupom,nao,,36,4.8,pix,procesado,
BM-00543,2025-02-24,São Paulo,SP,C48,balcao,portuguesa,especial,quejio,77,2025-01-24,nao,132,74.12,16,42,sabado,18,nenhuma,nao,,39,1.1,dinheiro,cancelado,
BM-00544,2025-06-24,Franca,SP,C113,online,mussarelaa,especial,quejio,495,2025-10-06,nao,10,"77,03",18,37,terça,23,nenhuma,nao,,17,1.4,pix,,
BM-00545,2025-08-31,Uberaba,mg,C330,balcao,mussarelaa,tradicional,quejio,684,2025-06-06,sim,148,75.53,5,14,domingo,23,cupom,nao,,15,3.4,cartao,procesado,
BM-00546,2025-04-16,Franca,mg,C33,delivery,mussarelaa,especial,calabresa,88,2025-06-03,nao,2,58.77,21,33,sabado,20,cupom,sim,demora,26,2.4,cartao,finalizado,
BM-00547,2025-02-21,Uberaba,mg,C117,online,mussarelaa,doce,quejio,195,05-03-2025,sim,85,139.55,23,18,segunda,17,cupom,nao,,5,4.0,dinheiro,,
BM-00548,2025-01-25,São Paulo,MG,C231,delivery,mussarela,tradicional,calabresa,60,2025-07-19,nao,166,134.56,30,43,quinta,22,,sim,,33,1.6,pix,cancelado,
BM-00549,data_invalida,Franca,mg,C206,balcao,calabresa,doce,queijo,561,2025-09-23,nao,92,115.23,7,10,segunda,23,combo,nao,,35,4.2,dinheiro,finalizado,
BM-00550,2025-02-14,Uberaba,mg,C425,balcao,chocolate,tradicional,queijo,425,2025-02-18,nao,69,106.14,8,41,sexta,18,,nao,,16,2.5,pix,procesado,
BM-00551,07/02/2025,Uberlândia,MG,C489,online,mussarelaa,doce,quejio,349,2025-05-16,sim,159,82.68,20,46,domingo,17,combo,sim,,15,4.6,pix,,
BM-00552,2025-04-28,Uberaba,MG,C369,online,calabreza,doce,quejio,460,2025-07-30,nao,29,40.4,13,40,terça,17,combo,nao,,24,4.1,dinheiro,cancelado,
BM-00553,2025-09-20,Uberaba,SP,C180,balcao,calabresa,especial,molho,321,2025-07-29,nao,43,126.45,5,42,segunda,21,cupom,nao,,15,3.9,cartao,finalizado,
BM-00554,2025-07-24,Franca,MG,C102,balcao,frango_catupiry,tradicional,quejio,461,2025-09-14,nao,156,96.44,15,33,sabado,17,nenhuma,nao,,4,4.0,dinheiro,cancelado,
BM-00555,2025-08-15,Uberlândia,mg,C308,delivery,mussarelaa,especial,quejio,376,2025-08-16,nao,301,"103,97",8,50,terça,23,,nao,,4,3.8,dinheiro,procesado,
BM-00556,2025-07-20,Uberlândia,MG,C416,online,mussarela,especial,calabresa,375,2025-06-18,sim,113,97.77,23,14,sexta,18,nenhuma,nao,,23,1.5,cartao,cancelado,
BM-00557,data_invalida,Uberlândia,mg,C419,online,calabreza,tradicional,queijo,444,2025-04-22,sim,235,"101,77",5,45,terça,18,combo,nao,,23,1.3,pix,cancelado,
BM-00558,2025-07-08,Franca,SP,C281,balcao,mussarelaa,doce,catupiry,182,2025-03-11,sim,63,103.53,18,42,terça,19,nenhuma,nao,,34,4.9,cartao,finalizado,
BM-00559,2025-04-04,Uberaba,SP,C194,delivery,mussarelaa,doce,bacon,350,2025-06-29,nao,45,136.22,24,24,segunda,19,combo,nao,,20,4.6,cartao,,
BM-00560,2025-06-10,Uberlândia,MG,C107,balcao,calabreza,especial,quejio,383,18/05/2025,sim,7,96.42,27,29,sabado,20,,nao,,3,4.1,dinheiro,,
BM-00561,2025-02-16,Uberaba,SP,C332,online,calabreza,doce,queijo,537,2025-07-24,sim,0,58.48,29,10,domingo,18,combo,sim,erro_pedido,27,3.5,dinheiro,cancelado,
BM-00562,27/02/2025,Uberaba,MG,C92,online,mussarelaa,doce,catupiry,713,05/02/2025,nao,53,53.82,24,54,domingo,18,cupom,nao,,15,3.1,cartao,cancelado,
BM-00563,2025-09-25,Uberaba,mg,C499,online,mussarelaa,especial,queijo,92,18/07/2025,sim,225,138.08,23,14,segunda,18,cupom,nao,,32,4.7,dinheiro,cancelado,
BM-00564,09-16-2025,Uberlândia,SP,C193,delivery,calabresa,doce,queijo,712,2025-01-02,sim,106,124.39,9,48,sabado,20,nenhuma,nao,,9,2.1,cartao,finalizado,
BM-00565,2025-07-05,São Paulo,SP,C321,delivery,chocolate,especial,catupiry,554,2025-07-03,nao,239,"128,84",20,10,terça,23,combo,nao,,14,4.9,cartao,finalizado,
BM-00566,04-23-2025,São Paulo,MG,C39,delivery,calabreza,tradicional,queijo,717,2025-09-20,sim,70,72.72,15,45,terça,20,combo,sim,demora,31,1.9,dinheiro,procesado,
BM-00567,2025-06-22,Uberlândia,mg,C64,balcao,calabreza,doce,calabresa,758,2025-05-31,nao,284,98.0,22,46,terça,22,combo,nao,,40,2.0,pix,cancelado,
BM-00568,2025-06-27,Uberlândia,MG,C232,balcao,calabreza,doce,quejio,642,2025-07-15,sim,212,112.07,7,34,sabado,17,,nao,,1,3.2,cartao,,
BM-00569,02-15-2025,Uberaba,mg,C418,balcao,mussarelaa,doce,catupiry,545,2025-05-20,nao,222,"83,51",26,27,sabado,23,cupom,nao,,14,4.3,cartao,cancelado,
BM-00570,2025-06-10,São Paulo,SP,C84,online,calabreza,tradicional,quejio,171,27/03/2025,nao,64,64.68,32,31,quarta,17,cupom,nao,,24,4.1,pix,finalizado,
BM-00571,2025-09-08,Franca,mg,C369,delivery,mussarelaa,tradicional,catupiry,349,2025-07-11,sim,41,105.52,21,36,terça,21,,nao,,32,3.7,cartao,,
BM-00572,2025-05-14,Uberaba,MG,C96,balcao,calabreza,tradicional,catupiry,311,2025-03-28,nao,245,37.48,31,28,quinta,17,,nao,,29,3.3,cartao,finalizado,
BM-00573,2025-05-19,São Paulo,mg,C4,delivery,calabreza,doce,molho,479,2025-10-21,sim,245,47.09,22,10,quinta,23,nenhuma,nao,,34,2.4,dinheiro,finalizado,
BM-00574,2025-10-28,Uberlândia,MG,C410,balcao,calabreza,doce,molho,698,2025-10-22,nao,0,102.17,19,38,domingo,17,nenhuma,nao,,18,4.5,dinheiro,procesado,
BM-00575,2025-03-31,Franca,mg,C314,balcao,calabreza,especial,quejio,194,2025-05-19,sim,101,117.76,25,50,terça,17,nenhuma,nao,,2,4.6,pix,finalizado,
BM-00576,2025-07-16,São Paulo,mg,C459,balcao,chocolate,especial,quejio,108,2025-06-03,nao,118,139.84,23,10,segunda,17,,nao,,1,2.4,pix,finalizado,
BM-00577,08-09-2025,São Paulo,SP,C43,delivery,mussarelaa,tradicional,calabresa,384,2025-10-01,nao,270,109.69,13,36,sabado,19,combo,nao,,5,2.8,pix,,
BM-00578,2025-10-17,Uberlândia,mg,C360,online,mussarela,especial,quejio,430,2025-02-27,sim,126,40.43,24,45,domingo,23,cupom,nao,,4,2.1,dinheiro,cancelado,
BM-00579,2025-01-01,Uberlândia,MG,C476,online,mussarelaa,especial,catupiry,564,06-30-2025,nao,170,"49,4",23,10,terça,21,combo,nao,,2,3.6,cartao,procesado,
BM-00580,data_invalida,Franca,MG,C496,balcao,mussarelaa,especial,quejio,757,23/06/2025,nao,121,"138,25",15,18,domingo,17,,nao,,12,1.0,pix,finalizado,
BM-00581,2025-10-19,São Paulo,SP,C29,balcao,calabreza,especial,quejio,312,07-04-2025,sim,103,80.7,20,20,quinta,18,,nao,,1,4.4,pix,finalizado,
BM-00582,2025-07-03,Uberlândia,SP,C465,online,mussarelaa,especial,quejio,681,2025-09-06,sim,142,86.01,12,55,terça,21,cupom,nao,,26,3.0,cartao,finalizado,
BM-00583,2025-04-14,Franca,mg,C315,online,mussarelaa,especial,quejio,378,28/02/2025,nao,138,63.97,21,34,terça,21,,nao,,5,5.0,pix,,
BM-00584,2025-05-27,São Paulo,mg,C77,online,mussarelaa,tradicional,quejio,308,18/02/2025,nao,180,55.01,18,23,quinta,17,combo,nao,,7,2.9,dinheiro,,
BM-00585,2025-03-30,São Paulo,mg,C193,delivery,frango_catupiry,doce,quejio,113,04-29-2025,sim,87,126.28,22,17,quinta,23,nenhuma,nao,,12,4.6,cartao,finalizado,
BM-00586,2025-06-14,Franca,MG,C105,balcao,calabresa,especial,queijo,321,2025-10-24,nao,116,"68,29",15,22,quarta,20,combo,nao,,12,1.1,cartao,,
BM-00587,2025-07-10,Uberaba,mg,C474,delivery,calabreza,tradicional,quejio,671,2025-01-28,sim,66,51.73,22,14,segunda,23,cupom,nao,,11,1.3,cartao,cancelado,
BM-00588,2025-06-04,Uberaba,SP,C29,balcao,especial,tradicional,calabresa,770,2025-06-17,nao,133,"113,16",5,16,quinta,23,cupom,nao,,4,1.5,pix,procesado,
