registro_id,data_pedido,cidade,uf,cliente_id,loja_id,canal,categoria_principal,quantidade_itens,produtos_indisponiveis,funcionarios_disponiveis,volume_pedidos_simultaneos,horario_pedido,periodo_pico,tipo_produto,tempo_separacao_min,tempo_entrega_estimado_min,tempo_entrega_real_min,valor_pedido,cupom_utilizado,avaliacao_cliente,cancelado,motivo_cancelamento,frequencia_compra_mes,dias_desde_ultima_compra,status_pedido,observacao
FM-00480,2025-08-01,Salvador,BA,C326,L9,app,mercearia,11,0,4,7,18,sim,perecivel,23,50,65,216.41,nao,3.6,nao,,0,55,cancelado,
FM-00481,2025-07-06,Curitiba,PR,C431,L48,app,hortifruti,15,2,1,13,19,sim,nao_perecivel,37,30,28,77.72,sim,4.2,nao,,0,57,entregue,
FM-00482,2025-06-02,Goiânia,GO,C269,L3,app,bebidas,1,0,2,30,17,nao,nao_perecivel,19,30,51,"133,68",nao,4.1,nao,,6,3,procesado,
FM-00483,2025-09-09,Uberlândia,MG,C259,L18,app,bebidas,10,0,4,3,11,sim,perecivel,23,40,56,116.7,,1,nao,,1,63,em_rota,
FM-00484,2025-01-13,Salvador,ba,C41,L2,app,bebidas,18,1,8,26,22,nao,nao_perecivel,34,50,37,144.71,,4.5,nao,,9,78,,
FM-00485,2025-10-27,Salvador,BA,C381,L35,app,bebidas,8,0,1,8,19,sim,perecivel,18,40,24,67.1,,4.4,sim,erro_pagamento,2,63,entregue,
FM-00486,07-10-2025,Uberlândia,mg,C137,L48,app,limpeza,20,0,1,31,14,nao,nao_perecivel,56,45,32,57.91,,3.5,nao,,0,43,procesado,
FM-00487,2025-05-21,Goiânia,GO,C324,L34,app,bebidas,17,0,4,9,9,nao,nao_perecivel,27,50,58,58.4,,"4,0",nao,,7,66,procesado,
FM-00488,01-07-2025,São Paulo,SP,C327,L28,app,bebidas,12,0,2,39,23,nao,perecivel,56,35,32,179.58,sim,3.1,nao,,1,7,procesado,
FM-00489,2025-04-06,São Paulo,SP,C506,L20,app,bebidas,11,2,2,8,20,sim,perecivel,25,30,61,131.39,sim,"2,2",nao,,8,58,,
FM-00490,08-27-2025,Goiânia,GO,C91,L50,app,mercearia,13,0,1,10,8,nao,nao_perecivel,17,30,35,70.47,nao,1.8,sim,erro_pagamento,7,60,entregue,
FM-00491,2025-06-03,Curitiba,PR,C112,L12,web,mercearia,17,0,3,6,22,nao,perecivel,23,50,106,76.32,sim,4.0,nao,,9,35,em_rota,
FM-00492,2025-08-22,Uberlândia,MG,C106,L36,web,bebidas,8,0,7,19,21,nao,perecivel,9,30,59,100.3,nao,4.8,nao,,5,3,,
FM-00493,2025-04-24,Curitiba,PR,C186,L7,web,hortifruti,12,0,1,9,12,sim,perecivel,29,35,41,156.6,,1,nao,,10,87,cancelado,
FM-00494,2025-01-12,São Paulo,SP,C29,L50,app,mercearia,8,0,6,12,13,nao,nao_perecivel,10,30,19,"135,09",,5,nao,,3,54,procesado,
FM-00495,09/02/2025,Salvador,BA,C97,L9,app,mercearia,17,1,5,20,17,nao,nao_perecivel,51,40,50,43.32,sim,2.6,nao,,6,30,procesado,
FM-00496,12/08/2025,Goiânia,GO,C167,L3,app,hortifruti,11,0,2,0,14,nao,nao_perecivel,17,45,54,177.25,,3.2,nao,,3,76,procesado,
FM-00497,data_invalida,São Paulo,sp,C471,L47,app,conveniencia,13,1,3,8,7,nao,nao_perecivel,26,50,51,56.73,,2.7,nao,,4,58,em_rota,
FM-00498,2025-08-23,Uberlândia,MG,C89,L43,web,limpeza,7,0,3,16,11,sim,perecivel,13,50,34,140.52,sim,4.2,nao,,7,90,,
FM-00499,2025-05-01,Salvador,BA,C441,L39,app,conveniencia,1,1,5,40,8,nao,nao_perecivel,18,40,58,116.7,,1.8,nao,,0,44,procesado,
FM-00500,2025-09-22,Curitiba,PR,C117,L10,app,hortifruti,3,0,8,8,16,nao,nao_perecivel,3,45,47,116.81,nao,4.0,nao,,11,68,procesado,
FM-00501,10/09/2025,campinas,SP,C219,L58,web,limpeza,8,2,9,3,9,nao,perecivel,4,50,81,72.97,nao,2.6,nao,,7,50,em_rota,
FM-00502,12/03/2025,Uberaba,MG,C458,L17,app,mercearia,25,5,4,17,21,nao,nao_perecivel,76,35,33,"208,06",nao,5,sim,valor_frete,5,88,procesado,
FM-00503,2025-09-13,Campinas,SP,C306,L15,web,limpeza,1,0,2,35,8,nao,nao_perecivel,18,40,36,194.06,sim,3.1,nao,,7,79,entregue,
FM-00504,18/08/2025,Goiânia,GO,C494,L58,app,conveniencia,22,1,3,14,11,sim,perecivel,55,45,59,39.53,nao,4.3,nao,,3,71,em_rota,
FM-00505,2025-08-04,São Paulo,SP,C128,L8,app,mercearia,15,0,4,14,17,nao,perecivel,27,40,26,190.79,,3.8,nao,,3,84,entregue,
FM-00506,29/03/2025,Uberlândia,MG,C245,L37,app,mercearia,27,0,5,34,23,nao,nao_perecivel,65,40,44,31.23,sim,2.7,nao,,10,66,cancelado,
FM-00507,2025-08-18,São Paulo,sp,C257,L45,web,limpeza,9,0,3,3,22,nao,perecivel,21,45,36,42.5,,4.5,nao,,8,33,entregue,
FM-00508,2025-02-03,Salvador,BA,C376,L50,web,mercearia,16,0,2,17,8,nao,nao_perecivel,34,35,49,36.33,,1,nao,,2,15,,
FM-00509,27/02/2025,Uberlândia,MG,C78,L43,web,hortifruti,11,0,2,26,14,nao,nao_perecivel,34,40,40,"128,45",nao,4.4,nao,,9,24,procesado,
FM-00510,2025-06-10,São Paulo,SP,C444,L58,web,conveniencia,7,0,2,14,7,nao,nao_perecivel,20,45,70,129.96,sim,3.5,nao,,6,29,,
FM-00511,06-05-2025,São Paulo,SP,C196,L60,app,bebidas,16,0,4,5,11,sim,perecivel,,30,30,"25,79",,4.1,nao,,2,42,entregue,
FM-00512,08-28-2025,Uberlândia,MG,C192,L49,app,bebidas,1,5,5,38,8,nao,perecivel,25,30,13,"123,23",sim,3.1,nao,,4,77,entregue,
FM-00513,data_invalida,uberaba,MG,C282,L59,app,limpeza,12,0,2,22,10,nao,nao_perecivel,32,30,10,188.81,sim,4.4,nao,,11,8,procesado,
FM-00514,2025-07-25,Curitiba,PR,C218,L37,app,bebidas,15,1,3,5,20,sim,nao_perecivel,38,50,76,74.0,,3.1,nao,,7,63,,
FM-00515,2025-02-01,Goiânia,GO,C30,L50,app,conveniencia,7,4,6,24,8,nao,perecivel,19,35,10,"68,22",sim,3.1,nao,,1,62,em_rota,
FM-00516,04-13-2025,Uberaba,MG,C473,L6,web,limpeza,20,0,5,25,8,nao,perecivel,41,40,25,"151,15",,"4,0",nao,,7,46,em_rota,
FM-00517,2025-03-26,São Paulo,SP,C143,L51,app,bebidas,17,3,3,11,14,nao,nao_perecivel,33,50,46,117.18,sim,3.8,sim,valor_frete,0,46,procesado,
FM-00518,2025-01-26,Campinas,SP,C530,L59,web,hortifruti,8,2,6,6,19,sim,nao_perecivel,11,50,36,170.04,nao,2.9,nao,,11,89,entregue,
FM-00519,27/02/2025,Uberlândia,mg,C416,L50,app,limpeza,1,0,7,19,15,nao,perecivel,3,50,70,128.82,sim,3.5,nao,,8,34,cancelado,
FM-00520,2025-02-17,Campinas,sp,C129,L17,app,hortifruti,4,2,3,10,17,nao,perecivel,4,35,10,72.34,nao,4.9,nao,,0,69,entregue,
FM-00521,2025-04-03,Uberaba,MG,C222,L8,app,mercearia,15,5,8,18,18,sim,perecivel,33,40,59,191.31,,3.4,sim,atraso,0,32,cancelado,
FM-00522,2025-07-02,São Paulo,SP,C416,L14,web,hortifruti,13,2,6,19,22,nao,perecivel,30,45,25,"106,11",sim,2.0,nao,,4,67,procesado,
FM-00523,2025-01-25,Goiânia,GO,C163,L42,web,limpeza,3,0,4,33,9,nao,perecivel,22,45,57,"255,32",,4.0,sim,valor_frete,0,17,entregue,
FM-00524,2025-06-07,São Paulo,SP,C306,L57,app,mercearia,1,0,1,44,19,sim,nao_perecivel,25,30,50,"101,88",sim,2.7,nao,,9,28,cancelado,
FM-00525,2025-10-15,Uberaba,MG,C550,L9,app,limpeza,1,2,2,0,12,sim,perecivel,3,35,34,201.55,,"3,7",nao,,3,42,entregue,
FM-00526,24/10/2025,São Paulo,SP,C302,L25,web,limpeza,4,0,4,15,9,nao,nao_perecivel,4,50,76,"158,27",nao,1.1,nao,,0,46,em_rota,
FM-00527,2025-01-17,Goiânia,GO,C417,L43,app,bebidas,13,0,2,12,14,nao,nao_perecivel,30,50,16,95.69,sim,5,nao,,4,60,entregue,
FM-00528,2025-04-17,São Paulo,SP,C35,L13,app,limpeza,1,0,2,30,18,sim,nao_perecivel,17,35,40,133.93,,1.5,nao,,5,61,,
FM-00529,2025-08-22,Uberaba,MG,C351,L55,app,horti fruti,6,2,2,4,21,nao,perecivel,8,50,65,45.24,nao,1.1,nao,,9,19,entregue,
FM-00530,2025-09-20,Campinas,SP,C124,L55,app,hortifruti,8,2,1,5,9,nao,perecivel,23,40,25,200.77,,3.6,nao,,7,75,em_rota,
FM-00531,2025-03-07,Uberaba,MG,C157,L47,app,bebidas,12,2,2,14,9,nao,nao_perecivel,23,30,22,53.17,,5,nao,,8,74,procesado,
FM-00532,2025-04-19,Uberlândia,MG,C43,L19,app,mercearia,9,1,1,14,22,nao,nao_perecivel,29,30,10,"93,29",nao,1.2,nao,,3,76,procesado,
FM-00533,23/03/2025,Uberlândia,mg,C330,L55,web,hortifruti,8,1,3,0,19,sim,perecivel,16,30,36,135.92,nao,3.1,nao,,0,37,procesado,
FM-00534,2025-06-17,uberlândia,MG,C366,L11,app,bebidas,12,2,1,5,8,nao,perecivel,24,45,35,131.57,,4.6,nao,,8,64,entregue,
FM-00535,2025-02-09,salvador,BA,C515,L14,app,mercearia,24,4,5,17,15,nao,nao_perecivel,69,45,65,147.2,sim,2.9,nao,,5,72,procesado,
FM-00536,2025-05-04,Uberaba,MG,C492,L43,web,hortifruti,9,2,1,7,9,nao,perecivel,14,35,22,"109,0",,3.6,nao,,8,79,procesado,
FM-00537,2025-01-16,Campinas,SP,C226,L12,app,bebidas,9,1,1,2,8,nao,nao_perecivel,14,50,54,268.13,nao,4.4,sim,atraso,8,45,entregue,
FM-00538,2025-05-23,Salvador,BA,C349,L18,web,mercearia,11,2,3,11,9,nao,nao_perecivel,25,45,16,105.4,nao,4.9,nao,,7,4,cancelado,
FM-00539,2025-05-19,Curitiba,PR,C529,L4,app,conveniencia,14,0,3,12,16,nao,nao_perecivel,19,30,22,15,,5,nao,,5,46,em_rota,
FM-00540,10-01-2025,Salvador,BA,C506,L27,web,mercearia,18,0,4,14,10,nao,nao_perecivel,29,30,36,40.52,sim,1.7,nao,,8,69,em_rota,
FM-00541,2025-03-20,Salvador,BA,C332,L29,app,mercearia,13,2,3,31,7,nao,perecivel,42,50,87,"149,1",nao,1.2,nao,,1,86,,
FM-00542,16/10/2025,Campinas,SP,C228,L4,app,mercearia,18,2,3,2,9,nao,perecivel,39,35,19,145.96,,3.5,nao,,3,29,entregue,
FM-00543,2025-06-29,Campinas,SP,C177,L58,app,limpeza,4,1,2,15,17,nao,perecivel,16,35,44,141.2,,3.1,nao,,4,10,,
FM-00544,2025-06-19,Salvador,BA,C222,L8,app,mercearia,23,2,3,44,17,nao,perecivel,73,30,49,"141,05",nao,4.4,nao,,3,41,,
FM-00545,2025-06-23,São Paulo,SP,C340,L21,app,mercearia,8,0,4,9,22,nao,nao_perecivel,18,35,29,63.16,,5,nao,,8,43,,
FM-00546,2025-10-04,Campinas,sp,C481,L55,app,limpeza,25,2,4,12,19,sim,nao_perecivel,64,40,58,54.75,nao,1.4,nao,,4,56,entregue,
FM-00547,2025-01-28,Curitiba,PR,C264,L56,web,limpeza,10,0,1,11,10,nao,nao_perecivel,20,45,30,15,,2.2,nao,,8,43,cancelado,
FM-00548,2025-10-22,Curitiba,PR,C106,L31,app,hortifruti,17,3,5,23,10,nao,nao_perecivel,43,40,61,"155,5",nao,"3,0",sim,erro_pagamento,9,4,em_rota,
FM-00549,data_invalida,Uberlândia,mg,C221,L7,app,limpeza,21,3,1,15,8,nao,nao_perecivel,64,40,62,"107,19",,2.6,nao,,7,8,,
FM-00550,2025-10-23,Uberlândia,MG,C357,L32,app,mercearia,16,1,3,35,15,nao,nao_perecivel,50,30,29,129.66,nao,4.7,nao,,2,32,procesado,
FM-00551,2025-08-11,Uberaba,MG,C315,L54,web,hortifruti,7,1,4,30,12,sim,perecivel,33,30,20,22.39,nao,1.8,nao,,6,27,entregue,
FM-00552,2025-03-26,Goiânia,GO,C510,L53,app,mercearia,24,1,6,10,17,nao,nao_perecivel,35,40,36,150.13,nao,4.6,nao,,1,45,entregue,
FM-00553,2025-07-18,Campinas,SP,C546,L23,app,bebidas,17,1,3,4,19,sim,nao_perecivel,27,45,87,110.32,nao,1.3,nao,,9,89,entregue,
FM-00554,2025-07-08,Campinas,SP,C385,L4,app,bebidas,6,2,1,26,11,sim,nao_perecivel,29,35,58,15,nao,2.4,nao,,10,46,entregue,
FM-00555,2025-10-12,salvador,BA,C128,L26,app,hortifruti,10,0,1,1,15,nao,perecivel,19,45,31,"156,85",sim,3.8,nao,,0,71,em_rota,
FM-00556,2025-01-12,Uberlândia,MG,C537,L58,app,mercearia,9,4,2,11,9,nao,nao_perecivel,22,50,67,202.49,,"2,7",sim,erro_pagamento,7,4,cancelado,
FM-00557,05-25-2025,Goiânia,GO,C83,L35,app,mercearia,25,2,5,0,23,nao,perecivel,31,35,44,133.99,nao,4.0,sim,erro_pagamento,4,39,cancelado,
FM-00558,01-03-2025,Salvador,BA,C97,L8,web,bebidas,11,1,4,29,17,nao,nao_perecivel,34,45,35,78.79,sim,4.0,nao,,7,17,em_rota,
FM-00559,2025-08-06,Salvador,BA,C515,L7,app,bebidas,20,2,3,40,12,sim,nao_perecivel,59,45,49,"79,03",,2.9,nao,,2,68,entregue,
FM-00560,07/04/2025,Uberlândia,MG,C522,L36,app,mercearia,18,1,5,28,20,sim,perecivel,34,45,70,115.45,sim,1.8,nao,,3,10,,
FM-00561,2025-04-20,Uberaba,MG,C419,L38,app,limpeza,10,0,2,14,15,nao,perecivel,35,40,54,104.88,nao,4.1,nao,,9,48,em_rota,
FM-00562,06-20-2025,Uberaba,MG,C351,L6,app,hortifruti,9,0,3,20,17,nao,perecivel,20,50,56,114.22,,1.6,sim,erro_pagamento,5,48,procesado,
FM-00563,2025-07-28,Curitiba,PR,C503,L8,app,conveniencia,15,1,7,21,20,sim,nao_perecivel,21,30,13,172.17,,3.9,sim,produto_indisponivel,7,70,em_rota,
FM-00564,2025-06-18,Curitiba,PR,C159,L53,app,hortifruti,13,0,3,6,22,nao,nao_perecivel,26,35,10,132.09,,5,nao,,6,88,procesado,
FM-00565,2025-02-14,Salvador,BA,C308,L33,app,conveniencia,8,0,1,24,15,nao,nao_perecivel,26,30,45,133.01,sim,3.1,nao,,8,3,em_rota,
FM-00566,2025-07-31,são paulo,SP,C496,L46,app,mercearia,6,3,5,18,16,nao,perecivel,17,35,14,67.82,,"3,3",nao,,5,41,cancelado,
FM-00567,03/01/2025,Uberaba,MG,C450,L3,app,bebidas,16,0,2,14,13,nao,nao_perecivel,43,30,51,124.22,sim,4.1,sim,cliente_desistiu,2,82,,
FM-00568,2025-04-23,Uberaba,mg,C13,L31,app,bebidas,19,0,3,10,18,sim,perecivel,50,40,41,317.63,,2.9,nao,,6,5,entregue,
FM-00569,2025-01-04,Goiânia,GO,C106,L29,app,bebidas,14,3,7,9,7,nao,nao_perecivel,15,30,20,104.74,,3.7,nao,,1,65,cancelado,
FM-00570,2025-02-23,Goiânia,GO,C252,L57,app,hortifruti,10,2,9,20,7,nao,perecivel,,30,42,"93,96",nao,"3,1",nao,,2,40,entregue,
FM-00571,06-21-2025,Goiânia,GO,C24,L4,app,mercearia,8,1,2,33,8,nao,perecivel,39,45,42,125.11,nao,5,nao,,7,87,entregue,
FM-00572,2025-08-14,Uberaba,MG,C463,L18,app,conveniencia,17,0,2,11,21,nao,perecivel,23,50,49,104.5,sim,4.6,nao,,2,80,entregue,
FM-00573,08-13-2025,Campinas,SP,C538,L17,web,hortifruti,8,0,5,21,15,nao,nao_perecivel,21,50,12,152.31,sim,5,nao,,9,50,entregue,
FM-00574,09-03-2025,Goiânia,GO,C529,L1,app,mercearia,15,0,3,23,14,nao,nao_perecivel,29,35,45,115.82,sim,"4,1",sim,erro_pagamento,4,84,procesado,
FM-00575,2025-04-03,São Paulo,SP,C462,L23,web,hortifruti,9,2,4,23,15,nao,nao_perecivel,22,35,17,"137,57",,4.7,nao,,4,23,procesado,
FM-00576,2025-10-13,São Paulo,sp,C363,L40,app,bebidas,6,0,5,0,15,nao,perecivel,3,50,51,81.05,,3.8,sim,produto_indisponivel,5,12,,
FM-00577,10/03/2025,Goiânia,GO,C310,L2,app,limpeza,6,0,7,4,8,nao,perecivel,3,45,47,96.15,nao,2.7,nao,,3,36,cancelado,
FM-00578,2025-01-24,Campinas,SP,C133,L41,app,hortifruti,12,2,2,21,23,nao,nao_perecivel,27,45,50,15,,2.0,nao,,2,18,cancelado,
FM-00579,08/04/2025,salvador,BA,C128,L10,app,hortifruti,9,1,4,20,9,nao,nao_perecivel,20,40,39,227.22,,5,nao,,5,88,cancelado,
FM-00580,06-17-2025,Uberlândia,MG,C203,L29,app,bebidas,8,1,4,29,20,sim,perecivel,24,35,54,34.1,,3.8,sim,atraso,1,63,,
FM-00581,2025-01-26,Curitiba,PR,C333,L9,app,mercearia,9,1,6,6,13,nao,nao_perecivel,6,30,35,"53,68",,"2,8",nao,,3,23,procesado,
FM-00582,2025-06-21,Uberaba,MG,C86,L54,app,hortifruti,15,1,4,30,21,nao,nao_perecivel,37,45,28,62.75,sim,4.7,sim,erro_pagamento,1,9,em_rota,
FM-00583,05-24-2025,Uberlândia,MG,C508,L7,app,limpeza,8,3,4,17,17,nao,nao_perecivel,18,45,57,"65,27",nao,3.3,nao,,3,21,cancelado,
FM-00584,2025-10-03,Salvador,BA,C379,L59,app,hortifruti,11,0,3,15,17,nao,nao_perecivel,18,50,45,195.5,,3.9,nao,,9,28,,
FM-00585,2025-04-17,Curitiba,PR,C453,L52,app,mercearia,12,1,3,16,19,sim,perecivel,37,45,48,81.92,,1.6,nao,,5,45,cancelado,
FM-00586,2025-06-03,Uberaba,MG,C418,L41,web,hortifruti,15,1,5,23,11,sim,nao_perecivel,34,35,69,151.35,nao,"2,4",sim,valor_frete,1,42,,
FM-00587,2025-10-19,Salvador,BA,C352,L13,web,limpeza,6,1,6,19,14,nao,nao_perecivel,11,50,42,221.33,nao,3.2,sim,valor_frete,5,85,procesado,
FM-00588,2025-02-18,São Paulo,SP,C209,L28,app,conveniência,3,1,3,29,13,nao,nao perecivel,23,35,10,188.49,nao,5,nao,,9,41,entregue,
FM-00589,2025-08-15,salvador,BA,C91,L39,app,bebidas,23,3,2,23,19,sim,nao_perecivel,50,40,29,"175,78",nao,3.9,nao,,5,34,em_rota,
FM-00590,2025-07-20,Curitiba,PR,C406,L5,app,hortifruti,12,2,4,3,11,sim,nao_perecivel,25,50,50,149.82,sim,3.6,nao,,4,29,entregue,
FM-00591,2025-01-23,Goiânia,GO,C113,L40,app,bebidas,12,3,5,23,14,nao,perecivel,32,40,43,15,,2.2,sim,erro_pagamento,4,61,cancelado,
FM-00592,2025-09-03,Curitiba,PR,C521,L3,app,limpeza,8,1,2,17,9,nao,nao_perecivel,15,50,64,73.14,sim,2.7,sim,valor_frete,1,25,em_rota,
FM-00593,05-30-2025,Uberaba,MG,C126,L20,web,bebidas,18,0,2,39,20,sim,perecivel,64,40,50,153.58,nao,2.5,nao,,2,51,procesado,
FM-00594,2025-09-04,Salvador,BA,C245,L56,app,hortifruti,13,0,2,4,19,sim,perecivel,28,30,33,101.36,,1.5,nao,,2,79,em_rota,
FM-00595,11/04/2025,Uberlândia,MG,C230,L53,app,conveniencia,7,2,3,23,12,sim,nao_perecivel,28,45,47,"141,59",nao,2.0,nao,,0,39,,
FM-00596,2025-05-02,São Paulo,SP,C238,L28,app,mercearia,11,2,2,25,23,nao,perecivel,42,40,37,32.55,nao,"1,8",nao,,3,86,em_rota,
FM-00597,2025-04-08,Goiânia,GO,C9,L27,app,bebidas,13,0,3,18,7,nao,nao_perecivel,41,50,30,186.2,nao,2.9,nao,,7,24,entregue,
FM-00598,2025-08-19,Goiânia,GO,C195,L14,app,hortifruti,12,0,1,27,8,nao,nao perecivel,46,35,43,153.93,,3.2,sim,atraso,7,21,procesado,
FM-00599,2025-04-15,São Paulo,SP,C507,L48,web,limpeza,13,2,2,11,14,nao,perecivel,27,35,42,157.56,,1.9,nao,,2,43,em_rota,
FM-00600,2025-08-10,Uberlândia,MG,C60,L23,app,conveniencia,10,3,2,4,20,sim,perecivel,11,50,72,15,sim,3.6,nao,,7,9,cancelado,
FM-00601,2025-06-27,Curitiba,PR,C139,L27,web,limpeza,13,2,5,4,9,nao,perecivel,,45,27,123.3,,5,nao,,7,77,cancelado,
FM-00602,01-13-2025,Campinas,SP,C128,L46,web,limpeza,5,1,8,43,9,nao,perecivel,19,45,46,54.47,sim,4.0,nao,,3,42,entregue,
FM-00603,2025-08-15,Curitiba,PR,C191,L38,app,bebidas,10,0,2,14,21,nao,perecivel,21,45,79,168.36,sim,3.1,nao,,5,6,procesado,
FM-00604,2025-02-14,Uberaba,MG,C262,L34,app,limpeza,14,1,6,13,9,nao,perecivel,19,45,43,"73,49",,4.6,nao,,3,83,procesado,
FM-00605,2025-10-22,Uberlândia,MG,C234,L46,app,horti fruti,13,0,1,20,22,nao,nao_perecivel,39,35,40,15,nao,"2,7",nao,,3,25,entregue,
FM-00606,2025-03-30,Campinas,sp,C367,L45,app,hortifruti,11,2,1,24,17,nao,nao_perecivel,36,30,39,110.16,nao,3.2,nao,,2,46,,
FM-00607,06-13-2025,Goiânia,GO,C404,L8,app,hortifruti,14,1,4,2,16,nao,nao perecivel,27,35,72,105.43,,5,nao,,8,59,em_rota,
FM-00608,2025-07-08,Uberlândia,MG,C347,L31,app,limpeza,13,2,6,30,12,sim,perecivel,32,35,58,186.53,,2.3,nao,,0,34,entregue,
FM-00609,2025-08-22,Goiânia,GO,C471,L45,app,conveniencia,14,1,2,13,18,sim,nao_perecivel,24,40,74,119.69,,2.9,nao,,9,22,em_rota,
FM-00610,2025-05-31,Uberaba,MG,C199,L59,app,hortifruti,4,3,6,29,9,nao,nao_perecivel,18,50,78,138.18,nao,2.2,sim,produto_indisponivel,6,7,em_rota,
FM-00611,2025-04-18,Curitiba,PR,C83,L33,web,conveniencia,15,0,3,5,20,sim,nao_perecivel,39,30,29,220.25,nao,5,nao,,13,46,cancelado,
FM-00612,2025-09-10,São Paulo,SP,C11,L10,web,conveniencia,8,1,1,11,9,nao,nao_perecivel,21,40,10,235.96,,3.2,nao,,10,87,,
FM-00613,05-22-2025,São Paulo,SP,C539,L9,app,conveniencia,21,0,4,12,22,nao,nao_perecivel,51,35,26,"301,27",,5,nao,,1,37,cancelado,
FM-00614,22/04/2025,Uberlândia,MG,C224,L12,app,bebidas,10,0,4,10,16,nao,nao_perecivel,,40,81,167.22,,2.3,nao,,8,16,procesado,
FM-00615,2025-08-12,Curitiba,PR,C172,L10,app,bebidas,1,1,6,23,19,sim,perecivel,10,40,34,111.07,sim,3.5,sim,erro_pagamento,2,42,em_rota,
FM-00616,2025-07-28,Salvador,BA,C534,L43,app,mercearia,10,2,2,20,18,sim,nao_perecivel,16,50,86,57.29,nao,3.2,sim,erro_pagamento,0,40,,
FM-00617,15/09/2025,Salvador,BA,C265,L6,web,hortifruti,11,1,1,12,13,nao,perecivel,24,50,70,"116,95",sim,3.0,nao,,0,30,procesado,
FM-00618,data_invalida,Campinas,SP,C275,L41,app,hortifruti,19,0,7,45,12,sim,nao_perecivel,64,30,16,71.51,nao,5,nao,,0,12,procesado,
FM-00619,08-15-2025,Uberaba,mg,C110,L36,app,limpeza,18,0,2,24,11,sim,nao_perecivel,29,30,31,37.33,sim,3.1,sim,cliente_desistiu,6,26,cancelado,
FM-00620,26/05/2025,Campinas,SP,C225,L45,app,mercearia,21,1,4,33,15,nao,nao_perecivel,46,35,46,"220,04",,2.2,nao,,2,10,entregue,
FM-00621,2025-09-22,Goiânia,GO,C513,L55,web,limpeza,10,3,4,7,17,nao,nao_perecivel,14,50,64,"135,48",,"3,8",nao,,4,50,,
FM-00622,2025-07-22,Salvador,ba,C89,L1,web,conveniencia,19,3,5,6,13,nao,perecivel,,50,46,"171,33",,4.6,nao,,0,17,em_rota,
FM-00623,2025-07-17,Uberaba,MG,C454,L55,web,mercearia,18,0,3,0,11,sim,nao perecivel,22,35,57,66.38,nao,2.9,nao,,0,10,cancelado,
FM-00624,2025-07-13,Uberaba,MG,C115,L13,app,limpeza,27,0,3,27,21,nao,perecivel,80,50,15,200.89,nao,4.1,nao,,3,79,cancelado,
FM-00625,2025-02-10,uberaba,MG,C80,L56,app,bebidas,19,0,3,12,23,nao,nao_perecivel,40,40,50,"139,39",nao,1.9,nao,,10,40,em_rota,
FM-00626,2025-10-13,São Paulo,SP,C150,L29,app,mercearia,9,0,1,11,7,nao,perecivel,16,30,28,54.85,,2.9,nao,,0,8,entregue,
FM-00627,2025-07-15,Curitiba,PR,C247,L38,web,bebidas,11,0,3,1,18,sim,perecivel,26,35,33,124.62,sim,2.5,nao,,2,7,em_rota,
FM-00628,2025-03-14,Goiânia,GO,C190,L35,web,hortifruti,11,0,3,38,15,nao,nao_perecivel,,30,42,138.39,,"2,2",nao,,1,72,em_rota,
FM-00629,2025-02-06,Uberlândia,MG,C63,L13,app,hortifruti,8,0,1,0,15,nao,nao_perecivel,19,40,10,150.09,nao,3.6,nao,,3,16,procesado,
FM-00630,2025-07-15,Goiânia,GO,C111,L44,web,bebidas,15,3,4,35,10,nao,nao_perecivel,51,50,59,91.07,,3.1,nao,,1,53,,
FM-00631,2025-04-17,Uberlândia,MG,C381,L1,app,limpeza,12,3,5,31,11,sim,nao_perecivel,23,35,50,190.68,nao,2.7,sim,erro_pagamento,1,48,cancelado,
FM-00632,data_invalida,Campinas,SP,C126,L23,web,mercearia,1,0,6,4,14,nao,nao_perecivel,3,50,53,94.9,,"2,1",nao,,10,35,,
FM-00633,07-25-2025,Uberaba,MG,C397,L14,app,hortifruti,1,1,2,10,13,nao,perecivel,6,30,55,"120,09",sim,1.2,sim,produto_indisponivel,7,0,,
FM-00634,25/01/2025,Salvador,BA,C219,L42,app,bebidas,10,2,6,26,19,sim,nao_perecivel,31,45,62,53.15,,2.9,nao,,7,3,procesado,
FM-00635,2025-06-06,Curitiba,PR,C78,L48,app,hortifruti,15,0,3,18,14,nao,perecivel,44,35,15,"167,62",nao,"3,9",nao,,8,21,cancelado,
FM-00636,2025-09-18,Uberlândia,mg,C397,L13,app,bebidas,1,2,3,13,17,nao,perecivel,7,45,51,15,,3.6,sim,valor_frete,1,88,procesado,
FM-00637,2025-07-25,Campinas,SP,C242,L25,app,hortifruti,7,0,3,17,18,sim,nao_perecivel,19,45,44,"165,72",sim,3.3,nao,,6,2,em_rota,
FM-00638,2025-05-31,São Paulo,SP,C520,L27,app,limpeza,15,1,3,5,10,nao,nao_perecivel,25,45,44,90.3,,3.9,nao,,0,29,cancelado,
FM-00639,02/08/2025,uberaba,MG,C392,L29,app,limpeza,21,0,4,25,12,sim,perecivel,53,50,87,135.72,sim,3.2,nao,,0,37,procesado,
FM-00640,2025-09-28,Campinas,SP,C281,L35,app,conveniencia,1,1,4,31,21,nao,nao_perecivel,13,40,47,195.2,nao,1.4,nao,,0,66,procesado,
FM-00641,08-18-2025,Curitiba,PR,C19,L16,web,limpeza,9,2,1,2,17,nao,nao_perecivel,13,45,60,165.84,,3.0,nao,,7,76,cancelado,
