registro_id,data_pedido,cidade,uf,sku,categoria_peca,curva_abc,estoque_atual,demanda_mensal,lead_time_dias,custo_aquisicao,preco_venda,imposto_pct,custo_frete,tempo_entrega_dias,status_entrega,avaria,devolucao,margem_lucro,observacao
AUTO-00544,data_invalida,Uberaba,MG,SKU5379,rolamento,C,69,85,14,322.18,504.24,5.68,50.4,7,procesado,nao,sim,36.11,
AUTO-00545,2025-05-03,Uberaba,MG,SKU4980,rolamnto,A,133,38,1,741.27,917.58,17.02,191.05,1,procesado,nao,nao,19.21,
AUTO-00546,04/03/2025,São Paulo,SP,SKU8012,correiaa,B,45,46,12,268.61,391.37,20.2,187.54,8,,nao,nao,31.37,
AUTO-00547,2025-01-01,São Paulo,SP,SKU6160,rolamento,C,77,58,9,574.52,849.03,13.39,190.97,10,atrasado,sim,nao,32.33,
AUTO-00548,2025-08-24,Campinas,SP,SKU9384,rolamento,B,16,10,7,264.98,640.68,17.38,129.71,8,atrasado,nao,sim,58.64,
AUTO-00549,2025-10-01,Campinas,SP,SKU7184,correiaa,C,10,76,19,113.89,217.82,24.64,158.27,7,procesado,nao,sim,47.71,
AUTO-00550,2025-07-22,Uberlândia,MG,SKU5712,correia,B,67,23,18,44.5,86.24,18.82,147.68,9,entregue,sim,nao,48.4,
AUTO-00551,2025-09-29,Uberaba,MG,SKU8920,rolamnto,B,141,77,16,235.34,499.45,15.34,45.25,9,entregue,sim,nao,52.88,
AUTO-00552,01/02/2025,São Paulo,SP,SKU4385,engrenagem,A,33,78,8,"594,08",1008.55,22.86,166.5,6,procesado,sim,sim,41.1,
AUTO-00553,27/07/2025,São Paulo,SP,SKU3729,rolamnto,A,107,23,10,"736,23",1493.85,24.98,140.42,4,atrasado,sim,nao,50.72,
AUTO-00554,2025-02-04,Uberaba,MG,SKU2996,correiaa,C,126,73,7,588.42,897.76,19.58,143.26,2,,nao,nao,34.46,
AUTO-00555,2025-02-10,são paulo,SP,SKU2872,correiaa,C,0,96,6,554.26,1351.46,5.3,20.0,7,entregue,nao,nao,58.99,
AUTO-00556,02/02/2025,São Paulo,SP,SKU9499,rolamnto,A,70,64,17,610.7,974.26,13.5,51.82,7,entregue,nao,sim,37.32,
AUTO-00557,2025-10-01,Uberlândia,MG,SKU8145,correiaa,C,21,18,7,760.48,1017.83,15.37,136.49,9,,sim,nao,25.28,
AUTO-00558,2025-02-23,Uberlândia,MG,SKU8062,outros,B,123,17,1,163.81,216.05,7.61,127.15,7,entregue,nao,nao,24.18,
AUTO-00559,2025-05-06,Uberlândia,MG,SKU1243,rolamento,C,77,77,9,105.45,224.63,22.42,23.34,9,entregue,nao,nao,53.06,
AUTO-00560,2025-02-09,São Paulo,SP,SKU6658,rolamnto,C,56,69,9,549.56,1341.04,20.91,187.82,3,atrasado,sim,sim,59.02,
AUTO-00561,02-05-2025,Uberlândia,mg,SKU7207,correiaa,A,74,77,1,792.89,1652.18,20.82,95.78,5,,nao,nao,52.01,
AUTO-00562,2025-04-22,Uberaba,MG,SKU6966,outros,C,8,37,8,248.55,275.95,21.08,192.21,6,procesado,sim,sim,9.93,
AUTO-00563,2025-04-14,Uberaba,MG,SKU1543,rolamento,C,12,51,19,607.74,1165.05,20.44,181.8,3,entregue,sim,sim,47.84,
AUTO-00564,2025-09-13,Uberlândia,MG,SKU9855,correia,A,39,66,17,232.94,514.65,5.23,147.66,1,atrasado,sim,nao,54.74,
AUTO-00565,02/09/2025,Campinas,SP,SKU8089,correiaa,C,30,95,4,472.24,612.82,13.43,48.95,7,procesado,sim,sim,22.94,
AUTO-00566,2025-04-15,São Paulo,SP,SKU5869,correiaa,C,94,46,11,77.75,150.33,6.18,139.07,2,atrasado,sim,nao,48.28,
AUTO-00567,2025-01-31,Campinas,SP,SKU3764,correia,C,16,174,13,365.15,492.53,17.1,33.06,1,atrasado,nao,sim,25.86,
AUTO-00568,2025-05-10,Campinas,SP,SKU4685,rolamnto,C,0,81,9,55.29,135.81,9.54,169.41,11,procesado,nao,nao,59.29,
AUTO-00569,07-09-2025,Campinas,SP,SKU4242,correia,B,0,42,10,"355,43",878.35,19.58,180.05,9,procesado,sim,sim,59.53,
AUTO-00570,2025-09-01,Uberlândia,MG,SKU2423,correiaa,A,85,39,7,54.59,105.05,8.83,61.7,4,entregue,nao,sim,48.03,
AUTO-00571,2025-04-21,Uberaba,MG,SKU2931,correiaa,C,0,34,7,734.01,1178.98,8.79,36.24,8,entregue,nao,sim,37.74,
AUTO-00572,2025-10-06,uberlândia,MG,SKU7520,rolamnto,C,71,100,13,467.68,829.45,8.52,88.45,3,entregue,nao,nao,43.62,
AUTO-00573,2025-04-30,São Paulo,SP,SKU9816,rolamnto,C,92,76,10,787.48,1462.91,16.03,144.08,12,,nao,nao,46.17,
AUTO-00574,2025-01-19,São Paulo,SP,SKU7559,rolamnto,C,84,58,18,"503,03",1131.97,17.29,81.04,7,atrasado,sim,sim,55.56,
AUTO-00575,2025-03-23,São Paulo,SP,SKU5032,rolamnto,C,73,6,4,754.81,1729.17,11.42,116.68,4,atrasado,nao,sim,56.35,
AUTO-00576,07-06-2025,Uberlândia,mg,SKU9550,correiaa,B,124,58,1,"758,44",1247.22,21.55,149.73,8,procesado,nao,sim,39.19,
AUTO-00577,2025-04-23,Campinas,SP,SKU7398,rolamento,C,72,67,9,681.88,1541.5,8.18,144.11,3,entregue,nao,sim,55.77,
AUTO-00578,2025-03-25,Uberaba,MG,SKU9153,correiaa,C,88,144,9,699.08,1337.18,10.34,29.01,5,,nao,sim,47.72,
AUTO-00579,2025-10-06,Campinas,SP,SKU7818,outros,B,72,85,6,520.56,1112.87,7.95,170.46,5,entregue,nao,sim,53.22,
AUTO-00580,2025-08-29,são paulo,SP,SKU7889,outros,B,108,69,7,240.44,536.59,19.59,79.13,1,atrasado,sim,nao,55.19,
AUTO-00581,2025-09-10,São Paulo,SP,SKU7237,correiaa,C,65,29,7,395.28,699.53,8.43,193.59,6,entregue,nao,nao,43.49,
AUTO-00582,2025-01-21,São Paulo,SP,SKU4176,engrenagem,C,85,108,3,55.61,84.28,19.29,111.44,5,procesado,sim,nao,34.02,
AUTO-00583,2025-09-25,Campinas,SP,SKU6088,outros,A,99,55,12,476.82,716.25,6.82,82.83,14,entregue,nao,sim,33.43,
AUTO-00584,2025-03-14,Campinas,SP,SKU4602,eixo,C,81,134,8,"214,89",359.11,20.05,94.06,10,atrasado,nao,nao,40.16,
AUTO-00585,2025-07-18,Uberaba,MG,SKU3778,correiaa,C,80,46,9,785.53,1026.92,15.93,63.53,11,atrasado,nao,sim,23.51,
AUTO-00586,data_invalida,Uberlândia,MG,SKU7320,correia,C,69,111,9,"36,01",60.48,10.93,103.04,12,procesado,sim,sim,40.46,
AUTO-00587,10-01-2025,Campinas,SP,SKU3741,rolamento,C,176,92,16,415.78,529.6,12.32,55.15,8,entregue,sim,sim,21.49,
AUTO-00588,data_invalida,Uberaba,MG,SKU1958,correiaa,B,64,39,9,580.93,1351.8,15.87,115.62,10,entregue,nao,sim,57.03,
AUTO-00589,07-18-2025,Campinas,SP,SKU6406,correiaa,A,20,72,13,"661,46",941.73,5.2,185.18,6,procesado,sim,sim,29.76,
AUTO-00590,07-01-2025,uberaba,MG,SKU4513,rolamento,A,60,50,9,53.28,112.26,24.41,76.39,6,,sim,nao,52.54,
AUTO-00591,2025-01-28,São Paulo,SP,SKU7903,correia,C,119,143,11,690.24,1187.57,8.2,132.83,6,entregue,nao,nao,41.88,
AUTO-00592,2025-03-07,São Paulo,SP,SKU5800,correiaa,C,47,34,7,"89,81",112.18,10.68,66.94,1,,nao,sim,19.94,
AUTO-00593,2025-08-03,Uberaba,MG,SKU3940,rolamnto,B,40,54,6,601.88,767.83,11.53,153.04,6,entregue,nao,sim,21.61,
AUTO-00594,2025-02-19,Uberaba,MG,SKU1952,rolamnto,C,143,111,16,402.57,528.43,16.7,174.26,4,atrasado,nao,nao,23.82,
AUTO-00595,2025-02-24,uberlândia,MG,SKU8066,correiaa,A,54,98,11,698.73,966.48,17.17,37.94,1,procesado,sim,sim,27.7,
AUTO-00596,2025-10-10,Uberlândia,mg,SKU6168,rolamento,A,28,18,12,176.96,437.63,14.83,97.57,9,atrasado,nao,nao,59.56,
AUTO-00597,05-05-2025,Campinas,sp,SKU4461,correiaa,B,107,54,9,312.94,515.25,19.97,68.06,9,atrasado,nao,nao,39.26,
AUTO-00598,26/07/2025,Uberaba,mg,SKU6780,outros,A,55,135,7,200.33,268.35,8.72,102.8,7,entregue,sim,sim,25.35,
AUTO-00599,2025-07-01,São Paulo,SP,SKU3157,outros,B,0,55,13,"153,83",212.38,7.37,77.63,3,procesado,sim,nao,27.57,
AUTO-00600,2025-09-26,são paulo,SP,SKU6338,rolamnto,C,140,76,4,323.59,363.01,9.86,112.87,4,entregue,sim,sim,10.86,
AUTO-00601,2025-04-10,Campinas,SP,SKU2589,engrenagem,A,60,50,5,"429,17",1011.47,22.83,15.02,5,entregue,nao,nao,57.57,
AUTO-00602,2025-08-24,Campinas,SP,SKU5142,outros,C,56,46,15,66.33,120.71,8.15,13.46,6,procesado,nao,sim,45.05,
AUTO-00603,2025-06-16,Uberaba,mg,SKU8519,correiaa,B,149,15,16,129.03,229.63,6.44,24.83,1,procesado,sim,sim,43.81,
AUTO-00604,2025-10-15,Uberaba,MG,SKU2459,correiaa,A,110,103,13,"455,29",1100.55,10.21,150.82,13,entregue,sim,sim,58.63,
AUTO-00605,06-21-2025,São Paulo,SP,SKU1447,eixo,A,74,38,15,483.94,889.42,17.8,30.28,4,procesado,sim,sim,45.59,
AUTO-00606,2025-05-17,Uberlândia,MG,SKU4299,correiaa,A,0,95,6,567.01,1309.75,11.96,103.6,9,,sim,nao,56.71,
AUTO-00607,02/03/2025,Uberaba,MG,SKU4952,engrenagem,C,0,81,11,544.61,1277.15,8.48,60.83,11,,sim,nao,57.36,
AUTO-00608,2025-08-13,Uberlândia,MG,SKU7163,correiaa,B,9,112,3,792.09,1449.64,16.79,133.99,4,procesado,nao,nao,45.36,
AUTO-00609,2025-04-26,Uberlândia,MG,SKU7837,engrenagem,A,69,6,4,"26,24",58.05,14.25,20.51,10,procesado,nao,nao,54.8,
AUTO-00610,2025-05-23,Uberaba,MG,SKU6849,correiaa,C,35,150,7,584.65,1367.67,6.25,137.88,6,atrasado,sim,nao,57.25,
AUTO-00611,2025-08-25,Uberaba,MG,SKU6128,correiaa,A,79,114,9,617.49,1169.12,15.94,90.57,7,,nao,nao,47.18,
AUTO-00612,2025-08-24,Uberlândia,MG,SKU5597,rolamnto,A,49,33,19,256.46,319.18,9.75,160.33,1,procesado,sim,sim,19.65,
AUTO-00613,2025-02-10,Uberaba,MG,SKU9841,correiaa,C,54,118,21,753.38,1324.45,17.92,77.28,6,atrasado,sim,sim,43.12,
AUTO-00614,2025-07-27,Campinas,SP,SKU6151,rolamento,B,46,17,6,241.3,556.16,23.51,130.0,3,entregue,sim,sim,56.61,
AUTO-00615,09-19-2025,São Paulo,SP,SKU3370,rolamnto,B,69,118,12,282.4,333.8,20.53,52.23,13,atrasado,nao,nao,15.4,
AUTO-00616,2025-04-05,Uberlândia,mg,SKU3791,rolamento,C,76,52,12,672.46,1618.83,9.54,112.49,6,atrasado,nao,sim,58.46,
AUTO-00617,2025-03-08,Uberlândia,MG,SKU3428,rolamnto,C,15,80,13,260.48,628.19,16.38,197.21,10,atrasado,nao,sim,58.53,
AUTO-00618,2025-08-15,Uberaba,MG,SKU3153,engrenagem,A,102,49,9,"669,96",1510.01,12.92,27.97,11,atrasado,sim,nao,55.63,
AUTO-00619,2025-07-27,Campinas,SP,SKU5020,engrenagem,C,0,84,12,"789,24",1583.74,12.53,155.89,4,atrasado,nao,nao,50.17,
AUTO-00620,2025-04-11,São Paulo,SP,SKU9284,rolamnto,C,33,78,10,755.61,991.28,13.91,60.15,7,procesado,nao,nao,23.77,
AUTO-00621,2025-05-05,Uberlândia,MG,SKU8072,rolamento,B,119,92,5,"399,69",537.31,9.51,14.0,9,entregue,nao,sim,25.61,
AUTO-00622,09-18-2025,Campinas,SP,SKU4162,rolamnto,B,78,47,17,408.99,869.3,7.31,24.35,3,,nao,sim,52.95,
AUTO-00623,2025-04-08,São Paulo,SP,SKU1284,correiaa,A,77,97,11,191.51,316.09,7.61,174.43,5,procesado,nao,sim,39.41,
AUTO-00624,2025-10-13,Campinas,SP,SKU1165,outros,C,13,48,12,57.24,105.58,12.13,147.18,6,atrasado,sim,nao,45.79,
AUTO-00625,07-28-2025,Campinas,SP,SKU1898,rolamento,A,57,36,8,259.89,529.05,13.0,199.07,5,atrasado,sim,nao,50.88,
AUTO-00626,09/02/2025,Uberlândia,MG,SKU1800,rolamnto,C,94,77,8,357.87,569.7,17.94,60.84,4,procesado,sim,nao,37.18,
AUTO-00627,2025-06-04,Uberlândia,MG,SKU5740,correiaa,A,28,60,9,579.54,1367.99,16.73,93.6,11,entregue,nao,nao,57.64,
AUTO-00628,2025-08-26,Uberlândia,mg,SKU7274,correia,A,77,125,18,164.58,244.28,17.2,130.08,2,atrasado,nao,sim,32.63,
AUTO-00629,2025-06-28,São Paulo,SP,SKU6702,rolamnto,C,0,18,9,504.03,827.21,5.24,174.13,9,procesado,sim,sim,39.07,
AUTO-00630,2025-10-10,São Paulo,SP,SKU7465,correiaa,C,69,37,9,518.91,1193.34,11.44,24.67,8,entregue,sim,nao,56.52,
AUTO-00631,2025-01-10,Uberaba,MG,SKU5926,rolamnto,C,38,99,15,748.95,1164.11,10.24,176.26,3,,nao,sim,35.66,
AUTO-00632,25/04/2025,Uberaba,mg,SKU9803,rolamnto,C,0,0,18,323.59,550.81,17.74,25.84,10,procesado,nao,nao,41.25,
AUTO-00633,2025-07-06,Campinas,SP,SKU1194,correiaa,B,46,99,13,200.13,414.7,16.83,118.67,3,atrasado,nao,nao,51.74,
AUTO-00634,2025-01-11,Uberlândia,MG,SKU5396,rolamnto,B,0,85,16,"235,38",314.06,8.44,87.12,16,procesado,sim,nao,25.05,
AUTO-00635,14/07/2025,Uberlândia,MG,SKU6432,rolamnto,A,97,99,1,"419,3",839.71,19.33,59.23,8,atrasado,nao,nao,50.07,
AUTO-00636,01-20-2025,São Paulo,SP,SKU8254,correiaa,B,14,26,8,286.53,520.92,9.57,158.53,9,entregue,nao,sim,45.0,
AUTO-00637,2025-08-27,Campinas,sp,SKU7541,correiaa,B,26,70,15,790.69,1013.78,7.61,118.34,6,atrasado,nao,nao,22.01,
AUTO-00638,2025-05-21,Campinas,SP,SKU2755,rolamnto,B,8,80,4,534.64,1249.77,10.39,47.99,5,entregue,sim,sim,57.22,
AUTO-00639,2025-07-16,São Paulo,SP,SKU1774,rolamento,C,141,25,18,68.24,78.52,21.71,133.91,1,,nao,nao,13.09,
AUTO-00640,2025-07-30,Uberaba,MG,SKU1528,rolamnto,C,14,107,2,356.95,517.78,8.12,150.75,4,atrasado,sim,nao,31.06,
AUTO-00641,2025-10-20,Campinas,SP,SKU4767,rolamnto,A,50,72,2,684.56,986.96,21.1,80.92,8,entregue,sim,nao,30.64,
AUTO-00642,08-26-2025,São Paulo,SP,SKU7802,eixo,C,14,56,8,781.38,1301.61,21.53,120.16,8,entregue,nao,sim,39.97,
AUTO-00643,2025-02-27,São Paulo,SP,SKU3757,rolamento,B,65,100,16,"98,8",141.75,21.23,137.84,10,entregue,nao,sim,30.3,
AUTO-00644,2025-07-14,Uberlândia,MG,SKU7098,rolamnto,A,65,92,13,386.09,870.72,23.99,191.73,6,entregue,sim,sim,55.66,
AUTO-00645,2025-10-08,Uberlândia,MG,SKU8017,correiaa,B,15,53,16,67.01,79.97,13.89,72.49,11,entregue,nao,nao,16.21,
AUTO-00646,2025-09-19,Campinas,SP,SKU4258,rolamnto,C,111,107,8,407.9,508.65,22.67,66.12,3,atrasado,sim,sim,19.81,
AUTO-00647,2025-07-25,Uberlândia,MG,SKU9407,correia,C,53,140,1,565.78,729.26,19.55,20.29,12,atrasado,nao,nao,22.42,
AUTO-00648,2025-03-15,Uberaba,mg,SKU5066,rolamento,A,94,83,13,359.65,500.02,14.0,128.34,6,entregue,sim,sim,28.07,
AUTO-00649,2025-05-19,Uberaba,MG,SKU7193,rolamento,B,97,83,16,532.57,767.72,20.38,85.44,1,entregue,sim,nao,30.63,
AUTO-00650,21/04/2025,Uberaba,MG,SKU3830,correiaa,C,153,105,16,509.62,854.5,12.4,140.11,8,entregue,sim,nao,40.36,
AUTO-00651,2025-01-09,Campinas,SP,SKU6065,correiaa,C,66,68,9,432.67,487.72,12.97,195.95,7,atrasado,sim,nao,11.29,
AUTO-00652,10-06-2025,uberlândia,MG,SKU6631,correiaa,C,131,79,13,633.81,994.77,11.88,84.81,8,,nao,sim,36.29,
AUTO-00653,2025-06-13,Uberaba,MG,SKU1664,rolamnto,C,54,82,1,600.72,748.66,10.32,131.97,4,,sim,nao,19.76,
AUTO-00654,2025-10-26,Uberlândia,MG,SKU3612,rolamento,C,67,19,4,302.47,722.78,21.36,89.22,7,atrasado,nao,sim,58.15,
AUTO-00655,04/10/2025,Uberaba,MG,SKU1207,correiaa,B,78,104,1,"383,98",736.33,5.07,172.58,16,entregue,nao,sim,47.85,
AUTO-00656,2025-08-22,São Paulo,SP,SKU8851,rolamnto,B,151,126,4,"414,55",892.05,12.38,19.92,9,entregue,sim,nao,53.53,
AUTO-00657,2025-10-10,Uberaba,MG,SKU4484,engrenagem,C,124,88,14,710.72,1310.16,6.17,194.14,1,entregue,sim,nao,45.75,
AUTO-00658,24/06/2025,Uberlândia,MG,SKU8142,rolamnto,C,150,90,4,758.86,1172.52,15.92,31.78,6,atrasado,sim,sim,35.28,
AUTO-00659,10-23-2025,Campinas,SP,SKU6748,outros,C,20,9,7,700.85,1140.02,16.28,164.51,8,procesado,nao,sim,38.52,
AUTO-00660,2025-09-14,Uberaba,MG,SKU6347,correiaa,C,43,85,2,"164,09",206.58,11.4,44.4,3,atrasado,sim,sim,20.57,
AUTO-00661,2025-05-26,São Paulo,SP,SKU7856,eixo,B,73,17,17,236.67,430.58,11.75,13.86,9,entregue,sim,sim,45.03,
AUTO-00662,2025-07-08,Uberlândia,MG,SKU4193,correiaa,A,26,70,6,767.06,1730.1,6.5,73.52,5,procesado,sim,sim,55.66,
AUTO-00663,2025-08-13,Uberlândia,MG,SKU8100,eixo,B,0,71,12,500.94,1186.27,16.37,116.64,11,atrasado,sim,nao,57.77,
AUTO-00664,2025-07-08,Uberlândia,MG,SKU1918,rolamnto,C,138,0,7,"306,67",696.47,20.28,116.01,9,procesado,sim,nao,55.97,
AUTO-00665,03/03/2025,Campinas,sp,SKU7835,rolamnto,B,54,75,16,343.85,832.59,7.35,150.1,4,,sim,sim,58.7,
AUTO-00666,2025-10-26,Campinas,SP,SKU8458,engrenagem,C,70,107,11,106.77,220.62,23.6,141.27,14,,sim,sim,51.6,
AUTO-00667,03-18-2025,Campinas,SP,SKU7763,rolamnto,B,78,107,4,755.14,1349.72,14.81,182.03,10,,sim,nao,44.05,
AUTO-00668,2025-08-26,São Paulo,SP,SKU4780,rolamnto,B,69,24,13,615.38,1099.28,25.0,62.37,14,,nao,sim,44.02,
AUTO-00669,2025-03-11,São Paulo,SP,SKU6801,rolamnto,A,0,135,15,"659,18",1170.8,6.39,137.08,1,atrasado,nao,sim,43.7,
AUTO-00670,2025-02-14,São Paulo,SP,SKU7206,rolamnto,B,90,95,9,620.44,744.38,15.1,159.84,2,atrasado,sim,nao,16.65,
AUTO-00671,01-28-2025,Uberaba,MG,SKU5288,eixo,C,2,47,8,679.33,826.84,13.75,73.2,1,,nao,sim,17.84,
AUTO-00672,2025-02-01,Uberaba,MG,SKU3018,correia,B,45,141,7,"199,83",295.71,7.25,94.52,4,procesado,nao,nao,32.42,
AUTO-00673,2025-02-01,São Paulo,SP,SKU3033,correiaa,A,0,81,11,"569,08",1411.51,22.03,153.04,3,entregue,sim,nao,59.68,
AUTO-00674,data_invalida,São Paulo,SP,SKU4628,rolamnto,B,101,7,1,496.34,1232.63,10.6,181.49,9,atrasado,sim,nao,59.73,
AUTO-00675,2025-08-03,Campinas,SP,SKU4024,correiaa,C,92,21,10,603.38,803.59,24.52,165.89,3,atrasado,nao,nao,24.91,
AUTO-00676,2025-10-20,Uberaba,MG,SKU1161,rolamnto,C,0,71,16,765.67,1442.8,10.96,115.3,12,entregue,sim,sim,46.93,
AUTO-00677,2025-06-28,Uberaba,MG,SKU1924,correiaa,A,125,63,7,697.31,1098.19,9.01,103.45,3,,sim,sim,36.5,
AUTO-00678,2025-01-28,Campinas,SP,SKU3081,rolamnto,B,97,57,14,212.33,490.62,7.22,29.18,7,atrasado,nao,nao,56.72,
AUTO-00679,2025-02-07,Campinas,SP,SKU7229,rolamnto,B,47,117,4,328.99,646.89,10.84,27.84,4,entregue,nao,sim,49.14,
AUTO-00680,2025-02-21,São Paulo,SP,SKU3588,rolamnto,C,61,100,13,578.22,909.33,11.04,102.6,12,,nao,sim,36.41,
AUTO-00681,2025-04-11,Campinas,SP,SKU8998,correiaa,C,20,150,10,580.16,672.47,24.1,178.98,4,procesado,sim,sim,13.73,
AUTO-00682,2025-06-29,São Paulo,SP,SKU2400,rolamnto,C,120,80,8,56.81,75.48,9.79,193.75,14,procesado,sim,sim,24.74,
AUTO-00683,2025-01-17,Campinas,SP,SKU3232,engrenagem,B,0,94,14,188.67,384.65,18.04,141.33,1,atrasado,sim,nao,50.95,
AUTO-00684,03/05/2025,São Paulo,SP,SKU6397,correiaa,B,46,139,1,"530,98",921.49,15.66,145.41,6,,sim,nao,42.38,
AUTO-00685,2025-08-15,Campinas,SP,SKU9191,correiaa,C,114,128,2,"616,23",1097.24,18.62,83.49,11,procesado,sim,nao,43.84,
AUTO-00686,05-02-2025,Campinas,SP,SKU3355,correiaa,B,85,0,8,193.3,329.57,15.97,100.51,10,atrasado,sim,sim,41.35,
AUTO-00687,2025-01-22,São Paulo,SP,SKU6553,correiaa,A,89,123,16,609.16,1166.85,18.18,111.77,9,procesado,sim,nao,47.79,
AUTO-00688,10-11-2025,Uberaba,MG,SKU3750,correiaa,C,17,7,8,"648,57",1480.91,21.41,180.21,4,,sim,nao,56.2,
AUTO-00689,09/10/2025,São Paulo,SP,SKU8965,rolamento,A,134,125,1,350.15,529.21,23.84,47.34,14,,nao,nao,33.84,
AUTO-00690,2025-08-16,Campinas,SP,SKU4836,rolamento,C,44,63,8,435.28,642.03,14.95,68.88,19,,nao,sim,32.2,
AUTO-00691,2025-06-09,uberaba,MG,SKU8235,correiaa,A,38,42,13,"116,59",265.43,13.07,199.06,1,,sim,sim,56.08,
AUTO-00692,2025-02-26,uberaba,MG,SKU6581,eixo,C,154,102,6,691.83,822.65,24.29,159.45,10,,nao,nao,15.9,
AUTO-00693,2025-08-09,São Paulo,SP,SKU4654,correiaa,C,50,121,11,756.37,1487.74,7.18,157.86,11,,sim,nao,49.16,
AUTO-00694,2025-08-29,Uberaba,MG,SKU1927,correiaa,C,82,86,6,453.86,848.03,22.69,22.86,4,entregue,nao,nao,46.48,
AUTO-00695,2025-02-07,Campinas,SP,SKU3382,correiaa,C,0,41,8,40.76,60.22,13.77,109.24,10,procesado,sim,nao,32.31,
AUTO-00696,2025-09-15,Uberlândia,MG,SKU6661,correiaa,C,106,45,8,312.93,345.76,17.26,196.87,1,procesado,sim,nao,9.5,
AUTO-00697,2025-10-04,Uberaba,MG,SKU1921,rolamento,C,67,138,1,509.31,838.03,15.93,25.55,3,procesado,sim,sim,39.23,
AUTO-00698,2025-08-28,Uberaba,MG,SKU3956,rolamnto,C,40,64,14,"21,91",49.35,18.77,42.48,6,atrasado,nao,sim,55.6,
AUTO-00699,2025-01-07,Uberlândia,MG,SKU7244,correiaa,B,186,123,14,148.99,168.09,14.59,111.95,11,,nao,sim,11.36,
AUTO-00700,2025-05-08,Campinas,SP,SKU5764,correiaa,C,141,151,19,310.16,661.48,16.11,17.48,3,,nao,sim,53.11,
AUTO-00701,2025-07-14,Uberaba,MG,SKU7725,rolamnto,A,0,47,15,"441,54",971.08,9.25,154.04,10,entregue,sim,sim,54.53,
AUTO-00702,2025-06-22,São Paulo,sp,SKU5770,rolamnto,C,54,89,9,139.32,245.52,5.45,164.98,6,entregue,nao,nao,43.26,
AUTO-00703,2025-07-02,São Paulo,SP,SKU4699,correiaa,B,51,83,23,523.18,737.82,14.57,158.0,1,atrasado,sim,sim,29.09,
AUTO-00704,2025-02-10,Campinas,SP,SKU3541,correiaa,C,0,45,10,605.43,1382.36,21.32,51.25,7,entregue,nao,nao,56.2,
AUTO-00705,07-14-2025,uberaba,MG,SKU3093,rolamnto,B,162,111,11,689.44,1710.21,10.82,13.05,7,,nao,sim,59.69,
AUTO-00706,2025-03-18,São Paulo,SP,SKU3920,rolamento,C,0,92,7,"635,12",1141.57,10.86,79.89,14,,nao,nao,44.36,
AUTO-00707,30/03/2025,uberaba,MG,SKU2441,engrenagem,B,12,0,6,427.64,635.23,19.06,177.42,5,,nao,nao,32.68,
AUTO-00708,2025-10-04,Uberaba,MG,SKU6192,rolamnto,C,101,0,7,"658,35",1138.09,10.8,198.05,5,,sim,nao,42.15,
AUTO-00709,2025-09-17,São Paulo,SP,SKU4633,correia,B,157,77,10,"209,39",298.46,18.66,40.3,12,procesado,nao,nao,29.84,
AUTO-00710,2025-04-05,São Paulo,SP,SKU4436,correiaa,B,9,121,4,366.44,871.08,15.65,24.21,11,atrasado,nao,sim,57.93,
AUTO-00711,2025-01-01,São Paulo,SP,SKU4243,rolamnto,B,0,83,9,347.49,724.28,11.91,21.61,6,procesado,sim,sim,52.02,
AUTO-00712,2025-03-08,Uberaba,MG,SKU4989,rolamnto,A,0,27,7,99.03,167.53,7.49,36.44,7,atrasado,nao,nao,40.89,
AUTO-00713,2025-01-03,Uberaba,mg,SKU6099,rolamnto,C,21,40,8,758.26,1776.66,17.94,68.51,11,,nao,nao,57.32,
AUTO-00714,21/03/2025,Campinas,SP,SKU1915,correiaa,C,47,99,9,"708,57",1077.18,17.03,166.65,6,procesado,sim,sim,34.22,
AUTO-00715,2025-07-25,São Paulo,SP,SKU2884,correiaa,C,56,82,8,331.27,581.69,5.82,21.96,7,procesado,sim,sim,43.05,
AUTO-00716,data_invalida,São Paulo,sp,SKU9911,rolamnto,C,6,138,13,"281,7",485.38,11.03,75.28,1,procesado,sim,sim,41.96,
AUTO-00717,07-22-2025,Uberlândia,MG,SKU5462,rolamento,C,19,110,2,"34,2",70.02,24.02,143.49,5,entregue,sim,nao,51.16,
AUTO-00718,data_invalida,Uberaba,MG,SKU8361,rolamnto,A,42,59,14,794.31,1516.85,11.77,61.0,5,,sim,sim,47.63,
AUTO-00719,2025-10-25,Campinas,SP,SKU2430,rolamnto,C,122,30,14,243.81,548.55,17.82,25.66,1,procesado,nao,sim,55.55,
AUTO-00720,2025-05-05,Uberaba,MG,SKU5775,rolamnto,B,67,143,6,"241,2",556.19,13.11,181.29,9,entregue,sim,sim,56.63,
AUTO-00721,02/10/2025,Uberlândia,MG,SKU8655,rolamnto,C,28,85,13,614.15,1056.07,16.77,55.93,10,,nao,nao,41.85,
AUTO-00722,data_invalida,Uberaba,MG,SKU8650,rolamnto,B,84,170,10,657.3,1129.74,14.69,25.46,1,procesado,nao,sim,41.82,
AUTO-00723,03/01/2025,Uberlândia,MG,SKU4100,rolamnto,B,26,124,15,669.75,759.15,10.41,79.8,12,entregue,nao,sim,11.78,
AUTO-00724,2025-06-05,campinas,SP,SKU4783,correiaa,C,3,122,8,"50,11",92.19,10.22,152.45,9,procesado,sim,nao,45.64,
AUTO-00725,2025-06-03,Uberlândia,MG,SKU2853,rolamnto,A,67,72,11,297.42,662.6,12.14,58.77,10,entregue,nao,nao,55.11,
