registro_id,data_evento,cidade,uf,canal,dispositivo,categoria_produto,produto,preco_produto,valor_frete,cupom_utilizado,desconto_pct,etapa_funil,adicionou_carrinho,iniciou_pagamento,pagamento_aprovado,motivo_falha_pagamento,tempo_site_seg,quantidade_cliques,avaliacao_experiencia,origem_trafego,status_pedido,observacao
ECOM-00466,2025-05-21,São Paulo,SP,app,mobile,smartphone,Galaxy X,4560.65,17.82,nao,0,compra,sim,sim,sim,,257,15,5,organico,falha_pagamento,
ECOM-00467,2025-07-04,São Paulo,SP,site,desktop,notebook,Notebook Gamer,4850.52,58.16,nao,0,visualizou,nao,nao,nao,,185,18,"4,5",instagram,falha_pagamento,
ECOM-00468,11/06/2025,Salvador,BA,site,mobile,smartfone,Moto Plus,3478.73,7.37,sim,10,visualizou,nao,nao,nao,,366,5,4.0,organico,,
ECOM-00469,data_invalida,Uberlândia,MG,app,mobile,smartphone,Redmi Pro,5691.77,21.76,sim,15,visualizou,sim,nao,nao,,5,13,3.9,organico,procesado,
ECOM-00470,04-03-2025,Uberaba,MG,app,mobile,smartwatch,Smartwatch Fit,811.95,"7,73",nao,0,carrinho,sim,nao,nao,,133,14,3.6,instagram,procesado,
ECOM-00471,16/05/2025,São Paulo,SP,app,tablet,fone,Earbuds,412.02,65.31,sim,0,pagamento,sim,sim,nao,limite_insuficiente,520,14,5,google_ads,falha_pagamento,
ECOM-00472,2025-10-21,São Paulo,SP,site,mobile,notebook,Ultrabook,3376.24,54.26,,0,compra,sim,sim,sim,,56,6,"4,5",direto,finalizado,
ECOM-00473,2025-05-22,Salvador,BA,app,mobile,fone,Headset Gamer,434.08,"1,22",sim,0,carrinho,sim,nao,nao,,115,22,"4,6",instagram,finalizado,
ECOM-00474,2025-09-09,Salvador,BA,site,mobile,smartphone,Moto Plus,5941.74,40.26,,0,compra,sim,sim,nao,cartao_recusado,68,9,1.8,instagram,abandonado,
ECOM-00475,2025-02-01,São Paulo,SP,site,mobile,fone,Earbuds,456.01,"11,73",nao,20,visualizou,sim,nao,nao,,139,7,3.9,organico,abandonado,
ECOM-00476,2025-03-01,Curitiba,PR,site,mobile,smartphone,Moto Plus,1584.29,17.52,nao,0,carrinho,sim,nao,nao,,474,19,4.4,google_ads,falha_pagamento,
ECOM-00477,08/07/2025,Salvador,BA,site,mobile,smartphone,iPhone Z,5246.39,0.16,,5,carrinho,sim,nao,nao,,202,5,5,direto,falha_pagamento,
ECOM-00478,2025-05-28,Uberlândia,MG,app,mobile,fone,Headset Gamer,834.37,"57,32",sim,10,visualizou,nao,nao,nao,,230,15,3.9,organico,abandonado,
ECOM-00479,2025-02-25,São Paulo,SP,app,mobile,fone,Fone Bluetooth,608.92,"23,05",nao,20,carrinho,sim,nao,nao,,233,9,2.8,organico,,
ECOM-00480,02-18-2025,Campinas,SP,app,mobile,smartphone,Redmi Pro,2263.5,62.4,sim,0,visualizou,sim,nao,nao,,313,16,3.1,email,falha_pagamento,
ECOM-00481,2025-03-01,Uberaba,MG,site,mobile,smartphone,Galaxy X,"2134,56","45,48",nao,0,carrino,nao,nao,nao,,347,13,"3,5",email,,
ECOM-00482,04-05-2025,Uberlândia,MG,site,mobile,smartphone,Moto Plus,2451.59,43.23,nao,0,visualizou,sim,nao,nao,,430,15,2.5,google_ads,,
ECOM-00483,2025-10-17,salvador,BA,site,tablet,smartwatch,Smartwatch Fit,1361.06,38.74,,5,compra,sim,sim,sim,,356,21,2.4,instagram,,
ECOM-00484,08-15-2025,Campinas,SP,site,mobile,smartphone,Redmi Pro,"5689,34",0.45,,20,visualizou,sim,nao,nao,,,1,"4,6",google_ads,falha_pagamento,
ECOM-00485,2025-07-21,Uberaba,MG,app,mobile,smartphone,Galaxy X,5923.93,62.67,,0,pagamento,sim,sim,nao,limite_insuficiente,5,19,3.2,google_ads,falha_pagamento,
ECOM-00486,2025-05-11,Uberaba,MG,app,mobile,notebook,Notebook Office,5314.79,71.06,sim,5,visualizou,sim,nao,nao,,350,22,4.9,google_ads,procesado,
ECOM-00487,2025-02-25,Goiânia,GO,site,mobile,smartphone,Redmi Pro,1141.4,76.8,sim,0,carrinho,sim,nao,nao,,264,6,3.5,instagram,procesado,
ECOM-00488,2025-04-18,Campinas,sp,app,mobile,notebook,Notebook Office,"6054,06","39,22",nao,0,carrinho,sim,nao,nao,,21,10,3.2,organico,,
ECOM-00489,23/08/2025,Uberaba,MG,app,mobile,notebook,Ultrabook,2031.23,6.77,nao,15,compra,sim,sim,sim,,464,11,2.7,google_ads,procesado,
ECOM-00490,20/03/2025,Curitiba,PR,site,mobile,fone,Fone Bluetooth,655.75,60.33,sim,0,pagamento,sim,sim,nao,cartao_recusado,482,20,2.6,organico,falha_pagamento,
ECOM-00491,2025-10-18,São Paulo,SP,app,mobile,smartphone,Moto Plus,5490.67,"0,71",sim,5,visualizou,nao,nao,nao,,,1,4.3,google_ads,procesado,
ECOM-00492,2025-04-23,São Paulo,SP,site,mobile,acessorios,Mouse,396.17,71.99,sim,0,pagamento,sim,sim,nao,limite_insuficiente,5,7,3.9,organico,abandonado,
ECOM-00493,2025-01-16,Salvador,BA,app,desktop,fone,Fone Bluetooth,454.78,11.54,nao,0,pagamento,sim,sim,nao,erro_gateway,214,16,"4,5",google_ads,,
ECOM-00494,2025-05-10,Goiânia,GO,site,mobile,notebook,Ultrabook,8358.69,34.61,nao,0,compra,sim,sim,sim,,159,1,3.9,email,procesado,
ECOM-00495,2025-07-10,Curitiba,PR,site,desktop,smartwatch,Smartwatch Fit,448.55,53.14,nao,10,carrinho,sim,nao,nao,,160,26,"4,5",google_ads,,
ECOM-00496,2025-09-02,Campinas,SP,site,desktop,smartwatch,Smartwatch Fit,599.44,41.65,nao,10,visualizou,sim,nao,nao,,325,1,3.4,google_ads,falha_pagamento,
ECOM-00497,2025-04-03,Uberlândia,MG,app,mobile,notbook,Ultrabook,2300.36,79.5,,15,compra,sim,sim,sim,,53,17,5,google_ads,abandonado,
ECOM-00498,2025-09-18,Salvador,BA,app,desktop,smartphone,Galaxy X,5132.21,56.02,,10,visualizou,sim,nao,nao,,445,17,3.7,google_ads,falha_pagamento,
ECOM-00499,2025-03-07,Salvador,BA,app,mobile,acessorios,Cabo USB-C,23.46,51.49,sim,0,pagamento,sim,sim,nao,,322,17,3.4,direto,falha_pagamento,
ECOM-00500,01-16-2025,Campinas,SP,site,mobile,acessorios,Teclado,379.47,64.47,sim,5,visualizou,sim,nao,nao,,29,8,"3,3",google_ads,finalizado,
ECOM-00501,2025-04-05,Goiânia,GO,site,mobile,smartwatch,Watch Pro,1067.84,50.06,sim,5,carrinho,sim,nao,nao,,203,15,5,direto,procesado,
ECOM-00502,2025-01-11,Campinas,SP,site,mobile,smartphone,iPhone Z,5125.6,3.03,sim,0,compra,sim,sim,sim,,444,6,4.4,google_ads,procesado,
ECOM-00503,data_invalida,Uberaba,MG,app,desktop,fone,Earbuds,512.47,48.93,,15,pagamento,sim,sim,nao,pix_expirado,368,10,2.1,organico,falha_pagamento,
ECOM-00504,11/03/2025,Uberlândia,MG,app,mobile,acessorios,Teclado,105.49,32.64,sim,10,compra,sim,sim,sim,,141,22,2.7,google_ads,procesado,
ECOM-00505,2025-04-19,Salvador,BA,site,mobile,notebook,Notebook Gamer,2458.84,68.07,,0,carrinho,sim,nao,nao,,258,8,3.5,direto,abandonado,
ECOM-00506,2025-05-02,Goiânia,GO,site,desktop,smartphone,Moto Plus,3963.16,22.49,,10,visualizou,sim,nao,nao,,5,2,4.8,organico,falha_pagamento,
ECOM-00507,2025-05-13,Goiânia,GO,app,mobile,smartphone,Galaxy X,3797.94,9.0,,20,visualizou,nao,nao,nao,,406,1,3.2,google_ads,procesado,
ECOM-00508,2025-08-21,Uberaba,MG,app,desktop,fone,Fone Bluetooth,270.19,"2,53",nao,0,visualizou,nao,nao,nao,,,15,5,direto,,
ECOM-00509,2025-09-30,Uberlândia,MG,app,mobile,smartphone,Galaxy X,1405.3,64.46,nao,20,pagamento,sim,sim,nao,cartao_recusado,340,14,3.9,google_ads,finalizado,
ECOM-00510,09-12-2025,Goiânia,GO,app,mobile,smartphone,Moto Plus,6374.62,"64,2",nao,0,visualizou,sim,nao,nao,,231,13,4.8,instagram,falha_pagamento,
ECOM-00511,2025-06-24,uberaba,mg,site,desktop,smartphone,Galaxy X,1856.16,67.51,,15,carrinho,sim,nao,nao,,558,8,"4,0",instagram,finalizado,
ECOM-00512,2025-01-16,uberlândia,MG,site,mobile,fone,Earbuds,475.41,50.24,sim,10,carrino,sim,sim,nao,erro_gateway,294,1,5.0,organico,abandonado,
ECOM-00513,2025-01-06,Uberlândia,MG,site,mobile,notebook,Notebook Gamer,3331.05,15.79,sim,20,carrinho,sim,nao,nao,,326,10,4.0,google_ads,,
ECOM-00514,2025-08-06,Salvador,ba,site,mobile,fone,Headset Gamer,781.95,14.22,,5,visualizou,sim,nao,nao,,468,10,"3,9",organico,procesado,
ECOM-00515,13/04/2025,Salvador,BA,site,mobile,smartphone,Redmi Pro,944.1,55.86,,20,visualizou,sim,nao,nao,,128,11,4.7,organico,,
ECOM-00516,2025-05-30,Curitiba,PR,site,mobile,smartphone,Redmi Pro,4074.08,7.54,sim,0,compra,sim,sim,nao,erro_gateway,431,9,5,instagram,finalizado,
ECOM-00517,2025-06-24,Goiânia,GO,site,desktop,smartwatch,Watch Pro,"2160,18",6.71,,15,pagamento,sim,sim,nao,erro_gateway,114,18,2.1,email,procesado,
ECOM-00518,2025-05-17,Goiânia,GO,site,mobile,fone,Headset Gamer,662.34,34.26,nao,0,carrinho,sim,nao,nao,,5,9,4.7,instagram,procesado,
ECOM-00519,2025-07-29,Uberlândia,MG,app,desktop,notebook,Notebook Gamer,"3312,51",35.99,sim,0,carrinho,sim,nao,nao,,83,5,4.8,direto,abandonado,
ECOM-00520,2025-03-01,Curitiba,PR,site,mobile,smartphone,Galaxy X,2340.55,74.95,sim,5,compra,sim,sim,sim,,400,20,3.4,instagram,falha_pagamento,
ECOM-00521,2025-03-25,Uberlândia,MG,app,desktop,smartphone,Galaxy X,2086.14,26.97,,15,compra,sim,sim,sim,,289,5,3.9,organico,abandonado,
ECOM-00522,data_invalida,Goiânia,GO,site,tablet,fone,Fone Bluetooth,235.15,9.55,nao,20,compra,sim,sim,sim,,415,7,5,google_ads,,
ECOM-00523,2025-09-13,Goiânia,GO,site,mobile,smartphone,iPhone Z,6195.96,37.74,sim,0,visualizou,nao,nao,nao,,185,27,3.4,instagram,,
ECOM-00524,2025-09-27,Salvador,BA,site,mobile,smartphone,Moto Plus,"5535,94","1,3",,5,visualizou,nao,nao,nao,,358,9,3.6,google_ads,falha_pagamento,
ECOM-00525,2025-05-04,Goiânia,GO,site,mobile,smartwatch,Watch Pro,413.95,16.62,sim,0,compra,sim,sim,sim,,116,11,3.1,email,falha_pagamento,
ECOM-00526,2025-08-27,São Paulo,SP,site,mobile,fone,Fone Bluetooth,652.82,51.02,,0,pagamento,sim,sim,nao,erro_gateway,354,4,"4,2",google_ads,procesado,
ECOM-00527,2025-10-23,Uberlândia,MG,site,mobile,notebook,Ultrabook,3584.33,70.76,sim,5,carrinho,sim,nao,nao,,252,11,4.7,instagram,procesado,
ECOM-00528,2025-02-15,Goiânia,GO,app,mobile,smartphone,Redmi Pro,4361.09,76.62,sim,10,pagamento,sim,sim,nao,cartao_recusado,396,1,3.6,email,,
ECOM-00529,2025-09-04,Uberlândia,MG,app,mobile,smartphone,iPhone Z,1887.6,70.01,,5,carrinho,sim,nao,nao,,104,15,3.8,email,finalizado,
ECOM-00530,2025-10-02,São Paulo,SP,app,mobile,smartwatch,Smartwatch Fit,1212.08,8.03,nao,20,compra,sim,sim,sim,,275,16,3.5,direto,,
ECOM-00531,16/01/2025,São Paulo,SP,site,mobile,smartphone,Moto Plus,4671.6,"12,78",,0,pagamento,sim,sim,nao,cartao_recusado,60,7,3.0,direto,finalizado,
ECOM-00532,2025-07-31,Uberlândia,MG,site,desktop,fone,Earbuds,"875,39",52.6,nao,0,compra,sim,sim,sim,,511,6,5.0,organico,finalizado,
ECOM-00533,2025-07-09,Uberaba,MG,site,mobile,notebook,Notebook Office,9446.09,"25,54",sim,15,carrinho,sim,nao,nao,,313,21,5,organico,finalizado,
ECOM-00534,23/07/2025,Salvador,BA,site,mobile,fone,Earbuds,"442,04",71.84,,20,carrino,sim,nao,nao,,549,16,"3,6",google_ads,,
ECOM-00535,2025-05-13,São Paulo,SP,app,mobile,smartphone,Galaxy X,2662.63,3.03,nao,10,visualizou,nao,nao,nao,,414,1,1.6,google_ads,,
ECOM-00536,10-09-2025,Goiânia,GO,app,mobile,notebook,Ultrabook,"9484,0","44,57",nao,20,visualizou,nao,nao,nao,,587,17,"5,0",google_ads,finalizado,
ECOM-00537,2025-05-17,São Paulo,SP,site,mobile,smartphone,Moto Plus,3804.4,0.66,nao,0,compra,sim,sim,nao,,166,29,3.9,google_ads,procesado,
ECOM-00538,2025-09-15,Uberaba,MG,app,tablet,notebook,Notebook Gamer,5664.73,"67,75",,0,carrinho,sim,nao,nao,,65,14,4.9,google_ads,abandonado,
ECOM-00539,data_invalida,Curitiba,PR,site,mobile,smartphone,Galaxy X,6461.8,9.32,nao,0,compra,sim,sim,sim,,243,16,1.8,instagram,abandonado,
ECOM-00540,2025-04-03,curitiba,pr,site,mobile,acessorios,Teclado,309.34,30.41,nao,10,compra,sim,sim,sim,,66,21,4.6,organico,procesado,
ECOM-00541,2025-08-31,são paulo,SP,app,mobile,smartphone,Galaxy X,4467.35,41.7,nao,0,pagamento,sim,sim,nao,pix_expirado,308,3,"3,0",email,abandonado,
ECOM-00542,09/08/2025,Salvador,ba,app,desktop,smartphone,Redmi Pro,3664.56,69.68,nao,10,pagamento,sim,sim,nao,,285,11,5,google_ads,procesado,
ECOM-00543,data_invalida,Goiânia,go,app,mobile,fone,Headset Gamer,871.46,54.76,,0,visualizou,nao,nao,nao,,237,5,3.3,google_ads,finalizado,
ECOM-00544,2025-04-30,Uberlândia,mg,app,desktop,fone,Headset Gamer,"477,12","47,06",nao,0,visualizou,nao,nao,nao,,366,14,4.9,email,falha_pagamento,
ECOM-00545,2025-02-18,Uberlândia,MG,site,mobile,notebook,Ultrabook,8853.05,"54,33",,5,pagamento,sim,sim,nao,limite_insuficiente,198,1,4.6,direto,procesado,
ECOM-00546,2025-08-21,Uberaba,MG,site,mobile,notebook,Notebook Gamer,1870.61,"10,38",sim,15,carrinho,sim,nao,nao,,152,3,3.8,email,finalizado,
ECOM-00547,08-09-2025,Uberaba,MG,site,mobile,notebook,Notebook Gamer,"2307,49",3.64,sim,0,pagamento,sim,sim,nao,cartao_recusado,485,1,3.9,organico,abandonado,
ECOM-00548,07/09/2025,Salvador,BA,app,mobile,smartwatch,Watch Pro,1858.04,"39,42",nao,5,compra,sim,sim,sim,,325,3,"3,9",organico,finalizado,
ECOM-00549,2025-01-06,Salvador,BA,site,mobile,smartphone,iPhone Z,2592.97,57.49,sim,0,visualizou,sim,nao,nao,,321,1,3.1,email,procesado,
ECOM-00550,05-18-2025,Salvador,ba,site,mobile,smartfone,Headset Gamer,648.42,7.13,,10,pagamento,sim,sim,nao,erro_gateway,278,19,3.7,email,,
ECOM-00551,2025-02-26,São Paulo,SP,app,mobile,smartphone,iPhone Z,4854.87,59.99,nao,5,compra,sim,sim,sim,,426,22,3.5,instagram,finalizado,
ECOM-00552,2025-03-06,Salvador,BA,site,mobile,smartphone,Redmi Pro,4547.74,6.89,sim,0,carrinho,sim,nao,nao,,143,5,3.8,google_ads,abandonado,
ECOM-00553,2025-07-27,curitiba,PR,app,desktop,notebook,Ultrabook,2117.47,2.74,,20,compra,sim,sim,sim,,332,1,2.4,direto,abandonado,
ECOM-00554,2025-04-03,Curitiba,pr,app,mobile,smartwatch,Smartwatch Fit,"1205,9",23.82,,10,carrinho,sim,nao,nao,,382,12,2.6,google_ads,procesado,
ECOM-00555,2025-08-31,São Paulo,SP,app,mobile,notebook,Notebook Gamer,"8308,93",70.32,,0,carrinho,sim,nao,nao,,,9,5,google_ads,abandonado,
ECOM-00556,2025-06-13,uberlândia,MG,site,desktop,notebook,Ultrabook,6479.62,18.56,nao,0,carrinho,sim,nao,nao,,88,23,"4,0",direto,,
ECOM-00557,08-04-2025,Uberlândia,MG,site,mobile,notebook,Notebook Office,8741.41,"29,8",nao,0,compra,sim,sim,sim,,488,19,3.5,direto,procesado,
ECOM-00558,2025-10-28,Uberaba,MG,app,desktop,smartphone,Moto Plus,1584.79,1.71,sim,0,pagamento,sim,sim,nao,,415,11,"3,6",google_ads,finalizado,
ECOM-00559,2025-04-25,Campinas,SP,site,desktop,fone,Earbuds,365.3,74.88,nao,0,compra,sim,sim,sim,,227,2,"4,7",instagram,abandonado,
ECOM-00560,2025-05-12,uberaba,MG,site,mobile,fone,Fone Bluetooth,259.74,"28,06",nao,5,pagamento,sim,sim,nao,cartao_recusado,242,11,4.6,google_ads,procesado,
ECOM-00561,2025-08-06,Campinas,sp,app,mobile,acessorios,Mouse,381.76,61.76,sim,0,visualizou,nao,nao,nao,,5,13,3.3,email,abandonado,
ECOM-00562,11/08/2025,Curitiba,pr,site,mobile,notebook,Notebook Office,7196.53,"32,46",,0,visualizou,nao,nao,nao,,5,9,3.7,instagram,,
ECOM-00563,2025-07-07,São Paulo,SP,site,mobile,smartwatch,Watch Pro,2322.15,1.97,sim,5,pagamento,sim,sim,nao,erro_gateway,253,12,3.0,instagram,abandonado,
ECOM-00564,2025-09-30,Curitiba,PR,site,mobile,notebook,Notebook Gamer,7210.36,"10,02",nao,15,pagamento,sim,sim,nao,cartao_recusado,600,16,2.9,email,falha_pagamento,
ECOM-00565,2025-05-04,Salvador,BA,app,mobile,smartphone,Galaxy X,5804.45,52.21,,5,visualizou,sim,nao,nao,,207,19,5,organico,finalizado,
ECOM-00566,2025-06-16,São Paulo,SP,app,desktop,notebook,Notebook Office,4609.3,3.72,,5,compra,sim,sim,sim,,22,15,2.1,instagram,falha_pagamento,
ECOM-00567,2025-02-22,Goiânia,GO,site,mobile,smartphone,Galaxy X,3040.83,5.52,sim,20,compra,sim,sim,sim,,5,15,2.5,google_ads,abandonado,
ECOM-00568,2025-06-23,uberaba,MG,app,mobile,smartwatch,Smartwatch Fit,1091.51,16.22,nao,0,compra,sim,sim,sim,,478,18,4.3,organico,falha_pagamento,
ECOM-00569,2025-03-21,São Paulo,SP,app,mobile,notbook,Moto Plus,1746.14,"53,51",nao,0,pagamento,sim,sim,nao,cartao_recusado,589,10,5,organico,finalizado,
ECOM-00570,04-06-2025,Uberlândia,MG,site,mobile,smartphone,Redmi Pro,4163.55,40.14,sim,10,visualizou,nao,nao,nao,,444,20,4.5,organico,finalizado,
ECOM-00571,2025-03-30,Campinas,SP,app,mobile,smartwatch,Smartwatch Fit,833.81,"9,77",,0,pagamento,sim,sim,nao,cartao_recusado,232,19,4.3,google_ads,falha_pagamento,
ECOM-00572,2025-02-07,Uberaba,MG,app,mobile,notebook,Ultrabook,"7076,91",21.6,sim,0,visualizou,nao,nao,nao,,120,19,2.7,google_ads,falha_pagamento,
ECOM-00573,2025-06-19,salvador,BA,site,mobile,smartphone,iPhone Z,1763.66,76.21,nao,0,compra,sim,sim,sim,,185,8,3.4,organico,finalizado,
ECOM-00574,2025-10-21,Uberaba,MG,site,mobile,smartphone,Moto Plus,"2653,72",5.24,nao,0,compra,sim,sim,sim,,247,9,4.1,google_ads,,
ECOM-00575,2025-07-13,Curitiba,PR,site,tablet,notebook,Notebook Gamer,"4138,01",37.87,nao,0,visualizou,sim,nao,nao,,166,3,"3,8",google_ads,finalizado,
ECOM-00576,04-26-2025,campinas,SP,app,mobile,notebook,Ultrabook,"6647,98",0.3,sim,0,visualizou,nao,nao,nao,,175,8,2.5,google_ads,abandonado,
ECOM-00577,2025-06-02,Salvador,BA,site,mobile,fone,Fone Bluetooth,352.23,35.48,sim,10,carrinho,sim,nao,nao,,5,8,5.0,email,finalizado,
ECOM-00578,2025-10-16,São Paulo,SP,site,desktop,notebook,Notebook Gamer,"3358,24",53.28,,15,pagamento,sim,sim,nao,pix_expirado,152,11,"3,8",direto,abandonado,
ECOM-00579,2025-05-27,Uberlândia,MG,site,mobile,notbook,Notebook Gamer,"2184,67",73.97,sim,0,compra,sim,sim,sim,,5,10,5,google_ads,abandonado,
ECOM-00580,01-26-2025,Curitiba,PR,site,mobile,smartphone,Galaxy X,6425.26,"76,17",,10,pagamento,sim,sim,nao,erro_gateway,108,12,3.9,direto,,
ECOM-00581,15/03/2025,Salvador,BA,site,mobile,smartfone,Galaxy X,3581.96,56.48,,0,compra,sim,sim,sim,,5,19,5,email,finalizado,
ECOM-00582,06-07-2025,Uberaba,MG,site,mobile,notebook,Notebook Office,"8336,93","19,67",nao,5,carrinho,sim,nao,nao,,392,28,3.3,google_ads,falha_pagamento,
ECOM-00583,09/02/2025,Uberlândia,MG,site,mobile,smartwatch,Smartwatch Fit,2307.69,42.31,nao,0,pagamento,sim,sim,nao,erro_gateway,251,5,"2,5",google_ads,finalizado,
ECOM-00584,2025-02-21,Uberlândia,MG,site,mobile,notebook,Ultrabook,8138.85,"7,54",sim,0,carrinho,sim,nao,nao,,102,14,4.1,instagram,finalizado,
ECOM-00585,2025-01-25,Curitiba,PR,site,desktop,notbook,Smartwatch Fit,392.32,"38,16",sim,0,visualizou,nao,nao,nao,,144,9,3.1,google_ads,abandonado,
ECOM-00586,2025-05-10,Curitiba,PR,site,mobile,notebook,Notebook Office,7375.29,19.03,sim,5,visualizou,nao,nao,nao,,578,1,"2,7",google_ads,finalizado,
ECOM-00587,2025-07-27,Uberlândia,MG,site,mobile,fone,Fone Bluetooth,324.4,22.04,nao,15,compra,sim,sim,sim,,152,10,3.5,instagram,abandonado,
ECOM-00588,2025-05-02,Campinas,SP,site,mobile,smartfone,Notebook Gamer,"7032,66",14.81,nao,15,carrinho,sim,nao,nao,,332,14,4.7,instagram,abandonado,
ECOM-00589,05-13-2025,Uberaba,MG,site,mobile,smartphone,iPhone Z,"4114,48",39.32,nao,20,pagamento,sim,sim,nao,cartao_recusado,334,9,3.5,google_ads,falha_pagamento,
ECOM-00590,2025-09-21,Campinas,SP,site,desktop,notebook,Notebook Office,6798.94,10.59,sim,0,pagamento,sim,sim,nao,,485,14,"4,4",organico,procesado,
ECOM-00591,2025-01-02,Curitiba,PR,site,desktop,smartwatch,Watch Pro,2340.66,"26,75",sim,20,pagamento,sim,sim,nao,erro_gateway,501,1,5,google_ads,abandonado,
ECOM-00592,2025-03-05,São Paulo,SP,site,mobile,smartphone,Galaxy X,5322.64,4.18,,5,visualizou,sim,nao,nao,,5,2,3.8,instagram,,
ECOM-00593,2025-08-01,curitiba,PR,site,desktop,fone,Headset Gamer,564.24,35.66,,0,visualizou,nao,nao,nao,,152,19,"2,2",organico,,
ECOM-00594,2025-09-07,Curitiba,PR,app,mobile,smartphone,Redmi Pro,1845.38,2.09,sim,10,pagto,sim,nao,nao,,99,20,3.4,instagram,abandonado,
ECOM-00595,2025-09-05,Uberlândia,MG,site,tablet,acessorios,Carregador,168.66,28.55,sim,15,pagamento,sim,sim,nao,cartao_recusado,296,7,3.5,email,falha_pagamento,
ECOM-00596,2025-06-25,Campinas,SP,site,desktop,notebook,Ultrabook,7156.32,8.32,sim,15,compra,sim,sim,sim,,404,17,4.6,google_ads,abandonado,
ECOM-00597,2025-03-21,Salvador,BA,site,mobile,smartphone,Moto Plus,5217.87,69.22,nao,15,pagamento,sim,sim,nao,limite_insuficiente,256,10,5,google_ads,,
ECOM-00598,2025-10-05,Uberlândia,MG,site,mobile,smartwatch,Watch Pro,442.61,5.47,nao,10,carrinho,sim,nao,nao,,478,17,5,organico,abandonado,
ECOM-00599,10-20-2025,Uberlândia,MG,site,desktop,fone,Fone Bluetooth,516.21,32.02,,0,carrinho,sim,nao,nao,,550,9,4.7,direto,procesado,
ECOM-00600,2025-08-25,Uberlândia,MG,app,desktop,notebook,Notebook Office,3496.53,15.32,,0,carrinho,sim,nao,nao,,183,1,3.6,google_ads,falha_pagamento,
ECOM-00601,2025-07-10,Salvador,BA,site,desktop,smartwatch,Watch Pro,682.54,66.08,nao,0,carrinho,sim,nao,nao,,76,11,5,organico,abandonado,
ECOM-00602,2025-02-02,Salvador,BA,app,mobile,acessorios,Carregador,27.02,27.94,,10,pagamento,sim,sim,nao,cartao_recusado,341,21,"2,6",google_ads,procesado,
ECOM-00603,2025-05-30,Campinas,SP,site,desktop,smartphone,Moto Plus,4601.39,8.9,nao,0,compra,sim,sim,sim,,143,14,3.3,google_ads,finalizado,
ECOM-00604,12/02/2025,Goiânia,GO,site,mobile,notebook,Notebook Office,5090.52,21.15,sim,20,visualizou,sim,nao,nao,,483,2,"3,1",organico,finalizado,
ECOM-00605,data_invalida,São Paulo,SP,app,mobile,notbook,Cabo USB-C,203.98,35.62,nao,15,carrinho,sim,nao,nao,,52,4,5,direto,falha_pagamento,
ECOM-00606,2025-01-21,Uberaba,MG,site,desktop,smartphone,Redmi Pro,5727.54,28.57,nao,10,compra,sim,sim,sim,,234,14,4.1,organico,finalizado,
ECOM-00607,2025-03-15,Goiânia,GO,site,desktop,smartwatch,Watch Pro,1897.73,54.97,,0,compra,sim,sim,sim,,211,9,4.6,email,abandonado,
ECOM-00608,2025-01-05,São Paulo,sp,site,mobile,acessorios,Mouse,"190,76",57.31,nao,15,pagamento,sim,sim,nao,pix_expirado,142,13,"4,1",google_ads,falha_pagamento,
ECOM-00609,2025-08-17,Campinas,SP,site,desktop,smartphone,Galaxy X,3190.84,17.05,,15,carrinho,sim,nao,nao,,390,12,"4,9",instagram,falha_pagamento,
ECOM-00610,2025-10-10,Uberlândia,MG,site,mobile,smartphone,iPhone Z,"1672,91",32.07,nao,5,pagamento,sim,sim,nao,,360,1,"2,3",organico,abandonado,
ECOM-00611,2025-07-15,São Paulo,SP,app,mobile,smartphone,Galaxy X,"2295,51",74.15,nao,20,pagamento,sim,sim,nao,erro_gateway,,19,2.8,organico,procesado,
ECOM-00612,2025-01-01,Curitiba,PR,site,desktop,smartfone,Galaxy X,3756.43,"22,51",,20,carrinho,sim,nao,nao,,315,1,3.7,organico,,
ECOM-00613,2025-08-18,Salvador,BA,app,mobile,smartphone,Moto Plus,1403.88,16.74,sim,20,visualizou,nao,nao,nao,,329,26,3.2,organico,procesado,
ECOM-00614,2025-02-05,Salvador,BA,site,mobile,smartphone,iPhone Z,"1460,4",4.44,sim,0,carrinho,sim,nao,nao,,276,3,3.4,instagram,abandonado,
ECOM-00615,2025-07-25,Curitiba,PR,app,mobile,notebook,Notebook Office,5755.56,61.38,,0,compra,sim,sim,sim,,264,10,5,email,falha_pagamento,
ECOM-00616,2025-07-04,São Paulo,SP,app,tablet,notebook,Notebook Gamer,8114.49,70.16,,10,compra,sim,sim,nao,,421,15,4.5,direto,falha_pagamento,
ECOM-00617,data_invalida,Salvador,BA,site,desktop,notebook,Ultrabook,5480.27,"10,24",sim,5,pagamento,sim,sim,nao,limite_insuficiente,113,13,3.8,google_ads,abandonado,
ECOM-00618,2025-03-15,São Paulo,SP,app,desktop,fone,Fone Bluetooth,324.15,46.04,nao,0,pagamento,sim,sim,nao,,518,32,"4,1",instagram,falha_pagamento,
ECOM-00619,2025-05-06,uberlândia,MG,app,mobile,fone,Earbuds,353.69,60.77,,15,carrinho,sim,nao,nao,,5,11,4.4,google_ads,finalizado,
ECOM-00620,2025-10-26,curitiba,PR,site,mobile,acessorios,Teclado,198.04,37.28,sim,10,visualizou,nao,nao,nao,,5,2,5,instagram,falha_pagamento,
ECOM-00621,2025-02-25,Campinas,SP,app,mobile,smartphone,iPhone Z,3901.01,3.7,sim,0,visualizou,nao,nao,nao,,479,17,4.8,google_ads,procesado,
