registro_id,data_pedido,cidade,uf,cliente_id,prime,categoria_produto,produto,vendedor_tipo,valor_produto,valor_frete,prazo_estimado_dias,tempo_processamento_h,tempo_transporte_h,distancia_cd_cliente_km,volume_pacotes_rota,clima_rota,evento_sazonal,entrega_atrasada,avaliacao_cliente,devolucao,motivo_devolucao,produto_wishlist,abandonou_carrinho,comprado_junto,status_pedido,observacao
AMZ-00416,2025-03-04,Rio de Janeiro,RJ,C571,nao,casa,Panela,marketplace,46.97,80.32,10,21,43,212.58,121,nublado,nenhum,nao,5,nao,,nao,nao,sim,devolvido,
AMZ-00417,18/07/2025,São Paulo,SP,C540,nao,livros,HQ Colecionável,amazon,2929.82,"43,94",1,24,23,100.6,44,sol,nenhum,sim,2.6,sim,arrependimento,sim,sim,nao,cancelado,
AMZ-00418,2025-06-18,Curitiba,PR,C226,sim,eletronicos,Echo Dot,marketplace,2922.1,0,1,10,40,68.02,142,chuva,nenhum,sim,3.7,nao,,nao,nao,,procesado,
AMZ-00419,2025-09-12,Uberaba,MG,C437,sim,vestuario,Jaqueta,marketplace,2548.15,42.76,4,10,2,200.99,103,sol,nenhum,nao,4.2,nao,,,sim,,entregue,
AMZ-00420,2025-04-04,curitiba,PR,C411,sim,eletronicos,Smartphone,marketplace,1607.03,86.72,4,10,35,165.14,14,temporal,nenhum,nao,4.5,nao,,nao,nao,,,
AMZ-00421,2025-02-15,Rio de Janeiro,RJ,C276,sim,eletronicos,Carregador USB-C,marketplace,2319.1,50.79,3,13,52,103.43,76,sol,prime_day,nao,3.3,nao,,,sim,sim,devolvido,
AMZ-00422,2025-10-24,Campinas,SP,C450,sim,eletronicos,Echo Dot,marketplace,3200.33,70.78,4,23,32,162.66,135,chuva,nenhum,sim,3.3,nao,,,sim,,procesado,
AMZ-00423,data_invalida,São Paulo,SP,C421,nao,eletronicos,Carregador USB-C,marketplace,551.3,80.05,2,12,18,275.91,30,sol,black_friday,sim,2.1,nao,,sim,sim,nao,entregue,
AMZ-00424,2025-07-31,Uberlândia,MG,C427,nao,casa,Organizador,amazon,"2910,36",40.51,3,29,18,137.06,97,chuva,natal,nao,4.1,nao,,,nao,nao,devolvido,
AMZ-00425,2025-08-28,Campinas,SP,C525,nao,eletronicos,Echo Dot,amazon,1769.2,14.62,2,1,56,"39,16",4,chuva,nenhum,sim,4.4,nao,,,nao,nao,entregue,
AMZ-00426,2025-09-23,Campinas,SP,C559,nao,supermercado,Sabonete,amazon,2199.57,44.68,2,6,42,54.35,86,nublado,nenhum,nao,3.4,nao,,nao,nao,sim,procesado,
AMZ-00427,data_invalida,curitiba,PR,C123,nao,vestuario,Jaqueta,amazon,"807,18",60.3,4,18,30,152.09,69,sol,nenhum,nao,4.4,nao,,sim,nao,sim,cancelado,
AMZ-00428,2025-01-16,Uberaba,MG,C441,sim,livros,Livro Técnico,amazon,3075.52,58.98,4,9,32,200.71,113,chuva,black_friday,nao,"3,8",nao,,,nao,nao,entregue,
AMZ-00429,2025-04-07,Rio de Janeiro,RJ,C354,sim,livros,HQ Colecionável,amazon,1682.15,"61,83",7,28,21,182.9,73,nublado,nenhum,nao,4.3,nao,,sim,sim,sim,,
AMZ-00430,data_invalida,Campinas,SP,C224,sim,eletronicos,Fire TV,amazon,2210.29,0,7,1,57,50.01,80,nublado,nenhum,nao,3.7,nao,,,nao,,cancelado,
AMZ-00431,2025-08-06,São Paulo,SP,C153,nao,supermercado,Detergente,marketplace,83.57,70.84,10,18,102,171.67,128,chuva,nenhum,sim,"2,4",sim,NA,nao,nao,nao,cancelado,
AMZ-00432,21/05/2025,Curitiba,PR,C238,nao,vestuario,Tênis,marketplace,"1430,54","69,07",2,17,60,193.04,63,temporal,nenhum,sim,4.1,nao,,nao,sim,sim,procesado,
AMZ-00433,2025-02-08,Rio de Janeiro,RJ,C466,sim,eletronicos,Fire TV,marketplace,"461,03",57.77,7,14,33,122.39,111,sol,prime_day,nao,4.3,nao,,,sim,nao,devolvido,
AMZ-00434,2025-07-19,campinas,SP,C179,nao,livros,Livro Técnico,marketplace,2417.84,64.28,10,1,62,59.32,197,sol,black_friday,nao,4.0,nao,,,nao,nao,devolvido,
AMZ-00435,data_invalida,Uberaba,MG,C134,sim,eletronicos,Echo Dot,marketplace,359.56,19.7,10,3,83,"136,12",43,nublado,nenhum,nao,3.2,nao,,,nao,nao,devolvido,
AMZ-00436,data_invalida,São Paulo,SP,C117,sim,eletronicos,Echo Dot,amazon,3438.65,0,5,2,38,1,108,sol,nenhum,nao,3.3,sim,arrependimento,,nao,,,
AMZ-00437,2025-06-22,Uberaba,MG,C226,sim,eletronicos,Echo Dot,marketplace,1426.36,0,3,7,2,1,46,nublado,prime_day,nao,3.7,nao,,nao,sim,nao,cancelado,
AMZ-00438,2025-02-25,Uberlândia,MG,C292,nao,livros,Livro Técnico,amazon,3442.29,18.7,4,22,43,137.12,21,chuva,black_friday,nao,4.7,nao,,nao,nao,sim,procesado,
AMZ-00439,2025-02-24,Campinas,SP,C489,sim,casa,Filtro de Água,marketplace,1760.88,0,2,16,10,207.66,110,sol,prime_day,nao,5.0,nao,,sim,sim,,cancelado,
AMZ-00440,2025-09-15,Rio de Janeiro,RJ,C127,nao,eletronicos,Smartphone,amazon,1643.08,19.84,5,19,47,98.54,64,sol,black_friday,nao,3.5,nao,,sim,nao,sim,,
AMZ-00441,05-04-2025,São Paulo,SP,C161,nao,supermercado,Arroz,marketplace,955.2,52.59,7,7,78,92.12,64,nublado,nenhum,nao,"4,5",nao,,sim,sim,sim,devolvido,
AMZ-00442,2025-07-20,Uberaba,MG,C528,sim,livros,Livro Fantasia,amazon,1366.59,0,2,1,38,175.73,163,sol,nenhum,sim,1,nao,,sim,nao,nao,cancelado,
AMZ-00443,2025-09-26,Goiânia,GO,C125,sim,eletronicos,Smartphone,marketplace,842.75,0,4,7,52,1,27,sol,nenhum,nao,3.9,nao,,,nao,nao,cancelado,
AMZ-00444,2025-07-15,Uberlândia,MG,C447,sim,livros,Livro Fantasia,amazon,2600.9,65.6,7,14,67,1,1,sol,nenhum,nao,"3,2",nao,,nao,nao,sim,procesado,
AMZ-00445,2025-10-01,São Paulo,SP,C64,sim,casa,Filtro de Água,amazon,2511.13,0,2,18,75,162.91,87,sol,natal,sim,3.4,nao,,sim,nao,,cancelado,
AMZ-00446,2025-01-13,Goiânia,GO,C344,nao,casa,Panela,amazon,190.48,28.68,10,19,35,68.93,61,temporal,nenhum,sim,2.1,nao,,sim,nao,nao,,
AMZ-00447,2025-04-04,São Paulo,SP,C257,nao,eletronicos,Carregador USB-C,amazon,"3466,56",40.03,4,11,23,144.1,92,sol,nenhum,sim,3.4,nao,,,nao,sim,procesado,
AMZ-00448,2025-08-29,Goiânia,GO,C39,nao,casa,Lâmpada LED,marketplace,1238.76,41.07,3,8,21,"27,05",79,nublado,natal,nao,3.7,nao,,nao,nao,sim,cancelado,
AMZ-00449,22/07/2025,São Paulo,SP,C246,sim,casa,Organizador,amazon,1001.21,0,7,24,16,"157,8",16,sol,black_friday,nao,3.6,nao,,,nao,sim,devolvido,
AMZ-00450,2025-07-25,Goiânia,GO,C167,nao,vestuario,Jaqueta,marketplace,2379.65,27.0,1,18,31,167.23,128,sol,nenhum,sim,1,nao,,,nao,nao,devolvido,
AMZ-00451,2025-08-23,São Paulo,SP,C316,sim,supermercado,Café,amazon,1814.33,0,5,1,21,147.79,51,nublado,nenhum,nao,3.7,nao,,nao,nao,nao,cancelado,
AMZ-00452,2025-08-14,uberlândia,MG,C399,sim,livros,Livro Fantasia,marketplace,3222.44,0,4,17,26,354.79,138,chuva,prime_day,sim,2.7,nao,,nao,nao,nao,cancelado,
AMZ-00453,2025-03-26,Rio de Janeiro,RJ,C583,nao,supermercado,Sabonete,marketplace,2857.01,"82,0",1,14,16,"71,02",109,sol,prime_day,sim,2.7,nao,,sim,sim,,devolvido,
AMZ-00454,2025-03-31,Rio de Janeiro,RJ,C436,nao,casa,Lâmpada LED,marketplace,1908.15,53.97,4,11,45,"195,19",116,sol,nenhum,nao,"4,7",nao,,sim,nao,,entregue,
AMZ-00455,data_invalida,Curitiba,PR,C163,sim,eletronicos,Smartphone,amazon,670.55,52.42,2,2,63,98.68,1,nublado,nenhum,sim,"3,5",nao,,,nao,nao,,
AMZ-00456,2025-08-13,São Paulo,SP,C20,nao,vestuario,Mochila,marketplace,3148.71,"42,06",4,2,11,220.44,85,sol,nenhum,nao,"4,0",nao,,sim,nao,nao,entregue,
AMZ-00457,2025-09-06,Curitiba,PR,C77,sim,casa,Lâmpada LED,marketplace,1486.9,0,5,16,2,32.99,60,nublado,nenhum,nao,5,nao,,nao,nao,sim,procesado,
AMZ-00458,2025-04-07,Curitiba,PR,C58,sim,super mercado,Camiseta,amazon,316.3,0,1,11,65,111.52,41,sol,nenhum,sim,3.2,nao,,,nao,nao,devolvido,
AMZ-00459,2025-05-21,Salvador,BA,C225,sim,vestuario,Tênis,amazon,"19,41",0,1,14,55,251.51,76,sol,nenhum,sim,2.1,nao,,nao,nao,sim,entregue,
AMZ-00460,2025-01-19,Salvador,BA,C600,nao,vestuario,Jaqueta,marketplace,"2859,52",56.91,7,7,25,"101,63",4,sol,nenhum,nao,4.8,nao,,nao,nao,nao,entregue,
AMZ-00461,data_invalida,Campinas,SP,C549,nao,supermercado,Café,amazon,"1000,84",29.05,2,21,85,200.33,83,sol,nenhum,sim,2.9,sim,,nao,nao,nao,,
AMZ-00462,11/02/2025,uberaba,MG,C7,sim,supermercado,Arroz,amazon,"386,19",0,1,4,24,214.41,135,nublado,nenhum,sim,"3,3",nao,,sim,nao,sim,,
AMZ-00463,2025-10-12,são paulo,SP,C391,sim,vestuario,Tênis,amazon,"1174,51",0,4,10,59,106.61,124,chuva,nenhum,nao,3.3,nao,,sim,nao,,procesado,
AMZ-00464,2025-02-17,São Paulo,SP,C154,nao,casa,Panela,marketplace,"337,64",11.5,10,4,28,109.83,1,nublado,prime_day,nao,4.7,nao,,nao,nao,nao,procesado,
AMZ-00465,data_invalida,Rio de Janeiro,rj,C68,nao,eletronicos,Carregador USB-C,amazon,627.93,"20,3",2,18,54,"99,74",1,sol,black_friday,sim,"2,2",nao,,nao,nao,,cancelado,
AMZ-00466,2025-07-31,Curitiba,PR,C561,sim,casa,Panela,amazon,904.72,0,3,8,49,15.85,12,sol,nenhum,nao,5,nao,,sim,nao,nao,,
AMZ-00467,15/05/2025,Salvador,BA,C159,nao,eletronicos,Echo Dot,amazon,"3309,4","60,6",2,5,68,"229,48",85,sol,nenhum,sim,3.5,sim,produto_errado,sim,sim,nao,devolvido,
AMZ-00468,2025-05-02,Goiânia,go,C83,sim,livros,Kindle eBook,amazon,"2322,71",0,4,22,58,128.52,1,chuva,nenhum,nao,3.7,nao,,nao,nao,nao,entregue,
AMZ-00469,2025-08-29,Uberaba,MG,C278,sim,eletronicos,Echo Dot,marketplace,"2145,05",0,10,11,60,164.24,88,chuva,nenhum,nao,5.0,nao,,sim,nao,nao,,
AMZ-00470,2025-02-16,Uberlândia,MG,C93,nao,eletronicos,Smartphone,marketplace,2901.45,68.78,2,12,55,162.67,51,chuva,nenhum,sim,"2,6",nao,,nao,sim,nao,procesado,
AMZ-00471,2025-03-21,Goiânia,GO,C526,sim,livros,HQ Colecionável,amazon,2183.89,0,10,5,35,1,108,sol,black_friday,nao,4.3,nao,,sim,sim,nao,,
AMZ-00472,30/01/2025,Salvador,BA,C361,nao,livros,HQ Colecionável,amazon,58.34,"60,75",7,7,59,46.37,90,sol,nenhum,sim,2.3,nao,,sim,sim,,entregue,
AMZ-00473,2025-09-07,Uberlândia,MG,C531,sim,eletronicos,Smartphone,amazon,2159.84,27.44,1,13,94,"228,13",87,chuva,nenhum,sim,2.2,nao,,,sim,sim,entregue,
AMZ-00474,2025-07-13,Curitiba,PR,C84,sim,eletronicos,Smartphone,marketplace,3435.92,21.01,7,2,2,"66,77",59,sol,nenhum,nao,3.1,nao,,,nao,sim,cancelado,
AMZ-00475,2025-08-27,Goiânia,GO,C462,sim,casa,Organizador,amazon,2065.33,0,1,9,43,121.23,67,temporal,black_friday,sim,2.3,nao,,sim,nao,sim,devolvido,
AMZ-00476,10-25-2025,Rio de Janeiro,RJ,C434,sim,eletronicos,Carregador USB-C,marketplace,2700.15,0,2,4,2,"27,75",91,nublado,nenhum,nao,"5,0",nao,,nao,nao,,procesado,
AMZ-00477,2025-01-23,Goiânia,go,C391,sim,vestuario,Camiseta,marketplace,"993,12",0,7,1,2,55.15,102,sol,nenhum,nao,3.8,nao,,,nao,,cancelado,
AMZ-00478,02-05-2025,Goiânia,GO,C367,nao,vestuario,Mochila,amazon,2852.92,48.37,2,23,59,181.91,118,sol,nenhum,sim,2.2,nao,,,nao,nao,entregue,
AMZ-00479,2025-01-13,Goiânia,GO,C555,sim,vestuario,Jaqueta,amazon,138.04,0,5,3,61,253.69,52,sol,nenhum,sim,2.5,sim,NA,nao,nao,sim,,
AMZ-00480,2025-04-30,Salvador,BA,C37,sim,casa,Panela,amazon,664.03,0,3,8,50,1,103,chuva,nenhum,nao,"3,7",nao,,nao,nao,,devolvido,
AMZ-00481,2025-06-20,Rio de Janeiro,RJ,C245,sim,vestuario,Camiseta,marketplace,2209.56,0,10,6,51,191.57,72,sol,black_friday,nao,3.6,nao,,sim,nao,sim,devolvido,
AMZ-00482,2025-07-29,Uberlândia,MG,C151,nao,eletronicos,Echo Dot,marketplace,1679.2,16.64,2,13,54,135.37,135,sol,nenhum,sim,3.2,nao,,sim,sim,,,
AMZ-00483,2025-03-15,Rio de Janeiro,RJ,C449,sim,livros,HQ Colecionável,amazon,1355.37,0,2,20,29,79.82,125,sol,black_friday,sim,1.3,nao,,,nao,sim,,
AMZ-00484,2025-07-28,Uberaba,MG,C106,sim,livros,Livro Fantasia,marketplace,3406.81,0,5,15,21,1,99,sol,nenhum,nao,3.7,nao,,sim,nao,sim,devolvido,
AMZ-00485,2025-10-21,Uberaba,MG,C341,sim,eletronicos,Carregador USB-C,amazon,2731.54,0,5,19,13,193.07,74,sol,nenhum,sim,3.2,nao,,,nao,nao,,
AMZ-00486,2025-05-05,Uberaba,MG,C176,nao,livros,Kindle eBook,amazon,454.55,"71,26",7,15,21,52.41,28,chuva,nenhum,nao,4.2,nao,,,nao,sim,devolvido,
AMZ-00487,2025-08-29,Campinas,SP,C517,sim,vestuario,Jaqueta,amazon,1334.6,"45,45",1,7,18,235.06,114,chuva,black_friday,sim,5,nao,,sim,sim,sim,,
AMZ-00488,2025-05-18,Campinas,SP,C540,sim,eletronico,Jaqueta,amazon,"1262,28",0,7,10,33,106.16,73,nublado,nenhum,sim,1.4,nao,,nao,nao,sim,entregue,
AMZ-00489,2025-05-05,Uberaba,MG,C122,sim,vestuario,Tênis,marketplace,609.66,0,4,9,44,62.62,137,chuva,nenhum,nao,4.8,nao,,nao,sim,nao,,
AMZ-00490,02-05-2025,uberlândia,MG,C578,nao,supermercado,Detergente,marketplace,3028.44,54.41,2,1,6,166.43,64,nublado,nenhum,nao,3.7,sim,atraso,sim,nao,nao,entregue,
AMZ-00491,2025-07-14,Campinas,SP,C573,sim,eletronicos,Smartphone,amazon,2390.72,0,2,10,21,"195,43",130,sol,nenhum,sim,"3,3",nao,,nao,sim,nao,entregue,
AMZ-00492,2025-06-29,Curitiba,PR,C444,sim,casa,Filtro de Água,amazon,1437.58,0,3,17,36,25.29,1,chuva,nenhum,nao,4.5,nao,,sim,sim,nao,devolvido,
AMZ-00493,data_invalida,Uberaba,MG,C309,sim,livros,HQ Colecionável,marketplace,"3294,08","89,53",7,8,30,74.04,164,sol,nenhum,nao,3.8,nao,,sim,nao,sim,,
AMZ-00494,2025-07-27,Rio de Janeiro,rj,C180,nao,eletronicos,Carregador USB-C,amazon,2623.43,"68,43",4,1,2,1,70,chuva,nenhum,nao,4.6,nao,,sim,nao,sim,devolvido,
AMZ-00495,2025-08-26,Salvador,BA,C308,nao,eletronicos,Fire TV,marketplace,"1729,79",86.23,1,18,37,114.85,82,chuva,nenhum,sim,3.2,nao,,,nao,,entregue,
AMZ-00496,2025-08-10,Uberaba,MG,C426,sim,livros,Livro Técnico,marketplace,1794.54,0,5,7,53,1,74,sol,natal,nao,"4,3",nao,,nao,nao,,,
AMZ-00497,data_invalida,Goiânia,GO,C543,nao,casa,Lâmpada LED,amazon,"1595,39",64.2,4,6,26,288.22,43,chuva,nenhum,nao,3.0,nao,,nao,nao,sim,cancelado,
AMZ-00498,2025-01-30,São Paulo,SP,C456,nao,eletronicos,Carregador USB-C,amazon,2552.27,74.65,4,10,45,"111,33",68,sol,prime_day,nao,4.4,nao,,sim,sim,nao,entregue,
AMZ-00499,2025-07-27,Campinas,SP,C537,sim,eletronicos,Fire TV,amazon,1896.15,0,7,11,24,64.35,139,chuva,nenhum,nao,4.1,nao,,sim,nao,nao,procesado,
AMZ-00500,26/10/2025,Goiânia,GO,C562,nao,supermercado,Detergente,amazon,2646.99,70.32,3,15,70,126.97,75,nublado,black_friday,sim,1.4,nao,,,nao,,entregue,
AMZ-00501,2025-05-08,Salvador,BA,C454,sim,eletronicos,Carregador USB-C,marketplace,2309.25,0,10,14,56,71.15,2,sol,nenhum,nao,5,nao,,sim,nao,nao,,
AMZ-00502,2025-03-09,Curitiba,PR,C98,nao,eletronicos,Fire TV,amazon,2357.68,19.78,3,1,46,232.91,74,nublado,black_friday,nao,4.6,nao,,sim,nao,sim,,
AMZ-00503,2025-08-29,Rio de Janeiro,RJ,C563,sim,casa,Filtro de Água,amazon,1547.79,0,3,18,29,118.27,135,nublado,prime_day,nao,4.6,nao,,sim,nao,sim,devolvido,
AMZ-00504,2025-02-11,Uberlândia,MG,C76,nao,eletronicos,Fone Bluetooth,amazon,"2713,34",20.22,4,5,60,"130,35",165,sol,nenhum,nao,5,nao,,sim,nao,nao,entregue,
AMZ-00505,06-30-2025,Rio de Janeiro,RJ,C436,sim,supermercado,Café,marketplace,2859.5,53.53,4,16,29,267.87,58,sol,prime_day,nao,4.1,nao,,,nao,sim,procesado,
AMZ-00506,06-02-2025,Campinas,SP,C260,sim,supermercado,Detergente,marketplace,841.81,0,1,14,53,153.41,150,chuva,nenhum,sim,1,nao,,,nao,,devolvido,
AMZ-00507,2025-08-18,Rio de Janeiro,RJ,C176,sim,vestuario,Camiseta,amazon,1526.27,0,4,15,89,1,102,nublado,nenhum,sim,1.4,nao,,,sim,,devolvido,
AMZ-00508,2025-06-08,São Paulo,SP,C109,nao,livros,Kindle eBook,amazon,850.67,14.15,5,2,2,182.96,114,nublado,nenhum,sim,1,nao,,sim,sim,,entregue,
AMZ-00509,2025-02-02,uberaba,MG,C78,sim,supermercado,Arroz,marketplace,961.31,86.05,2,19,20,91.29,25,sol,nenhum,nao,1.3,nao,,,nao,sim,procesado,
AMZ-00510,2025-01-14,Uberlândia,MG,C456,nao,eletronicos,Carregador USB-C,marketplace,"1211,22",34.34,4,18,89,1,95,nublado,nenhum,sim,1.7,nao,,,nao,,procesado,
AMZ-00511,2025-10-23,Curitiba,PR,C96,nao,casa,Panela,amazon,3106.99,50.48,4,7,36,"128,9",75,sol,nenhum,nao,4.8,nao,,nao,sim,sim,,
AMZ-00512,2025-05-11,Curitiba,PR,C255,sim,eletronicos,Echo Dot,amazon,3342.42,0,2,13,26,"259,66",52,nublado,nenhum,nao,"3,2",nao,,nao,nao,sim,cancelado,
AMZ-00513,2025-07-23,Uberaba,MG,C107,nao,vestuario,Tênis,marketplace,"2816,76","17,86",2,24,74,249.55,31,chuva,nenhum,sim,2.0,sim,arrependimento,sim,nao,nao,procesado,
AMZ-00514,2025-10-17,Rio de Janeiro,RJ,C72,sim,casa,Lâmpada LED,amazon,"923,79",0,1,1,42,87.6,135,chuva,natal,sim,1,sim,,,nao,nao,procesado,
AMZ-00515,2025-05-03,Campinas,SP,C48,sim,supermercado,Sabonete,amazon,"469,55",0,7,19,34,146.57,90,nublado,nenhum,nao,4.8,nao,,nao,sim,sim,cancelado,
AMZ-00516,2025-01-08,Goiânia,GO,C145,sim,supermercado,Sabonete,marketplace,3299.98,0,3,25,21,153.76,40,sol,nenhum,nao,5,nao,,sim,nao,nao,,
AMZ-00517,2025-08-21,Campinas,SP,C271,nao,casa,Lâmpada LED,amazon,"1533,15",10.14,5,30,22,"234,54",113,sol,nenhum,nao,5,nao,,,nao,nao,entregue,
AMZ-00518,data_invalida,Uberaba,MG,C116,sim,supermercado,Detergente,amazon,1462.33,0,1,9,39,98.01,120,sol,nenhum,sim,2.7,nao,,sim,nao,,procesado,
AMZ-00519,08-12-2025,Uberaba,MG,C300,sim,livros,HQ Colecionável,amazon,"1284,17",0,1,16,16,47.93,58,sol,nenhum,sim,2.6,nao,,nao,sim,,cancelado,
AMZ-00520,2025-04-09,Salvador,BA,C139,sim,eletronicos,Carregador USB-C,amazon,"2137,33",0,2,7,26,191.73,52,sol,black_friday,nao,5,nao,,sim,sim,,entregue,
AMZ-00521,2025-06-13,Campinas,sp,C365,sim,livros,Livro Fantasia,marketplace,1609.88,0,10,1,32,125.6,20,sol,black_friday,nao,"4,6",nao,,,nao,sim,devolvido,
AMZ-00522,2025-07-07,Uberlândia,MG,C514,sim,livros,HQ Colecionável,marketplace,552.55,0,5,13,28,124.07,60,sol,nenhum,nao,5,nao,,sim,nao,sim,procesado,
AMZ-00523,2025-07-23,Goiânia,GO,C273,nao,eletronicos,Fire TV,amazon,2315.91,76.04,2,5,48,371.96,66,nublado,nenhum,sim,3.7,nao,,sim,sim,nao,,
AMZ-00524,06-14-2025,Campinas,SP,C147,sim,eletronicos,Fire TV,amazon,1460.81,34.07,4,1,37,"127,89",169,chuva,prime_day,nao,5,nao,,nao,sim,nao,procesado,
AMZ-00525,10-23-2025,Curitiba,PR,C439,sim,casa,Panela,amazon,541.11,0,10,9,69,"137,91",157,sol,nenhum,nao,4.8,nao,,nao,sim,sim,cancelado,
AMZ-00526,18/02/2025,Uberlândia,MG,C226,sim,eletronicos,Echo Dot,amazon,822.25,0,3,7,2,90.21,17,sol,nenhum,nao,3.9,nao,,sim,nao,sim,entregue,
AMZ-00527,2025-04-08,Uberaba,MG,C286,nao,vestuario,Jaqueta,amazon,1352.17,65.98,5,7,69,98.24,107,sol,nenhum,nao,4.9,nao,,sim,nao,,cancelado,
AMZ-00528,2025-02-04,Rio de Janeiro,RJ,C228,sim,livros,Livro Fantasia,marketplace,372.9,68.22,3,16,85,"156,23",100,sol,nenhum,sim,2.6,nao,,nao,nao,,devolvido,
AMZ-00529,06-26-2025,Salvador,BA,C64,sim,eletronicos,Echo Dot,amazon,1084.54,0,5,7,44,46.36,120,sol,black_friday,nao,5,nao,,sim,sim,nao,procesado,
AMZ-00530,2025-09-19,Uberlândia,MG,C581,nao,eletronicos,Echo Dot,amazon,2239.57,47.83,2,13,66,78.33,105,nublado,nenhum,sim,3.4,nao,,sim,sim,sim,entregue,
AMZ-00531,2025-03-12,Curitiba,PR,C434,sim,eletronicos,Fire TV,marketplace,2740.48,76.01,4,11,9,"49,07",43,sol,nenhum,nao,5,sim,NA,nao,sim,nao,procesado,
AMZ-00532,2025-04-27,Campinas,SP,C8,sim,livros,Kindle eBook,amazon,1707.89,0,3,1,36,104.13,188,nublado,nenhum,nao,4.5,nao,,,nao,sim,procesado,
AMZ-00533,06-27-2025,Uberlândia,MG,C20,nao,eletronicos,Fire TV,amazon,3169.44,47.19,5,6,65,"142,33",28,nublado,black_friday,sim,1,nao,,,sim,sim,devolvido,
AMZ-00534,14/05/2025,Campinas,SP,C220,nao,eletronico,Livro Técnico,marketplace,2163.04,79.09,4,15,66,202.12,92,chuva,black_friday,nao,4.0,nao,,nao,nao,sim,procesado,
AMZ-00535,06-23-2025,Rio de Janeiro,RJ,C216,nao,casa,Filtro de Água,amazon,2497.89,"78,26",2,6,32,"136,82",1,chuva,nenhum,sim,4.0,nao,,sim,sim,sim,entregue,
AMZ-00536,23/08/2025,curitiba,PR,C341,sim,casa,Filtro de Água,marketplace,753.31,0,4,18,40,41.76,33,sol,nenhum,sim,1,nao,,,nao,,procesado,
AMZ-00537,2025-06-25,Uberaba,MG,C387,nao,eletronicos,Fire TV,marketplace,322.71,10.69,3,5,50,19.25,16,sol,nenhum,nao,5,nao,,,nao,sim,entregue,
AMZ-00538,2025-08-20,Salvador,BA,C417,sim,casa,Organizador,amazon,"1082,68",0,7,11,44,281.56,40,sol,prime_day,nao,5,nao,,nao,nao,nao,entregue,
AMZ-00539,2025-03-31,Goiânia,GO,C13,nao,eletronicos,Echo Dot,amazon,842.78,17.02,7,12,41,162.01,54,sol,black_friday,nao,4.3,nao,,,sim,,entregue,
AMZ-00540,14/06/2025,Rio de Janeiro,RJ,C304,nao,eletronicos,Echo Dot,amazon,1962.4,73.0,7,10,57,"4,88",1,chuva,black_friday,nao,2.9,nao,,nao,sim,sim,cancelado,
AMZ-00541,2025-01-06,Goiânia,GO,C62,nao,supermercado,Sabonete,amazon,1197.98,"51,72",3,6,12,85.13,110,temporal,nenhum,nao,3.1,nao,,,nao,sim,procesado,
AMZ-00542,2025-03-18,Goiânia,go,C110,nao,casa,Filtro de Água,marketplace,761.03,35.42,4,17,33,81.69,126,sol,prime_day,sim,3.7,nao,,sim,nao,,entregue,
AMZ-00543,2025-06-18,Uberaba,MG,C152,nao,casa,Panela,amazon,1052.8,10.63,2,20,2,28.91,34,sol,prime_day,nao,5,nao,,nao,sim,,devolvido,
AMZ-00544,2025-08-31,Curitiba,PR,C78,nao,supermercado,Sabonete,marketplace,"3351,9",22.76,10,8,64,86.82,16,chuva,black_friday,nao,3.9,nao,,nao,nao,nao,,
AMZ-00545,2025-09-05,São Paulo,SP,C175,nao,livros,Livro Técnico,marketplace,1904.62,81.04,7,12,23,68.71,73,nublado,nenhum,nao,1.7,sim,atraso,sim,nao,sim,cancelado,
AMZ-00546,2025-08-08,São Paulo,SP,C579,sim,supermercado,Sabonete,amazon,2369.42,0,10,1,73,260.78,132,nublado,nenhum,nao,2.8,sim,NA,,nao,sim,,
AMZ-00547,data_invalida,Curitiba,PR,C319,sim,eletronicos,Fone Bluetooth,amazon,1861.97,26.72,7,8,40,95.21,130,nublado,nenhum,nao,4.5,nao,,,nao,nao,entregue,
AMZ-00548,2025-10-24,Rio de Janeiro,RJ,C515,nao,livros,Livro Fantasia,marketplace,3267.42,"74,41",7,23,42,"12,18",106,sol,prime_day,nao,3.6,nao,,,sim,,,
AMZ-00549,2025-07-12,Salvador,BA,C566,nao,eletronicos,Fone Bluetooth,marketplace,1036.32,85.73,10,6,30,266.19,61,chuva,black_friday,nao,3.4,nao,,nao,nao,nao,devolvido,
AMZ-00550,2025-09-13,Campinas,SP,C153,nao,livros,HQ Colecionável,marketplace,584.29,79.29,2,11,48,12.44,58,sol,nenhum,sim,"1,1",nao,,nao,nao,,devolvido,
AMZ-00551,2025-07-02,rio de janeiro,RJ,C333,nao,casa,Organizador,marketplace,3438.86,61.32,5,17,44,246.15,56,sol,nenhum,sim,2.0,nao,,nao,sim,nao,,
AMZ-00552,2025-09-04,Rio de Janeiro,RJ,C303,sim,supermercado,Sabonete,amazon,699.27,0,1,1,30,119.07,25,chuva,nenhum,sim,"4,1",nao,,,sim,,devolvido,
AMZ-00553,2025-01-10,Rio de Janeiro,RJ,C92,sim,vestuario,Tênis,marketplace,1008.66,0,2,1,25,128.8,62,sol,black_friday,nao,4.5,nao,,sim,nao,nao,cancelado,
AMZ-00554,03-17-2025,Goiânia,go,C129,nao,livros,Kindle eBook,marketplace,1830.52,18.25,2,1,70,245.4,101,chuva,nenhum,sim,1,sim,NA,sim,sim,nao,cancelado,
