registro_id,data_viagem,cidade,uf,regiao,latitude,longitude,modal,tempo_viagem_min,distancia_km,custo,avaliacao_usuario,usuario_id,frequencia_uso_mes,tempo_desde_ultima_viagem_dias,cupom_utilizado,cancelou_viagem,clima,hora,dia_semana,observacao
ECO-00533,10/07/2025,Uberaba,MG,leste,-19.779384,-47.923765,patinete,43,4.57,15.34,4.5,U104,21,24,sim,nao,nublado,22,dom,
ECO-00534,2025-10-04,Salvador,BA,centro,-12.996301,-38.536056,publico,3,1.21,2.98,2.9,U167,21,41,,sim,sol,10,qui,
ECO-00535,2025-09-05,São Paulo,sp,leste,"-23,589963",-46.68062,carro,18,4.87,12.01,4.9,U66,20,37,sim,sim,sol,10,dom,
ECO-00536,2025-08-13,uberlândia,MG,leste,-18.869241,-48.26602,carro,20,3.66,6.34,1.7,U335,22,28,nao,sim,sol,19,qua,
ECO-00537,data_invalida,Curitiba,PR,norte,-25.43774,-49.322595,patinete,20,"5,13",15.14,4.8,U284,23,19,,nao,sol,13,dom,
ECO-00538,2025-02-03,Salvador,BA,leste,-12.97399,-38.466969,publico,15,5.61,20.1,3.5,U321,20,14,sim,sim,chuva,21,sex,
ECO-00539,2025-06-09,Salvador,BA,oeste,-13.027345,-38.507475,carro,15,7.19,28.31,4.9,U159,2,54,sim,nao,sol,0,qua,
ECO-00540,2025-02-02,São Paulo,SP,sul,-23.577201,-46.646002,patinete,12,7.01,16.78,3.3,U36,20,14,sim,nao,sol,3,qua,
ECO-00541,2025-09-05,Uberlândia,MG,norte,-18.930535,-48.292574,patinete,19,1.38,3.06,2.1,U254,15,32,nao,sim,sol,22,sex,
ECO-00542,2025-03-20,São Paulo,SP,centro,-23.506937,-46.587174,bike,12,"4,43",17.12,1.1,U321,2,39,nao,sim,chuva,19,sab,
ECO-00543,2025-05-26,Campinas,sp,leste,-22.950268,-47.071565,bike,22,3.47,10.19,3.0,U192,19,5,,nao,sol,1,sab,
ECO-00544,10-26-2025,Curitiba,PR,centro,-25.392007,-49.246665,publico,3,2.03,4.91,1.6,U113,22,2,sim,nao,sol,23,sab,
ECO-00545,2025-09-27,Uberlândia,MG,leste,-18.924249,-48.317192,bike,13,"3,57",11.67,4.4,U389,11,52,sim,nao,chuva,13,ter,
ECO-00546,2025-08-05,Salvador,BA,sul,-13.00631,-38.514788,publico,26,0.5,1.56,4.5,U27,23,57,nao,nao,sol,16,sab,
ECO-00547,2025-05-13,Curitiba,PR,leste,-25.409857,"-49,267854",carro,23,8.06,20.44,3.2,U383,26,0,nao,sim,sol,7,qua,
ECO-00548,2025-10-16,Campinas,SP,sul,-22.904948,-47.100471,carro,3,0.5,0.99,4.0,U169,25,21,,sim,sol,5,sex,
ECO-00549,2025-03-09,Curitiba,PR,leste,-25.441255,-49.298606,carro,3,2.08,7.5,3.6,U160,23,55,sim,nao,sol,22,dom,
ECO-00550,2025-06-10,Uberlândia,MG,leste,-18.878389,-48.297475,carro,29,"2,46",7.86,1.2,U136,3,21,,sim,chuva,14,ter,
ECO-00551,2025-05-03,Uberlândia,MG,sul,-18.942557,-48.321566,patinete,6,"6,86",21.34,1.2,U57,1,34,sim,sim,sol,18,sab,
ECO-00552,2025-05-20,Uberaba,MG,leste,-19.715001,-47.986448,bike,24,"5,71",21.14,4.4,U373,8,34,,nao,chuva,4,qua,
ECO-00553,2025-05-22,Salvador,BA,leste,-13.02394,-38.527471,bike,8,0.68,1.44,2.0,U320,14,49,nao,sim,nublado,17,sab,
ECO-00554,2025-04-06,Campinas,SP,sul,-22.869045,-47.060367,patinete,3,"2,23",8.42,3.1,U197,0,39,nao,sim,sol,7,seg,
ECO-00555,08-10-2025,Campinas,SP,norte,-22.873127,"-47,013951",publico,3,4.03,7.18,3.5,U124,14,32,sim,nao,nublado,7,sex,
ECO-00556,2025-03-23,São Paulo,SP,sul,-23.524641,-46.630812,carro,34,"4,74",13.17,3.4,U96,13,17,nao,sim,chuva,11,sex,
ECO-00557,2025-02-17,Curitiba,pr,sul,-25.384655,-49.252504,carro,27,1.36,3.44,3.5,U245,9,10,sim,sim,sol,4,qui,
ECO-00558,2025-04-11,Salvador,BA,centro,-12.974421,-38.467729,bike,12,5.82,19.45,1.2,U317,17,47,nao,sim,chuva,23,ter,
ECO-00559,2025-05-02,Campinas,SP,leste,-22.888831,"-47,07617",publico,17,0.5,1.18,1.2,U396,23,33,sim,nao,chuva,7,sab,
ECO-00560,2025-07-01,Salvador,BA,oeste,-13.01981,-38.486545,patinete,35,4.41,16.9,4.2,U375,21,41,nao,sim,chuva,20,dom,
ECO-00561,data_invalida,São Paulo,SP,centro,-23.548073,"-46,662361",carro,16,4.45,16.41,3.8,U132,0,39,,nao,sol,14,seg,
ECO-00562,2025-01-24,são paulo,SP,leste,-23.507992,-46.677931,patinete,26,5.7,18.98,3.2,U238,11,59,nao,nao,sol,7,sab,
ECO-00563,2025-08-06,Campinas,SP,norte,-22.953041,-47.096423,bike,29,5.02,16.68,4.4,U153,15,4,nao,sim,nublado,17,qua,
ECO-00564,2025-04-28,São Paulo,SP,oeste,"-23,516301",-46.66514,publico,12,7.94,29.27,2.4,U194,13,39,nao,nao,sol,9,ter,
ECO-00565,2025-10-01,Uberaba,MG,centro,-19.793826,-47.94702,bike,27,5.99,14.42,1.1,U53,6,28,sim,nao,nublado,14,ter,
ECO-00566,2025-09-12,Salvador,BA,leste,-12.993707,-38.535153,bike,3,0.5,1.5,1.4,U148,20,32,sim,sim,sol,1,ter,
ECO-00567,2025-04-05,são paulo,SP,centro,-23.555146,-46.653029,patinete,5,5.17,12.37,4.9,U390,12,60,,nao,sol,1,ter,
ECO-00568,2025-01-17,são paulo,SP,oeste,-23.563213,-46.610966,carro,9,0.5,0.88,4.8,U210,29,20,sim,sim,sol,17,sex,
ECO-00569,2025-03-02,Campinas,SP,leste,-22.928805,-47.016222,carro,15,7.6,13.92,1.9,U267,8,17,,sim,sol,12,sex,
ECO-00570,06-28-2025,Uberaba,MG,norte,"-19,754276",-47.923813,publico,19,1.23,4.31,2.0,U58,17,29,sim,sim,chuva,5,sab,
ECO-00571,2025-06-24,Uberlândia,MG,sul,-18.921708,-48.246579,bike,10,4.2,9.88,4.9,U48,17,50,nao,sim,sol,13,qui,
ECO-00572,2025-05-28,Campinas,SP,oeste,-22.868644,-47.032406,publico,10,5.76,14.86,3.6,U336,23,41,,nao,nublado,16,sex,
ECO-00573,2025-10-16,Uberaba,MG,centro,"-19,785997",-47.890491,patinete,14,6.71,14.6,4.2,U46,5,6,,sim,chuva,4,sex,
ECO-00574,2025-05-11,Salvador,BA,norte,"-12,978472",-38.529948,patinete,22,9.07,24.68,4.6,U139,11,2,nao,nao,chuva,18,qui,
ECO-00575,2025-04-15,Curitiba,PR,sul,-25.442529,-49.306862,patinete,14,5.3,13.63,3.1,U242,2,10,nao,sim,chuva,6,ter,
ECO-00576,2025-04-25,Uberaba,MG,oeste,-19.779972,"-47,931316",patinete,33,8.33,25.68,3.5,U313,5,12,nao,sim,chuva,8,seg,
ECO-00577,2025-08-26,Uberaba,mg,norte,-19.736596,-47.984266,bike,8,5.48,8.8,2.1,U35,15,7,nao,nao,chuva,15,sex,
ECO-00578,01-25-2025,Uberlândia,MG,sul,"-18,930142",-48.300334,bike,28,0.56,1.78,3.6,U396,18,23,nao,sim,nublado,22,sab,
ECO-00579,10-04-2025,Uberlândia,MG,sul,-18.884122,-48.287025,carro,38,9.14,35.16,4.9,U141,5,2,,nao,chuva,14,qua,
ECO-00580,2025-06-26,Uberlândia,mg,sul,-18.879384,-48.255377,carro,32,4.6,14.45,4.7,U388,0,58,nao,sim,sol,0,ter,
ECO-00581,2025-09-29,Salvador,BA,sul,-12.96959,-38.523372,bike,8,4.51,11.21,3.7,U259,12,14,nao,nao,nublado,14,ter,
ECO-00582,2025-04-13,Curitiba,PR,oeste,-25.450038,-49.24321,patinete,18,4.02,8.97,3.3,U164,23,55,nao,sim,sol,16,dom,
ECO-00583,2025-01-25,Salvador,ba,centro,-12.972705,-38.493326,bike,19,5.14,18.36,4.6,U23,0,29,sim,sim,chuva,10,sex,
ECO-00584,2025-04-23,São Paulo,SP,norte,-23.50798,-46.626635,bike,23,"5,05",13.82,1.3,U356,12,46,nao,nao,sol,10,sex,
ECO-00585,10-15-2025,Uberlândia,MG,leste,-18.900973,-48.231891,patinete,3,5.1,12.63,1.6,U18,4,47,,nao,chuva,15,seg,
ECO-00586,29/03/2025,Curitiba,PR,norte,-25.469492,"-49,306754",bike,25,3.75,13.04,1.5,U19,0,33,,sim,nublado,20,qua,
ECO-00587,03-07-2025,Uberaba,mg,oeste,-19.751592,-47.899024,patinete,12,3.6,6.02,3.4,U117,0,24,,sim,chuva,5,sex,
ECO-00588,2025-03-07,Salvador,BA,centro,-13.007464,-38.487989,bike,14,3.7,9.78,3.6,U153,18,48,sim,sim,sol,4,qua,
ECO-00589,30/07/2025,Uberaba,MG,centro,-19.780364,-47.976197,carro,19,8.69,14.9,1.9,U215,0,23,nao,sim,chuva,12,qui,
ECO-00590,2025-03-14,Uberaba,MG,sul,-19.771008,-47.983746,bike,22,3.62,6.31,4.2,U33,21,28,,sim,nublado,2,qua,
ECO-00591,2025-05-18,São Paulo,SP,oeste,-23.510256,-46.609979,patinete,10,"5,62",9.69,3.7,U33,3,53,sim,sim,nublado,3,qua,
ECO-00592,2025-07-15,Campinas,SP,oeste,-22.916602,-47.109431,bike,30,6.99,17.86,3.6,U389,14,50,sim,sim,nublado,0,qua,
ECO-00593,2025-04-08,Curitiba,pr,norte,-25.4356,-49.277158,patinete,30,6.59,12.54,1.6,U223,0,60,,nao,sol,21,sex,
ECO-00594,2025-02-24,São Paulo,SP,centro,-23.515619,-46.653953,patinete,15,2.32,7.93,3.5,U390,4,49,nao,sim,nublado,18,sex,
ECO-00595,2025-10-11,Curitiba,PR,norte,-25.411005,"-49,320742",bike,35,4.95,12.35,2.2,U102,14,49,sim,nao,chuva,19,dom,
ECO-00596,19/01/2025,uberaba,MG,centro,-19.790792,-47.951429,carro,13,"4,04",6.18,1.3,U337,30,27,nao,nao,nublado,19,ter,
ECO-00597,2025-08-16,São Paulo,SP,oeste,"-23,579825",-46.66748,patinete,15,"3,64",11.17,1.2,U339,10,49,sim,nao,nublado,10,dom,
ECO-00598,20/03/2025,Curitiba,PR,norte,-25.383041,-49.280293,bike,24,"6,42",25.65,1.4,U87,4,52,sim,sim,sol,20,seg,
ECO-00599,2025-06-08,Curitiba,PR,norte,-25.417241,"-49,240328",carro,10,0.5,1.13,1.0,U249,6,56,nao,sim,sol,8,ter,
ECO-00600,2025-02-20,Campinas,SP,centro,-22.895861,-47.095712,publico,13,1.05,2.78,2.0,U115,1,59,nao,nao,nublado,22,seg,
ECO-00601,2025-06-30,salvador,BA,oeste,-12.946723,-38.456823,publico,22,0.92,3.66,3.8,U38,11,44,sim,sim,chuva,10,seg,
ECO-00602,18/06/2025,São Paulo,sp,sul,-23.563129,-46.637288,publico,13,"7,84",23.65,2.0,U255,16,28,,nao,sol,22,ter,
ECO-00603,2025-01-10,São Paulo,sp,oeste,-23.534283,-46.652764,carro,18,5.84,17.73,1.2,U395,19,2,sim,nao,nublado,8,sab,
ECO-00604,15/06/2025,Uberlândia,mg,centro,-18.881494,-48.320536,carro,19,4.26,13.39,1.9,U61,18,7,,sim,sol,0,qua,
ECO-00605,data_invalida,salvador,BA,centro,-12.962321,-38.542665,patinete,15,8.54,28.63,4.1,U267,18,60,sim,nao,nublado,22,dom,
ECO-00606,data_invalida,Campinas,SP,centro,-22.933038,-47.019826,carro,22,6.4,19.6,1.5,U35,2,60,,nao,nublado,7,qui,
ECO-00607,2025-06-16,Campinas,SP,centro,"-22,898832",-47.032849,bike,19,4.41,13.23,2.2,U90,0,20,,sim,chuva,15,ter,
ECO-00608,2025-07-02,São Paulo,SP,sul,"-23,579219",-46.621703,patinete,4,"7,58",29.93,2.0,U157,18,53,nao,sim,sol,12,ter,
ECO-00609,2025-08-05,Campinas,SP,norte,-22.889684,"-47,044753",bike,8,1.07,2.58,3.2,U287,28,23,,nao,sol,1,qua,
ECO-00610,2025-07-11,uberaba,MG,centro,-19.720977,-47.946642,bike,16,4.08,16.14,3.8,U164,12,24,nao,nao,sol,19,ter,
ECO-00611,2025-02-17,campinas,SP,sul,-22.937833,-47.02259,carro,17,5.54,15.69,4.4,U295,5,16,sim,nao,nublado,17,sab,
ECO-00612,2025-02-05,Salvador,BA,oeste,-12.969752,"-38,466831",publico,3,4.95,8.98,4.7,U213,30,10,sim,nao,chuva,16,dom,
ECO-00613,2025-03-25,Salvador,BA,leste,"-12,952573",-38.536155,bike,21,2.47,8.14,3.7,U59,23,57,,sim,nublado,22,qua,
ECO-00614,27/05/2025,São Paulo,SP,centro,-23.531358,"-46,626424",patinete,12,3.58,10.96,3.5,U3,1,2,,nao,sol,15,qui,
ECO-00615,2025-08-27,Salvador,BA,leste,-12.958267,-38.547208,patinete,16,2.61,8.3,3.6,U162,24,7,nao,sim,sol,12,dom,
ECO-00616,2025-01-10,curitiba,PR,centro,-25.430147,-49.309479,carro,17,0.5,0.84,3.5,U258,11,40,sim,nao,sol,15,qui,
ECO-00617,11/06/2025,Salvador,BA,leste,-12.955247,"-38,543583",bike,18,4.36,16.21,1.2,U135,24,8,sim,sim,sol,11,qui,
ECO-00618,2025-06-06,Campinas,SP,oeste,-22.922519,"-47,08167",patinete,17,"2,86",9.52,2.4,U328,9,52,nao,nao,chuva,11,dom,
ECO-00619,02/10/2025,Uberaba,MG,oeste,-19.772411,-47.954997,bike,13,4.37,11.19,1.8,U189,6,15,nao,nao,nublado,22,dom,
ECO-00620,2025-09-07,São Paulo,sp,oeste,-23.564417,-46.629955,bike,35,6.55,11.32,1.9,U156,16,44,,nao,nublado,1,dom,
ECO-00621,2025-09-28,Salvador,BA,leste,-12.974181,-38.550414,patinete,18,"2,03",4.74,4.7,U191,1,0,nao,sim,nublado,16,qua,
ECO-00622,15/07/2025,Salvador,BA,oeste,-12.956624,-38.462516,patinete,17,5.04,19.12,2.7,U161,3,11,,sim,nublado,22,qua,
ECO-00623,2025-08-21,Uberaba,MG,norte,-19.742384,-47.955257,publico,19,0.5,1.75,3.5,U156,25,59,nao,sim,sol,8,qui,
ECO-00624,06-28-2025,Uberaba,MG,centro,-19.771948,-47.929035,bike,11,2.73,7.74,1.1,U98,11,0,sim,nao,sol,18,qui,
ECO-00625,2025-04-26,campinas,SP,centro,-22.892178,-47.058627,publico,22,"1,72",4.04,4.8,U179,24,2,,sim,nublado,11,sab,
ECO-00626,21/08/2025,Uberlândia,MG,oeste,-18.918469,-48.271606,bike,20,3.08,10.55,3.1,U210,15,47,sim,sim,sol,3,sab,
ECO-00627,2025-02-13,Uberaba,MG,centro,-19.733313,-47.901157,bike,24,6.56,16.4,2.7,U172,13,21,sim,sim,sol,13,qui,
ECO-00628,2025-08-11,São Paulo,SP,centro,-23.550364,-46.625938,patinete,23,2.79,8.64,4.2,U202,30,27,sim,sim,nublado,21,sex,
ECO-00629,2025-01-01,Campinas,SP,norte,-22.868063,"-47,101832",carro,23,"5,16",19.87,2.8,U83,9,60,,nao,sol,4,sex,
ECO-00630,2025-10-07,curitiba,PR,norte,"-25,379216",-49.260658,bike,13,8.99,23.3,2.1,U72,3,6,nao,nao,sol,0,sex,
ECO-00631,2025-08-20,Curitiba,PR,leste,-25.386491,-49.245967,carro,16,2.97,7.51,1.3,U396,29,4,sim,sim,sol,8,seg,
ECO-00632,2025-05-04,São Paulo,SP,norte,-23.597716,"-46,681608",patinete,12,4.31,11.17,1.2,U323,23,35,,nao,sol,19,ter,
ECO-00633,2025-08-06,Campinas,SP,norte,-22.869253,-47.078964,bike,29,9.35,26.23,4.8,U42,13,2,sim,nao,sol,0,dom,
ECO-00634,2025-10-26,Curitiba,PR,norte,-25.430866,-49.25801,carro,22,1.92,3.4,1.8,U151,13,4,sim,nao,chuva,9,sex,
ECO-00635,2025-07-15,Uberaba,MG,leste,-19.760445,-47.917975,bike,28,5.15,8.23,3.5,U75,12,31,nao,nao,chuva,20,ter,
ECO-00636,2025-06-12,Uberlândia,MG,centro,-18.943629,-48.263623,bike,3,6.49,15.41,1.6,U238,8,8,sim,sim,chuva,17,qua,
ECO-00637,2025-09-20,Uberlândia,mg,sul,-18.942924,"-48,255842",publico,19,0.5,1.25,3.3,U250,24,27,,sim,sol,3,ter,
ECO-00638,data_invalida,Curitiba,PR,oeste,-25.386958,"-49,278327",bike,22,"3,06",11.51,1.6,U278,28,51,,nao,sol,8,seg,
ECO-00639,2025-05-18,salvador,BA,norte,-12.961326,-38.461433,carro,12,"5,69",16.89,1.6,U23,22,11,nao,nao,sol,8,seg,
ECO-00640,2025-09-30,uberlândia,MG,sul,"-18,954946",-48.247156,publico,23,1.82,6.16,4.5,U356,4,8,sim,sim,sol,12,qua,
ECO-00641,2025-06-25,Salvador,BA,sul,"-12,999146",-38.520818,bike,16,5.42,15.18,1.7,U214,11,14,nao,nao,chuva,13,sex,
ECO-00642,02/04/2025,Uberaba,MG,sul,-19.778108,"-47,897134",bike,22,11.69,43.64,5.0,U89,6,44,,sim,sol,22,seg,
ECO-00643,2025-06-11,São Paulo,SP,leste,-23.599758,-46.599156,publico,21,0.5,0.93,4.7,U369,2,21,sim,nao,nublado,23,qui,
ECO-00644,2025-02-11,Salvador,BA,leste,-12.940164,-38.461632,publico,3,6.13,21.04,2.6,U35,0,35,nao,sim,sol,19,qua,
ECO-00645,2025-09-15,São Paulo,SP,sul,-23.515622,-46.657744,bike,14,5.53,10.92,4.4,U71,0,34,sim,nao,sol,13,dom,
ECO-00646,2025-09-16,Salvador,BA,centro,-13.014602,-38.515267,patinete,39,2.99,11.02,4.6,U178,13,34,,sim,nublado,3,ter,
ECO-00647,2025-08-06,Uberaba,MG,centro,-19.698107,-47.965083,bike,23,"6,31",10.46,4.0,U68,0,5,nao,nao,nublado,21,seg,
ECO-00648,2025-01-21,Curitiba,pr,leste,-25.463491,-49.268432,patinete,3,3.2,8.75,1.4,U117,19,55,nao,nao,chuva,3,ter,
ECO-00649,2025-01-13,Curitiba,PR,oeste,-25.443828,-49.289289,bike,10,"10,27",25.79,1.3,U142,1,2,,sim,sol,9,qua,
ECO-00650,2025-01-18,Uberlândia,MG,leste,-18.943436,-48.233962,bike,14,5.27,14.45,2.2,U332,27,29,,sim,nublado,0,dom,
ECO-00651,2025-05-15,são paulo,SP,sul,-23.53526,-46.617926,patinete,17,1.44,5.35,4.1,U274,22,40,,sim,sol,11,sex,
ECO-00652,2025-08-25,Salvador,BA,centro,-12.937818,-38.485487,patinete,12,3.52,10.12,4.2,U110,6,58,nao,sim,nublado,7,qua,
ECO-00653,2025-05-14,Curitiba,PR,norte,-25.386842,-49.223889,bike,20,5.1,12.26,3.0,U15,15,23,,nao,chuva,15,sex,
ECO-00654,2025-10-09,Salvador,BA,leste,"-13,001777",-38.463926,bike,16,6.3,22.55,4.0,U177,5,31,,nao,sol,16,ter,
ECO-00655,2025-05-14,São Paulo,SP,sul,-23.533766,-46.613892,patinete,26,4.72,14.83,3.3,U178,25,27,,sim,nublado,1,seg,
ECO-00656,06-04-2025,Uberlândia,MG,centro,"-18,960385",-48.293165,patinete,16,6.84,16.91,3.1,U382,3,7,sim,sim,nublado,11,qui,
ECO-00657,04-25-2025,Curitiba,PR,sul,-25.383322,-49.279947,carro,22,6.14,18.89,4.6,U12,14,38,nao,sim,sol,5,ter,
ECO-00658,2025-10-23,Uberaba,MG,norte,-19.697997,-47.922822,bike,20,0.8,2.41,2.4,U231,22,3,,sim,sol,11,ter,
ECO-00659,2025-02-25,Uberlândia,MG,oeste,-18.966289,"-48,232532",bike,7,2.04,6.57,4.9,U161,28,36,,sim,nublado,2,sex,
ECO-00660,2025-05-31,Salvador,BA,leste,"-12,99019",-38.462176,patinete,15,6.34,19.65,4.0,U295,23,17,sim,nao,sol,18,seg,
ECO-00661,2025-03-24,Uberaba,MG,norte,-19.759172,"-47,977063",bike,20,"8,39",19.79,4.9,U135,23,59,sim,sim,sol,23,sab,
ECO-00662,2025-08-27,Salvador,BA,sul,"-12,995383",-38.533535,carro,17,3.99,7.13,1.3,U335,24,8,nao,nao,sol,5,dom,
ECO-00663,2025-09-17,Uberlândia,mg,oeste,-18.893252,"-48,252102",publico,35,4.99,8.08,3.8,U2,14,34,sim,nao,sol,12,dom,
ECO-00664,04-29-2025,Uberaba,MG,sul,-19.781164,-47.903993,publico,21,5.34,18.89,1.0,U278,18,11,nao,sim,chuva,14,sex,
ECO-00665,2025-09-15,uberaba,MG,oeste,-19.753555,-47.973621,patinete,13,5.65,18.43,4.1,U152,18,56,,sim,nublado,1,sab,
ECO-00666,01-21-2025,Campinas,SP,centro,-22.898544,-47.023932,patinete,44,5.13,11.73,1.7,U344,13,17,,sim,chuva,7,qua,
ECO-00667,2025-03-21,Curitiba,PR,centro,-25.408253,"-49,260232",patinete,9,3.89,6.29,2.6,U136,16,7,nao,nao,sol,2,sab,
ECO-00668,2025-03-18,São Paulo,SP,oeste,-23.593466,-46.624939,carro,26,"6,49",17.88,2.7,U240,13,6,nao,nao,chuva,22,sab,
ECO-00669,2025-05-15,Uberaba,MG,norte,-19.790123,-47.955071,patinete,27,4.64,15.66,2.7,U24,11,28,,nao,sol,15,ter,
ECO-00670,2025-09-21,São Paulo,SP,norte,-23.581524,"-46,65177",carro,23,4.99,9.58,4.6,U164,12,18,nao,nao,sol,7,seg,
ECO-00671,03/03/2025,Uberaba,MG,norte,-19.726725,-47.981312,patinete,11,5.69,8.56,2.8,U66,19,6,nao,sim,sol,17,ter,
ECO-00672,2025-01-20,Uberaba,MG,centro,-19.723134,"-47,951892",bike,8,"8,75",14.85,4.4,U166,8,30,nao,sim,chuva,4,ter,
ECO-00673,04-24-2025,Uberaba,MG,leste,-19.736183,-47.962835,bike,28,4.26,6.86,2.3,U333,11,7,nao,nao,nublado,1,sab,
ECO-00674,2025-03-15,Curitiba,PR,centro,-25.467145,"-49,229964",patinete,13,3.88,7.97,2.3,U327,30,48,nao,nao,chuva,7,qui,
ECO-00675,2025-04-11,São Paulo,SP,oeste,"-23,588929",-46.641824,publico,8,4.24,15.75,2.8,U162,26,51,,nao,sol,4,seg,
ECO-00676,2025-08-11,Uberlândia,MG,sul,"-18,870837",-48.288396,patinete,16,5.76,15.4,4.3,U159,4,8,,nao,sol,17,qua,
ECO-00677,09-11-2025,São Paulo,SP,norte,-23.592564,"-46,678674",bike,6,1.29,2.8,4.8,U18,12,14,nao,sim,sol,19,seg,
ECO-00678,02-19-2025,Uberaba,MG,sul,-19.751527,-47.908727,bike,23,6.25,24.29,1.8,U277,20,36,nao,nao,sol,15,qua,
ECO-00679,2025-08-15,Uberlândia,MG,oeste,-18.939667,-48.242521,carro,26,6.6,25.82,2.4,U313,30,13,sim,sim,sol,9,sex,
ECO-00680,06-02-2025,Uberlândia,MG,centro,-18.958196,-48.291495,bike,29,7.0,16.22,2.4,U55,28,36,,nao,sol,16,dom,
ECO-00681,2025-04-23,Uberaba,MG,norte,-19.782927,-47.949086,patinete,16,0.9,1.5,3.5,U241,30,52,,nao,nublado,17,sex,
ECO-00682,2025-10-11,Uberaba,MG,sul,-19.750984,-47.931536,patinete,13,11.59,18.43,3.2,U354,1,3,,nao,sol,16,sab,
ECO-00683,2025-08-11,São Paulo,SP,leste,-23.530049,-46.61039,bike,3,8.62,20.47,3.0,U210,16,56,nao,sim,nublado,18,qua,
ECO-00684,2025-08-16,Campinas,SP,norte,-22.860245,-47.10438,carro,3,0.5,1.92,1.5,U113,23,20,nao,nao,nublado,13,sab,
ECO-00685,2025-02-04,Uberaba,MG,centro,-19.780012,-47.891122,bike,6,1.37,5.16,4.4,U117,2,34,,sim,sol,9,sab,
ECO-00686,2025-06-28,Uberlândia,MG,oeste,"-18,917819",-48.294507,bike,33,0.5,1.29,1.2,U181,26,31,nao,sim,sol,12,sab,
ECO-00687,2025-02-08,São Paulo,SP,sul,-23.59591,-46.59072,carro,15,1.2,2.26,3.8,U257,16,40,sim,sim,sol,21,dom,
ECO-00688,2025-07-29,Campinas,SP,sul,-22.894917,-47.059252,publico,3,"6,82",24.69,3.9,U339,29,0,nao,sim,sol,19,ter,
ECO-00689,2025-07-03,Uberaba,MG,leste,-19.763206,-47.933202,publico,25,0.5,1.89,1.1,U263,29,18,nao,nao,nublado,15,seg,
ECO-00690,2025-02-28,Uberlândia,MG,leste,-18.928627,-48.302839,patinete,15,1.12,1.73,1.8,U128,19,26,nao,nao,sol,22,ter,
ECO-00691,2025-09-28,São Paulo,SP,leste,-23.507322,"-46,5958",carro,19,7.57,18.85,4.9,U256,3,12,nao,sim,nublado,0,seg,
ECO-00692,2025-10-11,Curitiba,PR,leste,-25.383511,-49.317186,publico,19,"1,04",3.18,2.3,U397,15,11,nao,nao,sol,8,qui,
ECO-00693,07-11-2025,Salvador,BA,leste,-13.001307,-38.527582,carro,36,7.38,26.73,2.7,U30,1,3,,sim,nublado,17,dom,
ECO-00694,2025-06-05,salvador,BA,centro,-12.964757,-38.488607,bike,28,4.62,14.82,3.6,U134,8,59,sim,sim,sol,20,sab,
ECO-00695,2025-06-23,salvador,BA,centro,-12.9904,"-38,525126",bike,6,4.88,7.84,1.3,U123,26,35,,sim,nublado,16,qui,
ECO-00696,2025-03-20,Uberlândia,MG,leste,-18.925334,-48.287187,bike,12,"9,57",15.31,1.5,U130,1,15,sim,nao,sol,22,sab,
ECO-00697,2025-04-05,Uberaba,MG,oeste,-19.765568,-47.94958,patinete,30,"4,16",12.6,2.3,U120,24,8,,nao,sol,11,sab,
ECO-00698,2025-06-18,São Paulo,SP,leste,-23.533465,-46.651333,patinete,18,4.73,18.08,2.6,U3,7,31,,sim,chuva,2,qua,
ECO-00699,06/02/2025,Salvador,BA,leste,-12.939528,-38.50658,patinete,25,3.54,13.09,3.2,U385,7,39,,nao,sol,5,dom,
ECO-00700,2025-05-06,Uberaba,MG,centro,-19.707471,-47.912734,carro,28,0.5,1.93,4.9,U247,28,3,nao,sim,nublado,23,qui,
ECO-00701,2025-03-17,Campinas,SP,leste,-22.922886,-47.044005,bike,17,"4,34",13.37,2.9,U304,9,15,,sim,nublado,0,qua,
ECO-00702,2025-03-06,Campinas,sp,centro,"-22,906485",-47.079569,carro,21,4.41,16.05,1.7,U258,22,2,nao,sim,nublado,17,ter,
ECO-00703,2025-06-15,Uberaba,MG,leste,-19.772604,-47.927852,carro,31,4.98,14.64,4.9,U48,8,55,sim,nao,sol,21,qua,
ECO-00704,2025-05-06,Campinas,SP,centro,-22.887093,-47.069184,carro,21,2.82,4.36,4.0,U302,24,13,,nao,sol,5,seg,
ECO-00705,2025-02-04,Uberlândia,MG,leste,"-18,953788",-48.307957,bike,25,0.5,1.0,1.1,U349,21,59,nao,nao,chuva,19,qui,
ECO-00706,2025-01-11,Curitiba,PR,oeste,-25.442741,-49.22478,patinete,28,4.64,11.89,2.9,U273,27,36,sim,nao,nublado,3,dom,
ECO-00707,2025-04-22,São Paulo,sp,centro,-23.594491,"-46,644981",bike,15,4.86,17.1,4.5,U60,8,9,sim,nao,nublado,23,ter,
ECO-00708,2025-09-29,Campinas,SP,centro,-22.908613,-47.106142,patinete,15,6.92,25.44,1.1,U115,2,44,nao,sim,nublado,21,sab,
ECO-00709,2025-02-18,Campinas,SP,oeste,-22.950007,-47.078088,carro,15,"2,11",7.27,1.3,U297,27,0,sim,sim,sol,9,qua,
ECO-00710,21/02/2025,Uberaba,MG,oeste,-19.783572,-47.974545,bike,9,"1,16",3.12,3.9,U291,10,59,sim,nao,sol,18,sab,
