registro_id,data_atendimento,cidade,uf,especie,raca,idade_anos,peso_kg,sintomas_texto,prioridade_ia,tempo_espera_min,tempo_atendimento_min,temperatura_corporal_c,frequencia_cardiaca,exames_solicitados,diagnostico_previo,avaliacao_tutor,retorno_7d,historico_microchip,status_atendimento,observacao
FPC-00499,2025-09-27,Uberlândia,MG,cachorro,Poodle,7,14.24,letargia,critico,37,41,37.37,120,hemograma,suspeita_infeccao,4.36,sim,nao,finalizado,
FPC-00500,2025-06-11,Uberlândia,MG,cachorro,Labrador,1,7.88,ferimento na pata,monitorar,21,32,38.72,112,NA,NA,4.76,NA,sim,em_atendimento,
FPC-00501,21/04/2025,Goiânia,GO,gato,Labrador,2,4.85,coceira intensa,monitorar,50,21,39.52,72,raio_x,alergia,3.19,NA,SIM,finalizado,
FPC-00502,2025-04-18,Porto Alegre,RS,gato,Bulldog,6,"13,38",,urgente,47,31,38.37,63,raio_x,,4.42,NA,SIM,procesado,
FPC-00503,10-05-2025,Uberaba,MG,cachorro,Siamês,1,12.13,vômito e apatia,monitorar,9,27,37.84,141,ultrassom,suspeita_infeccao,3.44,nao,SIM,procesado,
FPC-00504,2025-04-29,Porto Alegre,RS,gato,,1,"17,65",letargia,monitorar,58,30,37.28,123,NA,trauma,4.01,NA,,cancelado,
FPC-00505,2025-10-16,Campinas,SP,gato,SRD,0,7.11,letargia,monitorar,10,30,37.41,151,ultrassom,,4.78,NA,,cancelado,
FPC-00506,2025-05-12,Salvador,BA,gato,SRD,5,22.88,ferimento na pata,critico,70,26,39.13,124,NA,,4.52,nao,,cancelado,
FPC-00507,2025-09-22,Uberlândia,MG,cachorro,Labrador,4,19.39,letargia,critico,49,13,38.63,168,NA,,3.88,NA,sim,cancelado,
FPC-00508,05-06-2025,Goiânia,GO,gato,SRD,8,25.34,febre alta,monitorar,1,31,"38,51",121,raio_x,,3.44,nao,SIM,finalizado,
FPC-00509,2025-08-29,goiânia,GO,gato,Labrador,7,9.17,dificuldade respiratória,critico,42,21,39.62,154,NA,alergia,4.22,,SIM,procesado,
FPC-00510,2025-07-24,Uberaba,MG,cachorro,Bulldog,7,6.5,letargia,monitorar,32,28,37.91,170,ultrassom,alergia,4.03,nao,SIM,cancelado,
FPC-00511,2025-02-14,Curitiba,PR,cachorro,Siamês,6,17.0,vômito e apatia,monitorar,87,15,39.04,138,raio_x,alergia,4.57,sim,,procesado,
FPC-00512,06-23-2025,São Paulo,SP,gato,,0,"21,36",febre alta,monitorar,83,32,37.91,83,hemograma,suspeita_infeccao,3.95,nao,nao,em_atendimento,
FPC-00513,2025-06-26,Uberaba,mg,cachorro,Labrador,2,1.56,NA,monitorar,62,42,38.32,162,hemograma,alergia,5,,,procesado,
FPC-00514,2025-01-19,Salvador,ba,gato,,8,21.98,dificuldade respiratória,urgente,59,36,39.06,81,raio_x,trauma,4.58,,nao,finalizado,
FPC-00515,2025-03-29,São Paulo,SP,cachorro,Labrador,3,13.92,NA,urgente,51,13,38.07,121,ultrassom,alergia,3.98,nao,nao,cancelado,
FPC-00516,10/10/2025,Salvador,BA,gato,,,11.23,dificuldade respiratória,urgente,74,20,"37,18",126,nenhum,NA,3.19,,,procesado,
FPC-00517,2025-05-27,Salvador,BA,cachorro,Bulldog,0,9.56,,monitorar,49,20,38.89,80,nenhum,NA,5,nao,sim,em_atendimento,
FPC-00518,2025-07-17,Porto Alegre,rs,cachorro,Labrador,3,"32,53",dificuldade respiratória,monitorar,31,34,"39,36",123,NA,suspeita_infeccao,3.24,sim,,procesado,
FPC-00519,2025-04-18,Goiânia,GO,cachorro,Siamês,,"15,66",letargia,monitorar,29,35,36.46,107,nenhum,,3.08,,,em_atendimento,
FPC-00520,2025-01-27,Salvador,BA,cachorro,Siamês,3,0.5,coceira intensa,monitorar,35,36,37.45,138,ultrassom,alergia,4.65,,SIM,finalizado,
FPC-00521,2025-05-20,São Paulo,SP,cachorro,Bulldog,9,21.13,dificuldade respiratória,monitorar,25,35,38.32,91,ultrassom,alergia,5,NA,sim,cancelado,
FPC-00522,2025-01-02,Uberlândia,MG,cachorro,,4,16.56,letargia,monitorar,37,37,"37,4",107,nenhum,trauma,3.98,,,cancelado,
FPC-00523,2025-02-04,goiânia,GO,gato,Siamês,8,"4,22",febre alta,monitorar,29,18,39.43,62,NA,,5,sim,SIM,finalizado,
FPC-00524,2025-06-12,Goiânia,GO,gato,Labrador,7,11.62,ferimento na pata,monitorar,36,20,37.82,112,raio_x,NA,3.07,NA,sim,finalizado,
FPC-00525,05-14-2025,Curitiba,PR,gato,,10,20.46,febre alta,monitorar,54,28,37.3,69,NA,,3.29,,sim,em_atendimento,
FPC-00526,05-16-2025,São Paulo,SP,gato,Poodle,0,0.5,letargia,monitorar,14,14,"38,68",72,hemograma,alergia,2.46,nao,nao,procesado,
FPC-00527,06-02-2025,Curitiba,PR,cachorro,Poodle,,23.52,,monitorar,11,31,39.71,99,NA,trauma,5,nao,,procesado,
FPC-00528,03-30-2025,Goiânia,GO,cachorro,Bulldog,1,"0,5",ferimento na pata,urgente,90,15,39.17,171,nenhum,alergia,4.23,nao,SIM,finalizado,
FPC-00529,2025-09-11,São Paulo,SP,cachorro,Poodle,3,"21,75",dificuldade respiratória,monitorar,84,30,"39,82",133,raio_x,trauma,2.3,nao,nao,finalizado,
FPC-00530,2025-02-10,São Paulo,SP,cachorro,Bulldog,0,8.82,letargia,urgente,54,33,36.83,60,ultrassom,NA,3.68,sim,,procesado,
FPC-00531,03-06-2025,Goiânia,GO,cachorro,,4,5.2,vômito e apatia,monitorar,62,21,37.35,112,raio_x,trauma,3.12,NA,SIM,finalizado,
FPC-00532,2025-02-10,Curitiba,PR,cachorro,SRD,1,18.53,febre alta,monitorar,34,17,"37,75",105,nenhum,alergia,3.69,nao,sim,em_atendimento,
FPC-00533,2025-08-21,Uberlândia,MG,cachorro,Siamês,,20.46,NA,monitorar,105,19,38.75,65,hemograma,,2.99,nao,,cancelado,
FPC-00534,2025-07-30,Uberaba,MG,cachorro,,4,"12,27",febre alta,monitorar,30,29,36.18,152,NA,NA,4.88,,sim,procesado,
FPC-00535,2025-07-25,Goiânia,go,gato,,2,6.02,ferimento na pata,monitorar,70,17,38.33,112,hemograma,NA,4.16,NA,sim,cancelado,
FPC-00536,2025-02-09,Campinas,SP,cachorro,Siamês,1,20.01,febre alta,monitorar,52,14,39.07,151,hemograma,trauma,3.45,,sim,cancelado,
FPC-00537,07-08-2025,São Paulo,sp,cachorro,Labrador,0,"12,48",febre alta,monitorar,47,19,38.49,138,hemograma,,4.15,sim,,procesado,
FPC-00538,2025-02-27,Salvador,BA,cachorro,Siamês,4,14.5,dificuldade respiratória,monitorar,82,39,38.98,127,nenhum,NA,3.23,nao,,cancelado,
FPC-00539,2025-01-23,Uberaba,MG,cachorro,Siamês,5,9.46,letargia,monitorar,36,32,38.57,148,raio_x,suspeita_infeccao,4.27,NA,,finalizado,
FPC-00540,04-04-2025,São Paulo,sp,cachorro,Siamês,,3.33,vômito e apatia,monitorar,48,36,37.25,114,raio_x,trauma,4.91,sim,sim,em_atendimento,
FPC-00541,2025-03-09,Goiânia,GO,gato,SRD,4,13.52,letargia,monitorar,19,27,39.04,155,raio_x,,4.83,NA,nao,procesado,
FPC-00542,2025-05-10,Campinas,sp,cachorro,Siamês,5,15.43,letargia,monitorar,82,11,38.31,112,raio_x,NA,3.5,NA,SIM,em_atendimento,
FPC-00543,10-27-2025,campinas,SP,gato,Poodle,7,"20,0",dificuldade respiratória,urgente,75,39,39.07,84,hemograma,,4.79,NA,nao,procesado,
FPC-00544,data_invalida,são paulo,SP,cachorro,Labrador,9,17.08,vômito e apatia,monitorar,7,23,37.19,141,ultrassom,trauma,5,NA,sim,cancelado,
FPC-00545,2025-10-04,Uberaba,MG,cachorro,,8,8.67,ferimento na pata,monitorar,20,5,37.04,118,NA,trauma,2.26,,,em_atendimento,
FPC-00546,2025-03-23,Curitiba,PR,cachorro,Siamês,6,11.55,coceira intensa,monitorar,37,32,38.75,165,NA,,4.05,nao,nao,procesado,
FPC-00547,2025-01-07,Campinas,sp,cachorro,SRD,3,3.38,ferimento na pata,monitorar,54,11,"37,65",95,NA,,4.53,NA,nao,cancelado,
FPC-00548,2025-07-25,Curitiba,PR,gato,,0,12.82,,monitorar,8,45,37.54,118,NA,suspeita_infeccao,4.07,sim,nao,finalizado,
FPC-00549,2025-09-12,Curitiba,pr,cachorro,Siamês,6,9.24,febre alta,monitorar,51,20,38.54,106,ultrassom,NA,5,NA,sim,finalizado,
FPC-00550,2025-09-11,Uberlândia,MG,gato,,2,3.74,coceira intensa,monitorar,10,44,37.7,183,nenhum,suspeita_infeccao,5,sim,nao,em_atendimento,
FPC-00551,2025-01-16,Salvador,BA,gato,Siamês,9,"8,14",,monitorar,21,45,38.63,140,ultrassom,alergia,3.74,NA,sim,cancelado,
FPC-00552,2025-05-14,Uberlândia,MG,gato,Labrador,5,11.19,letargia,urgente,24,13,38.48,133,ultrassom,suspeita_infeccao,4.28,NA,SIM,em_atendimento,
FPC-00553,2025-07-07,Porto Alegre,RS,gato,Labrador,5,0.55,febre alta,urgente,45,26,36.39,155,NA,NA,4.65,nao,nao,em_atendimento,
FPC-00554,2025-02-23,uberaba,MG,cachorro,Poodle,3,18.79,coceira intensa,monitorar,68,15,35.55,128,raio_x,suspeita_infeccao,2.4,nao,,finalizado,
FPC-00555,2025-05-15,Campinas,SP,gato,Poodle,12,17.62,,monitorar,23,20,38.36,140,raio_x,,5,,,em_atendimento,
FPC-00556,2025-01-01,Curitiba,PR,gato,Siamês,5,17.1,NA,monitorar,62,16,39.77,91,ultrassom,trauma,3.29,NA,SIM,procesado,
FPC-00557,2025-01-18,curitiba,PR,gato,SRD,8,4.71,NA,monitorar,16,31,"39,84",93,hemograma,suspeita_infeccao,5,sim,sim,cancelado,
FPC-00558,14/07/2025,São Paulo,SP,cachorro,,5,9.59,dificuldade respiratória,monitorar,36,19,"39,27",115,raio_x,trauma,3.17,,SIM,finalizado,
FPC-00559,2025-05-19,Campinas,SP,cachorro,Bulldog,4,0.5,ferimento na pata,critico,64,27,35.98,133,hemograma,trauma,4.01,NA,nao,cancelado,
FPC-00560,10/01/2025,Uberaba,MG,cachorro,Bulldog,9,"14,68",ferimento na pata,monitorar,0,11,38.5,135,ultrassom,,4.98,,,finalizado,
FPC-00561,2025-08-17,Uberaba,MG,cachorro,Poodle,5,17.67,dificuldade respiratória,monitorar,34,23,38.62,99,NA,,3.63,,SIM,finalizado,
FPC-00562,05-02-2025,Uberaba,MG,cachorro,Poodle,,21.97,NA,monitorar,0,34,39.38,60,ultrassom,NA,4.76,nao,SIM,finalizado,
FPC-00563,2025-08-15,uberaba,MG,gato,Siamês,1,0.5,dificuldade respiratória,monitorar,31,32,38.63,138,ultrassom,,4.9,nao,sim,procesado,
FPC-00564,2025-10-15,Uberaba,MG,cachorro,SRD,,,febre alta,urgente,42,16,39.35,96,hemograma,NA,4.53,sim,nao,finalizado,
FPC-00565,2025-09-08,Porto Alegre,RS,gato,Labrador,5,,ferimento na pata,urgente,20,26,38.63,137,ultrassom,trauma,3.77,sim,,procesado,
FPC-00566,08-19-2025,Uberaba,MG,gato,Labrador,4,"6,72",letargia,monitorar,57,24,37.27,135,nenhum,,3.31,sim,sim,finalizado,
FPC-00567,2025-04-27,Curitiba,PR,cachorro,Poodle,0,17.47,NA,monitorar,7,22,"39,16",136,nenhum,suspeita_infeccao,4.32,,sim,em_atendimento,
FPC-00568,04-04-2025,São Paulo,sp,cachorro,Labrador,,"5,37",NA,monitorar,1,17,37.83,124,hemograma,NA,2.16,NA,sim,cancelado,
FPC-00569,2025-05-16,Porto Alegre,RS,cachorro,Labrador,0,20.35,NA,monitorar,35,27,"37,34",101,hemograma,alergia,5,sim,nao,cancelado,
FPC-00570,2025-07-09,Porto Alegre,RS,cachorro,Labrador,6,13.12,letargia,urgente,79,7,38.36,163,hemograma,NA,5,nao,nao,procesado,
FPC-00571,2025-04-19,Porto Alegre,RS,gato,Siamês,,,,urgente,48,29,"37,34",128,raio_x,NA,2.86,NA,nao,procesado,
FPC-00572,2025-03-25,Porto Alegre,RS,gato,Poodle,5,13.24,dificuldade respiratória,monitorar,59,12,38.24,152,raio_x,trauma,4.53,nao,SIM,finalizado,
FPC-00573,2025-01-15,São Paulo,SP,cachorro,Siamês,3,0.5,dificuldade respiratória,monitorar,21,36,39.71,60,NA,trauma,4.64,,,finalizado,
FPC-00574,2025-07-26,Curitiba,PR,gato,SRD,1,14.86,,monitorar,43,16,38.24,123,ultrassom,suspeita_infeccao,5,,,em_atendimento,
FPC-00575,2025-04-26,Campinas,SP,gato,SRD,5,16.84,dificuldade respiratória,monitorar,109,20,"37,85",94,hemograma,,4.13,sim,sim,cancelado,
FPC-00576,data_invalida,Campinas,SP,gato,Labrador,2,18.89,febre alta,monitorar,62,37,37.51,128,raio_x,alergia,2.13,nao,sim,procesado,
FPC-00577,2025-09-19,Goiânia,GO,cachorro,Siamês,4,4.47,letargia,monitorar,62,46,39.34,138,nenhum,alergia,2.74,sim,sim,procesado,
FPC-00578,data_invalida,Porto Alegre,RS,cachorro,Siamês,5,"24,44",coceira intensa,monitorar,17,18,"38,87",79,nenhum,NA,2.45,NA,sim,procesado,
FPC-00579,2025-08-11,Curitiba,PR,cachorro,Siamês,6,9.58,dificuldade respiratória,urgente,67,17,38.29,118,nenhum,suspeita_infeccao,3.75,nao,SIM,finalizado,
FPC-00580,2025-06-23,Uberlândia,MG,cachorro,Bulldog,5,"8,76",NA,monitorar,40,39,39.43,129,NA,trauma,3.78,nao,SIM,finalizado,
FPC-00581,2025-09-06,Salvador,BA,cachorro,Siamês,0,8.79,NA,monitorar,54,23,40.12,103,nenhum,suspeita_infeccao,4.11,sim,SIM,em_atendimento,
FPC-00582,2025-02-15,Uberaba,MG,gato,Poodle,0,0.5,febre alta,urgente,41,33,38.45,100,hemograma,suspeita_infeccao,5,,nao,em_atendimento,
FPC-00583,01-04-2025,Uberaba,MG,cachorro,Bulldog,0,16.96,coceira intensa,monitorar,16,9,39.83,60,ultrassom,trauma,4.9,sim,sim,cancelado,
FPC-00584,29/09/2025,Curitiba,pr,cachorro,Labrador,8,"13,2",dificuldade respiratória,monitorar,47,20,"38,96",134,ultrassom,trauma,4.28,nao,sim,finalizado,
FPC-00585,08-28-2025,Curitiba,PR,gato,Siamês,7,11.68,,monitorar,78,16,38.33,134,nenhum,suspeita_infeccao,4.15,nao,,em_atendimento,
FPC-00586,09-12-2025,Campinas,SP,cachorro,,3,"10,74",dificuldade respiratória,monitorar,20,19,"39,25",84,ultrassom,NA,3.98,,,procesado,
FPC-00587,2025-03-07,Campinas,SP,gato,Siamês,9,18.8,NA,monitorar,55,11,37.59,99,raio_x,alergia,2.48,,,em_atendimento,
FPC-00588,11/08/2025,Porto Alegre,RS,cachorro,SRD,9,"3,43",febre alta,monitorar,75,21,39.31,98,hemograma,suspeita_infeccao,4.79,NA,nao,em_atendimento,
FPC-00589,2025-09-17,Campinas,SP,cachorro,SRD,11,12.31,febre alta,monitorar,66,21,38.38,134,ultrassom,NA,3.49,sim,nao,em_atendimento,
FPC-00590,2025-05-12,São Paulo,SP,gato,Labrador,8,18.63,,urgente,57,40,"38,17",130,ultrassom,trauma,2.87,sim,nao,cancelado,
FPC-00591,2025-03-05,Uberaba,MG,gato,Siamês,5,12.48,letargia,monitorar,27,27,"39,54",145,NA,suspeita_infeccao,5,NA,,procesado,
FPC-00592,data_invalida,Campinas,SP,cachorro,SRD,5,19.55,febre alta,monitorar,64,28,"39,65",139,NA,NA,4.17,nao,nao,cancelado,
FPC-00593,13/06/2025,Porto Alegre,RS,gato,SRD,7,23.32,febre alta,monitorar,68,21,39.71,141,raio_x,alergia,3.67,NA,nao,procesado,
FPC-00594,05-18-2025,São Paulo,SP,cachorro,Poodle,8,17.21,coceira intensa,monitorar,0,15,"37,89",125,hemograma,NA,3.87,nao,SIM,procesado,
FPC-00595,2025-06-09,salvador,BA,cachorro,Labrador,8,"0,5",vômito e apatia,monitorar,16,11,37.69,152,hemograma,alergia,3.37,,,procesado,
FPC-00596,2025-03-03,Salvador,BA,gato,Bulldog,9,,ferimento na pata,monitorar,45,37,37.85,104,raio_x,suspeita_infeccao,5,NA,,cancelado,
FPC-00597,10/06/2025,campinas,sp,gato,Poodle,4,"5,19",letargia,monitorar,47,22,"39,74",101,ultrassom,trauma,3.2,sim,,procesado,
FPC-00598,2025-04-17,Goiânia,GO,gato,Poodle,3,23.75,vômito e apatia,critico,60,30,"38,99",162,hemograma,suspeita_infeccao,2.09,nao,nao,em_atendimento,
FPC-00599,10-10-2025,Campinas,sp,gato,Siamês,3,"18,11",vômito e apatia,monitorar,46,16,39.07,93,nenhum,,3.11,NA,sim,em_atendimento,
FPC-00600,2025-06-02,Goiânia,GO,cachorro,Siamês,4,10.04,NA,urgente,39,16,"39,61",121,NA,,4.6,,SIM,cancelado,
FPC-00601,03-23-2025,Salvador,BA,cachorro,SRD,6,15.66,NA,monitorar,70,8,38.23,99,raio_x,suspeita_infeccao,4.46,,nao,cancelado,
FPC-00602,2025-03-10,Porto Alegre,RS,gato,SRD,5,7.39,dificuldade respiratória,urgente,38,36,"39,61",87,hemograma,,4.61,sim,sim,em_atendimento,
FPC-00603,2025-05-22,Uberaba,MG,gato,Siamês,4,"13,16",NA,critico,61,19,35.01,82,hemograma,trauma,4.82,sim,SIM,procesado,
FPC-00604,data_invalida,São Paulo,SP,gato,SRD,7,22.15,febre alta,monitorar,66,25,"37,12",117,ultrassom,NA,5,,SIM,procesado,
FPC-00605,2025-10-05,Uberlândia,MG,cachorro,,6,19.72,letargia,monitorar,19,12,40.41,89,nenhum,suspeita_infeccao,3.94,sim,SIM,finalizado,
FPC-00606,2025-01-06,Campinas,SP,gato,,1,,coceira intensa,urgente,33,21,38.4,90,raio_x,,4.98,sim,,finalizado,
FPC-00607,data_invalida,Porto Alegre,RS,cachorro,Labrador,9,14.76,letargia,urgente,0,38,39.7,119,hemograma,alergia,2.5,NA,,procesado,
FPC-00608,2025-06-08,Uberaba,MG,gato,,,26.89,febre alta,monitorar,24,18,39.48,126,raio_x,alergia,3.37,sim,,procesado,
FPC-00609,2025-07-02,Campinas,SP,gato,,5,17.77,NA,critico,19,24,38.47,120,ultrassom,suspeita_infeccao,3.9,NA,nao,finalizado,
FPC-00610,2025-03-23,Curitiba,PR,cachorro,Labrador,3,"2,62",febre alta,monitorar,33,28,38.66,111,hemograma,NA,2.95,,sim,cancelado,
FPC-00611,14/05/2025,Goiânia,GO,gato,Poodle,1,16.75,NA,critico,16,17,39.19,100,raio_x,alergia,3.81,NA,sim,procesado,
FPC-00612,2025-10-17,Porto Alegre,rs,cachorro,Poodle,0,8.12,NA,urgente,13,20,38.65,150,raio_x,trauma,3.82,NA,SIM,em_atendimento,
FPC-00613,2025-08-30,São Paulo,sp,cachorro,Bulldog,,6.39,febre alta,monitorar,66,5,38.05,137,ultrassom,,3.95,sim,SIM,cancelado,
FPC-00614,2025-04-14,Porto Alegre,RS,cachorro,Bulldog,5,7.01,ferimento na pata,monitorar,65,7,38.74,91,ultrassom,suspeita_infeccao,4.89,NA,SIM,finalizado,
FPC-00615,08-09-2025,São Paulo,SP,cachorro,SRD,6,10.58,ferimento na pata,monitorar,6,23,"38,95",85,NA,suspeita_infeccao,4.08,nao,SIM,cancelado,
FPC-00616,2025-01-21,Porto Alegre,RS,cachorro,Bulldog,4,4.53,febre alta,monitorar,58,9,38.7,88,raio_x,alergia,3.54,sim,SIM,finalizado,
FPC-00617,2025-06-19,Uberaba,MG,cachorro,,0,15.03,,monitorar,72,30,38.63,113,hemograma,NA,1.09,sim,sim,cancelado,
FPC-00618,2025-01-29,Salvador,BA,cachorro,Poodle,2,22.35,,urgente,5,22,39.07,145,hemograma,alergia,5,nao,nao,em_atendimento,
FPC-00619,2025-10-08,São Paulo,SP,cachorro,Bulldog,10,16.51,ferimento na pata,urgente,74,35,37.96,103,ultrassom,,4.39,nao,sim,cancelado,
FPC-00620,2025-04-15,campinas,SP,gato,Bulldog,8,13.12,vômito e apatia,monitorar,57,23,"37,22",137,NA,suspeita_infeccao,4.21,,,cancelado,
FPC-00621,2025-07-20,Goiânia,GO,cachorro,Siamês,3,4.07,ferimento na pata,monitorar,10,35,"41,11",143,hemograma,suspeita_infeccao,2.54,,SIM,procesado,
FPC-00622,2025-02-26,Uberlândia,MG,cachorro,Bulldog,1,8.57,coceira intensa,critico,9,27,"37,87",84,NA,NA,1.81,sim,nao,procesado,
FPC-00623,2025-08-21,Uberlândia,MG,gato,SRD,6,9.08,vômito e apatia,monitorar,75,23,38.79,161,ultrassom,NA,3.15,sim,nao,em_atendimento,
FPC-00624,2025-02-05,Porto Alegre,RS,gato,SRD,7,"21,93",NA,monitorar,24,9,"36,31",129,nenhum,,2.29,,,em_atendimento,
FPC-00625,04-18-2025,São Paulo,SP,gato,Siamês,4,10.71,dificuldade respiratória,monitorar,68,14,41.56,118,nenhum,suspeita_infeccao,4.07,nao,sim,procesado,
FPC-00626,2025-03-08,Campinas,SP,cachorro,SRD,2,4.68,NA,monitorar,74,25,38.52,86,hemograma,trauma,5,,SIM,cancelado,
FPC-00627,2025-03-08,curitiba,PR,cachorro,Siamês,9,"16,06",letargia,monitorar,28,11,37.16,136,raio_x,suspeita_infeccao,3.31,NA,,em_atendimento,
FPC-00628,2025-04-14,Goiânia,GO,cachorro,,2,12.79,,urgente,67,25,37.57,157,hemograma,suspeita_infeccao,4.17,,,em_atendimento,
FPC-00629,2025-08-07,Goiânia,GO,gato,SRD,9,30.03,vômito e apatia,urgente,19,26,38.89,119,NA,suspeita_infeccao,4.53,,SIM,finalizado,
FPC-00630,2025-08-08,Uberaba,MG,cachorro,,7,19.69,coceira intensa,monitorar,39,43,38.13,102,ultrassom,alergia,2.27,nao,SIM,cancelado,
FPC-00631,2025-07-03,Uberlândia,MG,gato,,4,10.4,ferimento na pata,monitorar,49,32,38.84,146,ultrassom,trauma,2.49,nao,,finalizado,
FPC-00632,2025-10-15,Uberlândia,MG,cachorro,Siamês,1,4.37,,urgente,58,36,37.22,159,ultrassom,,5,sim,sim,finalizado,
FPC-00633,2025-04-25,Goiânia,GO,gato,,9,"5,89",vômito e apatia,monitorar,28,35,"37,7",87,hemograma,,3.37,NA,,em_atendimento,
FPC-00634,2025-05-20,Uberaba,MG,gato,,5,,dificuldade respiratória,monitorar,0,18,38.91,110,ultrassom,alergia,4.75,sim,,procesado,
FPC-00635,2025-08-27,Uberaba,MG,gato,Bulldog,6,19.85,febre alta,monitorar,35,24,"37,09",114,hemograma,NA,3.86,NA,nao,em_atendimento,
FPC-00636,2025-09-02,Uberlândia,MG,cachorro,Bulldog,5,"22,87",dificuldade respiratória,urgente,18,35,40.67,117,ultrassom,suspeita_infeccao,2.52,nao,nao,cancelado,
FPC-00637,2025-01-08,Campinas,SP,cachorro,Siamês,0,16.97,coceira intensa,urgente,0,31,39.52,91,NA,alergia,5,NA,nao,procesado,
FPC-00638,02-11-2025,Porto Alegre,RS,cachorro,SRD,3,18.29,vômito e apatia,monitorar,39,37,39.11,80,NA,alergia,2.65,sim,,finalizado,
FPC-00639,2025-04-27,Curitiba,PR,gato,Bulldog,2,10.6,coceira intensa,critico,62,39,38.89,182,ultrassom,trauma,3.53,nao,SIM,cancelado,
FPC-00640,2025-08-23,Campinas,SP,cachorro,Bulldog,4,"1,86",,monitorar,38,25,"37,12",109,NA,NA,3.93,nao,,cancelado,
FPC-00641,2025-03-24,Uberlândia,MG,gato,Bulldog,,20.89,febre alta,monitorar,51,23,35.25,84,raio_x,trauma,4.18,nao,SIM,finalizado,
FPC-00642,2025-05-02,Campinas,SP,cachorro,SRD,4,12.41,vômito e apatia,monitorar,44,35,"39,14",119,nenhum,trauma,3.77,nao,sim,finalizado,
FPC-00643,05-31-2025,uberaba,MG,cachorro,Labrador,1,9.22,vômito e apatia,monitorar,48,29,38.9,102,raio_x,suspeita_infeccao,3.82,NA,,finalizado,
FPC-00644,24/02/2025,Porto Alegre,RS,cachorro,Bulldog,2,"14,79",NA,monitorar,58,38,36.94,65,hemograma,,4.51,nao,nao,cancelado,
FPC-00645,01/06/2025,Campinas,SP,cachorro,Bulldog,5,11.1,,monitorar,75,25,40.61,139,raio_x,suspeita_infeccao,3.41,sim,nao,procesado,
FPC-00646,2025-06-10,Uberaba,MG,cachorro,Siamês,4,6.26,,urgente,0,37,40.13,102,ultrassom,,5,NA,nao,finalizado,
FPC-00647,2025-09-27,Salvador,BA,cachorro,SRD,7,27.73,ferimento na pata,monitorar,23,23,38.64,123,raio_x,NA,4.3,,,cancelado,
FPC-00648,2025-03-29,uberlândia,MG,cachorro,Poodle,6,,febre alta,monitorar,52,31,37.94,87,raio_x,suspeita_infeccao,2.37,sim,SIM,finalizado,
FPC-00649,2025-08-05,São Paulo,SP,gato,Siamês,5,17.0,NA,monitorar,59,30,40.96,156,raio_x,trauma,2.74,nao,,em_atendimento,
FPC-00650,2025-01-03,Uberaba,MG,cachorro,Labrador,2,"8,99",vômito e apatia,urgente,14,19,38.6,122,nenhum,trauma,2.71,nao,sim,em_atendimento,
FPC-00651,2025-09-21,Uberlândia,MG,cachorro,Poodle,11,"17,71",,monitorar,42,41,41.89,138,hemograma,trauma,4.65,NA,,cancelado,
FPC-00652,2025-01-30,Uberaba,MG,gato,SRD,6,26.79,letargia,urgente,58,19,38.51,107,raio_x,suspeita_infeccao,3.78,NA,SIM,cancelado,
FPC-00653,06-03-2025,Campinas,sp,gato,Labrador,1,20.08,letargia,monitorar,20,27,38.56,123,NA,alergia,4.31,sim,,procesado,
FPC-00654,2025-01-28,Campinas,SP,gato,,7,14.38,coceira intensa,monitorar,47,18,38.61,119,raio_x,alergia,4.84,nao,sim,procesado,
FPC-00655,2025-09-22,Uberaba,MG,gato,Bulldog,1,4.83,ferimento na pata,monitorar,103,17,38.66,136,hemograma,alergia,3.87,,,cancelado,
FPC-00656,2025-03-14,Goiânia,GO,cachorro,Bulldog,3,9.73,NA,monitorar,15,30,"38,9",75,hemograma,alergia,4.03,NA,,em_atendimento,
FPC-00657,2025-01-22,Uberaba,MG,gato,Bulldog,1,15.6,NA,monitorar,43,14,38.19,156,nenhum,alergia,3.58,,nao,procesado,
FPC-00658,2025-04-30,Uberlândia,MG,cachorro,Labrador,9,21.98,vômito e apatia,monitorar,14,22,38.9,202,nenhum,,3.71,nao,SIM,cancelado,
FPC-00659,2025-09-29,Uberaba,MG,gato,Labrador,2,20.12,NA,monitorar,75,14,38.38,77,hemograma,,3.6,sim,,em_atendimento,
FPC-00660,2025-01-04,Porto Alegre,RS,gato,Labrador,5,14.23,vômito e apatia,monitorar,0,17,"36,44",108,nenhum,alergia,5,,,cancelado,
FPC-00661,2025-10-20,Salvador,BA,gato,SRD,3,7.58,dificuldade respiratória,urgente,34,17,38.21,108,NA,,2.19,,,cancelado,
FPC-00662,2025-05-11,São Paulo,SP,cachorro,Poodle,5,17.02,NA,monitorar,48,38,39.15,167,nenhum,trauma,3.72,sim,sim,procesado,
FPC-00663,2025-03-30,Uberaba,MG,cachorro,Poodle,4,"15,54",vômito e apatia,urgente,62,39,37.31,109,raio_x,trauma,3.24,NA,nao,cancelado,
FPC-00664,2025-03-30,Uberlândia,MG,gato,SRD,0,5.98,,monitorar,0,25,"39,32",124,nenhum,suspeita_infeccao,3.65,NA,nao,cancelado,
FPC-00665,2025-10-03,Porto Alegre,RS,cachorro,Poodle,3,8.64,ferimento na pata,monitorar,13,30,37.08,141,raio_x,alergia,4.37,sim,nao,cancelado,
